county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Hays,414,President,,DEM,Joseph R. Biden,47,,,
Hays,415,President,,DEM,Joseph R. Biden,35,,,
Hays,416,President,,DEM,Joseph R. Biden,3,,,
Hays,417,President,,DEM,Joseph R. Biden,110,,,
Hays,418,President,,DEM,Joseph R. Biden,0,,,
Hays,419,President,,DEM,Joseph R. Biden,116,,,
Hays,420,President,,DEM,Joseph R. Biden,52,,,
Hays,421,President,,DEM,Joseph R. Biden,2,,,
Hays,440,President,,DEM,Joseph R. Biden,95,,,
Hays,441,President,,DEM,Joseph R. Biden,155,,,
Hays,442,President,,DEM,Joseph R. Biden,242,,,
Hays,443,President,,DEM,Joseph R. Biden,316,,,
Hays,444,President,,DEM,Joseph R. Biden,158,,,
Hays,445,President,,DEM,Joseph R. Biden,138,,,
Hays,446,President,,DEM,Joseph R. Biden,134,,,
Hays,447,President,,DEM,Joseph R. Biden,109,,,
Hays,448,President,,DEM,Joseph R. Biden,130,,,
Hays,449,President,,DEM,Joseph R. Biden,210,,,
Hays,Lim Fed and State,President,,DEM,Joseph R. Biden,0,,,
Hays,Lim Blanco County,President,,DEM,Joseph R. Biden,0,,,
Hays,Lim Caldwell County,President,,DEM,Joseph R. Biden,0,,,
Hays,Lim Comal County,President,,DEM,Joseph R. Biden,0,,,
Hays,Lim Guad County,President,,DEM,Joseph R. Biden,0,,,
Hays,Lim Travis County,President,,DEM,Joseph R. Biden,5,,,
Hays,110,President,,DEM,Robby Wells,1,,,
Hays,111,President,,DEM,Robby Wells,0,,,
Hays,112,President,,DEM,Robby Wells,0,,,
Hays,113,President,,DEM,Robby Wells,0,,,
Hays,114,President,,DEM,Robby Wells,0,,,
Hays,115,President,,DEM,Robby Wells,0,,,
Hays,120,President,,DEM,Robby Wells,0,,,
Hays,121,President,,DEM,Robby Wells,0,,,
Hays,122,President,,DEM,Robby Wells,0,,,
Hays,123,President,,DEM,Robby Wells,0,,,
Hays,125,President,,DEM,Robby Wells,0,,,
Hays,126,President,,DEM,Robby Wells,0,,,
Hays,127,President,,DEM,Robby Wells,0,,,
Hays,128,President,,DEM,Robby Wells,0,,,
Hays,129,President,,DEM,Robby Wells,0,,,
Hays,130,President,,DEM,Robby Wells,1,,,
Hays,220,President,,DEM,Robby Wells,1,,,
Hays,221,President,,DEM,Robby Wells,0,,,
Hays,222,President,,DEM,Robby Wells,0,,,
Hays,223,President,,DEM,Robby Wells,0,,,
Hays,224,President,,DEM,Robby Wells,0,,,
Hays,225,President,,DEM,Robby Wells,0,,,
Hays,226,President,,DEM,Robby Wells,1,,,
Hays,227,President,,DEM,Robby Wells,0,,,
Hays,228,President,,DEM,Robby Wells,0,,,
Hays,229,President,,DEM,Robby Wells,0,,,
Hays,230,President,,DEM,Robby Wells,0,,,
Hays,231,President,,DEM,Robby Wells,0,,,
Hays,232,President,,DEM,Robby Wells,0,,,
Hays,233,President,,DEM,Robby Wells,0,,,
Hays,234,President,,DEM,Robby Wells,0,,,
Hays,235,President,,DEM,Robby Wells,0,,,
Hays,236,President,,DEM,Robby Wells,0,,,
Hays,238,President,,DEM,Robby Wells,0,,,
Hays,301,President,,DEM,Robby Wells,0,,,
Hays,315,President,,DEM,Robby Wells,1,,,
Hays,316,President,,DEM,Robby Wells,0,,,
Hays,317,President,,DEM,Robby Wells,0,,,
Hays,318,President,,DEM,Robby Wells,0,,,
Hays,330,President,,DEM,Robby Wells,0,,,
Hays,332,President,,DEM,Robby Wells,0,,,
Hays,333,President,,DEM,Robby Wells,0,,,
Hays,334,President,,DEM,Robby Wells,0,,,
Hays,335,President,,DEM,Robby Wells,0,,,
Hays,336,President,,DEM,Robby Wells,0,,,
Hays,337,President,,DEM,Robby Wells,0,,,
Hays,338,President,,DEM,Robby Wells,0,,,
Hays,339,President,,DEM,Robby Wells,0,,,
Hays,340,President,,DEM,Robby Wells,0,,,
Hays,413,President,,DEM,Robby Wells,0,,,
Hays,414,President,,DEM,Robby Wells,0,,,
Hays,415,President,,DEM,Robby Wells,0,,,
Hays,416,President,,DEM,Robby Wells,0,,,
Hays,417,President,,DEM,Robby Wells,0,,,
Hays,418,President,,DEM,Robby Wells,0,,,
Hays,419,President,,DEM,Robby Wells,1,,,
Hays,420,President,,DEM,Robby Wells,0,,,
Hays,421,President,,DEM,Robby Wells,0,,,
Hays,440,President,,DEM,Robby Wells,0,,,
Hays,441,President,,DEM,Robby Wells,0,,,
Hays,442,President,,DEM,Robby Wells,0,,,
Hays,443,President,,DEM,Robby Wells,0,,,
Hays,444,President,,DEM,Robby Wells,0,,,
Hays,445,President,,DEM,Robby Wells,1,,,
Hays,446,President,,DEM,Robby Wells,0,,,
Hays,447,President,,DEM,Robby Wells,0,,,
Hays,448,President,,DEM,Robby Wells,0,,,
Hays,449,President,,DEM,Robby Wells,1,,,
Hays,Lim Fed and State,President,,DEM,Robby Wells,0,,,
Hays,Lim Blanco County,President,,DEM,Robby Wells,0,,,
Hays,Lim Caldwell County,President,,DEM,Robby Wells,0,,,
Hays,Lim Comal County,President,,DEM,Robby Wells,0,,,
Hays,Lim Guad County,President,,DEM,Robby Wells,0,,,
Hays,Lim Travis County,President,,DEM,Robby Wells,0,,,
Hays,110,President,,DEM,Tom Steyer,4,,,
Hays,111,President,,DEM,Tom Steyer,0,,,
Hays,112,President,,DEM,Tom Steyer,5,,,
Hays,113,President,,DEM,Tom Steyer,0,,,
Hays,114,President,,DEM,Tom Steyer,7,,,
Hays,115,President,,DEM,Tom Steyer,2,,,
Hays,120,President,,DEM,Tom Steyer,3,,,
Hays,121,President,,DEM,Tom Steyer,0,,,
Hays,122,President,,DEM,Tom Steyer,0,,,
Hays,123,President,,DEM,Tom Steyer,3,,,
Hays,125,President,,DEM,Tom Steyer,0,,,
Hays,126,President,,DEM,Tom Steyer,1,,,
Hays,127,President,,DEM,Tom Steyer,1,,,
Hays,128,President,,DEM,Tom Steyer,3,,,
Hays,129,President,,DEM,Tom Steyer,3,,,
Hays,130,President,,DEM,Tom Steyer,6,,,
Hays,220,President,,DEM,Tom Steyer,3,,,
Hays,221,President,,DEM,Tom Steyer,3,,,
Hays,222,President,,DEM,Tom Steyer,1,,,
Hays,223,President,,DEM,Tom Steyer,4,,,
Hays,224,President,,DEM,Tom Steyer,5,,,
Hays,225,President,,DEM,Tom Steyer,7,,,
Hays,226,President,,DEM,Tom Steyer,4,,,
Hays,227,President,,DEM,Tom Steyer,3,,,
Hays,228,President,,DEM,Tom Steyer,6,,,
Hays,229,President,,DEM,Tom Steyer,0,,,
Hays,230,President,,DEM,Tom Steyer,3,,,
Hays,231,President,,DEM,Tom Steyer,0,,,
Hays,232,President,,DEM,Tom Steyer,4,,,
Hays,233,President,,DEM,Tom Steyer,2,,,
Hays,234,President,,DEM,Tom Steyer,0,,,
Hays,235,President,,DEM,Tom Steyer,2,,,
Hays,236,President,,DEM,Tom Steyer,2,,,
Hays,238,President,,DEM,Tom Steyer,2,,,
Hays,301,President,,DEM,Tom Steyer,0,,,
Hays,315,President,,DEM,Tom Steyer,14,,,
Hays,316,President,,DEM,Tom Steyer,7,,,
Hays,317,President,,DEM,Tom Steyer,0,,,
Hays,318,President,,DEM,Tom Steyer,0,,,
Hays,330,President,,DEM,Tom Steyer,3,,,
Hays,332,President,,DEM,Tom Steyer,6,,,
Hays,333,President,,DEM,Tom Steyer,10,,,
Hays,334,President,,DEM,Tom Steyer,0,,,
Hays,335,President,,DEM,Tom Steyer,6,,,
Hays,336,President,,DEM,Tom Steyer,6,,,
Hays,337,President,,DEM,Tom Steyer,2,,,
Hays,338,President,,DEM,Tom Steyer,5,,,
Hays,339,President,,DEM,Tom Steyer,4,,,
Hays,340,President,,DEM,Tom Steyer,0,,,
Hays,413,President,,DEM,Tom Steyer,0,,,
Hays,414,President,,DEM,Tom Steyer,1,,,
Hays,415,President,,DEM,Tom Steyer,2,,,
Hays,416,President,,DEM,Tom Steyer,0,,,
Hays,417,President,,DEM,Tom Steyer,1,,,
Hays,418,President,,DEM,Tom Steyer,0,,,
Hays,419,President,,DEM,Tom Steyer,4,,,
Hays,420,President,,DEM,Tom Steyer,2,,,
Hays,421,President,,DEM,Tom Steyer,0,,,
Hays,440,President,,DEM,Tom Steyer,5,,,
Hays,441,President,,DEM,Tom Steyer,3,,,
Hays,442,President,,DEM,Tom Steyer,3,,,
Hays,443,President,,DEM,Tom Steyer,5,,,
Hays,444,President,,DEM,Tom Steyer,3,,,
Hays,445,President,,DEM,Tom Steyer,1,,,
Hays,446,President,,DEM,Tom Steyer,1,,,
Hays,447,President,,DEM,Tom Steyer,2,,,
Hays,448,President,,DEM,Tom Steyer,4,,,
Hays,449,President,,DEM,Tom Steyer,10,,,
Hays,Lim Fed and State,President,,DEM,Tom Steyer,0,,,
Hays,Lim Blanco County,President,,DEM,Tom Steyer,0,,,
Hays,Lim Caldwell County,President,,DEM,Tom Steyer,0,,,
Hays,Lim Comal County,President,,DEM,Tom Steyer,0,,,
Hays,Lim Guad County,President,,DEM,Tom Steyer,0,,,
Hays,Lim Travis County,President,,DEM,Tom Steyer,0,,,
Hays,110,President,,DEM,Bernie Sanders,164,,,
Hays,111,President,,DEM,Bernie Sanders,61,,,
Hays,112,President,,DEM,Bernie Sanders,261,,,
Hays,113,President,,DEM,Bernie Sanders,119,,,
Hays,114,President,,DEM,Bernie Sanders,153,,,
Hays,115,President,,DEM,Bernie Sanders,211,,,
Hays,120,President,,DEM,Bernie Sanders,76,,,
Hays,121,President,,DEM,Bernie Sanders,300,,,
Hays,122,President,,DEM,Bernie Sanders,130,,,
Hays,123,President,,DEM,Bernie Sanders,130,,,
Hays,125,President,,DEM,Bernie Sanders,175,,,
Hays,126,President,,DEM,Bernie Sanders,166,,,
Hays,127,President,,DEM,Bernie Sanders,38,,,
Hays,128,President,,DEM,Bernie Sanders,138,,,
Hays,129,President,,DEM,Bernie Sanders,158,,,
Hays,130,President,,DEM,Bernie Sanders,178,,,
Hays,220,President,,DEM,Bernie Sanders,158,,,
Hays,221,President,,DEM,Bernie Sanders,156,,,
Hays,222,President,,DEM,Bernie Sanders,128,,,
Hays,223,President,,DEM,Bernie Sanders,153,,,
Hays,224,President,,DEM,Bernie Sanders,119,,,
Hays,225,President,,DEM,Bernie Sanders,61,,,
Hays,226,President,,DEM,Bernie Sanders,165,,,
Hays,227,President,,DEM,Bernie Sanders,178,,,
Hays,228,President,,DEM,Bernie Sanders,203,,,
Hays,229,President,,DEM,Bernie Sanders,84,,,
Hays,230,President,,DEM,Bernie Sanders,64,,,
Hays,231,President,,DEM,Bernie Sanders,233,,,
Hays,232,President,,DEM,Bernie Sanders,71,,,
Hays,233,President,,DEM,Bernie Sanders,69,,,
Hays,234,President,,DEM,Bernie Sanders,69,,,
Hays,235,President,,DEM,Bernie Sanders,169,,,
Hays,236,President,,DEM,Bernie Sanders,44,,,
Hays,238,President,,DEM,Bernie Sanders,10,,,
Hays,301,President,,DEM,Bernie Sanders,0,,,
Hays,315,President,,DEM,Bernie Sanders,159,,,
Hays,316,President,,DEM,Bernie Sanders,105,,,
Hays,317,President,,DEM,Bernie Sanders,76,,,
Hays,318,President,,DEM,Bernie Sanders,22,,,
Hays,330,President,,DEM,Bernie Sanders,282,,,
Hays,332,President,,DEM,Bernie Sanders,506,,,
Hays,333,President,,DEM,Bernie Sanders,224,,,
Hays,334,President,,DEM,Bernie Sanders,462,,,
Hays,335,President,,DEM,Bernie Sanders,209,,,
Hays,336,President,,DEM,Bernie Sanders,257,,,
Hays,337,President,,DEM,Bernie Sanders,158,,,
Hays,338,President,,DEM,Bernie Sanders,138,,,
Hays,339,President,,DEM,Bernie Sanders,43,,,
Hays,340,President,,DEM,Bernie Sanders,192,,,
Hays,413,President,,DEM,Bernie Sanders,246,,,
Hays,414,President,,DEM,Bernie Sanders,201,,,
Hays,415,President,,DEM,Bernie Sanders,288,,,
Hays,416,President,,DEM,Bernie Sanders,9,,,
Hays,417,President,,DEM,Bernie Sanders,122,,,
Hays,418,President,,DEM,Bernie Sanders,0,,,
Hays,419,President,,DEM,Bernie Sanders,132,,,
Hays,420,President,,DEM,Bernie Sanders,50,,,
Hays,421,President,,DEM,Bernie Sanders,5,,,
Hays,440,President,,DEM,Bernie Sanders,76,,,
Hays,441,President,,DEM,Bernie Sanders,149,,,
Hays,442,President,,DEM,Bernie Sanders,175,,,
Hays,443,President,,DEM,Bernie Sanders,173,,,
Hays,444,President,,DEM,Bernie Sanders,120,,,
Hays,445,President,,DEM,Bernie Sanders,83,,,
Hays,446,President,,DEM,Bernie Sanders,86,,,
Hays,447,President,,DEM,Bernie Sanders,209,,,
Hays,448,President,,DEM,Bernie Sanders,62,,,
Hays,449,President,,DEM,Bernie Sanders,163,,,
Hays,Lim Fed and State,President,,DEM,Bernie Sanders,20,,,
Hays,Lim Blanco County,President,,DEM,Bernie Sanders,0,,,
Hays,Lim Caldwell County,President,,DEM,Bernie Sanders,0,,,
Hays,Lim Comal County,President,,DEM,Bernie Sanders,1,,,
Hays,Lim Guad County,President,,DEM,Bernie Sanders,1,,,
Hays,Lim Travis County,President,,DEM,Bernie Sanders,21,,,
Hays,110,President,,DEM,Julián Castro,7,,,
Hays,111,President,,DEM,Julián Castro,2,,,
Hays,112,President,,DEM,Julián Castro,5,,,
Hays,113,President,,DEM,Julián Castro,6,,,
Hays,114,President,,DEM,Julián Castro,5,,,
Hays,115,President,,DEM,Julián Castro,3,,,
Hays,120,President,,DEM,Julián Castro,1,,,
Hays,121,President,,DEM,Julián Castro,0,,,
Hays,122,President,,DEM,Julián Castro,0,,,
Hays,123,President,,DEM,Julián Castro,4,,,
Hays,125,President,,DEM,Julián Castro,1,,,
Hays,126,President,,DEM,Julián Castro,5,,,
Hays,127,President,,DEM,Julián Castro,1,,,
Hays,128,President,,DEM,Julián Castro,3,,,
Hays,129,President,,DEM,Julián Castro,1,,,
Hays,130,President,,DEM,Julián Castro,4,,,
Hays,220,President,,DEM,Julián Castro,2,,,
Hays,221,President,,DEM,Julián Castro,4,,,
Hays,222,President,,DEM,Julián Castro,0,,,
Hays,223,President,,DEM,Julián Castro,4,,,
Hays,224,President,,DEM,Julián Castro,0,,,
Hays,225,President,,DEM,Julián Castro,1,,,
Hays,226,President,,DEM,Julián Castro,5,,,
Hays,227,President,,DEM,Julián Castro,2,,,
Hays,228,President,,DEM,Julián Castro,2,,,
Hays,229,President,,DEM,Julián Castro,2,,,
Hays,230,President,,DEM,Julián Castro,0,,,
Hays,231,President,,DEM,Julián Castro,6,,,
Hays,232,President,,DEM,Julián Castro,0,,,
Hays,233,President,,DEM,Julián Castro,3,,,
Hays,234,President,,DEM,Julián Castro,0,,,
Hays,235,President,,DEM,Julián Castro,1,,,
Hays,236,President,,DEM,Julián Castro,0,,,
Hays,238,President,,DEM,Julián Castro,0,,,
Hays,301,President,,DEM,Julián Castro,0,,,
Hays,315,President,,DEM,Julián Castro,2,,,
Hays,316,President,,DEM,Julián Castro,1,,,
Hays,317,President,,DEM,Julián Castro,0,,,
Hays,318,President,,DEM,Julián Castro,0,,,
Hays,330,President,,DEM,Julián Castro,1,,,
Hays,332,President,,DEM,Julián Castro,0,,,
Hays,333,President,,DEM,Julián Castro,1,,,
Hays,334,President,,DEM,Julián Castro,1,,,
Hays,335,President,,DEM,Julián Castro,1,,,
Hays,336,President,,DEM,Julián Castro,0,,,
Hays,337,President,,DEM,Julián Castro,0,,,
Hays,338,President,,DEM,Julián Castro,1,,,
Hays,339,President,,DEM,Julián Castro,0,,,
Hays,340,President,,DEM,Julián Castro,2,,,
Hays,413,President,,DEM,Julián Castro,1,,,
Hays,414,President,,DEM,Julián Castro,1,,,
Hays,415,President,,DEM,Julián Castro,1,,,
Hays,416,President,,DEM,Julián Castro,0,,,
Hays,417,President,,DEM,Julián Castro,2,,,
Hays,418,President,,DEM,Julián Castro,0,,,
Hays,419,President,,DEM,Julián Castro,1,,,
Hays,420,President,,DEM,Julián Castro,2,,,
Hays,421,President,,DEM,Julián Castro,0,,,
Hays,440,President,,DEM,Julián Castro,0,,,
Hays,441,President,,DEM,Julián Castro,2,,,
Hays,442,President,,DEM,Julián Castro,0,,,
Hays,443,President,,DEM,Julián Castro,0,,,
Hays,444,President,,DEM,Julián Castro,0,,,
Hays,445,President,,DEM,Julián Castro,0,,,
Hays,446,President,,DEM,Julián Castro,0,,,
Hays,447,President,,DEM,Julián Castro,1,,,
Hays,448,President,,DEM,Julián Castro,1,,,
Hays,449,President,,DEM,Julián Castro,0,,,
Hays,Lim Fed and State,President,,DEM,Julián Castro,0,,,
Hays,Lim Blanco County,President,,DEM,Julián Castro,0,,,
Hays,Lim Caldwell County,President,,DEM,Julián Castro,0,,,
Hays,Lim Comal County,President,,DEM,Julián Castro,0,,,
Hays,Lim Guad County,President,,DEM,Julián Castro,0,,,
Hays,Lim Travis County,President,,DEM,Julián Castro,0,,,
Hays,110,President,,DEM,Deval Patrick,0,,,
Hays,111,President,,DEM,Deval Patrick,0,,,
Hays,112,President,,DEM,Deval Patrick,0,,,
Hays,113,President,,DEM,Deval Patrick,0,,,
Hays,114,President,,DEM,Deval Patrick,0,,,
Hays,115,President,,DEM,Deval Patrick,0,,,
Hays,120,President,,DEM,Deval Patrick,0,,,
Hays,121,President,,DEM,Deval Patrick,0,,,
Hays,122,President,,DEM,Deval Patrick,0,,,
Hays,123,President,,DEM,Deval Patrick,0,,,
Hays,125,President,,DEM,Deval Patrick,0,,,
Hays,126,President,,DEM,Deval Patrick,0,,,
Hays,127,President,,DEM,Deval Patrick,0,,,
Hays,128,President,,DEM,Deval Patrick,0,,,
Hays,129,President,,DEM,Deval Patrick,1,,,
Hays,130,President,,DEM,Deval Patrick,0,,,
Hays,220,President,,DEM,Deval Patrick,0,,,
Hays,221,President,,DEM,Deval Patrick,0,,,
Hays,222,President,,DEM,Deval Patrick,0,,,
Hays,223,President,,DEM,Deval Patrick,0,,,
Hays,224,President,,DEM,Deval Patrick,0,,,
Hays,225,President,,DEM,Deval Patrick,0,,,
Hays,226,President,,DEM,Deval Patrick,0,,,
Hays,227,President,,DEM,Deval Patrick,0,,,
Hays,228,President,,DEM,Deval Patrick,0,,,
Hays,229,President,,DEM,Deval Patrick,0,,,
Hays,230,President,,DEM,Deval Patrick,0,,,
Hays,231,President,,DEM,Deval Patrick,0,,,
Hays,232,President,,DEM,Deval Patrick,0,,,
Hays,233,President,,DEM,Deval Patrick,0,,,
Hays,234,President,,DEM,Deval Patrick,0,,,
Hays,235,President,,DEM,Deval Patrick,0,,,
Hays,236,President,,DEM,Deval Patrick,0,,,
Hays,238,President,,DEM,Deval Patrick,0,,,
Hays,301,President,,DEM,Deval Patrick,0,,,
Hays,315,President,,DEM,Deval Patrick,0,,,
Hays,316,President,,DEM,Deval Patrick,0,,,
Hays,317,President,,DEM,Deval Patrick,0,,,
Hays,318,President,,DEM,Deval Patrick,0,,,
Hays,330,President,,DEM,Deval Patrick,0,,,
Hays,332,President,,DEM,Deval Patrick,0,,,
Hays,333,President,,DEM,Deval Patrick,1,,,
Hays,334,President,,DEM,Deval Patrick,0,,,
Hays,335,President,,DEM,Deval Patrick,0,,,
Hays,336,President,,DEM,Deval Patrick,0,,,
Hays,337,President,,DEM,Deval Patrick,0,,,
Hays,338,President,,DEM,Deval Patrick,0,,,
Hays,339,President,,DEM,Deval Patrick,0,,,
Hays,340,President,,DEM,Deval Patrick,0,,,
Hays,413,President,,DEM,Deval Patrick,0,,,
Hays,414,President,,DEM,Deval Patrick,0,,,
Hays,415,President,,DEM,Deval Patrick,1,,,
Hays,416,President,,DEM,Deval Patrick,0,,,
Hays,417,President,,DEM,Deval Patrick,0,,,
Hays,418,President,,DEM,Deval Patrick,0,,,
Hays,419,President,,DEM,Deval Patrick,0,,,
Hays,420,President,,DEM,Deval Patrick,0,,,
Hays,421,President,,DEM,Deval Patrick,0,,,
Hays,440,President,,DEM,Deval Patrick,0,,,
Hays,441,President,,DEM,Deval Patrick,0,,,
Hays,442,President,,DEM,Deval Patrick,0,,,
Hays,443,President,,DEM,Deval Patrick,0,,,
Hays,444,President,,DEM,Deval Patrick,0,,,
Hays,445,President,,DEM,Deval Patrick,0,,,
Hays,446,President,,DEM,Deval Patrick,0,,,
Hays,447,President,,DEM,Deval Patrick,0,,,
Hays,448,President,,DEM,Deval Patrick,0,,,
Hays,449,President,,DEM,Deval Patrick,0,,,
Hays,Lim Fed and State,President,,DEM,Deval Patrick,0,,,
Hays,Lim Blanco County,President,,DEM,Deval Patrick,0,,,
Hays,Lim Caldwell County,President,,DEM,Deval Patrick,0,,,
Hays,Lim Comal County,President,,DEM,Deval Patrick,0,,,
Hays,Lim Guad County,President,,DEM,Deval Patrick,0,,,
Hays,Lim Travis County,President,,DEM,Deval Patrick,1,,,
Hays,110,President,,DEM,Tulsi Gabbard,3,,,
Hays,111,President,,DEM,Tulsi Gabbard,0,,,
Hays,112,President,,DEM,Tulsi Gabbard,2,,,
Hays,113,President,,DEM,Tulsi Gabbard,1,,,
Hays,114,President,,DEM,Tulsi Gabbard,1,,,
Hays,115,President,,DEM,Tulsi Gabbard,2,,,
Hays,120,President,,DEM,Tulsi Gabbard,2,,,
Hays,121,President,,DEM,Tulsi Gabbard,0,,,
Hays,122,President,,DEM,Tulsi Gabbard,0,,,
Hays,123,President,,DEM,Tulsi Gabbard,1,,,
Hays,125,President,,DEM,Tulsi Gabbard,0,,,
Hays,126,President,,DEM,Tulsi Gabbard,2,,,
Hays,127,President,,DEM,Tulsi Gabbard,0,,,
Hays,128,President,,DEM,Tulsi Gabbard,4,,,
Hays,129,President,,DEM,Tulsi Gabbard,0,,,
Hays,130,President,,DEM,Tulsi Gabbard,3,,,
Hays,220,President,,DEM,Tulsi Gabbard,5,,,
Hays,221,President,,DEM,Tulsi Gabbard,1,,,
Hays,222,President,,DEM,Tulsi Gabbard,0,,,
Hays,223,President,,DEM,Tulsi Gabbard,5,,,
Hays,224,President,,DEM,Tulsi Gabbard,2,,,
Hays,225,President,,DEM,Tulsi Gabbard,2,,,
Hays,226,President,,DEM,Tulsi Gabbard,0,,,
Hays,227,President,,DEM,Tulsi Gabbard,3,,,
Hays,228,President,,DEM,Tulsi Gabbard,3,,,
Hays,229,President,,DEM,Tulsi Gabbard,0,,,
Hays,230,President,,DEM,Tulsi Gabbard,1,,,
Hays,231,President,,DEM,Tulsi Gabbard,1,,,
Hays,232,President,,DEM,Tulsi Gabbard,3,,,
Hays,233,President,,DEM,Tulsi Gabbard,3,,,
Hays,234,President,,DEM,Tulsi Gabbard,1,,,
Hays,235,President,,DEM,Tulsi Gabbard,1,,,
Hays,236,President,,DEM,Tulsi Gabbard,1,,,
Hays,238,President,,DEM,Tulsi Gabbard,0,,,
Hays,301,President,,DEM,Tulsi Gabbard,0,,,
Hays,315,President,,DEM,Tulsi Gabbard,3,,,
Hays,316,President,,DEM,Tulsi Gabbard,1,,,
Hays,317,President,,DEM,Tulsi Gabbard,1,,,
Hays,318,President,,DEM,Tulsi Gabbard,0,,,
Hays,330,President,,DEM,Tulsi Gabbard,3,,,
Hays,332,President,,DEM,Tulsi Gabbard,3,,,
Hays,333,President,,DEM,Tulsi Gabbard,1,,,
Hays,334,President,,DEM,Tulsi Gabbard,2,,,
Hays,335,President,,DEM,Tulsi Gabbard,3,,,
Hays,336,President,,DEM,Tulsi Gabbard,2,,,
Hays,337,President,,DEM,Tulsi Gabbard,3,,,
Hays,338,President,,DEM,Tulsi Gabbard,3,,,
Hays,339,President,,DEM,Tulsi Gabbard,0,,,
Hays,340,President,,DEM,Tulsi Gabbard,3,,,
Hays,413,President,,DEM,Tulsi Gabbard,4,,,
Hays,414,President,,DEM,Tulsi Gabbard,1,,,
Hays,415,President,,DEM,Tulsi Gabbard,0,,,
Hays,416,President,,DEM,Tulsi Gabbard,0,,,
Hays,417,President,,DEM,Tulsi Gabbard,1,,,
Hays,418,President,,DEM,Tulsi Gabbard,0,,,
Hays,419,President,,DEM,Tulsi Gabbard,3,,,
Hays,420,President,,DEM,Tulsi Gabbard,0,,,
Hays,421,President,,DEM,Tulsi Gabbard,0,,,
Hays,440,President,,DEM,Tulsi Gabbard,4,,,
Hays,441,President,,DEM,Tulsi Gabbard,2,,,
Hays,442,President,,DEM,Tulsi Gabbard,6,,,
Hays,443,President,,DEM,Tulsi Gabbard,3,,,
Hays,444,President,,DEM,Tulsi Gabbard,0,,,
Hays,445,President,,DEM,Tulsi Gabbard,0,,,
Hays,446,President,,DEM,Tulsi Gabbard,0,,,
Hays,447,President,,DEM,Tulsi Gabbard,5,,,
Hays,448,President,,DEM,Tulsi Gabbard,0,,,
Hays,449,President,,DEM,Tulsi Gabbard,1,,,
Hays,Lim Fed and State,President,,DEM,Tulsi Gabbard,0,,,
Hays,Lim Blanco County,President,,DEM,Tulsi Gabbard,0,,,
