county,precinct,office,district,candidate,party,votes,early_voting,election_day
Coryell,101,Registered Voters,,,,6226,,
Coryell,101,President,,Cory Booker,DEM,3,1,2
Coryell,101,President,,Deval Patrick,DEM,1,1,0
Coryell,101,President,,Michael R. Bloomberg,DEM,55,28,27
Coryell,101,President,,Marianne Williamson,DEM,1,0,1
Coryell,101,President,,Elizabeth Warren,DEM,41,16,25
Coryell,101,President,,Robby Wells,DEM,0,0,0
Coryell,101,President,,Bernie Sanders,DEM,155,51,104
Coryell,101,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0
Coryell,101,President,,Joseph R. Biden,DEM,189,50,139
Coryell,101,President,,Julin Castro,DEM,0,0,0
Coryell,101,President,,Tulsi Gabbard,DEM,3,1,2
Coryell,101,President,,Andrew Yang,DEM,4,2,2
Coryell,101,President,,Michael Bennet,DEM,0,0,0
Coryell,101,President,,Amy Klobuchar,DEM,12,12,0
Coryell,101,President,,Pete Buttigieg,DEM,15,15,0
Coryell,101,President,,John K. Delaney,DEM,0,0,0
Coryell,101,President,,Tom Steyer,DEM,0,0,0
Coryell,101,U.S. Senate,,Sema Hernandez,DEM,58,21,37
Coryell,101,U.S. Senate,,Adrian Ocegueda,DEM,6,0,6
Coryell,101,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,32,6,26
Coryell,101,U.S. Senate,,Amanda K. Edwards,DEM,59,23,36
Coryell,101,U.S. Senate,,Victor Hugo Harris,DEM,22,6,16
Coryell,101,U.S. Senate,,Royce West,DEM,38,16,22
Coryell,101,U.S. Senate,,"Annie ""Mam"" Garcia",DEM,51,14,37
Coryell,101,U.S. Senate,,Jack Daniel Foster Jr,DEM,17,5,12
Coryell,101,U.S. Senate,,D. R. Hunter,DEM,3,2,1
Coryell,101,U.S. Senate,,Chris Bell,DEM,12,5,7
Coryell,101,U.S. Senate,,Michael Cooper,DEM,12,6,6
Coryell,101,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,118,55,63
Coryell,101,U.S. House,25,Julie Oliver,DEM,271,106,165
Coryell,101,U.S. House,25,Heidi Sloan,DEM,156,49,107
Coryell,101,Railroad Commissioner,,Chrysta Castaeda,DEM,112,41,71
Coryell,101,Railroad Commissioner,,Mark Watson,DEM,81,28,53
Coryell,101,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,129,42,87
Coryell,101,Railroad Commissioner,,Kelly Stone,DEM,99,43,56
Coryell,101,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,90,38,52
Coryell,101,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,342,123,219
Coryell,101,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,333,118,215
Coryell,101,"Justice, Supreme Court, Place 6 Unexpired Term",,Larry Praeger,DEM,95,42,53
Coryell,101,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,144,50,94
Coryell,101,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,283,107,176
Coryell,101,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,294,105,189
Coryell,101,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,127,50,77
Coryell,101,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,302,114,188
Coryell,101,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,50,17,33
Coryell,101,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,70,27,43
Coryell,101,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,90,39,51
Coryell,101,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,326,117,209
Coryell,101,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,393,146,247
Coryell,101,"Member, State Board of Education",14,Greg Alvord,DEM,391,144,247
Coryell,101,State Senate,24,Clayton Tucker,DEM,386,141,245
Coryell,101,County Chairman,,Gene Whittle,DEM,384,142,242
Coryell,101,President,,Matthew John Matern,REP,6,3,3
Coryell,101,President,,Joe Walsh,REP,9,5,4
Coryell,101,President,,Zoltan G. Istvan,REP,1,0,1
Coryell,101,President,,Bill Weld,REP,2,1,1
Coryell,101,President,,Bob Ely,REP,0,0,0
Coryell,101,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,1
