county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Lubbock,6,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,7,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,8,President,,DEM,Tulsi Gabbard,0,1,2,3
Lubbock,9,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,10,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,12,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,13,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,14,President,,DEM,Tulsi Gabbard,0,0,2,2
Lubbock,15,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,16,President,,DEM,Tulsi Gabbard,0,0,4,4
Lubbock,17,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,18,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,19,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,20,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,21,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,22,President,,DEM,Tulsi Gabbard,0,0,3,3
Lubbock,23,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,24,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,25,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,26,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,27,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,28,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,29,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,30,President,,DEM,Tulsi Gabbard,0,1,2,3
Lubbock,31,President,,DEM,Tulsi Gabbard,0,1,1,2
Lubbock,33,President,,DEM,Tulsi Gabbard,0,2,0,2
Lubbock,34,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,35,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,36,President,,DEM,Tulsi Gabbard,0,2,0,2
Lubbock,38,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,39,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,40,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,41,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,43,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,44,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,45,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,46,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,47,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,49,President,,DEM,Tulsi Gabbard,0,2,0,2
Lubbock,50,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,51,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,52,President,,DEM,Tulsi Gabbard,0,1,1,2
Lubbock,53,President,,DEM,Tulsi Gabbard,0,4,3,7
Lubbock,54,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,56,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,57,President,,DEM,Tulsi Gabbard,1,0,1,2
Lubbock,58,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,59,President,,DEM,Tulsi Gabbard,0,0,2,2
Lubbock,60,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,62,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,63,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,65,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,66,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,67,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,72,President,,DEM,Tulsi Gabbard,0,2,1,3
Lubbock,75,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,76,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,78,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,92,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,96,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,102,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,104,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,109,President,,DEM,Tulsi Gabbard,0,0,3,3
Lubbock,110,President,,DEM,Tulsi Gabbard,0,1,1,2
Lubbock,111,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,112,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,113,President,,DEM,Tulsi Gabbard,0,1,3,4
Lubbock,114,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,118,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,119,President,,DEM,Tulsi Gabbard,0,1,2,3
Lubbock,120,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,121,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,122,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,123,President,,DEM,Tulsi Gabbard,0,1,1,2
Lubbock,124,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,125,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,126,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,127,President,,DEM,Tulsi Gabbard,0,1,0,1
Lubbock,128,President,,DEM,Tulsi Gabbard,0,1,1,2
Lubbock,129,President,,DEM,Tulsi Gabbard,0,1,1,2
Lubbock,135,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,138,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,140,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,141,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,142,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,151,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,152,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,153,President,,DEM,Tulsi Gabbard,0,0,1,1
Lubbock,154,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,155,President,,DEM,Tulsi Gabbard,0,1,2,3
Lubbock,159,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,178,President,,DEM,Tulsi Gabbard,0,0,0,0
Lubbock,1,President,,DEM,Marianne Williamson,0,0,2,2
Lubbock,2,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,3,President,,DEM,Marianne Williamson,0,1,1,2
Lubbock,4,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,5,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,6,President,,DEM,Marianne Williamson,0,1,1,2
Lubbock,7,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,8,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,9,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,10,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,12,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,13,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,14,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,15,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,16,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,17,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,18,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,19,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,20,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,21,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,22,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,23,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,24,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,25,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,26,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,27,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,28,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,29,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,30,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,31,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,33,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,34,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,35,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,36,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,38,President,,DEM,Marianne Williamson,0,3,1,4
Lubbock,39,President,,DEM,Marianne Williamson,0,1,1,2
Lubbock,40,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,41,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,43,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,44,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,45,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,46,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,47,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,49,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,50,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,51,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,52,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,53,President,,DEM,Marianne Williamson,0,1,1,2
Lubbock,54,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,56,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,57,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,58,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,59,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,60,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,62,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,63,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,65,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,66,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,67,President,,DEM,Marianne Williamson,0,1,1,2
Lubbock,72,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,75,President,,DEM,Marianne Williamson,0,1,1,2
Lubbock,76,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,78,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,92,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,96,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,102,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,104,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,109,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,110,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,111,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,112,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,113,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,114,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,118,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,119,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,120,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,121,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,122,President,,DEM,Marianne Williamson,1,0,0,1
Lubbock,123,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,124,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,125,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,126,President,,DEM,Marianne Williamson,0,1,0,1
Lubbock,127,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,128,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,129,President,,DEM,Marianne Williamson,0,0,1,1
Lubbock,135,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,138,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,140,President,,DEM,Marianne Williamson,0,2,0,2
Lubbock,141,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,142,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,151,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,152,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,153,President,,DEM,Marianne Williamson,0,1,1,2
Lubbock,154,President,,DEM,Marianne Williamson,0,2,0,2
Lubbock,155,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,159,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,178,President,,DEM,Marianne Williamson,0,0,0,0
Lubbock,1,President,,DEM,John Delaney,0,1,0,1
Lubbock,2,President,,DEM,John Delaney,0,1,3,4
Lubbock,3,President,,DEM,John Delaney,0,1,1,2
Lubbock,4,President,,DEM,John Delaney,0,1,0,1
Lubbock,5,President,,DEM,John Delaney,0,1,0,1
Lubbock,6,President,,DEM,John Delaney,0,8,2,10
Lubbock,7,President,,DEM,John Delaney,0,0,2,2
Lubbock,8,President,,DEM,John Delaney,0,0,0,0
Lubbock,9,President,,DEM,John Delaney,0,0,0,0
Lubbock,10,President,,DEM,John Delaney,0,0,0,0
Lubbock,12,President,,DEM,John Delaney,0,0,0,0
Lubbock,13,President,,DEM,John Delaney,0,4,0,4
Lubbock,14,President,,DEM,John Delaney,0,0,0,0
Lubbock,15,President,,DEM,John Delaney,0,0,0,0
Lubbock,16,President,,DEM,John Delaney,0,0,0,0
Lubbock,17,President,,DEM,John Delaney,0,0,0,0
Lubbock,18,President,,DEM,John Delaney,0,0,0,0
Lubbock,19,President,,DEM,John Delaney,0,0,1,1
Lubbock,20,President,,DEM,John Delaney,0,2,1,3
Lubbock,21,President,,DEM,John Delaney,0,3,0,3
Lubbock,22,President,,DEM,John Delaney,0,0,0,0
Lubbock,23,President,,DEM,John Delaney,0,0,1,1
Lubbock,24,President,,DEM,John Delaney,0,1,0,1
Lubbock,25,President,,DEM,John Delaney,0,0,1,1
Lubbock,26,President,,DEM,John Delaney,0,2,0,2
Lubbock,27,President,,DEM,John Delaney,1,2,0,3
Lubbock,28,President,,DEM,John Delaney,0,0,0,0
Lubbock,29,President,,DEM,John Delaney,0,1,1,2
Lubbock,30,President,,DEM,John Delaney,0,2,0,2
Lubbock,31,President,,DEM,John Delaney,0,0,0,0
Lubbock,33,President,,DEM,John Delaney,0,1,0,1
Lubbock,34,President,,DEM,John Delaney,0,0,0,0
Lubbock,35,President,,DEM,John Delaney,0,0,0,0
Lubbock,36,President,,DEM,John Delaney,0,0,2,2
Lubbock,38,President,,DEM,John Delaney,0,1,1,2
Lubbock,39,President,,DEM,John Delaney,0,0,1,1
Lubbock,40,President,,DEM,John Delaney,1,2,3,6
Lubbock,41,President,,DEM,John Delaney,0,0,0,0
Lubbock,43,President,,DEM,John Delaney,0,1,1,2
Lubbock,44,President,,DEM,John Delaney,0,0,0,0
Lubbock,45,President,,DEM,John Delaney,0,0,1,1
Lubbock,46,President,,DEM,John Delaney,0,2,2,4
Lubbock,47,President,,DEM,John Delaney,0,1,0,1
Lubbock,49,President,,DEM,John Delaney,0,0,0,0
Lubbock,50,President,,DEM,John Delaney,0,0,0,0
Lubbock,51,President,,DEM,John Delaney,0,0,0,0
Lubbock,52,President,,DEM,John Delaney,0,1,0,1
Lubbock,53,President,,DEM,John Delaney,0,0,1,1
Lubbock,54,President,,DEM,John Delaney,0,0,0,0
Lubbock,56,President,,DEM,John Delaney,0,0,0,0
Lubbock,57,President,,DEM,John Delaney,0,0,0,0
Lubbock,58,President,,DEM,John Delaney,0,0,0,0
Lubbock,59,President,,DEM,John Delaney,0,1,0,1
Lubbock,60,President,,DEM,John Delaney,0,0,0,0
Lubbock,62,President,,DEM,John Delaney,0,0,0,0
Lubbock,63,President,,DEM,John Delaney,0,0,1,1
Lubbock,65,President,,DEM,John Delaney,0,0,0,0
Lubbock,66,President,,DEM,John Delaney,0,0,0,0
Lubbock,67,President,,DEM,John Delaney,1,0,0,1
