county,precinct,office,district,candidate,party,votes,early_voting,election_day
Gregg,1,Registered Voters,,,,1582,,
Gregg,1,President,,MICHAEL BENNET,DEM,0,0,0
Gregg,1,President,,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0,0
Gregg,1,President,,CORY BOOKER,DEM,0,0,0
Gregg,1,President,,BERNIE SANDERS,DEM,28,9,19
Gregg,1,President,,JULIN CASTRO,DEM,0,0,0
Gregg,1,President,,MICHAEL R. BLOOMBERG,DEM,22,16,6
Gregg,1,President,,MARIANNE WILLIAMSON,DEM,0,0,0
Gregg,1,President,,TOM STEYER,DEM,0,0,0
Gregg,1,President,,DEVAL PATRICK,DEM,0,0,0
Gregg,1,President,,ELIZABETH WARREN,DEM,14,8,6
Gregg,1,President,,JOSEPH R. BIDEN,DEM,73,28,45
Gregg,1,President,,ROBBY WELLS,DEM,0,0,0
Gregg,1,President,,TULSI GABBARD,DEM,2,0,2
Gregg,1,President,,JOHN K. DELANEY,DEM,0,0,0
Gregg,1,President,,PETE BUTTIGIEG,DEM,10,9,1
Gregg,1,President,,ANDREW YANG,DEM,0,0,0
Gregg,1,President,,AMY KLOBUCHAR,DEM,6,6,0
Gregg,1,U.S. Senate,,ROYCE WEST,DEM,20,10,10
Gregg,1,U.S. Senate,,JACK DANIEL FOSTER JR,DEM,3,3,0
Gregg,1,U.S. Senate,,AMANDA K. EDWARDS,DEM,16,11,5
Gregg,1,U.S. Senate,,CRISTINA TZINTZUN RAMIREZ,DEM,8,2,6
Gregg,1,U.S. Senate,,VICTOR HUGO HARRIS,DEM,6,1,5
Gregg,1,U.S. Senate,,SEMA HERNANDEZ,DEM,5,2,3
Gregg,1,U.S. Senate,,ADRIAN OCEGUEDA,DEM,3,0,3
Gregg,1,U.S. Senate,,"MARY ""MJ"" HEGAR",DEM,37,20,17
Gregg,1,U.S. Senate,,CHRIS BELL,DEM,13,8,5
Gregg,1,U.S. Senate,,"ANNIE ""MAM"" GARCIA",DEM,7,3,4
Gregg,1,U.S. Senate,,MICHAEL COOPER,DEM,3,2,1
Gregg,1,U.S. Senate,,D. R. HUNTER,DEM,1,1,0
Gregg,1,U.S. House,1,HANK GILBERT,DEM,104,52,52
Gregg,1,Railroad Commissioner,,KELLY STONE,DEM,24,11,13
Gregg,1,Railroad Commissioner,,"ROBERTO R. ""BETO"" ALONZO",DEM,37,17,20
Gregg,1,Railroad Commissioner,,CHRYSTA CASTAEDA,DEM,39,22,17
Gregg,1,Railroad Commissioner,,MARK WATSON,DEM,20,11,9
Gregg,1,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,DEM,101,51,50
Gregg,1,"CHIEF JUSTICE, SUPREME COURT",,JERRY ZIMMERER,DEM,18,8,10
Gregg,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,LARRY PRAEGER,DEM,29,15,14
Gregg,1,"JUSTICE, SUPREME COURT, PLACE 6, UNEXPIRED TERM",,KATHY CHENG,DEM,87,39,48
Gregg,1,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,DEM,74,36,38
Gregg,1,"JUSTICE, SUPREME COURT, PLACE 7",,BRANDY VOSS,DEM,37,18,19
Gregg,1,"JUSTICE, SUPREME COURT, PLACE 8",,PETER KELLY,DEM,35,17,18
Gregg,1,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,DEM,77,37,40
Gregg,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",,DAN WOOD,DEM,21,7,14
Gregg,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",,WILLIAM PIERATT DEMOND,DEM,10,2,8
Gregg,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",,ELIZABETH DAVIS FRIZELL,DEM,80,45,35
Gregg,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",,TINA CLINTON,DEM,91,44,47
Gregg,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",,STEVEN MIEARS,DEM,21,10,11
Gregg,1,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",,BRANDON BIRMINGHAM,DEM,103,50,53
Gregg,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 9",,BRENDA DAVIS,DEM,111,54,57
Gregg,1,State Senate,1,AUDREY SPANKO,DEM,108,54,54
Gregg,1,COUNTY CHAIR,,PHIL BURNS,DEM,105,50,55
Gregg,1,PROPOSITION #1,,YES,DEM,131,68,63
Gregg,1,PROPOSITION #1,,NO,DEM,19,5,14
Gregg,1,PROPOSITION #2,,YES,DEM,135,68,67
Gregg,1,PROPOSITION #2,,NO,DEM,16,6,10
Gregg,1,PROPOSITION #3,,YES,DEM,138,71,67
Gregg,1,PROPOSITION #3,,NO,DEM,10,2,8
Gregg,1,PROPOSITION #4,,YES,DEM,134,68,66
Gregg,1,PROPOSITION #4,,NO,DEM,15,5,10
Gregg,1,PROPOSITION #5,,YES,DEM,137,68,69
Gregg,1,PROPOSITION #5,,NO,DEM,10,3,7
Gregg,1,PROPOSITION #6,,YES,DEM,144,73,71
Gregg,1,PROPOSITION #6,,NO,DEM,5,0,5
Gregg,1,PROPOSITION #7,,YES,DEM,140,69,71
Gregg,1,PROPOSITION #7,,NO,DEM,10,4,6
Gregg,1,PROPOSITION #8,,YES,DEM,137,71,66
Gregg,1,PROPOSITION #8,,NO,DEM,14,3,11
Gregg,1,PROPOSITION #9,,YES,DEM,142,71,71
Gregg,1,PROPOSITION #9,,NO,DEM,6,0,6
Gregg,1,PROPOSITION #10,,YES,DEM,141,72,69
Gregg,1,PROPOSITION #10,,NO,DEM,8,1,7
Gregg,1,PROPOSITION #11,,YES,DEM,127,67,60
Gregg,1,PROPOSITION #11,,NO,DEM,16,2,14
Gregg,2,Registered Voters,,,,3642,,
Gregg,2,President,,MICHAEL BENNET,DEM,2,1,1
Gregg,2,President,,"ROQUE ""ROCKY"" DE LA FUENTE",DEM,0,0,0
Gregg,2,President,,CORY BOOKER,DEM,0,0,0
Gregg,2,President,,BERNIE SANDERS,DEM,47,17,30
Gregg,2,President,,JULIN CASTRO,DEM,0,0,0
Gregg,2,President,,MICHAEL R. BLOOMBERG,DEM,38,23,15
Gregg,2,President,,MARIANNE WILLIAMSON,DEM,1,1,0
Gregg,2,President,,TOM STEYER,DEM,1,1,0
Gregg,2,President,,DEVAL PATRICK,DEM,0,0,0
Gregg,2,President,,ELIZABETH WARREN,DEM,21,15,6
Gregg,2,President,,JOSEPH R. BIDEN,DEM,187,62,125
Gregg,2,President,,ROBBY WELLS,DEM,1,0,1
