county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Rains,101,President,,REP,Matthew John Matern,1,0,0,1
Rains,101,President,,REP,Bob Ely,0,0,0,0
Rains,101,President,,REP,Bill Weld,1,0,0,1
Rains,101,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Rains,101,President,,REP,Joe Walsh,1,0,2,3
Rains,101,President,,REP,Zoltan G. Istvan,0,0,0,0
Rains,101,President,,REP,Donald J. Trump,179,15,246,440
Rains,101,President,,REP,Uncommitted,7,0,10,17
Rains,101,President,,REP,Ballots Cast,189,15,258,462
Rains,101,President,,REP,Undervotes,0,0,0,0
Rains,101,President,,REP,Overvotes,0,0,0,0
Rains,101,United States Senator,,REP,John Anthony Castro,9,0,13,22
Rains,101,United States Senator,,REP,Virgil Bierschwale,0,0,2,2
Rains,101,United States Senator,,REP,Dwayne Stovall,28,2,26,56
Rains,101,United States Senator,,REP,John Cornyn,119,12,183,314
Rains,101,United States Senator,,REP,Mark Yancey,11,0,11,22
Rains,101,United States Senator,,REP,Ballots Cast,167,14,235,416
Rains,101,United States Senator,,REP,Undervotes,22,1,23,46
Rains,101,United States Senator,,REP,Overvotes,0,0,0,0
Rains,101,"United States Representative, District No. 4",,REP,John Ratcliffe,165,15,234,414
Rains,101,"United States Representative, District No. 4",,REP,Ballots Cast,165,15,234,414
Rains,101,"United States Representative, District No. 4",,REP,Undervotes,24,0,24,48
Rains,101,"United States Representative, District No. 4",,REP,Overvotes,0,0,0,0
Rains,101,Railroad Commissioner,,REP,Ryan Sitton,47,5,67,119
Rains,101,Railroad Commissioner,,REP,"James ""Jim"" Wright",113,7,145,265
Rains,101,Railroad Commissioner,,REP,Ballots Cast,160,12,212,384
Rains,101,Railroad Commissioner,,REP,Undervotes,29,3,46,78
Rains,101,Railroad Commissioner,,REP,Overvotes,0,0,0,0
Rains,101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,154,14,211,379
Rains,101,"Chief Justice, Supreme Court",,REP,Ballots Cast,154,14,211,379
Rains,101,"Chief Justice, Supreme Court",,REP,Undervotes,35,1,47,83
Rains,101,"Chief Justice, Supreme Court",,REP,Overvotes,0,0,0,0
Rains,101,"Justice, Supreme Court, Place 6",,REP,Jane Bland,149,14,209,372
Rains,101,"Justice, Supreme Court, Place 6",,REP,Ballots Cast,149,14,209,372
Rains,101,"Justice, Supreme Court, Place 6",,REP,Undervotes,40,1,49,90
Rains,101,"Justice, Supreme Court, Place 6",,REP,Overvotes,0,0,0,0
Rains,101,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,152,14,208,374
Rains,101,"Justice, Supreme Court, Place 7",,REP,Ballots Cast,152,14,208,374
Rains,101,"Justice, Supreme Court, Place 7",,REP,Undervotes,37,1,50,88
Rains,101,"Justice, Supreme Court, Place 7",,REP,Overvotes,0,0,0,0
Rains,101,"Justice, Supreme Court, Place 8",,REP,Brett Busby,151,14,203,368
Rains,101,"Justice, Supreme Court, Place 8",,REP,Ballots Cast,151,14,203,368
Rains,101,"Justice, Supreme Court, Place 8",,REP,Undervotes,38,1,55,94
Rains,101,"Justice, Supreme Court, Place 8",,REP,Overvotes,0,0,0,0
Rains,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,72,7,98,177
Rains,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,80,5,101,186
Rains,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Ballots Cast,152,12,199,363
Rains,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Undervotes,37,3,59,99
Rains,101,"Judge, Court of Criminal Appeals, Place 3",,REP,Overvotes,0,0,0,0
Rains,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,151,14,200,365
Rains,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Ballots Cast,151,14,200,365
Rains,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Undervotes,38,1,58,97
Rains,101,"Judge, Court of Criminal Appeals, Place 4",,REP,Overvotes,0,0,0,0
Rains,101,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,149,14,201,364
Rains,101,"Judge, Court of Criminal Appeals, Place 9",,REP,Ballots Cast,149,14,201,364
Rains,101,"Judge, Court of Criminal Appeals, Place 9",,REP,Undervotes,40,1,57,98
Rains,101,"Judge, Court of Criminal Appeals, Place 9",,REP,Overvotes,0,0,0,0
Rains,101,"Member, State Board of Education, District 9",,REP,Keven M. Ellis,149,14,195,358
Rains,101,"Member, State Board of Education, District 9",,REP,Ballots Cast,149,14,195,358
Rains,101,"Member, State Board of Education, District 9",,REP,Undervotes,40,1,63,104
Rains,101,"Member, State Board of Education, District 9",,REP,Overvotes,0,0,0,0
Rains,101,"State Representative, District 5",,REP,Cole Hefner,156,14,217,387
Rains,101,"State Representative, District 5",,REP,Ballots Cast,156,14,217,387
Rains,101,"State Representative, District 5",,REP,Undervotes,33,1,41,75
Rains,101,"State Representative, District 5",,REP,Overvotes,0,0,0,0
Rains,101,"Chief Justice, 12th Court of Appeals District",,REP,Jim Worthen,148,14,200,362
Rains,101,"Chief Justice, 12th Court of Appeals District",,REP,Ballots Cast,148,14,200,362
Rains,101,"Chief Justice, 12th Court of Appeals District",,REP,Undervotes,41,1,58,100
Rains,101,"Chief Justice, 12th Court of Appeals District",,REP,Overvotes,0,0,0,0
Rains,101,"District Judge, 8th Judicial District",,REP,Eddie Northcutt,156,14,220,390
Rains,101,"District Judge, 8th Judicial District",,REP,Ballots Cast,156,14,220,390
Rains,101,"District Judge, 8th Judicial District",,REP,Undervotes,33,1,38,72
Rains,101,"District Judge, 8th Judicial District",,REP,Overvotes,0,0,0,0
Rains,101,"District Judge, 354th Judicial District",,REP,Keli M. Aiken,148,14,208,370
Rains,101,"District Judge, 354th Judicial District",,REP,Ballots Cast,148,14,208,370
Rains,101,"District Judge, 354th Judicial District",,REP,Undervotes,41,1,50,92
Rains,101,"District Judge, 354th Judicial District",,REP,Overvotes,0,0,0,0
Rains,101,County Attorney,,REP,Robert F. Vititow,150,14,217,381
Rains,101,County Attorney,,REP,Ballots Cast,150,14,217,381
Rains,101,County Attorney,,REP,Undervotes,39,1,41,81
Rains,101,County Attorney,,REP,Overvotes,0,0,0,0
Rains,101,Sheriff,,REP,David Traylor,87,9,134,230
Rains,101,Sheriff,,REP,Jenkins Franklin,97,6,118,221
Rains,101,Sheriff,,REP,Ballots Cast,184,15,252,451
Rains,101,Sheriff,,REP,Undervotes,5,0,6,11
Rains,101,Sheriff,,REP,Overvotes,0,0,0,0
Rains,101,County Tax Assessor-Collector,,REP,Sheila Floyd,159,14,235,408
Rains,101,County Tax Assessor-Collector,,REP,Ballots Cast,159,14,235,408
Rains,101,County Tax Assessor-Collector,,REP,Undervotes,30,1,23,54
Rains,101,County Tax Assessor-Collector,,REP,Overvotes,0,0,0,0
Rains,101,"County Commissioner, Precinct 1",,REP,Gary D. Stone,52,3,58,113
Rains,101,"County Commissioner, Precinct 1",,REP,Matt Smith,29,2,33,64
Rains,101,"County Commissioner, Precinct 1",,REP,Patsy Marshall,23,4,35,62
Rains,101,"County Commissioner, Precinct 1",,REP,Jeremy A. Cook,77,4,124,205
Rains,101,"County Commissioner, Precinct 1",,REP,Ballots Cast,181,13,250,444
Rains,101,"County Commissioner, Precinct 1",,REP,Undervotes,8,2,8,18
Rains,101,"County Commissioner, Precinct 1",,REP,Overvotes,0,0,0,0
Rains,101,Constable,,REP,Allen Wayne Davis,154,14,213,381
Rains,101,Constable,,REP,Ballots Cast,154,14,213,381
Rains,101,Constable,,REP,Undervotes,35,1,45,81
Rains,101,Constable,,REP,Overvotes,0,0,0,0
Rains,101,County Chairman,,REP,Kristi R. Ratliff,159,14,224,397
Rains,101,County Chairman,,REP,Ballots Cast,159,14,224,397
Rains,101,County Chairman,,REP,Undervotes,30,1,34,65
Rains,101,County Chairman,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 1,,REP,Yes,151,14,211,376
Rains,101,Proposition 1,,REP,No,31,1,40,72
Rains,101,Proposition 1,,REP,Ballots Cast,182,15,251,448
Rains,101,Proposition 1,,REP,Undervotes,7,0,7,14
Rains,101,Proposition 1,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 2,,REP,Yes,158,14,203,375
Rains,101,Proposition 2,,REP,No,26,1,42,69
Rains,101,Proposition 2,,REP,Ballots Cast,184,15,245,444
Rains,101,Proposition 2,,REP,Undervotes,5,0,13,18
Rains,101,Proposition 2,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 3,,REP,Yes,171,14,234,419
Rains,101,Proposition 3,,REP,No,11,0,8,19
Rains,101,Proposition 3,,REP,Ballots Cast,182,14,242,438
Rains,101,Proposition 3,,REP,Undervotes,7,1,16,24
Rains,101,Proposition 3,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 4,,REP,Yes,181,15,225,421
Rains,101,Proposition 4,,REP,No,4,0,16,20
Rains,101,Proposition 4,,REP,Ballots Cast,185,15,241,441
Rains,101,Proposition 4,,REP,Undervotes,4,0,17,21
Rains,101,Proposition 4,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 5,,REP,Yes,168,15,220,403
Rains,101,Proposition 5,,REP,No,12,0,16,28
Rains,101,Proposition 5,,REP,Ballots Cast,180,15,236,431
Rains,101,Proposition 5,,REP,Undervotes,9,0,22,31
Rains,101,Proposition 5,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 6,,REP,Yes,167,15,220,402
Rains,101,Proposition 6,,REP,No,12,0,15,27
Rains,101,Proposition 6,,REP,Ballots Cast,179,15,235,429
Rains,101,Proposition 6,,REP,Undervotes,10,0,23,33
Rains,101,Proposition 6,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 7,,REP,Yes,178,15,239,432
Rains,101,Proposition 7,,REP,No,2,0,3,5
Rains,101,Proposition 7,,REP,Ballots Cast,180,15,242,437
Rains,101,Proposition 7,,REP,Undervotes,9,0,16,25
Rains,101,Proposition 7,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 8,,REP,Yes,178,15,239,432
Rains,101,Proposition 8,,REP,No,1,0,2,3
Rains,101,Proposition 8,,REP,Ballots Cast,179,15,241,435
Rains,101,Proposition 8,,REP,Undervotes,10,0,17,27
Rains,101,Proposition 8,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 9,,REP,Yes,166,13,223,402
Rains,101,Proposition 9,,REP,No,12,2,16,30
Rains,101,Proposition 9,,REP,Ballots Cast,178,15,239,432
Rains,101,Proposition 9,,REP,Undervotes,11,0,19,30
Rains,101,Proposition 9,,REP,Overvotes,0,0,0,0
Rains,101,Proposition 10,,REP,Yes,170,7,235,412
Rains,101,Proposition 10,,REP,No,11,4,9,24
Rains,101,Proposition 10,,REP,Ballots Cast,181,11,244,436
Rains,101,Proposition 10,,REP,Undervotes,8,4,14,26
Rains,101,Proposition 10,,REP,Overvotes,0,0,0,0
Rains,102,President,,REP,Matthew John Matern,0,0,0,0
