county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail
Robertson,Pct 1,Registered Voters,,,,1256,0,0,0
Robertson,Pct 2,Registered Voters,,,,1599,0,0,0
Robertson,Pct 3,Registered Voters,,,,603,0,0,0
Robertson,Pct 4,Registered Voters,,,,531,0,0,0
Robertson,Pct 5,Registered Voters,,,,1507,0,0,0
Robertson,Pct 6,Registered Voters,,,,1736,0,0,0
Robertson,Pct 7,Registered Voters,,,,83,0,0,0
Robertson,Pct 8,Registered Voters,,,,236,0,0,0
Robertson,Pct 11,Registered Voters,,,,1159,0,0,0
Robertson,Pct 13,Registered Voters,,,,209,0,0,0
Robertson,Pct 16,Registered Voters,,,,161,0,0,0
Robertson,Pct 18,Registered Voters,,,,104,0,0,0
Robertson,Pct 19,Registered Voters,,,,571,0,0,0
Robertson,Pct 22,Registered Voters,,,,1263,0,0,0
Robertson,Pct 23,Registered Voters,,,,821,0,0,0
Robertson,Pct 1,Ballots Cast,,,,922,153,702,67
Robertson,Pct 2,Ballots Cast,,,,979,169,722,88
Robertson,Pct 3,Ballots Cast,,,,472,129,308,35
Robertson,Pct 4,Ballots Cast,,,,427,26,379,22
Robertson,Pct 5,Ballots Cast,,,,1075,196,788,91
Robertson,Pct 6,Ballots Cast,,,,1251,127,1061,63
Robertson,Pct 7,Ballots Cast,,,,53,25,14,14
Robertson,Pct 8,Ballots Cast,,,,201,111,68,22
Robertson,Pct 11,Ballots Cast,,,,825,238,531,56
Robertson,Pct 13,Ballots Cast,,,,177,12,157,8
Robertson,Pct 16,Ballots Cast,,,,126,38,81,7
Robertson,Pct 18,Ballots Cast,,,,68,19,47,2
Robertson,Pct 19,Ballots Cast,,,,455,79,344,32
Robertson,Pct 22,Ballots Cast,,,,683,157,427,99
Robertson,Pct 23,Ballots Cast,,,,439,79,324,36
Robertson,Pct 1,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 2,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 3,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 4,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 5,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 6,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 7,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 8,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 11,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 13,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 16,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 18,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 19,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 22,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 23,BALLOTS CAST - BLANK,,,,0,0,0,0
Robertson,Pct 1,President,,REP,Donald J. Trump,519,71,421,27
Robertson,Pct 2,President,,REP,Donald J. Trump,592,82,471,39
Robertson,Pct 3,President,,REP,Donald J. Trump,402,113,265,24
Robertson,Pct 4,President,,REP,Donald J. Trump,370,22,339,9
Robertson,Pct 5,President,,REP,Donald J. Trump,825,158,618,49
Robertson,Pct 6,President,,REP,Donald J. Trump,1023,99,892,32
Robertson,Pct 7,President,,REP,Donald J. Trump,26,12,9,5
Robertson,Pct 8,President,,REP,Donald J. Trump,178,95,64,19
Robertson,Pct 11,President,,REP,Donald J. Trump,627,188,411,28
Robertson,Pct 13,President,,REP,Donald J. Trump,155,11,140,4
Robertson,Pct 16,President,,REP,Donald J. Trump,105,35,63,7
Robertson,Pct 18,President,,REP,Donald J. Trump,60,15,43,2
Robertson,Pct 19,President,,REP,Donald J. Trump,402,75,308,19
Robertson,Pct 22,President,,REP,Donald J. Trump,142,33,101,8
Robertson,Pct 23,President,,REP,Donald J. Trump,220,37,176,7
Robertson,Pct 1,President,,DEM,Joseph R. Biden,371,72,259,40
Robertson,Pct 2,President,,DEM,Joseph R. Biden,371,82,242,47
Robertson,Pct 3,President,,DEM,Joseph R. Biden,63,12,40,11
Robertson,Pct 4,President,,DEM,Joseph R. Biden,54,4,37,13
Robertson,Pct 5,President,,DEM,Joseph R. Biden,239,35,164,40
Robertson,Pct 6,President,,DEM,Joseph R. Biden,214,26,157,31
Robertson,Pct 7,President,,DEM,Joseph R. Biden,25,12,4,9
