county,precinct,office,district,party,candidate,early_voting,election_day,votes
Victoria,1,Registered Voters,,,,,,598
Victoria,2,Registered Voters,,,,,,917
Victoria,3,Registered Voters,,,,,,1168
Victoria,4,Registered Voters,,,,,,1527
Victoria,5,Registered Voters,,,,,,2512
Victoria,6,Registered Voters,,,,,,337
Victoria,7,Registered Voters,,,,,,2137
Victoria,8,Registered Voters,,,,,,2255
Victoria,9,Registered Voters,,,,,,1168
Victoria,10,Registered Voters,,,,,,1616
Victoria,11,Registered Voters,,,,,,402
Victoria,12,Registered Voters,,,,,,718
Victoria,13,Registered Voters,,,,,,1813
Victoria,14,Registered Voters,,,,,,1362
Victoria,15,Registered Voters,,,,,,128
Victoria,16,Registered Voters,,,,,,466
Victoria,17,Registered Voters,,,,,,655
Victoria,18,Registered Voters,,,,,,3951
Victoria,19,Registered Voters,,,,,,2812
Victoria,20,Registered Voters,,,,,,1366
Victoria,21,Registered Voters,,,,,,3820
Victoria,22,Registered Voters,,,,,,1610
Victoria,23,Registered Voters,,,,,,1600
Victoria,24,Registered Voters,,,,,,1409
Victoria,25,Registered Voters,,,,,,3968
Victoria,26,Registered Voters,,,,,,1092
Victoria,27,Registered Voters,,,,,,1570
Victoria,28,Registered Voters,,,,,,505
Victoria,29,Registered Voters,,,,,,2528
Victoria,30,Registered Voters,,,,,,524
Victoria,31,Registered Voters,,,,,,819
Victoria,32,Registered Voters,,,,,,1487
Victoria,33,Registered Voters,,,,,,4319
Victoria,34,Registered Voters,,,,,,1285
Victoria,35,Registered Voters,,,,,,604
Victoria,1,President,,DEM,Deval Patrick,0,0,0
Victoria,2,President,,DEM,Deval Patrick,0,0,0
Victoria,3,President,,DEM,Deval Patrick,0,0,0
Victoria,4,President,,DEM,Deval Patrick,0,0,0
Victoria,5,President,,DEM,Deval Patrick,0,0,0
Victoria,6,President,,DEM,Deval Patrick,0,0,0
Victoria,7,President,,DEM,Deval Patrick,1,0,1
Victoria,8,President,,DEM,Deval Patrick,0,0,0
Victoria,9,President,,DEM,Deval Patrick,0,0,0
Victoria,10,President,,DEM,Deval Patrick,0,0,0
Victoria,11,President,,DEM,Deval Patrick,0,0,0
