county,precinct,office,district,candidate,party,votes,
Caldwell,Precinct 206,Railroad Commissioner,,Matt Sterett,LIB,13,
Caldwell,Precinct 206,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,7,
Caldwell,Precinct 206,State Senate,21,Frank Pomeroy,REP,349,
Caldwell,Precinct 206,State Senate,21,Judith Zaffirini,DEM,276,
Caldwell,Precinct 206,State Representative,17,John P. Cyrier,REP,358,
Caldwell,Precinct 206,State Representative,17,Madeline Eden,DEM,263,
Caldwell,Precinct 301,President,,Donald J. Trump / Michael R. Pence,REP,363,
Caldwell,Precinct 301,President,,Joseph R. Biden / Kamala D. Harris,DEM,370,
Caldwell,Precinct 301,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,21,
Caldwell,Precinct 301,President,,Howie Hawkins / Angela Walker,GRN,7,
Caldwell,Precinct 301,President,,Write-In,,1,
Caldwell,Precinct 301,U.S. Senate,,John Cornyn,REP,350,
Caldwell,Precinct 301,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,369,
Caldwell,Precinct 301,U.S. Senate,,Kerry Douglas McKennon,LIB,30,
Caldwell,Precinct 301,U.S. Senate,,David B. Collins,GRN,12,
Caldwell,Precinct 301,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 301,U.S. House,35,Jenny Garcia Sharon,REP,331,
Caldwell,Precinct 301,U.S. House,35,Lloyd Doggett,DEM,382,
Caldwell,Precinct 301,U.S. House,35,Mark Lowe,LIB,33,
Caldwell,Precinct 301,U.S. House,35,Jason Mata Sr.,IND,14,
Caldwell,Precinct 301,Railroad Commissioner,,"James ""Jim"" Wright",REP,336,
Caldwell,Precinct 301,Railroad Commissioner,,Chrysta Castaneda,DEM,369,
Caldwell,Precinct 301,Railroad Commissioner,,Matt Sterett,LIB,30,
Caldwell,Precinct 301,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,15,
Caldwell,Precinct 301,State Senate,21,Frank Pomeroy,REP,348,
Caldwell,Precinct 301,State Senate,21,Judith Zaffirini,DEM,404,
Caldwell,Precinct 301,State Representative,17,John P. Cyrier,REP,367,
Caldwell,Precinct 301,State Representative,17,Madeline Eden,DEM,374,
Caldwell,Precinct 302,President,,Donald J. Trump / Michael R. Pence,REP,505,
Caldwell,Precinct 302,President,,Joseph R. Biden / Kamala D. Harris,DEM,513,
Caldwell,Precinct 302,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,14,
Caldwell,Precinct 302,President,,Howie Hawkins / Angela Walker,GRN,3,
Caldwell,Precinct 302,President,,Write-In,,2,
Caldwell,Precinct 302,U.S. Senate,,John Cornyn,REP,502,
Caldwell,Precinct 302,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,502,
Caldwell,Precinct 302,U.S. Senate,,Kerry Douglas McKennon,LIB,19,
Caldwell,Precinct 302,U.S. Senate,,David B. Collins,GRN,4,
Caldwell,Precinct 302,U.S. Senate,,Write-In,,2,
Caldwell,Precinct 302,U.S. House,35,Jenny Garcia Sharon,REP,462,
Caldwell,Precinct 302,U.S. House,35,Lloyd Doggett,DEM,534,
Caldwell,Precinct 302,U.S. House,35,Mark Lowe,LIB,17,
Caldwell,Precinct 302,U.S. House,35,Jason Mata Sr.,IND,12,
Caldwell,Precinct 302,Railroad Commissioner,,"James ""Jim"" Wright",REP,483,
Caldwell,Precinct 302,Railroad Commissioner,,Chrysta Castaneda,DEM,502,
Caldwell,Precinct 302,Railroad Commissioner,,Matt Sterett,LIB,19,
Caldwell,Precinct 302,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,11,
Caldwell,Precinct 302,State Senate,21,Frank Pomeroy,REP,478,
Caldwell,Precinct 302,State Senate,21,Judith Zaffirini,DEM,538,
Caldwell,Precinct 302,State Representative,17,John P. Cyrier,REP,510,
Caldwell,Precinct 302,State Representative,17,Madeline Eden,DEM,492,
Caldwell,Precinct 303,President,,Donald J. Trump / Michael R. Pence,REP,313,
Caldwell,Precinct 303,President,,Joseph R. Biden / Kamala D. Harris,DEM,210,
Caldwell,Precinct 303,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,3,
Caldwell,Precinct 303,President,,Howie Hawkins / Angela Walker,GRN,2,
Caldwell,Precinct 303,President,,Write-In,,0,
Caldwell,Precinct 303,U.S. Senate,,John Cornyn,REP,308,
Caldwell,Precinct 303,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,208,
Caldwell,Precinct 303,U.S. Senate,,Kerry Douglas McKennon,LIB,6,
Caldwell,Precinct 303,U.S. Senate,,David B. Collins,GRN,4,
Caldwell,Precinct 303,U.S. Senate,,Write-In,,1,
Caldwell,Precinct 303,U.S. House,35,Jenny Garcia Sharon,REP,288,
Caldwell,Precinct 303,U.S. House,35,Lloyd Doggett,DEM,228,
Caldwell,Precinct 303,U.S. House,35,Mark Lowe,LIB,8,
Caldwell,Precinct 303,U.S. House,35,Jason Mata Sr.,IND,4,
Caldwell,Precinct 303,Railroad Commissioner,,"James ""Jim"" Wright",REP,298,
Caldwell,Precinct 303,Railroad Commissioner,,Chrysta Castaneda,DEM,212,
Caldwell,Precinct 303,Railroad Commissioner,,Matt Sterett,LIB,8,
Caldwell,Precinct 303,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,4,
Caldwell,Precinct 303,State Senate,21,Frank Pomeroy,REP,294,
Caldwell,Precinct 303,State Senate,21,Judith Zaffirini,DEM,229,
Caldwell,Precinct 303,State Representative,17,John P. Cyrier,REP,303,
Caldwell,Precinct 303,State Representative,17,Madeline Eden,DEM,219,
Caldwell,Precinct 305,President,,Donald J. Trump / Michael R. Pence,REP,212,
Caldwell,Precinct 305,President,,Joseph R. Biden / Kamala D. Harris,DEM,137,
Caldwell,Precinct 305,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,7,
Caldwell,Precinct 305,President,,Howie Hawkins / Angela Walker,GRN,1,
Caldwell,Precinct 305,President,,Write-In,,2,
Caldwell,Precinct 305,U.S. Senate,,John Cornyn,REP,210,
Caldwell,Precinct 305,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,133,
Caldwell,Precinct 305,U.S. Senate,,Kerry Douglas McKennon,LIB,8,
Caldwell,Precinct 305,U.S. Senate,,David B. Collins,GRN,5,
Caldwell,Precinct 305,U.S. Senate,,Write-In,,1,
Caldwell,Precinct 305,U.S. House,27,Michael Cloud,REP,211,
Caldwell,Precinct 305,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,134,
Caldwell,Precinct 305,U.S. House,27,Phil Gray,LIB,11,
Caldwell,Precinct 305,Railroad Commissioner,,"James ""Jim"" Wright",REP,210,
Caldwell,Precinct 305,Railroad Commissioner,,Chrysta Castaneda,DEM,125,
Caldwell,Precinct 305,Railroad Commissioner,,Matt Sterett,LIB,19,
Caldwell,Precinct 305,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,3,
Caldwell,Precinct 305,State Senate,21,Frank Pomeroy,REP,212,
Caldwell,Precinct 305,State Senate,21,Judith Zaffirini,DEM,149,
Caldwell,Precinct 305,State Representative,17,John P. Cyrier,REP,217,
Caldwell,Precinct 305,State Representative,17,Madeline Eden,DEM,137,
Caldwell,Precinct 306,President,,Donald J. Trump / Michael R. Pence,REP,120,
Caldwell,Precinct 306,President,,Joseph R. Biden / Kamala D. Harris,DEM,116,
Caldwell,Precinct 306,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,3,
Caldwell,Precinct 306,President,,Howie Hawkins / Angela Walker,GRN,0,
Caldwell,Precinct 306,President,,Write-In,,0,
Caldwell,Precinct 306,U.S. Senate,,John Cornyn,REP,119,
Caldwell,Precinct 306,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,115,
Caldwell,Precinct 306,U.S. Senate,,Kerry Douglas McKennon,LIB,3,
Caldwell,Precinct 306,U.S. Senate,,David B. Collins,GRN,0,
Caldwell,Precinct 306,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 306,U.S. House,27,Michael Cloud,REP,114,
Caldwell,Precinct 306,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,115,
Caldwell,Precinct 306,U.S. House,27,Phil Gray,LIB,6,
Caldwell,Precinct 306,Railroad Commissioner,,"James ""Jim"" Wright",REP,113,
Caldwell,Precinct 306,Railroad Commissioner,,Chrysta Castaneda,DEM,110,
Caldwell,Precinct 306,Railroad Commissioner,,Matt Sterett,LIB,8,
Caldwell,Precinct 306,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,
Caldwell,Precinct 306,State Senate,21,Frank Pomeroy,REP,119,
Caldwell,Precinct 306,State Senate,21,Judith Zaffirini,DEM,113,
Caldwell,Precinct 306,State Representative,17,John P. Cyrier,REP,118,
Caldwell,Precinct 306,State Representative,17,Madeline Eden,DEM,114,
Caldwell,Precinct 400,President,,Donald J. Trump / Michael R. Pence,REP,24,
Caldwell,Precinct 400,President,,Joseph R. Biden / Kamala D. Harris,DEM,21,
Caldwell,Precinct 400,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,
Caldwell,Precinct 400,President,,Howie Hawkins / Angela Walker,GRN,0,
Caldwell,Precinct 400,President,,Write-In,,0,
Caldwell,Precinct 400,U.S. Senate,,John Cornyn,REP,24,
Caldwell,Precinct 400,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,20,
Caldwell,Precinct 400,U.S. Senate,,Kerry Douglas McKennon,LIB,1,
Caldwell,Precinct 400,U.S. Senate,,David B. Collins,GRN,0,
Caldwell,Precinct 400,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 400,U.S. House,35,Jenny Garcia Sharon,REP,21,
Caldwell,Precinct 400,U.S. House,35,Lloyd Doggett,DEM,24,
Caldwell,Precinct 400,U.S. House,35,Mark Lowe,LIB,0,
Caldwell,Precinct 400,U.S. House,35,Jason Mata Sr.,IND,0,
Caldwell,Precinct 400,Railroad Commissioner,,"James ""Jim"" Wright",REP,26,
Caldwell,Precinct 400,Railroad Commissioner,,Chrysta Castaneda,DEM,19,
Caldwell,Precinct 400,Railroad Commissioner,,Matt Sterett,LIB,0,
Caldwell,Precinct 400,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,
Caldwell,Precinct 400,State Senate,21,Frank Pomeroy,REP,22,
Caldwell,Precinct 400,State Senate,21,Judith Zaffirini,DEM,22,
Caldwell,Precinct 400,State Representative,17,John P. Cyrier,REP,25,
Caldwell,Precinct 400,State Representative,17,Madeline Eden,DEM,19,
Caldwell,Precinct 401,President,,Donald J. Trump / Michael R. Pence,REP,141,
Caldwell,Precinct 401,President,,Joseph R. Biden / Kamala D. Harris,DEM,347,
Caldwell,Precinct 401,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,4,
Caldwell,Precinct 401,President,,Howie Hawkins / Angela Walker,GRN,0,
Caldwell,Precinct 401,President,,Write-In,,0,
Caldwell,Precinct 401,U.S. Senate,,John Cornyn,REP,146,
Caldwell,Precinct 401,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,329,
Caldwell,Precinct 401,U.S. Senate,,Kerry Douglas McKennon,LIB,9,
Caldwell,Precinct 401,U.S. Senate,,David B. Collins,GRN,3,
Caldwell,Precinct 401,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 401,U.S. House,35,Jenny Garcia Sharon,REP,115,
Caldwell,Precinct 401,U.S. House,35,Lloyd Doggett,DEM,355,
Caldwell,Precinct 401,U.S. House,35,Mark Lowe,LIB,10,
Caldwell,Precinct 401,U.S. House,35,Jason Mata Sr.,IND,8,
Caldwell,Precinct 401,Railroad Commissioner,,"James ""Jim"" Wright",REP,135,
Caldwell,Precinct 401,Railroad Commissioner,,Chrysta Castaneda,DEM,337,
Caldwell,Precinct 401,Railroad Commissioner,,Matt Sterett,LIB,8,
Caldwell,Precinct 401,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,3,
Caldwell,Precinct 401,State Senate,21,Frank Pomeroy,REP,132,
Caldwell,Precinct 401,State Senate,21,Judith Zaffirini,DEM,354,
Caldwell,Precinct 401,State Representative,17,John P. Cyrier,REP,149,
Caldwell,Precinct 401,State Representative,17,Madeline Eden,DEM,333,
Caldwell,Precinct 402,President,,Donald J. Trump / Michael R. Pence,REP,430,
Caldwell,Precinct 402,President,,Joseph R. Biden / Kamala D. Harris,DEM,739,
Caldwell,Precinct 402,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,13,
Caldwell,Precinct 402,President,,Howie Hawkins / Angela Walker,GRN,3,
Caldwell,Precinct 402,President,,Write-In,,3,
Caldwell,Precinct 402,U.S. Senate,,John Cornyn,REP,435,
Caldwell,Precinct 402,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,712,
Caldwell,Precinct 402,U.S. Senate,,Kerry Douglas McKennon,LIB,17,
Caldwell,Precinct 402,U.S. Senate,,David B. Collins,GRN,7,
Caldwell,Precinct 402,U.S. Senate,,Write-In,,2,
Caldwell,Precinct 402,U.S. House,35,Jenny Garcia Sharon,REP,381,
Caldwell,Precinct 402,U.S. House,35,Lloyd Doggett,DEM,756,
Caldwell,Precinct 402,U.S. House,35,Mark Lowe,LIB,21,
Caldwell,Precinct 402,U.S. House,35,Jason Mata Sr.,IND,23,
Caldwell,Precinct 402,Railroad Commissioner,,"James ""Jim"" Wright",REP,418,
Caldwell,Precinct 402,Railroad Commissioner,,Chrysta Castaneda,DEM,714,
Caldwell,Precinct 402,Railroad Commissioner,,Matt Sterett,LIB,18,
Caldwell,Precinct 402,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,16,
Caldwell,Precinct 402,State Senate,21,Frank Pomeroy,REP,413,
Caldwell,Precinct 402,State Senate,21,Judith Zaffirini,DEM,762,
Caldwell,Precinct 402,State Representative,17,John P. Cyrier,REP,461,
Caldwell,Precinct 402,State Representative,17,Madeline Eden,DEM,702,
Caldwell,Precinct 404,President,,Donald J. Trump / Michael R. Pence,REP,470,
Caldwell,Precinct 404,President,,Joseph R. Biden / Kamala D. Harris,DEM,571,
Caldwell,Precinct 404,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,9,
Caldwell,Precinct 404,President,,Howie Hawkins / Angela Walker,GRN,6,
Caldwell,Precinct 404,President,,Write-In,,2,
Caldwell,Precinct 404,U.S. Senate,,John Cornyn,REP,461,
Caldwell,Precinct 404,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,550,
Caldwell,Precinct 404,U.S. Senate,,Kerry Douglas McKennon,LIB,22,
Caldwell,Precinct 404,U.S. Senate,,David B. Collins,GRN,14,
Caldwell,Precinct 404,U.S. Senate,,Write-In,,1,
Caldwell,Precinct 404,U.S. House,27,Michael Cloud,REP,455,
Caldwell,Precinct 404,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,561,
Caldwell,Precinct 404,U.S. House,27,Phil Gray,LIB,26,
Caldwell,Precinct 404,Railroad Commissioner,,"James ""Jim"" Wright",REP,445,
Caldwell,Precinct 404,Railroad Commissioner,,Chrysta Castaneda,DEM,535,
Caldwell,Precinct 404,Railroad Commissioner,,Matt Sterett,LIB,31,
Caldwell,Precinct 404,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,22,
Caldwell,Precinct 404,State Senate,21,Frank Pomeroy,REP,449,
Caldwell,Precinct 404,State Senate,21,Judith Zaffirini,DEM,586,
Caldwell,Precinct 404,State Representative,17,John P. Cyrier,REP,477,
Caldwell,Precinct 404,State Representative,17,Madeline Eden,DEM,556,
Caldwell,Precinct 405,President,,Donald J. Trump / Michael R. Pence,REP,454,
Caldwell,Precinct 405,President,,Joseph R. Biden / Kamala D. Harris,DEM,308,
Caldwell,Precinct 405,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,10,
Caldwell,Precinct 405,President,,Howie Hawkins / Angela Walker,GRN,3,
Caldwell,Precinct 405,President,,Write-In,,1,
Caldwell,Precinct 405,U.S. Senate,,John Cornyn,REP,455,
Caldwell,Precinct 405,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,312,
Caldwell,Precinct 405,U.S. Senate,,Kerry Douglas McKennon,LIB,9,
Caldwell,Precinct 405,U.S. Senate,,David B. Collins,GRN,3,
Caldwell,Precinct 405,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 405,U.S. House,27,Michael Cloud,REP,460,
Caldwell,Precinct 405,U.S. House,27,"Ricardo ""Rick"" De La Fuente",DEM,306,
Caldwell,Precinct 405,U.S. House,27,Phil Gray,LIB,13,
Caldwell,Precinct 405,Railroad Commissioner,,"James ""Jim"" Wright",REP,445,
Caldwell,Precinct 405,Railroad Commissioner,,Chrysta Castaneda,DEM,304,
Caldwell,Precinct 405,Railroad Commissioner,,Matt Sterett,LIB,17,
Caldwell,Precinct 405,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,10,
Caldwell,Precinct 405,State Senate,21,Frank Pomeroy,REP,448,
Caldwell,Precinct 405,State Senate,21,Judith Zaffirini,DEM,325,
Caldwell,Precinct 405,State Representative,17,John P. Cyrier,REP,467,
Caldwell,Precinct 405,State Representative,17,Madeline Eden,DEM,304,
Caldwell,Precinct 407,President,,Donald J. Trump / Michael R. Pence,REP,3,
Caldwell,Precinct 407,President,,Joseph R. Biden / Kamala D. Harris,DEM,5,
Caldwell,Precinct 407,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,
Caldwell,Precinct 407,President,,Howie Hawkins / Angela Walker,GRN,0,
Caldwell,Precinct 407,President,,Write-In,,0,
Caldwell,Precinct 407,U.S. Senate,,John Cornyn,REP,3,
Caldwell,Precinct 407,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,5,
Caldwell,Precinct 407,U.S. Senate,,Kerry Douglas McKennon,LIB,0,
Caldwell,Precinct 407,U.S. Senate,,David B. Collins,GRN,0,
Caldwell,Precinct 407,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 407,U.S. House,35,Jenny Garcia Sharon,REP,3,
Caldwell,Precinct 407,U.S. House,35,Lloyd Doggett,DEM,5,
Caldwell,Precinct 407,U.S. House,35,Mark Lowe,LIB,0,
Caldwell,Precinct 407,U.S. House,35,Jason Mata Sr.,IND,0,
Caldwell,Precinct 407,Railroad Commissioner,,"James ""Jim"" Wright",REP,3,
Caldwell,Precinct 407,Railroad Commissioner,,Chrysta Castaneda,DEM,5,
Caldwell,Precinct 407,Railroad Commissioner,,Matt Sterett,LIB,0,
Caldwell,Precinct 407,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,
Caldwell,Precinct 407,State Senate,21,Frank Pomeroy,REP,3,
Caldwell,Precinct 407,State Senate,21,Judith Zaffirini,DEM,5,
Caldwell,Precinct 407,State Representative,17,John P. Cyrier,REP,4,
Caldwell,Precinct 407,State Representative,17,Madeline Eden,DEM,4,
Caldwell,Precinct 408,President,,Donald J. Trump / Michael R. Pence,REP,4,
Caldwell,Precinct 408,President,,Joseph R. Biden / Kamala D. Harris,DEM,9,
Caldwell,Precinct 408,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,
Caldwell,Precinct 408,President,,Howie Hawkins / Angela Walker,GRN,0,
Caldwell,Precinct 408,President,,Write-In,,0,
Caldwell,Precinct 408,U.S. Senate,,John Cornyn,REP,3,
Caldwell,Precinct 408,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,10,
Caldwell,Precinct 408,U.S. Senate,,Kerry Douglas McKennon,LIB,0,
Caldwell,Precinct 408,U.S. Senate,,David B. Collins,GRN,0,
Caldwell,Precinct 408,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 408,U.S. House,35,Jenny Garcia Sharon,REP,3,
Caldwell,Precinct 408,U.S. House,35,Lloyd Doggett,DEM,10,
Caldwell,Precinct 408,U.S. House,35,Mark Lowe,LIB,0,
Caldwell,Precinct 408,U.S. House,35,Jason Mata Sr.,IND,0,
Caldwell,Precinct 408,Railroad Commissioner,,"James ""Jim"" Wright",REP,3,
Caldwell,Precinct 408,Railroad Commissioner,,Chrysta Castaneda,DEM,10,
Caldwell,Precinct 408,Railroad Commissioner,,Matt Sterett,LIB,0,
Caldwell,Precinct 408,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,
Caldwell,Precinct 408,State Senate,21,Frank Pomeroy,REP,3,
Caldwell,Precinct 408,State Senate,21,Judith Zaffirini,DEM,10,
Caldwell,Precinct 408,State Representative,17,John P. Cyrier,REP,3,
Caldwell,Precinct 408,State Representative,17,Madeline Eden,DEM,9,
Caldwell,Precinct 409,President,,Donald J. Trump / Michael R. Pence,REP,16,
Caldwell,Precinct 409,President,,Joseph R. Biden / Kamala D. Harris,DEM,10,
Caldwell,Precinct 409,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,
Caldwell,Precinct 409,President,,Howie Hawkins / Angela Walker,GRN,0,
Caldwell,Precinct 409,President,,Write-In,,0,
Caldwell,Precinct 409,U.S. Senate,,John Cornyn,REP,16,
Caldwell,Precinct 409,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,9,
Caldwell,Precinct 409,U.S. Senate,,Kerry Douglas McKennon,LIB,0,
Caldwell,Precinct 409,U.S. Senate,,David B. Collins,GRN,1,
Caldwell,Precinct 409,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 409,U.S. House,35,Jenny Garcia Sharon,REP,16,
Caldwell,Precinct 409,U.S. House,35,Lloyd Doggett,DEM,9,
Caldwell,Precinct 409,U.S. House,35,Mark Lowe,LIB,0,
Caldwell,Precinct 409,U.S. House,35,Jason Mata Sr.,IND,0,
Caldwell,Precinct 409,Railroad Commissioner,,"James ""Jim"" Wright",REP,16,
Caldwell,Precinct 409,Railroad Commissioner,,Chrysta Castaneda,DEM,8,
Caldwell,Precinct 409,Railroad Commissioner,,Matt Sterett,LIB,1,
Caldwell,Precinct 409,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,
Caldwell,Precinct 409,State Senate,21,Frank Pomeroy,REP,16,
Caldwell,Precinct 409,State Senate,21,Judith Zaffirini,DEM,10,
Caldwell,Precinct 409,State Representative,17,John P. Cyrier,REP,17,
Caldwell,Precinct 409,State Representative,17,Madeline Eden,DEM,8,
Caldwell,Precinct 412,President,,Donald J. Trump / Michael R. Pence,REP,59,
Caldwell,Precinct 412,President,,Joseph R. Biden / Kamala D. Harris,DEM,101,
Caldwell,Precinct 412,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,3,
Caldwell,Precinct 412,President,,Howie Hawkins / Angela Walker,GRN,1,
Caldwell,Precinct 412,President,,Write-In,,1,
Caldwell,Precinct 412,U.S. Senate,,John Cornyn,REP,66,
Caldwell,Precinct 412,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,90,
Caldwell,Precinct 412,U.S. Senate,,Kerry Douglas McKennon,LIB,5,
Caldwell,Precinct 412,U.S. Senate,,David B. Collins,GRN,0,
Caldwell,Precinct 412,U.S. Senate,,Write-In,,0,
Caldwell,Precinct 412,U.S. House,35,Jenny Garcia Sharon,REP,53,
Caldwell,Precinct 412,U.S. House,35,Lloyd Doggett,DEM,105,
Caldwell,Precinct 412,U.S. House,35,Mark Lowe,LIB,1,
Caldwell,Precinct 412,U.S. House,35,Jason Mata Sr.,IND,2,
Caldwell,Precinct 412,Railroad Commissioner,,"James ""Jim"" Wright",REP,65,
Caldwell,Precinct 412,Railroad Commissioner,,Chrysta Castaneda,DEM,94,
Caldwell,Precinct 412,Railroad Commissioner,,Matt Sterett,LIB,1,
Caldwell,Precinct 412,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,
Caldwell,Precinct 412,State Senate,21,Frank Pomeroy,REP,57,
Caldwell,Precinct 412,State Senate,21,Judith Zaffirini,DEM,103,
Caldwell,Precinct 412,State Representative,17,John P. Cyrier,REP,69,
Caldwell,Precinct 412,State Representative,17,Madeline Eden,DEM,91,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
