county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Fayette,01 East La Grange,President,,REP,Donald J. Trump / Michael R. Pence,545,34,415,96
Fayette,01 East La Grange,President,,DEM,Joseph R. Biden / Kamala D.Harris,123,31,71,21
Fayette,01 East La Grange,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",8,1,5,2
Fayette,01 East La Grange,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Fayette,01 East La Grange,President,,,Write-In Totals,1,0,0,1
Fayette,01 East La Grange,U.S. Senate,,REP,John Cornyn,538,37,407,94
Fayette,01 East La Grange,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",115,26,69,20
Fayette,01 East La Grange,U.S. Senate,,LBT,Kerry Douglas McKennon,14,2,8,4
Fayette,01 East La Grange,U.S. Senate,,GRN,David B. Collins,2,1,1,0
Fayette,01 East La Grange,U.S. Senate,,,Write-In Totals,0,0,0,0
Fayette,01 East La Grange,U.S. House,10,REP,Michael McCaul,536,39,399,98
Fayette,01 East La Grange,U.S. House,10,DEM,Mike Siegel,111,24,70,17
Fayette,01 East La Grange,U.S. House,10,LBT,Roy Ericksen,9,1,6,2
Fayette,01 East La Grange,Railroad Commissioner,,REP,"James ""Jim"" Wright",520,38,395,87
Fayette,01 East La Grange,Railroad Commissioner,,DEM,Chrysta Castaneda,128,24,78,26
Fayette,01 East La Grange,Railroad Commissioner,,LBT,Matt Sterett,7,1,4,2
Fayette,01 East La Grange,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,1,0,1
Fayette,01 East La Grange,"Chief Justice, Supreme Court",,REP,Nathan Hecht,531,34,404,93
Fayette,01 East La Grange,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,113,29,65,19
Fayette,01 East La Grange,"Chief Justice, Supreme Court",,LBT,Mark Ash,10,1,5,4
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,541,38,408,95
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,112,26,68,18
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,532,35,403,94
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,113,27,69,17
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,9,1,5,3
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,533,37,405,91
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,108,26,64,18
Fayette,01 East La Grange,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,11,1,6,4
Fayette,01 East La Grange,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,539,37,406,96
Fayette,01 East La Grange,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,115,27,70,18
Fayette,01 East La Grange,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,535,37,405,93
Fayette,01 East La Grange,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,118,27,71,20
Fayette,01 East La Grange,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,539,34,410,95
Fayette,01 East La Grange,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,111,28,65,18
Fayette,01 East La Grange,"Member, State BoE, Dist 10",,REP,Tom Maynard,520,33,392,95
Fayette,01 East La Grange,"Member, State BoE, Dist 10",,DEM,Marsha Burnett-Webster,120,30,73,17
Fayette,01 East La Grange,"Member, State BoE, Dist 10",,LBT,Trip Seibold,12,1,7,4
Fayette,01 East La Grange,State Senate,18,REP,Lois W. Kolkhorst,557,43,414,100
Fayette,01 East La Grange,State Senate,18,DEM,Michael Antalan,99,22,59,18
Fayette,01 East La Grange,State Representative,13,REP,Ben Leman,609,52,451,106
Fayette,01 East La Grange,"Chief Justice, 3rd Ct of App Dist",,REP,Jeff Rose,542,38,407,97
Fayette,01 East La Grange,"Chief Justice, 3rd Ct of App Dist",,DEM,Darlene Byrne,108,25,65,18
Fayette,01 East La Grange,County Attorney,,DEM,Peggy S. Supak,539,52,393,94
Fayette,01 East La Grange,Sheriff,,REP,Keith Korenek,627,57,461,109
Fayette,01 East La Grange,County Tax Assessor-Collector,,REP,Rosalinda G. Adamcik,550,35,419,96
Fayette,01 East La Grange,Constable Pct 2,,REP,Roger Wunderlich,612,53,453,106
Fayette,01 North La Grange,President,,REP,Donald J. Trump / Michael R. Pence,"1,131",89,887,155
Fayette,01 North La Grange,President,,DEM,Joseph R. Biden / Kamala D.Harris,469,113,286,70
Fayette,01 North La Grange,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",9,0,6,3
Fayette,01 North La Grange,President,,GRN,Howie Hawkins / Angela Walker,2,0,2,0
Fayette,01 North La Grange,President,,,Write-In Totals,4,0,2,2
Fayette,01 North La Grange,U.S. Senate,,REP,John Cornyn,"1,127",95,877,155
Fayette,01 North La Grange,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",450,105,279,66
Fayette,01 North La Grange,U.S. Senate,,LBT,Kerry Douglas McKennon,20,0,15,5
Fayette,01 North La Grange,U.S. Senate,,GRN,David B. Collins,6,0,5,1
Fayette,01 North La Grange,U.S. Senate,,,Write-In Totals,0,0,0,0
Fayette,01 North La Grange,U.S. House,10,REP,Michael McCaul,"1,141",95,891,155
Fayette,01 North La Grange,U.S. House,10,DEM,Mike Siegel,433,107,260,66
Fayette,01 North La Grange,U.S. House,10,LBT,Roy Ericksen,17,0,12,5
Fayette,01 North La Grange,Railroad Commissioner,,REP,"James ""Jim"" Wright","1,112",93,874,145
Fayette,01 North La Grange,Railroad Commissioner,,DEM,Chrysta Castaneda,420,102,255,63
Fayette,01 North La Grange,Railroad Commissioner,,LBT,Matt Sterett,33,0,23,10
Fayette,01 North La Grange,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",13,1,8,4
Fayette,01 North La Grange,"Chief Justice, Supreme Court",,REP,Nathan Hecht,"1,114",88,877,149
Fayette,01 North La Grange,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,441,109,263,69
Fayette,01 North La Grange,"Chief Justice, Supreme Court",,LBT,Mark Ash,28,0,23,5
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,"1,157",92,907,158
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,424,104,259,61
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,"1,117",84,879,154
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,433,111,259,63
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,27,0,21,6
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,"1,125",91,882,152
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,421,104,252,65
Fayette,01 North La Grange,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,29,1,22,6
Fayette,01 North La Grange,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,"1,132",90,887,155
Fayette,01 North La Grange,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,450,107,274,69
Fayette,01 North La Grange,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,"1,138",91,889,158
Fayette,01 North La Grange,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,433,105,267,61
Fayette,01 North La Grange,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,"1,144",90,898,156
Fayette,01 North La Grange,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,427,105,258,64
Fayette,01 North La Grange,"Member, State BoE, Dist 10",,REP,Tom Maynard,"1,089",83,858,148
Fayette,01 North La Grange,"Member, State BoE, Dist 10",,DEM,Marsha Burnett-Webster,455,112,275,68
Fayette,01 North La Grange,"Member, State BoE, Dist 10",,LBT,Trip Seibold,25,2,18,5
Fayette,01 North La Grange,State Senate,18,REP,Lois W. Kolkhorst,"1,172",99,906,167
Fayette,01 North La Grange,State Senate,18,DEM,Michael Antalan,409,99,250,60
Fayette,01 North La Grange,State Representative,13,REP,Ben Leman,"1,393",130,"1,069",194
Fayette,01 North La Grange,"Chief Justice, 3rd Ct of App Dist",,REP,Jeff Rose,"1,145",93,891,161
Fayette,01 North La Grange,"Chief Justice, 3rd Ct of App Dist",,DEM,Darlene Byrne,430,106,260,64
Fayette,01 North La Grange,County Attorney,,DEM,Peggy S. Supak,"1,335",171,981,183
Fayette,01 North La Grange,Sheriff,,REP,Keith Korenek,"1,462",154,"1,099",209
Fayette,01 North La Grange,County Tax Assessor-Collector,,REP,Rosalinda G. Adamcik,"1,307",119,"1,012",176
Fayette,01 North La Grange,County Commissioner Pct 1,,REP,Jason McBroom,"1,440",153,"1,086",201
Fayette,01 North La Grange,Constable Pct 1,,REP,WM Billy Roensch,"1,426",145,"1,081",200
Fayette,01 West La Grange,President,,REP,Donald J. Trump / Michael R. Pence,429,38,329,62
Fayette,01 West La Grange,President,,DEM,Joseph R. Biden / Kamala D.Harris,143,43,78,22
Fayette,01 West La Grange,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",8,1,6,1
Fayette,01 West La Grange,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Fayette,01 West La Grange,President,,,Write-In Totals,1,0,0,1
Fayette,01 West La Grange,U.S. Senate,,REP,John Cornyn,436,42,332,62
Fayette,01 West La Grange,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",134,41,72,21
Fayette,01 West La Grange,U.S. Senate,,LBT,Kerry Douglas McKennon,4,0,3,1
Fayette,01 West La Grange,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Fayette,01 West La Grange,U.S. Senate,,,Write-In Totals,1,0,1,0
Fayette,01 West La Grange,U.S. House,10,REP,Michael McCaul,443,43,337,63
Fayette,01 West La Grange,U.S. House,10,DEM,Mike Siegel,123,38,66,19
Fayette,01 West La Grange,U.S. House,10,LBT,Roy Ericksen,7,0,6,1
Fayette,01 West La Grange,Railroad Commissioner,,REP,"James ""Jim"" Wright",432,42,329,61
Fayette,01 West La Grange,Railroad Commissioner,,DEM,Chrysta Castaneda,134,39,73,22
Fayette,01 West La Grange,Railroad Commissioner,,LBT,Matt Sterett,4,0,4,0
Fayette,01 West La Grange,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Fayette,01 West La Grange,"Chief Justice, Supreme Court",,REP,Nathan Hecht,437,41,334,62
Fayette,01 West La Grange,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,126,38,69,19
Fayette,01 West La Grange,"Chief Justice, Supreme Court",,LBT,Mark Ash,7,2,4,1
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,445,41,342,62
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,125,40,66,19
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,439,42,337,60
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,122,36,66,20
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,8,0,6,2
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,439,39,337,63
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,125,40,67,18
Fayette,01 West La Grange,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,5,1,3,1
Fayette,01 West La Grange,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,441,42,340,59
Fayette,01 West La Grange,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,126,38,66,22
Fayette,01 West La Grange,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,437,41,337,59
Fayette,01 West La Grange,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,125,38,66,21
Fayette,01 West La Grange,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,444,41,343,60
Fayette,01 West La Grange,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,121,39,61,21
Fayette,01 West La Grange,"Member, State BoE, Dist 10",,REP,Tom Maynard,433,39,332,62
Fayette,01 West La Grange,"Member, State BoE, Dist 10",,DEM,Marsha Burnett-Webster,133,43,70,20
Fayette,01 West La Grange,"Member, State BoE, Dist 10",,LBT,Trip Seibold,6,0,5,1
Fayette,01 West La Grange,State Senate,18,REP,Lois W. Kolkhorst,453,44,345,64
Fayette,01 West La Grange,State Senate,18,DEM,Michael Antalan,114,35,60,19
Fayette,01 West La Grange,State Representative,13,REP,Ben Leman,508,49,386,73
Fayette,01 West La Grange,"Chief Justice, 3rd Ct of App Dist",,REP,Jeff Rose,447,41,340,66
Fayette,01 West La Grange,"Chief Justice, 3rd Ct of App Dist",,DEM,Darlene Byrne,117,37,63,17
Fayette,01 West La Grange,County Attorney,,DEM,Peggy S. Supak,450,61,324,65
Fayette,01 West La Grange,Sheriff,,REP,Keith Korenek,513,52,387,74
Fayette,01 West La Grange,County Tax Assessor-Collector,,REP,Rosalinda G. Adamcik,459,41,354,64
Fayette,01 West La Grange,County Commissioner Pct 3,,REP,Harvey Berckenhoff,502,53,375,74
Fayette,01 West La Grange,Constable Pct 3,,REP,Robert H. Chambers,501,49,379,73
Fayette,02 Rutersville,President,,REP,Donald J. Trump / Michael R. Pence,141,8,101,32
