county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Brooks,1,President,,Donald J. Trump / Michael R. Pence,REP,11,129,79,219
Brooks,1,President,,Joseph R. Biden / Kamala D. Harris,DEM,73,237,79,389
Brooks,1,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,1,1,2
Brooks,1,President,,Howie Hawkins / Angela Walker,GRN,0,2,0,2
Brooks,1,President,,Undervotes,,2,4,0,6
Brooks,1,President,,Overvotes,,0,0,0,0
Brooks,1,President,,Unresolved write-in,,0,0,0,0
Brooks,1,U.S. Senate,,John Cornyn,REP,8,104,61,173
Brooks,1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,73,225,75,373
Brooks,1,U.S. Senate,,Kerry Douglas McKennon,LIB,0,8,1,9
Brooks,1,U.S. Senate,,David B. Collins,GRN,0,6,5,11
Brooks,1,U.S. Senate,,Undervotes,,5,29,17,51
Brooks,1,U.S. Senate,,Overvotes,,0,1,0,1
Brooks,1,U.S. Senate,,Unresolved write-in,,0,0,0,0
Brooks,1,U.S. House,15,Monica De La Cruz-Hernandez,REP,7,90,54,151
Brooks,1,U.S. House,15,Vicente Gonzalez,DEM,74,247,83,404
Brooks,1,U.S. House,15,Ross Lynn Leone,LIB,0,3,4,7
Brooks,1,U.S. House,15,Undervotes,,5,32,17,54
Brooks,1,U.S. House,15,Overvotes,,0,1,1,2
Brooks,1,U.S. House,15,Unresolved write-in,,0,0,0,0
Brooks,1,Railroad Commissioner,,"James ""Jim"" Wright",REP,6,93,54,153
Brooks,1,Railroad Commissioner,,Chrysta Castaneda,DEM,71,227,77,375
Brooks,1,Railroad Commissioner,,Matt Sterett,LIB,0,6,3,9
Brooks,1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,4,1,6
Brooks,1,Railroad Commissioner,,Undervotes,,8,43,24,75
Brooks,1,Railroad Commissioner,,Overvotes,,0,0,0,0
Brooks,1,Railroad Commissioner,,Unresolved write-in,,0,0,0,0
Brooks,1,State Senate,20,Judy Cutright,REP,7,68,36,111
Brooks,1,State Senate,20,"Juan ""Chuy"" Hinojosa",DEM,78,258,95,431
Brooks,1,State Senate,20,Undervotes,,1,47,28,76
Brooks,1,State Senate,20,Overvotes,,0,0,0,0
Brooks,1,State Senate,20,Unresolved write-in,,0,0,0,0
Brooks,1,State Representative,31,Marian Knowlton,REP,6,70,35,111
Brooks,1,State Representative,31,Ryan Guillen,DEM,73,248,93,414
Brooks,1,State Representative,31,Undervotes,,7,55,31,93
Brooks,1,State Representative,31,Overvotes,,0,0,0,0
Brooks,1,State Representative,31,Unresolved write-in,,0,0,0,0
Brooks,2,President,,Donald J. Trump / Michael R. Pence,REP,16,167,101,284
Brooks,2,President,,Joseph R. Biden / Kamala D. Harris,DEM,47,209,89,345
Brooks,2,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,1,2,3
Brooks,2,President,,Howie Hawkins / Angela Walker,GRN,0,0,1,1
Brooks,2,President,,Undervotes,,2,0,2,4
Brooks,2,President,,Overvotes,,1,2,0,3
Brooks,2,President,,Unresolved write-in,,0,0,0,0
