county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes
Williamson,394,Railroad Commissioner,,REP,"James ""Jim"" Wright",468,1748,44,0,2260
Williamson,394,Railroad Commissioner,,DEM,Chrysta Castañeda,623,535,4,1,1163
Williamson,394,Railroad Commissioner,,LBT,Matt Sterett,7,21,4,0,32
Williamson,394,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,15,1,0,18
Williamson,394,State Representative,20,REP,Terry M. Wilson,493,1782,47,0,2322
Williamson,394,State Representative,20,DEM,Jessica Tiedt,594,526,5,1,1126
Williamson,395,President,,REP,Donald J. Trump/Michael R. Pence,172,1855,143,8,2178
Williamson,395,President,,DEM,Joseph R. Biden/Kamala D. Harris,186,676,34,3,899
Williamson,395,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",6,37,5,1,49
Williamson,395,President,,GRE,Howie Hawkins/Angela Walker,2,3,0,0,5
Williamson,395,President,,,Write-in,1,8,1,0,10
Williamson,395,U.S. Senate,,REP,John Cornyn,192,1868,144,8,2212
Williamson,395,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",171,612,29,2,814
Williamson,395,U.S. Senate,,LBT,Kerry Douglas McKennon,3,43,5,1,52
Williamson,395,U.S. Senate,,GRE,David B. Collins,0,8,1,0,9
Williamson,395,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,395,U.S. House,31,REP,John Carter,187,1899,144,8,2238
Williamson,395,U.S. House,31,DEM,Donna Imam,167,595,29,3,794
Williamson,395,U.S. House,31,LBT,Clark Patterson,3,48,5,1,57
Williamson,395,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,395,Railroad Commissioner,,REP,"James ""Jim"" Wright",186,1837,141,6,2170
Williamson,395,Railroad Commissioner,,DEM,Chrysta Castañeda,162,579,25,2,768
Williamson,395,Railroad Commissioner,,LBT,Matt Sterett,3,63,7,1,74
Williamson,395,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,14,0,0,17
Williamson,395,State Representative,20,REP,Terry M. Wilson,183,1900,149,9,2241
Williamson,395,State Representative,20,DEM,Jessica Tiedt,161,577,23,1,762
Williamson,396,President,,REP,Donald J. Trump/Michael R. Pence,504,2136,50,0,2690
Williamson,396,President,,DEM,Joseph R. Biden/Kamala D. Harris,747,735,17,2,1501
Williamson,396,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",5,13,1,1,20
Williamson,396,President,,GRE,Howie Hawkins/Angela Walker,0,3,0,0,3
Williamson,396,President,,,Write-in,6,7,0,0,13
Williamson,396,U.S. Senate,,REP,John Cornyn,536,2187,53,0,2776
Williamson,396,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",715,661,16,2,1394
Williamson,396,U.S. Senate,,LBT,Kerry Douglas McKennon,6,16,0,1,23
Williamson,396,U.S. Senate,,GRE,David B. Collins,4,2,0,0,6
Williamson,396,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,396,U.S. House,31,REP,John Carter,530,2202,53,0,2785
Williamson,396,U.S. House,31,DEM,Donna Imam,702,653,15,2,1372
Williamson,396,U.S. House,31,LBT,Clark Patterson,9,15,0,1,25
Williamson,396,U.S. House,31,,Write-in,2,0,1,0,3
Williamson,396,Railroad Commissioner,,REP,"James ""Jim"" Wright",536,2125,50,0,2711
Williamson,396,Railroad Commissioner,,DEM,Chrysta Castañeda,676,651,15,2,1344
Williamson,396,Railroad Commissioner,,LBT,Matt Sterett,10,30,2,1,43
Williamson,396,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",10,12,1,0,23
Williamson,396,State Representative,20,REP,Terry M. Wilson,547,2182,49,1,2779
Williamson,396,State Representative,20,DEM,Jessica Tiedt,670,626,15,2,1313
Williamson,402,President,,REP,Donald J. Trump/Michael R. Pence,74,1839,285,64,2262
Williamson,402,President,,DEM,Joseph R. Biden/Kamala D. Harris,178,2221,235,107,2741
Williamson,402,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,90,24,1,118
Williamson,402,President,,GRE,Howie Hawkins/Angela Walker,0,15,6,1,22
Williamson,402,President,,,Write-in,0,9,4,0,13
Williamson,402,U.S. Senate,,REP,John Cornyn,75,1804,285,63,2227
Williamson,402,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",171,2118,220,101,2610
Williamson,402,U.S. Senate,,LBT,Kerry Douglas McKennon,3,134,20,0,157
Williamson,402,U.S. Senate,,GRE,David B. Collins,0,26,8,1,35
Williamson,402,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,402,U.S. House,31,REP,John Carter,74,1899,292,71,2336
Williamson,402,U.S. House,31,DEM,Donna Imam,155,2082,212,91,2540
Williamson,402,U.S. House,31,LBT,Clark Patterson,4,108,32,4,148
Williamson,402,U.S. House,31,,Write-in,0,4,0,0,4
Williamson,402,Railroad Commissioner,,REP,"James ""Jim"" Wright",76,1788,278,58,2200
Williamson,402,Railroad Commissioner,,DEM,Chrysta Castañeda,159,2016,204,92,2471
Williamson,402,Railroad Commissioner,,LBT,Matt Sterett,6,148,27,8,189
Williamson,402,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,68,12,3,85
Williamson,402,State Representative,52,REP,Lucio Valdez,80,1921,312,68,2381
Williamson,402,State Representative,52,DEM,James Talarico,146,2087,204,89,2526
Williamson,403,President,,REP,Donald J. Trump/Michael R. Pence,42,886,142,4,1074
Williamson,403,President,,DEM,Joseph R. Biden/Kamala D. Harris,85,1057,110,5,1257
Williamson,403,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,37,10,1,51
Williamson,403,President,,GRE,Howie Hawkins/Angela Walker,0,10,2,0,12
Williamson,403,President,,,Write-in,0,4,4,0,8
Williamson,403,U.S. Senate,,REP,John Cornyn,41,862,137,5,1045
Williamson,403,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",85,1011,100,4,1200
Williamson,403,U.S. Senate,,LBT,Kerry Douglas McKennon,1,53,8,1,63
Williamson,403,U.S. Senate,,GRE,David B. Collins,0,18,1,0,19
Williamson,403,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,403,U.S. House,31,REP,John Carter,42,906,139,4,1091
Williamson,403,U.S. House,31,DEM,Donna Imam,79,983,103,4,1169
Williamson,403,U.S. House,31,LBT,Clark Patterson,2,65,12,1,80
Williamson,403,U.S. House,31,,Write-in,0,3,1,0,4
Williamson,403,Railroad Commissioner,,REP,"James ""Jim"" Wright",41,870,126,4,1041
Williamson,403,Railroad Commissioner,,DEM,Chrysta Castañeda,78,935,99,3,1115
Williamson,403,Railroad Commissioner,,LBT,Matt Sterett,3,83,16,1,103
Williamson,403,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,34,5,0,40
Williamson,403,State Representative,52,REP,Lucio Valdez,43,943,146,6,1138
Williamson,403,State Representative,52,DEM,James Talarico,72,967,95,3,1137
Williamson,413,President,,REP,Donald J. Trump/Michael R. Pence,18,210,78,5,311
Williamson,413,President,,DEM,Joseph R. Biden/Kamala D. Harris,21,116,31,3,171
Williamson,413,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,4,0,0,4
Williamson,413,President,,GRE,Howie Hawkins/Angela Walker,0,0,0,0,0
Williamson,413,President,,,Write-in,0,0,0,0,0
Williamson,413,U.S. Senate,,REP,John Cornyn,17,213,75,5,310
Williamson,413,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",23,107,29,3,162
Williamson,413,U.S. Senate,,LBT,Kerry Douglas McKennon,0,6,3,0,9
Williamson,413,U.S. Senate,,GRE,David B. Collins,0,1,0,0,1
Williamson,413,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,413,U.S. House,31,REP,John Carter,17,214,80,5,316
Williamson,413,U.S. House,31,DEM,Donna Imam,21,100,25,3,149
Williamson,413,U.S. House,31,LBT,Clark Patterson,1,8,3,0,12
Williamson,413,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,413,Railroad Commissioner,,REP,"James ""Jim"" Wright",18,205,74,5,302
Williamson,413,Railroad Commissioner,,DEM,Chrysta Castañeda,20,103,25,2,150
Williamson,413,Railroad Commissioner,,LBT,Matt Sterett,1,12,4,0,17
Williamson,413,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,3,2,0,6
Williamson,413,State Representative,52,REP,Lucio Valdez,17,212,80,3,312
Williamson,413,State Representative,52,DEM,James Talarico,22,106,24,4,156
Williamson,415,President,,REP,Donald J. Trump/Michael R. Pence,49,672,286,25,1032
Williamson,415,President,,DEM,Joseph R. Biden/Kamala D. Harris,80,230,82,16,408
Williamson,415,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,8,4,0,12
Williamson,415,President,,GRE,Howie Hawkins/Angela Walker,2,4,1,0,7
Williamson,415,President,,,Write-in,0,1,1,0,2
Williamson,415,U.S. Senate,,REP,John Cornyn,48,656,266,24,994
Williamson,415,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",81,228,86,16,411
Williamson,415,U.S. Senate,,LBT,Kerry Douglas McKennon,2,9,9,1,21
Williamson,415,U.S. Senate,,GRE,David B. Collins,1,1,1,0,3
Williamson,415,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,415,U.S. House,31,REP,John Carter,45,672,279,26,1022
Williamson,415,U.S. House,31,DEM,Donna Imam,79,220,74,15,388
Williamson,415,U.S. House,31,LBT,Clark Patterson,1,10,12,0,23
Williamson,415,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,415,Railroad Commissioner,,REP,"James ""Jim"" Wright",49,657,265,24,995
Williamson,415,Railroad Commissioner,,DEM,Chrysta Castañeda,79,210,78,15,382
Williamson,415,Railroad Commissioner,,LBT,Matt Sterett,1,13,13,1,28
Williamson,415,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,8,4,0,12
Williamson,415,State Representative,20,REP,Terry M. Wilson,46,671,275,23,1015
Williamson,415,State Representative,20,DEM,Jessica Tiedt,76,208,74,17,375
Williamson,420,President,,REP,Donald J. Trump/Michael R. Pence,140,2642,323,12,3117
Williamson,420,President,,DEM,Joseph R. Biden/Kamala D. Harris,263,3254,281,14,3812
Williamson,420,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",6,131,24,0,161
Williamson,420,President,,GRE,Howie Hawkins/Angela Walker,1,14,5,0,20
Williamson,420,President,,,Write-in,0,9,3,0,12
Williamson,420,U.S. Senate,,REP,John Cornyn,156,2657,311,11,3135
Williamson,420,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",244,3081,268,11,3604
Williamson,420,U.S. Senate,,LBT,Kerry Douglas McKennon,5,147,26,3,181
Williamson,420,U.S. Senate,,GRE,David B. Collins,3,32,9,1,45
Williamson,420,U.S. Senate,,,Write-in,0,2,1,0,3
Williamson,420,U.S. House,31,REP,John Carter,148,2769,332,12,3261
Williamson,420,U.S. House,31,DEM,Donna Imam,224,3034,255,11,3524
Williamson,420,U.S. House,31,LBT,Clark Patterson,3,127,32,2,164
Williamson,420,U.S. House,31,,Write-in,3,6,1,0,10
Williamson,420,Railroad Commissioner,,REP,"James ""Jim"" Wright",156,2622,304,10,3092
Williamson,420,Railroad Commissioner,,DEM,Chrysta Castañeda,234,2919,242,9,3404
Williamson,420,Railroad Commissioner,,LBT,Matt Sterett,9,188,37,3,237
Williamson,420,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,86,19,1,108
Williamson,420,State Representative,52,REP,Lucio Valdez,143,2827,337,11,3318
Williamson,420,State Representative,52,DEM,James Talarico,226,2993,259,11,3489
Williamson,423,President,,REP,Donald J. Trump/Michael R. Pence,81,853,203,64,1201
Williamson,423,President,,DEM,Joseph R. Biden/Kamala D. Harris,140,1292,196,141,1769
Williamson,423,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,50,15,1,69
Williamson,423,President,,GRE,Howie Hawkins/Angela Walker,1,8,1,0,10
Williamson,423,President,,,Write-in,1,2,2,0,5
Williamson,423,U.S. Senate,,REP,John Cornyn,93,856,186,63,1198
Williamson,423,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",129,1220,174,124,1647
Williamson,423,U.S. Senate,,LBT,Kerry Douglas McKennon,2,62,25,3,92
Williamson,423,U.S. Senate,,GRE,David B. Collins,1,14,6,2,23
Williamson,423,U.S. Senate,,,Write-in,0,3,0,0,3
Williamson,423,U.S. House,31,REP,John Carter,88,876,205,69,1238
Williamson,423,U.S. House,31,DEM,Donna Imam,118,1237,173,126,1654
Williamson,423,U.S. House,31,LBT,Clark Patterson,3,68,24,3,98
Williamson,423,U.S. House,31,,Write-in,0,2,1,0,3
Williamson,423,Railroad Commissioner,,REP,"James ""Jim"" Wright",85,821,181,67,1154
Williamson,423,Railroad Commissioner,,DEM,Chrysta Castañeda,127,1174,167,121,1589
Williamson,423,Railroad Commissioner,,LBT,Matt Sterett,3,90,36,5,134
Williamson,423,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",5,42,8,1,56
Williamson,423,State Representative,52,REP,Lucio Valdez,84,903,207,65,1259
Williamson,423,State Representative,52,DEM,James Talarico,117,1204,172,126,1619
Williamson,424,President,,REP,Donald J. Trump/Michael R. Pence,111,1403,149,3,1666
Williamson,424,President,,DEM,Joseph R. Biden/Kamala D. Harris,201,1176,63,2,1442
Williamson,424,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,29,2,0,35
Williamson,424,President,,GRE,Howie Hawkins/Angela Walker,1,3,0,0,4
Williamson,424,President,,,Write-in,1,11,0,0,12
Williamson,424,U.S. Senate,,REP,John Cornyn,124,1474,143,4,1745
Williamson,424,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",185,1067,58,0,1310
Williamson,424,U.S. Senate,,LBT,Kerry Douglas McKennon,1,39,2,0,42
Williamson,424,U.S. Senate,,GRE,David B. Collins,1,11,1,1,14
Williamson,424,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,424,U.S. House,31,REP,John Carter,122,1528,154,4,1808
Williamson,424,U.S. House,31,DEM,Donna Imam,182,1021,45,1,1249
Williamson,424,U.S. House,31,LBT,Clark Patterson,1,49,5,0,55
Williamson,424,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,424,Railroad Commissioner,,REP,"James ""Jim"" Wright",122,1439,141,3,1705
Williamson,424,Railroad Commissioner,,DEM,Chrysta Castañeda,173,1008,48,0,1229
Williamson,424,Railroad Commissioner,,LBT,Matt Sterett,3,61,5,1,70
Williamson,424,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,29,3,0,34
Williamson,424,State Representative,52,REP,Lucio Valdez,119,1490,142,4,1755
Williamson,424,State Representative,52,DEM,James Talarico,177,1049,50,1,1277
Williamson,425,President,,REP,Donald J. Trump/Michael R. Pence,14,154,118,0,286
Williamson,425,President,,DEM,Joseph R. Biden/Kamala D. Harris,24,78,54,1,157
Williamson,425,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,3,4,0,7
Williamson,425,President,,GRE,Howie Hawkins/Angela Walker,0,0,1,0,1
Williamson,425,President,,,Write-in,0,0,0,0,0
Williamson,425,U.S. Senate,,REP,John Cornyn,14,156,110,0,280
Williamson,425,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",23,68,57,1,149
Williamson,425,U.S. Senate,,LBT,Kerry Douglas McKennon,0,3,5,0,8
Williamson,425,U.S. Senate,,GRE,David B. Collins,0,0,0,0,0
Williamson,425,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,425,U.S. House,31,REP,John Carter,14,156,113,0,283
Williamson,425,U.S. House,31,DEM,Donna Imam,23,72,57,1,153
Williamson,425,U.S. House,31,LBT,Clark Patterson,0,3,8,0,11
Williamson,425,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,425,Railroad Commissioner,,REP,"James ""Jim"" Wright",15,153,110,0,278
Williamson,425,Railroad Commissioner,,DEM,Chrysta Castañeda,21,72,52,1,146
Williamson,425,Railroad Commissioner,,LBT,Matt Sterett,0,5,8,0,13
Williamson,425,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,0,1,0,1
Williamson,425,State Representative,20,REP,Terry M. Wilson,13,149,116,0,278
Williamson,425,State Representative,20,DEM,Jessica Tiedt,23,77,54,0,154
Williamson,426,President,,REP,Donald J. Trump/Michael R. Pence,43,756,86,2,887
Williamson,426,President,,DEM,Joseph R. Biden/Kamala D. Harris,66,623,64,0,753
Williamson,426,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,25,3,0,32
Williamson,426,President,,GRE,Howie Hawkins/Angela Walker,1,4,0,0,5
Williamson,426,President,,,Write-in,1,3,0,0,4
Williamson,426,U.S. Senate,,REP,John Cornyn,43,763,85,2,893
Williamson,426,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",66,588,55,0,709
Williamson,426,U.S. Senate,,LBT,Kerry Douglas McKennon,5,32,3,0,40
Williamson,426,U.S. Senate,,GRE,David B. Collins,0,10,0,0,10
Williamson,426,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,426,U.S. House,31,REP,John Carter,39,792,86,2,919
Williamson,426,U.S. House,31,DEM,Donna Imam,63,572,56,0,691
Williamson,426,U.S. House,31,LBT,Clark Patterson,4,32,5,0,41
Williamson,426,U.S. House,31,,Write-in,0,3,0,0,3
Williamson,426,Railroad Commissioner,,REP,"James ""Jim"" Wright",43,765,87,2,897
Williamson,426,Railroad Commissioner,,DEM,Chrysta Castañeda,57,556,51,0,664
Williamson,426,Railroad Commissioner,,LBT,Matt Sterett,7,39,4,0,50
Williamson,426,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,22,1,0,25
Williamson,426,State Representative,52,REP,Lucio Valdez,41,809,89,2,941
Williamson,426,State Representative,52,DEM,James Talarico,61,568,53,0,682
Williamson,427,President,,REP,Donald J. Trump/Michael R. Pence,85,903,120,23,1131
Williamson,427,President,,DEM,Joseph R. Biden/Kamala D. Harris,145,618,63,38,864
Williamson,427,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,20,9,1,32
Williamson,427,President,,GRE,Howie Hawkins/Angela Walker,0,4,4,0,8
Williamson,427,President,,,Write-in,0,3,2,1,6
Williamson,427,U.S. Senate,,REP,John Cornyn,88,891,116,21,1116
Williamson,427,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",143,589,58,38,828
Williamson,427,U.S. Senate,,LBT,Kerry Douglas McKennon,2,24,8,3,37
Williamson,427,U.S. Senate,,GRE,David B. Collins,0,9,3,0,12
Williamson,427,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,427,U.S. House,31,REP,John Carter,88,916,128,24,1156
Williamson,427,U.S. House,31,DEM,Donna Imam,131,574,54,33,792
Williamson,427,U.S. House,31,LBT,Clark Patterson,4,28,7,4,43
Williamson,427,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,427,Railroad Commissioner,,REP,"James ""Jim"" Wright",90,878,118,22,1108
Williamson,427,Railroad Commissioner,,DEM,Chrysta Castañeda,128,546,53,33,760
Williamson,427,Railroad Commissioner,,LBT,Matt Sterett,3,39,6,4,52
Williamson,427,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,22,5,1,29
Williamson,427,State Representative,52,REP,Lucio Valdez,79,900,133,24,1136
Williamson,427,State Representative,52,DEM,James Talarico,135,584,52,34,805
Williamson,428,President,,REP,Donald J. Trump/Michael R. Pence,73,1199,144,3,1419
Williamson,428,President,,DEM,Joseph R. Biden/Kamala D. Harris,120,727,75,0,922
Williamson,428,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,29,4,0,34
Williamson,428,President,,GRE,Howie Hawkins/Angela Walker,0,6,1,0,7
Williamson,428,President,,,Write-in,0,1,1,0,2
Williamson,428,U.S. Senate,,REP,John Cornyn,78,1176,133,2,1389
Williamson,428,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",113,706,71,1,891
Williamson,428,U.S. Senate,,LBT,Kerry Douglas McKennon,2,37,9,0,48
Williamson,428,U.S. Senate,,GRE,David B. Collins,0,12,1,0,13
Williamson,428,U.S. Senate,,,Write-in,0,0,1,0,1
Williamson,428,U.S. House,31,REP,John Carter,77,1242,145,3,1467
Williamson,428,U.S. House,31,DEM,Donna Imam,110,658,59,0,827
Williamson,428,U.S. House,31,LBT,Clark Patterson,2,35,8,0,45
Williamson,428,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,428,Railroad Commissioner,,REP,"James ""Jim"" Wright",74,1176,133,3,1386
Williamson,428,Railroad Commissioner,,DEM,Chrysta Castañeda,111,649,60,0,820
Williamson,428,Railroad Commissioner,,LBT,Matt Sterett,4,53,11,0,68
Williamson,428,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,26,3,0,29
Williamson,428,State Representative,52,REP,Lucio Valdez,67,1212,149,2,1430
Williamson,428,State Representative,52,DEM,James Talarico,119,693,61,0,873
Williamson,429,President,,REP,Donald J. Trump/Michael R. Pence,23,330,63,2,418
Williamson,429,President,,DEM,Joseph R. Biden/Kamala D. Harris,87,489,66,1,643
Williamson,429,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,15,4,0,19
Williamson,429,President,,GRE,Howie Hawkins/Angela Walker,0,3,1,0,4
Williamson,429,President,,,Write-in,0,3,0,0,3
Williamson,429,U.S. Senate,,REP,John Cornyn,31,322,62,2,417
Williamson,429,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",75,450,60,1,586
Williamson,429,U.S. Senate,,LBT,Kerry Douglas McKennon,1,22,6,0,29
Williamson,429,U.S. Senate,,GRE,David B. Collins,0,7,2,0,9
Williamson,429,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,429,U.S. House,31,REP,John Carter,33,333,63,2,431
Williamson,429,U.S. House,31,DEM,Donna Imam,72,462,61,1,596
Williamson,429,U.S. House,31,LBT,Clark Patterson,0,21,6,0,27
Williamson,429,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,429,Railroad Commissioner,,REP,"James ""Jim"" Wright",27,309,58,2,396
Williamson,429,Railroad Commissioner,,DEM,Chrysta Castañeda,75,453,55,1,584
Williamson,429,Railroad Commissioner,,LBT,Matt Sterett,2,26,10,0,38
Williamson,429,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,12,2,0,14
Williamson,429,State Representative,52,REP,Lucio Valdez,23,337,66,2,428
Williamson,429,State Representative,52,DEM,James Talarico,79,464,60,1,604
Williamson,434,President,,REP,Donald J. Trump/Michael R. Pence,100,1556,330,7,1993
Williamson,434,President,,DEM,Joseph R. Biden/Kamala D. Harris,93,401,61,1,556
Williamson,434,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,30,12,2,46
Williamson,434,President,,GRE,Howie Hawkins/Angela Walker,1,0,0,0,1
Williamson,434,President,,,Write-in,0,2,1,0,3
Williamson,434,U.S. Senate,,REP,John Cornyn,105,1509,325,8,1947
Williamson,434,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",90,393,54,1,538
Williamson,434,U.S. Senate,,LBT,Kerry Douglas McKennon,0,40,7,0,47
Williamson,434,U.S. Senate,,GRE,David B. Collins,0,5,5,1,11
Williamson,434,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,434,U.S. House,31,REP,John Carter,107,1547,327,9,1990
Williamson,434,U.S. House,31,DEM,Donna Imam,83,366,57,1,507
Williamson,434,U.S. House,31,LBT,Clark Patterson,0,43,6,0,49
Williamson,434,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,434,Railroad Commissioner,,REP,"James ""Jim"" Wright",108,1510,317,9,1944
Williamson,434,Railroad Commissioner,,DEM,Chrysta Castañeda,78,358,62,0,498
Williamson,434,Railroad Commissioner,,LBT,Matt Sterett,2,44,9,1,56
Williamson,434,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,19,1,0,22
Williamson,434,State Representative,20,REP,Terry M. Wilson,101,1545,326,10,1982
Williamson,434,State Representative,20,DEM,Jessica Tiedt,81,374,53,0,508
Williamson,436,President,,REP,Donald J. Trump/Michael R. Pence,19,376,38,5,438
Williamson,436,President,,DEM,Joseph R. Biden/Kamala D. Harris,34,141,14,2,191
Williamson,436,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,2,2,0,5
Williamson,436,President,,GRE,Howie Hawkins/Angela Walker,0,2,0,0,2
Williamson,436,President,,,Write-in,0,0,1,0,1
Williamson,436,U.S. Senate,,REP,John Cornyn,24,373,41,5,443
Williamson,436,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",27,134,13,2,176
Williamson,436,U.S. Senate,,LBT,Kerry Douglas McKennon,2,7,2,0,11
Williamson,436,U.S. Senate,,GRE,David B. Collins,1,3,0,0,4
Williamson,436,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,436,U.S. House,31,REP,John Carter,22,389,41,5,457
Williamson,436,U.S. House,31,DEM,Donna Imam,29,123,11,2,165
Williamson,436,U.S. House,31,LBT,Clark Patterson,3,5,4,0,12
Williamson,436,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,436,Railroad Commissioner,,REP,"James ""Jim"" Wright",22,372,41,5,440
Williamson,436,Railroad Commissioner,,DEM,Chrysta Castañeda,29,118,10,1,158
Williamson,436,Railroad Commissioner,,LBT,Matt Sterett,2,12,3,0,17
Williamson,436,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,8,0,0,8
Williamson,436,State Representative,20,REP,Terry M. Wilson,20,373,42,5,440
Williamson,436,State Representative,20,DEM,Jessica Tiedt,29,126,12,1,168
Williamson,455,President,,REP,Donald J. Trump/Michael R. Pence,53,495,70,2,620
Williamson,455,President,,DEM,Joseph R. Biden/Kamala D. Harris,134,891,121,3,1149
Williamson,455,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,30,10,0,40
Williamson,455,President,,GRE,Howie Hawkins/Angela Walker,0,6,3,0,9
Williamson,455,President,,,Write-in,0,2,2,0,4
Williamson,455,U.S. Senate,,REP,John Cornyn,53,481,65,1,600
Williamson,455,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",126,859,113,3,1101
Williamson,455,U.S. Senate,,LBT,Kerry Douglas McKennon,2,37,14,0,53
Williamson,455,U.S. Senate,,GRE,David B. Collins,3,9,3,0,15
Williamson,455,U.S. Senate,,,Write-in,0,1,1,0,2
Williamson,455,U.S. House,31,REP,John Carter,49,508,70,2,629
Williamson,455,U.S. House,31,DEM,Donna Imam,120,843,113,2,1078
Williamson,455,U.S. House,31,LBT,Clark Patterson,1,41,13,0,55
Williamson,455,U.S. House,31,,Write-in,0,0,1,0,1
Williamson,455,Railroad Commissioner,,REP,"James ""Jim"" Wright",49,483,67,2,601
Williamson,455,Railroad Commissioner,,DEM,Chrysta Castañeda,126,807,105,2,1040
Williamson,455,Railroad Commissioner,,LBT,Matt Sterett,1,52,11,0,64
Williamson,455,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,28,8,0,38
Williamson,455,State Representative,52,REP,Lucio Valdez,49,538,79,2,668
Williamson,455,State Representative,52,DEM,James Talarico,118,824,108,2,1052
Williamson,456,President,,REP,Donald J. Trump/Michael R. Pence,27,423,68,1,519
Williamson,456,President,,DEM,Joseph R. Biden/Kamala D. Harris,73,474,67,4,618
Williamson,456,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,19,3,1,24
Williamson,456,President,,GRE,Howie Hawkins/Angela Walker,0,4,0,0,4
Williamson,456,President,,,Write-in,0,1,1,0,2
Williamson,456,U.S. Senate,,REP,John Cornyn,29,419,59,1,508
Williamson,456,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",69,448,65,5,587
