county,precinct,office,district,party,candidate,election_day,early_voting,mail,votes
Bailey,1,President,,REP,Donald J. Trump,142,135,9,286
Bailey,2,President,,REP,Donald J. Trump,177,157,19,353
Bailey,3,President,,REP,Donald J. Trump,65,60,7,132
Bailey,4,President,,REP,Donald J. Trump,24,26,11,61
Bailey,1,President,,REP,Joe Walsh,1,0,0,1
Bailey,2,President,,REP,Joe Walsh,2,1,0,3
Bailey,3,President,,REP,Joe Walsh,0,0,0,0
Bailey,4,President,,REP,Joe Walsh,4,1,0,5
Bailey,1,President,,REP,Bill Weld,1,0,0,1
Bailey,2,President,,REP,Bill Weld,0,3,0,3
Bailey,3,President,,REP,Bill Weld,0,2,0,2
Bailey,4,President,,REP,Bill Weld,0,0,0,0
Bailey,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",4,3,0,7
Bailey,2,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",3,0,0,3
Bailey,3,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,1,0,1
Bailey,4,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,3,0,5
Bailey,1,President,,REP,Zoltan G. Istvan,0,0,0,0
Bailey,2,President,,REP,Zoltan G. Istvan,0,0,0,0
Bailey,3,President,,REP,Zoltan G. Istvan,0,0,0,0
Bailey,4,President,,REP,Zoltan G. Istvan,1,0,0,1
Bailey,1,President,,REP,Matthew J. Matern,0,1,0,1
Bailey,2,President,,REP,Matthew J. Matern,0,0,0,0
Bailey,3,President,,REP,Matthew J. Matern,0,0,0,0
Bailey,4,President,,REP,Matthew J. Matern,0,0,0,0
Bailey,1,President,,REP,Bob Ely,0,0,0,0
Bailey,2,President,,REP,Bob Ely,0,1,0,1
Bailey,3,President,,REP,Bob Ely,0,0,0,0
Bailey,4,President,,REP,Bob Ely,0,0,0,0
Bailey,1,President,,REP,Uncommitted,7,9,1,17
Bailey,2,President,,REP,Uncommitted,8,4,0,12
Bailey,3,President,,REP,Uncommitted,8,7,0,15
Bailey,4,President,,REP,Uncommitted,4,3,0,7
Bailey,1,U.S. Senate,,REP,Virgil Bierschwale,3,2,1,6
Bailey,2,U.S. Senate,,REP,Virgil Bierschwale,6,5,0,11
Bailey,3,U.S. Senate,,REP,Virgil Bierschwale,3,3,1,7
Bailey,4,U.S. Senate,,REP,Virgil Bierschwale,3,3,0,6
Bailey,1,U.S. Senate,,REP,John Anthony Castro,13,16,0,29
Bailey,2,U.S. Senate,,REP,John Anthony Castro,16,9,0,25
Bailey,3,U.S. Senate,,REP,John Anthony Castro,11,11,0,22
Bailey,4,U.S. Senate,,REP,John Anthony Castro,7,7,0,14
Bailey,1,U.S. Senate,,REP,Dwayne Stovall,25,11,1,37
Bailey,2,U.S. Senate,,REP,Dwayne Stovall,23,14,1,38
Bailey,3,U.S. Senate,,REP,Dwayne Stovall,4,8,0,12
Bailey,4,U.S. Senate,,REP,Dwayne Stovall,3,3,0,6
Bailey,1,U.S. Senate,,REP,John Cornyn,93,91,6,190
Bailey,2,U.S. Senate,,REP,John Cornyn,127,126,18,271
Bailey,3,U.S. Senate,,REP,John Cornyn,44,40,6,90
Bailey,4,U.S. Senate,,REP,John Cornyn,17,15,10,42
Bailey,1,U.S. Senate,,REP,Mark Yancey,8,11,0,19
Bailey,2,U.S. Senate,,REP,Mark Yancey,5,3,1,9
Bailey,3,U.S. Senate,,REP,Mark Yancey,1,6,0,7
Bailey,4,U.S. Senate,,REP,Mark Yancey,1,1,0,2
Bailey,1,U.S. House,19,REP,Jodey C. Arrington,137,128,9,274
Bailey,2,U.S. House,19,REP,Jodey C. Arrington,172,160,19,351
Bailey,3,U.S. House,19,REP,Jodey C. Arrington,64,54,7,125
Bailey,4,U.S. House,19,REP,Jodey C. Arrington,26,26,11,63
Bailey,1,U.S. House,19,REP,Vance W. Boyd,15,14,0,29
Bailey,2,U.S. House,19,REP,Vance W. Boyd,14,3,0,17
Bailey,3,U.S. House,19,REP,Vance W. Boyd,4,13,0,17
Bailey,4,U.S. House,19,REP,Vance W. Boyd,6,4,0,10
Bailey,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",81,75,6,162
