county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
DeWitt,101,President,,Donald J. Trump / Michael R. Pence,REP,105,666,125,896
DeWitt,101,President,,Joseph R. Biden / Kamala D. Harris,DEM,44,123,26,193
DeWitt,101,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,2,6,2,10
DeWitt,101,President,,Howie Hawkins / Angela Walker,GRN,0,1,0,1
DeWitt,101,President,,Kasey Wells / Rachel Wells (W),,0,0,0,0
DeWitt,101,President,,R. Boddie / Eric Stoneham (W),,0,0,0,0
DeWitt,101,President,,Abram Loeb / Jennifer Jairala (W),,0,0,0,0
DeWitt,101,President,,Jesse Cuellar / Jimmy Monreal (W),,0,0,0,0
DeWitt,101,President,,Gloria La Riva / Leonard Peltier (W),,0,0,0,0
DeWitt,101,President,,Tom Hoefling / Andy Prior (W),,0,0,0,0
DeWitt,101,President,,Robert Morrow / Anne Beckett (W),,0,0,0,0
DeWitt,101,President,,Brian Carroll / Amar Patel (W),,0,0,0,0
DeWitt,101,President,,Todd Cella / Tim Cella (W),,0,0,0,0
DeWitt,101,President,,Undervotes,,0,1,0,1
DeWitt,101,President,,Overvotes,,1,0,0,1
DeWitt,101,U.S. Senate,,John Cornyn,REP,110,651,123,884
DeWitt,101,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,37,114,22,173
DeWitt,101,U.S. Senate,,Kerry Douglas McKennon,LIB,1,7,3,11
DeWitt,101,U.S. Senate,,David B. Collins,GRN,0,3,0,3
DeWitt,101,U.S. Senate,,Undervotes,,2,22,5,29
DeWitt,101,U.S. Senate,,Overvotes,,2,0,0,2
DeWitt,101,U.S. House,34,Rey Gonzalez,REP,70,641,119,830
DeWitt,101,U.S. House,34,Filemon B. Vela,DEM,42,110,18,170
DeWitt,101,U.S. House,34,Anthony Cristo,LIB,1,9,5,15
DeWitt,101,U.S. House,34,Chris B. Royal,IND,0,8,3,11
DeWitt,101,U.S. House,34,Undervotes,,39,29,8,76
DeWitt,101,U.S. House,34,Overvotes,,0,0,0,0
DeWitt,101,Railroad Commissioiner,,"James ""Jim"" Wright",REP,102,645,119,866
DeWitt,101,Railroad Commissioiner,,Chrysta Castaneda,DEM,41,122,19,182
DeWitt,101,Railroad Commissioiner,,Matt Sterett,LIB,2,11,6,19
