county,precinct,office,district,candidate,party,votes,early_voting,election_day
Garza,1,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,334,254,80
Garza,2,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,438,355,83
Garza,3,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,355,283,72
Garza,4,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,188,146,42
Garza,5,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,71,38,33
Garza,6,President,,DONALD J. TRUMP / MICHAEL R. PENCE,REP,97,52,45
Garza,1,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,38,32,6
Garza,2,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,57,43,14
Garza,3,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,50,36,14
Garza,4,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,55,39,16
Garza,5,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,15,6,9
Garza,6,President,,JOSEPH R. BIDEN / KAMALA D. HARRIS,DEM,16,13,3
Garza,1,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LIB,3,2,1
Garza,2,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LIB,0,0,0
Garza,3,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LIB,0,0,0
Garza,4,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LIB,1,1,0
Garza,5,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LIB,0,0,0
Garza,6,President,,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",LIB,1,1,0
Garza,1,President,,HOWIE HAWKINS / ANGELA WALKER,GRN,0,0,0
Garza,2,President,,HOWIE HAWKINS / ANGELA WALKER,GRN,1,1,0
Garza,3,President,,HOWIE HAWKINS / ANGELA WALKER,GRN,3,3,0
Garza,4,President,,HOWIE HAWKINS / ANGELA WALKER,GRN,0,0,0
Garza,5,President,,HOWIE HAWKINS / ANGELA WALKER,GRN,0,0,0
Garza,6,President,,HOWIE HAWKINS / ANGELA WALKER,GRN,0,0,0
Garza,1,President,,President R. Boddie / Eric C. Stoneham,,0,0,0
Garza,2,President,,President R. Boddie / Eric C. Stoneham,,0,0,0
Garza,3,President,,President R. Boddie / Eric C. Stoneham,,0,0,0
Garza,4,President,,President R. Boddie / Eric C. Stoneham,,0,0,0
Garza,5,President,,President R. Boddie / Eric C. Stoneham,,0,0,0
