county,precinct,office,district,candidate,party,votes,early_voting,election_day,absentee
Schleicher,Precinct #1,U.S. Senate,,Royce West,DEM,7,2,4,1
Schleicher,Precinct #1,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,1,0,0
Schleicher,Precinct #1,U.S. Senate,,Mary (MJ) Hegar,DEM,8,1,6,1
Schleicher,Precinct #1,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,6,2,4,0
Schleicher,Precinct #1,U.S. Senate,,Chris Bell,DEM,0,0,0,0
Schleicher,Precinct #1,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Schleicher,Precinct #1,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Schleicher,Precinct #1,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,7,3,4,0
Schleicher,Precinct #1,U.S. Senate,,Amanda K. Edwards,DEM,1,1,0,0
Schleicher,Precinct #1,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Schleicher,Precinct #1,U.S. Senate,,Sema Hernandez,DEM,3,1,0,2
Schleicher,Precinct #1,U.S. Senate,,Victor Hugo Harris,DEM,1,0,1,0
Schleicher,Precinct #1,U.S. House,23,Jamie Escuder,DEM,3,1,2,0
Schleicher,Precinct #1,U.S. House,23,Efrain V. Valdez,DEM,3,1,2,0
Schleicher,Precinct #1,U.S. House,23,Ricardo R. Madrid,DEM,4,0,4,0
Schleicher,Precinct #1,U.S. House,23,Gina Ortiz Jones,DEM,21,8,10,3
Schleicher,Precinct #1,U.S. House,23,"Rosalinda ""Rosey"" Ramos Abuabara",DEM,6,2,4,0
Schleicher,Precinct #1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,15,4,10,1
Schleicher,Precinct #1,Railroad Commissioner,,Kelly Stone,DEM,7,2,4,1
Schleicher,Precinct #1,Railroad Commissioner,,Mark Watson,DEM,5,1,4,0
Schleicher,Precinct #1,Railroad Commissioner,,Chrysta Castaneda,DEM,9,4,4,1
Schleicher,Precinct #1,State Representative,53,Joe P. Herrera,DEM,30,10,17,3
Schleicher,Precinct #2,Registered Voters,,,,447,,,
Schleicher,Precinct #2,Ballots Cast,,,,156,54,88,14
Schleicher,Precinct #2,Ballots Cast,,,REP,121,47,66,8
Schleicher,Precinct #2,Ballots Cast,,,DEM,35,7,22,6
Schleicher,Precinct #2,President,,Zoltan G. Istvan,REP,0,0,0,0
Schleicher,Precinct #2,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Schleicher,Precinct #2,President,,Joe Walsh,REP,0,0,0,0
Schleicher,Precinct #2,President,,Matthew John Matern,REP,0,0,0,0
Schleicher,Precinct #2,President,,Donald J. Trump,REP,115,47,62,6
Schleicher,Precinct #2,President,,Bob Ely,REP,0,0,0,0
Schleicher,Precinct #2,President,,Bill Weld,REP,1,0,0,1
Schleicher,Precinct #2,President,,Uncommitted,REP,3,0,2,1
Schleicher,Precinct #2,U.S. Senate,,Dwayne Stovall,REP,23,14,9,0
Schleicher,Precinct #2,U.S. Senate,,Mark Yancey,REP,10,6,4,0
Schleicher,Precinct #2,U.S. Senate,,John Cornyn,REP,69,22,41,6
Schleicher,Precinct #2,U.S. Senate,,Virgil Bierschwale,REP,4,1,2,1
Schleicher,Precinct #2,U.S. Senate,,John Anthony Castro,REP,4,1,3,0
Schleicher,Precinct #2,U.S. House,23,Alia Ureste,REP,6,3,3,0
Schleicher,Precinct #2,U.S. House,23,Raul Reyes,REP,19,8,11,0
Schleicher,Precinct #2,U.S. House,23,Sharon Breckenridge Thomas,REP,10,5,4,1
Schleicher,Precinct #2,U.S. House,23,Alma Arredondo-Lynch,REP,8,6,2,0
Schleicher,Precinct #2,U.S. House,23,Ben Van Winkle,REP,8,6,1,1
Schleicher,Precinct #2,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,14,4,9,1
Schleicher,Precinct #2,U.S. House,23,Tony Gonzales,REP,19,5,11,3
Schleicher,Precinct #2,U.S. House,23,Jeff McFarlin,REP,21,8,12,1
Schleicher,Precinct #2,U.S. House,23,Darwin Boedeker,REP,5,1,4,0
Schleicher,Precinct #2,Railroad Commissioner,,Ryan Sitton,REP,40,19,19,2
Schleicher,Precinct #2,Railroad Commissioner,,"James ""Jim"" Wright",REP,63,24,37,2
Schleicher,Precinct #2,State Senate,28,Charles Perry,REP,95,35,55,5
Schleicher,Precinct #2,State Representative,53,Andrew S. Murr,REP,101,38,57,6
Schleicher,Precinct #2,President,,Tulsi Gabbard,DEM,0,0,0,0
Schleicher,Precinct #2,President,,John K. Delaney,DEM,2,0,2,0
Schleicher,Precinct #2,President,,Marianne Williamson,DEM,0,0,0,0
Schleicher,Precinct #2,President,,Cory Booker,DEM,1,0,1,0
Schleicher,Precinct #2,President,,Michael Bennet,DEM,0,0,0,0
Schleicher,Precinct #2,President,,Elizabeth Warren,DEM,5,1,4,0
Schleicher,Precinct #2,President,,Julian Castro,DEM,2,0,1,1
Schleicher,Precinct #2,President,,Bernie Sanders,DEM,4,0,2,2
Schleicher,Precinct #2,President,,Robby Wells,DEM,0,0,0,0
Schleicher,Precinct #2,President,,Andrew Yang,DEM,0,0,0,0
Schleicher,Precinct #2,President,,Amy Klobuchar,DEM,1,1,0,0
Schleicher,Precinct #2,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Schleicher,Precinct #2,President,,Michael R. Bloomberg,DEM,7,2,3,2
Schleicher,Precinct #2,President,,Joseph R. Biden,DEM,13,3,9,1
Schleicher,Precinct #2,President,,Deval Patrick,DEM,0,0,0,0
Schleicher,Precinct #2,President,,Pete Buttigieg,DEM,0,0,0,0
Schleicher,Precinct #2,President,,Tom Steyer,DEM,0,0,0,0
Schleicher,Precinct #2,U.S. Senate,,Royce West,DEM,3,0,3,0
Schleicher,Precinct #2,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,3,1,2,0
Schleicher,Precinct #2,U.S. Senate,,Mary (MJ) Hegar,DEM,4,2,2,0
Schleicher,Precinct #2,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,6,1,1,4
Schleicher,Precinct #2,U.S. Senate,,Chris Bell,DEM,1,1,0,0
Schleicher,Precinct #2,U.S. Senate,,Adrian Ocegueda,DEM,1,0,1,0
Schleicher,Precinct #2,U.S. Senate,,D. R. Hunter,DEM,2,0,2,0
Schleicher,Precinct #2,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,5,0,5,0
Schleicher,Precinct #2,U.S. Senate,,Amanda K. Edwards,DEM,3,1,1,1
Schleicher,Precinct #2,U.S. Senate,,Michael Cooper,DEM,1,0,1,0
Schleicher,Precinct #2,U.S. Senate,,Sema Hernandez,DEM,6,1,4,1
Schleicher,Precinct #2,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Schleicher,Precinct #2,U.S. House,23,Jamie Escuder,DEM,2,0,1,1
Schleicher,Precinct #2,U.S. House,23,Efrain V. Valdez,DEM,2,2,0,0
Schleicher,Precinct #2,U.S. House,23,Ricardo R. Madrid,DEM,2,0,2,0
Schleicher,Precinct #2,U.S. House,23,Gina Ortiz Jones,DEM,26,5,16,5
Schleicher,Precinct #2,U.S. House,23,"Rosalinda ""Rosey"" Ramos Abuabara",DEM,2,0,2,0
Schleicher,Precinct #2,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,12,2,7,3
Schleicher,Precinct #2,Railroad Commissioner,,Kelly Stone,DEM,4,1,2,1
Schleicher,Precinct #2,Railroad Commissioner,,Mark Watson,DEM,6,0,6,0
Schleicher,Precinct #2,Railroad Commissioner,,Chrysta Castaneda,DEM,11,3,6,2
Schleicher,Precinct #2,State Representative,53,Joe P. Herrera,DEM,30,6,18,6
Schleicher,Precinct #3,Registered Voters,,,,189,,,
Schleicher,Precinct #3,Ballots Cast,,,,67,32,27,8
Schleicher,Precinct #3,Ballots Cast,,,REP,45,24,14,7
Schleicher,Precinct #3,Ballots Cast,,,DEM,22,8,13,1
Schleicher,Precinct #3,President,,Zoltan G. Istvan,REP,0,0,0,0
Schleicher,Precinct #3,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Schleicher,Precinct #3,President,,Joe Walsh,REP,0,0,0,0
Schleicher,Precinct #3,President,,Matthew John Matern,REP,0,0,0,0
Schleicher,Precinct #3,President,,Donald J. Trump,REP,37,20,12,5
Schleicher,Precinct #3,President,,Bob Ely,REP,0,0,0,0
Schleicher,Precinct #3,President,,Bill Weld,REP,0,0,0,0
Schleicher,Precinct #3,President,,Uncommitted,REP,4,1,1,2
Schleicher,Precinct #3,U.S. Senate,,Dwayne Stovall,REP,8,3,2,3
Schleicher,Precinct #3,U.S. Senate,,Mark Yancey,REP,3,1,2,0
Schleicher,Precinct #3,U.S. Senate,,John Cornyn,REP,23,15,4,4
Schleicher,Precinct #3,U.S. Senate,,Virgil Bierschwale,REP,1,1,0,0
Schleicher,Precinct #3,U.S. Senate,,John Anthony Castro,REP,2,0,2,0
Schleicher,Precinct #3,U.S. House,23,Alia Ureste,REP,0,0,0,0
Schleicher,Precinct #3,U.S. House,23,Raul Reyes,REP,2,2,0,0
Schleicher,Precinct #3,U.S. House,23,Sharon Breckenridge Thomas,REP,2,1,1,0
Schleicher,Precinct #3,U.S. House,23,Alma Arredondo-Lynch,REP,0,0,0,0
Schleicher,Precinct #3,U.S. House,23,Ben Van Winkle,REP,3,2,1,0
Schleicher,Precinct #3,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,7,6,1,0
Schleicher,Precinct #3,U.S. House,23,Tony Gonzales,REP,6,3,2,1
Schleicher,Precinct #3,U.S. House,23,Jeff McFarlin,REP,9,3,4,2
Schleicher,Precinct #3,U.S. House,23,Darwin Boedeker,REP,2,1,0,1
Schleicher,Precinct #3,Railroad Commissioner,,Ryan Sitton,REP,8,4,2,2
Schleicher,Precinct #3,Railroad Commissioner,,"James ""Jim"" Wright",REP,23,14,7,2
Schleicher,Precinct #3,State Senate,28,Charles Perry,REP,33,19,10,4
Schleicher,Precinct #3,State Representative,53,Andrew S. Murr,REP,33,18,11,4
Schleicher,Precinct #3,President,,Tulsi Gabbard,DEM,0,0,0,0
Schleicher,Precinct #3,President,,John K. Delaney,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Marianne Williamson,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Cory Booker,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Michael Bennet,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Elizabeth Warren,DEM,2,0,2,0
Schleicher,Precinct #3,President,,Julian Castro,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Bernie Sanders,DEM,7,3,4,0
Schleicher,Precinct #3,President,,Robby Wells,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Andrew Yang,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Amy Klobuchar,DEM,0,0,0,0
Schleicher,Precinct #3,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0
Schleicher,Precinct #3,President,,Michael R. Bloomberg,DEM,3,2,1,0
Schleicher,Precinct #3,President,,Joseph R. Biden,DEM,8,2,5,1
Schleicher,Precinct #3,President,,Deval Patrick,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Pete Buttigieg,DEM,0,0,0,0
Schleicher,Precinct #3,President,,Tom Steyer,DEM,1,1,0,0
Schleicher,Precinct #3,U.S. Senate,,Royce West,DEM,3,1,2,0
Schleicher,Precinct #3,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,1,0
Schleicher,Precinct #3,U.S. Senate,,Mary (MJ) Hegar,DEM,2,2,0,0
Schleicher,Precinct #3,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,6,2,4,0
Schleicher,Precinct #3,U.S. Senate,,Chris Bell,DEM,1,1,0,0
Schleicher,Precinct #3,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Schleicher,Precinct #3,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Schleicher,Precinct #3,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,2,1,1,0
Schleicher,Precinct #3,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Schleicher,Precinct #3,U.S. Senate,,Michael Cooper,DEM,2,0,2,0
Schleicher,Precinct #3,U.S. Senate,,Sema Hernandez,DEM,1,1,0,0
Schleicher,Precinct #3,U.S. Senate,,Victor Hugo Harris,DEM,1,0,1,0
Schleicher,Precinct #3,U.S. House,23,Jamie Escuder,DEM,1,1,0,0
Schleicher,Precinct #3,U.S. House,23,Efrain V. Valdez,DEM,1,0,1,0
Schleicher,Precinct #3,U.S. House,23,Ricardo R. Madrid,DEM,1,1,0,0
Schleicher,Precinct #3,U.S. House,23,Gina Ortiz Jones,DEM,15,6,9,0
Schleicher,Precinct #3,U.S. House,23,"Rosalinda ""Rosey"" Ramos Abuabara",DEM,1,0,1,0
Schleicher,Precinct #3,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,6,1,5,0
Schleicher,Precinct #3,Railroad Commissioner,,Kelly Stone,DEM,2,1,1,0
Schleicher,Precinct #3,Railroad Commissioner,,Mark Watson,DEM,3,1,2,0
Schleicher,Precinct #3,Railroad Commissioner,,Chrysta Castaneda,DEM,8,5,3,0
Schleicher,Precinct #3,State Representative,53,Joe P. Herrera,DEM,17,8,9,0
Schleicher,Precinct #4,Registered Voters,,,,520,,,
Schleicher,Precinct #4,Ballots Cast,,,,224,100,113,11
Schleicher,Precinct #4,Ballots Cast,,,REP,197,91,99,7
Schleicher,Precinct #4,Ballots Cast,,,DEM,27,9,14,4
Schleicher,Precinct #4,President,,Zoltan G. Istvan,REP,0,0,0,0
Schleicher,Precinct #4,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Schleicher,Precinct #4,President,,Joe Walsh,REP,1,0,0,1
Schleicher,Precinct #4,President,,Matthew John Matern,REP,0,0,0,0
Schleicher,Precinct #4,President,,Donald J. Trump,REP,188,89,93,6
Schleicher,Precinct #4,President,,Bob Ely,REP,0,0,0,0
Schleicher,Precinct #4,President,,Bill Weld,REP,0,0,0,0
Schleicher,Precinct #4,President,,Uncommitted,REP,6,1,5,0
Schleicher,Precinct #4,U.S. Senate,,Dwayne Stovall,REP,22,13,9,0
Schleicher,Precinct #4,U.S. Senate,,Mark Yancey,REP,11,6,5,0
Schleicher,Precinct #4,U.S. Senate,,John Cornyn,REP,134,61,67,6
Schleicher,Precinct #4,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Schleicher,Precinct #4,U.S. Senate,,John Anthony Castro,REP,16,3,12,1
Schleicher,Precinct #4,U.S. House,23,Alia Ureste,REP,4,1,3,0
Schleicher,Precinct #4,U.S. House,23,Raul Reyes,REP,29,14,15,0
Schleicher,Precinct #4,U.S. House,23,Sharon Breckenridge Thomas,REP,9,4,5,0
Schleicher,Precinct #4,U.S. House,23,Alma Arredondo-Lynch,REP,26,12,13,1
Schleicher,Precinct #4,U.S. House,23,Ben Van Winkle,REP,8,6,2,0
Schleicher,Precinct #4,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,19,6,12,1
Schleicher,Precinct #4,U.S. House,23,Tony Gonzales,REP,40,22,18,0
Schleicher,Precinct #4,U.S. House,23,Jeff McFarlin,REP,23,12,10,1
Schleicher,Precinct #4,U.S. House,23,Darwin Boedeker,REP,3,1,2,0
Schleicher,Precinct #4,Railroad Commissioner,,Ryan Sitton,REP,74,29,44,1
Schleicher,Precinct #4,Railroad Commissioner,,"James ""Jim"" Wright",REP,89,49,36,4
Schleicher,Precinct #4,State Senate,28,Charles Perry,REP,157,76,76,5
Schleicher,Precinct #4,State Representative,53,Andrew S. Murr,REP,164,79,81,4
Schleicher,Precinct #4,President,,Tulsi Gabbard,DEM,0,0,0,0
Schleicher,Precinct #4,President,,John K. Delaney,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Marianne Williamson,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Cory Booker,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Michael Bennet,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Elizabeth Warren,DEM,1,0,1,0
Schleicher,Precinct #4,President,,Julian Castro,DEM,1,0,1,0
Schleicher,Precinct #4,President,,Bernie Sanders,DEM,6,2,4,0
Schleicher,Precinct #4,President,,Robby Wells,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Andrew Yang,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Amy Klobuchar,DEM,3,2,0,1
Schleicher,Precinct #4,President,,"Roque ""Rocky"" De La Fuente",DEM,1,0,1,0
Schleicher,Precinct #4,President,,Michael R. Bloomberg,DEM,5,3,2,0
Schleicher,Precinct #4,President,,Joseph R. Biden,DEM,10,2,5,3
Schleicher,Precinct #4,President,,Deval Patrick,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Pete Buttigieg,DEM,0,0,0,0
Schleicher,Precinct #4,President,,Tom Steyer,DEM,0,0,0,0
Schleicher,Precinct #4,U.S. Senate,,Royce West,DEM,3,3,0,0
Schleicher,Precinct #4,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,1,0
Schleicher,Precinct #4,U.S. Senate,,Mary (MJ) Hegar,DEM,3,1,0,2
Schleicher,Precinct #4,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,4,1,3,0
Schleicher,Precinct #4,U.S. Senate,,Chris Bell,DEM,3,1,2,0
Schleicher,Precinct #4,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Schleicher,Precinct #4,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Schleicher,Precinct #4,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,4,2,2,0
Schleicher,Precinct #4,U.S. Senate,,Amanda K. Edwards,DEM,2,0,2,0
Schleicher,Precinct #4,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Schleicher,Precinct #4,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Schleicher,Precinct #4,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Schleicher,Precinct #4,U.S. House,23,Jamie Escuder,DEM,2,1,1,0
Schleicher,Precinct #4,U.S. House,23,Efrain V. Valdez,DEM,3,1,2,0
Schleicher,Precinct #4,U.S. House,23,Ricardo R. Madrid,DEM,1,0,1,0
Schleicher,Precinct #4,U.S. House,23,Gina Ortiz Jones,DEM,14,7,5,2
Schleicher,Precinct #4,U.S. House,23,"Rosalinda ""Rosey"" Ramos Abuabara",DEM,2,0,2,0
Schleicher,Precinct #4,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,6,3,3,0
Schleicher,Precinct #4,Railroad Commissioner,,Kelly Stone,DEM,3,2,1,0
Schleicher,Precinct #4,Railroad Commissioner,,Mark Watson,DEM,4,1,3,0
Schleicher,Precinct #4,Railroad Commissioner,,Chrysta Castaneda,DEM,8,3,4,1
Schleicher,Precinct #4,State Representative,53,Joe P. Herrera,DEM,20,9,10,1
