county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail
Lynn,Precinct 2/8,President,,Uncommitted,REP,17,0,17,0
Lynn,Precinct 2/8,U.S. Senate,,Virgil Bierschwale,REP,1,0,1,0
Lynn,Precinct 2/8,U.S. Senate,,John Anthony Castro,REP,15,1,14,0
Lynn,Precinct 2/8,U.S. Senate,,John Cornyn,REP,77,7,66,4
Lynn,Precinct 2/8,U.S. Senate,,Dwayne Stovall,REP,10,1,9,0
Lynn,Precinct 2/8,U.S. Senate,,Mark Yancey,REP,8,0,8,0
Lynn,Precinct 2/8,U.S. House,19,Vance W. Boyd,REP,19,0,19,0
Lynn,Precinct 2/8,U.S. House,19,Jodey C. Arrington,REP,91,9,78,4
Lynn,Precinct 2/8,Railroad Commissioner,,Ryan Sitton,REP,53,6,46,1
Lynn,Precinct 2/8,Railroad Commissioner,,"James ""Jim"" Wright",REP,54,3,48,3
Lynn,Precinct 2/8,State Senate,28,Charles Perry,REP,103,8,91,4
Lynn,Precinct 2/8,State Representative,83,Dustin Burrows,REP,101,8,89,4
Lynn,Precinct 2/8,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Joseph R. Biden,DEM,5,2,2,1
Lynn,Precinct 2/8,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Michael R. Bloomberg,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Bernie Sanders,DEM,1,0,1,0
Lynn,Precinct 2/8,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Elizabeth Warren,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Pete Buttigieg,DEM,0,0,0,0
Lynn,Precinct 2/8,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,Mary (MJ) Hegar,DEM,3,2,1,0
Lynn,Precinct 2/8,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,Chris Bell,DEM,1,0,1,0
Lynn,Precinct 2/8,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,Sema Hernandez,DEM,1,0,0,1
Lynn,Precinct 2/8,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,Michael Cooper,DEM,1,0,1,0
Lynn,Precinct 2/8,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 2/8,U.S. House,19,Tom Watson,DEM,5,2,2,1
Lynn,Precinct 2/8,Railroad Commissioner,,Chrysta Castaneda,DEM,2,0,1,1
Lynn,Precinct 2/8,Railroad Commissioner,,Kelly Stone,DEM,1,1,0,0
Lynn,Precinct 2/8,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,1,0,1,0
Lynn,Precinct 2/8,Railroad Commissioner,,Mark Watson,DEM,2,1,1,0
Lynn,Precinct 2/8,State Representative,83,James Barrick,DEM,2,0,2,0
Lynn,Precinct 2/8,State Representative,83,Addison Perry-Franks,DEM,4,2,1,1
Lynn,Precinct 3/10,Registered Voters,,,,676,,,
Lynn,Precinct 3/10,Ballots Cast,,,,154,19,133,2
Lynn,Precinct 3/10,Ballots Cast,,,REP,144,19,123,2
Lynn,Precinct 3/10,Ballots Cast,,,DEM,10,0,10,0
Lynn,Precinct 3/10,President,,Bill Weld,REP,1,0,1,0
Lynn,Precinct 3/10,President,,Bob Ely,REP,1,0,1,0
Lynn,Precinct 3/10,President,,Donald J. Trump,REP,125,18,105,2
Lynn,Precinct 3/10,President,,Zoltan G. Istvan,REP,0,0,0,0
Lynn,Precinct 3/10,President,,Matthew John Matern,REP,0,0,0,0
Lynn,Precinct 3/10,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,2,1,1,0
Lynn,Precinct 3/10,President,,Joe Walsh,REP,4,0,4,0
Lynn,Precinct 3/10,President,,Uncommitted,REP,6,0,6,0
Lynn,Precinct 3/10,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,John Anthony Castro,REP,12,3,9,0
Lynn,Precinct 3/10,U.S. Senate,,John Cornyn,REP,86,12,72,2
Lynn,Precinct 3/10,U.S. Senate,,Dwayne Stovall,REP,26,3,23,0
Lynn,Precinct 3/10,U.S. Senate,,Mark Yancey,REP,9,1,8,0
Lynn,Precinct 3/10,U.S. House,19,Vance W. Boyd,REP,17,1,16,0
Lynn,Precinct 3/10,U.S. House,19,Jodey C. Arrington,REP,120,17,101,2
Lynn,Precinct 3/10,Railroad Commissioner,,Ryan Sitton,REP,50,6,44,0
Lynn,Precinct 3/10,Railroad Commissioner,,"James ""Jim"" Wright",REP,70,6,62,2
Lynn,Precinct 3/10,State Senate,28,Charles Perry,REP,113,13,98,2
Lynn,Precinct 3/10,State Representative,83,Dustin Burrows,REP,109,12,95,2
Lynn,Precinct 3/10,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Joseph R. Biden,DEM,3,0,3,0
Lynn,Precinct 3/10,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Michael R. Bloomberg,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Bernie Sanders,DEM,6,0,6,0
Lynn,Precinct 3/10,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Elizabeth Warren,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 3/10,President,,Pete Buttigieg,DEM,1,0,1,0
Lynn,Precinct 3/10,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,Mary (MJ) Hegar,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,Chris Bell,DEM,2,0,2,0
Lynn,Precinct 3/10,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,Sema Hernandez,DEM,6,0,6,0
Lynn,Precinct 3/10,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,0,1,0
Lynn,Precinct 3/10,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,1,0,1,0
Lynn,Precinct 3/10,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 3/10,U.S. House,19,Tom Watson,DEM,6,0,6,0
Lynn,Precinct 3/10,Railroad Commissioner,,Chrysta Castaneda,DEM,6,0,6,0
Lynn,Precinct 3/10,Railroad Commissioner,,Kelly Stone,DEM,0,0,0,0
Lynn,Precinct 3/10,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,2,0,2,0
Lynn,Precinct 3/10,Railroad Commissioner,,Mark Watson,DEM,1,0,1,0
Lynn,Precinct 3/10,State Representative,83,James Barrick,DEM,5,0,5,0
Lynn,Precinct 3/10,State Representative,83,Addison Perry-Franks,DEM,4,0,4,0
Lynn,Precinct 4/11,Registered Voters,,,,704,,,
Lynn,Precinct 4/11,Ballots Cast,,,,215,11,196,8
Lynn,Precinct 4/11,Ballots Cast,,,REP,202,8,188,6
Lynn,Precinct 4/11,Ballots Cast,,,DEM,13,3,8,2
Lynn,Precinct 4/11,President,,Bill Weld,REP,0,0,0,0
Lynn,Precinct 4/11,President,,Bob Ely,REP,1,0,1,0
Lynn,Precinct 4/11,President,,Donald J. Trump,REP,177,6,165,6
Lynn,Precinct 4/11,President,,Zoltan G. Istvan,REP,0,0,0,0
Lynn,Precinct 4/11,President,,Matthew John Matern,REP,0,0,0,0
Lynn,Precinct 4/11,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,1,0
Lynn,Precinct 4/11,President,,Joe Walsh,REP,2,1,1,0
Lynn,Precinct 4/11,President,,Uncommitted,REP,9,0,9,0
Lynn,Precinct 4/11,U.S. Senate,,Virgil Bierschwale,REP,1,0,1,0
Lynn,Precinct 4/11,U.S. Senate,,John Anthony Castro,REP,5,0,5,0
Lynn,Precinct 4/11,U.S. Senate,,John Cornyn,REP,132,6,120,6
Lynn,Precinct 4/11,U.S. Senate,,Dwayne Stovall,REP,33,0,33,0
Lynn,Precinct 4/11,U.S. Senate,,Mark Yancey,REP,5,1,4,0
Lynn,Precinct 4/11,U.S. House,19,Vance W. Boyd,REP,12,2,10,0
Lynn,Precinct 4/11,U.S. House,19,Jodey C. Arrington,REP,174,6,162,6
Lynn,Precinct 4/11,Railroad Commissioner,,Ryan Sitton,REP,94,3,86,5
Lynn,Precinct 4/11,Railroad Commissioner,,"James ""Jim"" Wright",REP,71,5,65,1
Lynn,Precinct 4/11,State Senate,28,Charles Perry,REP,162,7,149,6
Lynn,Precinct 4/11,State Representative,83,Dustin Burrows,REP,159,7,147,5
Lynn,Precinct 4/11,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Joseph R. Biden,DEM,6,2,4,0
Lynn,Precinct 4/11,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Michael R. Bloomberg,DEM,4,0,2,2
Lynn,Precinct 4/11,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Bernie Sanders,DEM,2,0,2,0
Lynn,Precinct 4/11,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Elizabeth Warren,DEM,1,1,0,0
Lynn,Precinct 4/11,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Pete Buttigieg,DEM,0,0,0,0
Lynn,Precinct 4/11,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 4/11,U.S. Senate,,Mary (MJ) Hegar,DEM,4,0,4,0
Lynn,Precinct 4/11,U.S. Senate,,Adrian Ocegueda,DEM,1,0,0,1
Lynn,Precinct 4/11,U.S. Senate,,Chris Bell,DEM,0,0,0,0
Lynn,Precinct 4/11,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Lynn,Precinct 4/11,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 4/11,U.S. Senate,,Sema Hernandez,DEM,1,0,1,0
Lynn,Precinct 4/11,U.S. Senate,,Victor Hugo Harris,DEM,2,0,2,0
Lynn,Precinct 4/11,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Lynn,Precinct 4/11,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,0,0,1
Lynn,Precinct 4/11,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,3,2,1,0
Lynn,Precinct 4/11,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,0,0,0,0
Lynn,Precinct 4/11,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 4/11,U.S. House,19,Tom Watson,DEM,9,2,5,2
Lynn,Precinct 4/11,Railroad Commissioner,,Chrysta Castaneda,DEM,6,0,4,2
Lynn,Precinct 4/11,Railroad Commissioner,,Kelly Stone,DEM,6,2,4,0
Lynn,Precinct 4/11,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,0,0,0,0
Lynn,Precinct 4/11,Railroad Commissioner,,Mark Watson,DEM,0,0,0,0
Lynn,Precinct 4/11,State Representative,83,James Barrick,DEM,7,0,5,2
Lynn,Precinct 4/11,State Representative,83,Addison Perry-Franks,DEM,4,2,2,0
Lynn,Precinct 6,Registered Voters,,,,414,,,
Lynn,Precinct 6,Ballots Cast,,,,143,54,85,4
Lynn,Precinct 6,Ballots Cast,,,REP,134,53,77,4
Lynn,Precinct 6,Ballots Cast,,,DEM,9,1,8,0
Lynn,Precinct 6,President,,Bill Weld,REP,0,0,0,0
Lynn,Precinct 6,President,,Bob Ely,REP,1,0,1,0
Lynn,Precinct 6,President,,Donald J. Trump,REP,105,45,56,4
Lynn,Precinct 6,President,,Zoltan G. Istvan,REP,0,0,0,0
Lynn,Precinct 6,President,,Matthew John Matern,REP,0,0,0,0
Lynn,Precinct 6,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Lynn,Precinct 6,President,,Joe Walsh,REP,3,0,3,0
Lynn,Precinct 6,President,,Uncommitted,REP,16,5,11,0
Lynn,Precinct 6,U.S. Senate,,Virgil Bierschwale,REP,1,0,1,0
Lynn,Precinct 6,U.S. Senate,,John Anthony Castro,REP,10,2,8,0
Lynn,Precinct 6,U.S. Senate,,John Cornyn,REP,77,32,41,4
Lynn,Precinct 6,U.S. Senate,,Dwayne Stovall,REP,18,5,13,0
Lynn,Precinct 6,U.S. Senate,,Mark Yancey,REP,5,3,2,0
Lynn,Precinct 6,U.S. House,19,Vance W. Boyd,REP,11,3,8,0
Lynn,Precinct 6,U.S. House,19,Jodey C. Arrington,REP,109,46,59,4
Lynn,Precinct 6,Railroad Commissioner,,Ryan Sitton,REP,43,14,29,0
Lynn,Precinct 6,Railroad Commissioner,,"James ""Jim"" Wright",REP,53,26,24,3
Lynn,Precinct 6,State Senate,28,Charles Perry,REP,89,37,48,4
Lynn,Precinct 6,State Representative,83,Dustin Burrows,REP,90,36,51,3
Lynn,Precinct 6,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 6,President,,Joseph R. Biden,DEM,8,1,7,0
Lynn,Precinct 6,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 6,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 6,President,,Michael R. Bloomberg,DEM,1,0,1,0
Lynn,Precinct 6,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 6,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 6,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 6,President,,Bernie Sanders,DEM,0,0,0,0
Lynn,Precinct 6,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 6,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 6,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 6,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 6,President,,Elizabeth Warren,DEM,0,0,0,0
Lynn,Precinct 6,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 6,President,,Pete Buttigieg,DEM,0,0,0,0
Lynn,Precinct 6,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,Mary (MJ) Hegar,DEM,1,0,1,0
Lynn,Precinct 6,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,Chris Bell,DEM,1,1,0,0
Lynn,Precinct 6,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,0,3,0
Lynn,Precinct 6,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0
Lynn,Precinct 6,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,3,0,3,0
Lynn,Precinct 6,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0
Lynn,Precinct 6,U.S. House,19,Tom Watson,DEM,3,1,2,0
Lynn,Precinct 6,Railroad Commissioner,,Chrysta Castaneda,DEM,2,0,2,0
Lynn,Precinct 6,Railroad Commissioner,,Kelly Stone,DEM,3,1,2,0
Lynn,Precinct 6,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,3,0,3,0
Lynn,Precinct 6,Railroad Commissioner,,Mark Watson,DEM,0,0,0,0
Lynn,Precinct 6,State Representative,83,James Barrick,DEM,2,1,1,0
Lynn,Precinct 6,State Representative,83,Addison Perry-Franks,DEM,3,0,3,0
Lynn,Precinct 7,Registered Voters,,,,43,,,
Lynn,Precinct 7,Ballots Cast,,,,14,4,7,3
Lynn,Precinct 7,Ballots Cast,,,REP,14,4,7,3
Lynn,Precinct 7,Ballots Cast,,,DEM,0,0,0,0
Lynn,Precinct 7,President,,Bill Weld,REP,0,0,0,0
Lynn,Precinct 7,President,,Bob Ely,REP,0,0,0,0
Lynn,Precinct 7,President,,Donald J. Trump,REP,13,3,7,3
Lynn,Precinct 7,President,,Zoltan G. Istvan,REP,0,0,0,0
Lynn,Precinct 7,President,,Matthew John Matern,REP,0,0,0,0
Lynn,Precinct 7,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Lynn,Precinct 7,President,,Joe Walsh,REP,0,0,0,0
Lynn,Precinct 7,President,,Uncommitted,REP,1,1,0,0
Lynn,Precinct 7,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,John Anthony Castro,REP,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,John Cornyn,REP,13,4,6,3
Lynn,Precinct 7,U.S. Senate,,Dwayne Stovall,REP,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Mark Yancey,REP,0,0,0,0
Lynn,Precinct 7,U.S. House,19,Vance W. Boyd,REP,0,0,0,0
Lynn,Precinct 7,U.S. House,19,Jodey C. Arrington,REP,13,4,6,3
Lynn,Precinct 7,Railroad Commissioner,,Ryan Sitton,REP,7,1,4,2
Lynn,Precinct 7,Railroad Commissioner,,"James ""Jim"" Wright",REP,6,3,2,1
Lynn,Precinct 7,State Senate,28,Charles Perry,REP,12,3,6,3
Lynn,Precinct 7,State Representative,83,Dustin Burrows,REP,13,4,6,3
Lynn,Precinct 7,President,,Michael Bennet,DEM,0,0,0,0
Lynn,Precinct 7,President,,Joseph R. Biden,DEM,0,0,0,0
Lynn,Precinct 7,President,,Andrew Yang,DEM,0,0,0,0
Lynn,Precinct 7,President,,John K. Delaney,DEM,0,0,0,0
Lynn,Precinct 7,President,,Michael R. Bloomberg,DEM,0,0,0,0
Lynn,Precinct 7,President,,Amy Klobuchar,DEM,0,0,0,0
Lynn,Precinct 7,President,,Tulsi Gabbard,DEM,0,0,0,0
Lynn,Precinct 7,President,,Robby Wells,DEM,0,0,0,0
Lynn,Precinct 7,President,,Bernie Sanders,DEM,0,0,0,0
Lynn,Precinct 7,President,,Deval Patrick,DEM,0,0,0,0
Lynn,Precinct 7,President,,Julian Castro,DEM,0,0,0,0
Lynn,Precinct 7,President,,Tom Steyer,DEM,0,0,0,0
Lynn,Precinct 7,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0
Lynn,Precinct 7,President,,Elizabeth Warren,DEM,0,0,0,0
Lynn,Precinct 7,President,,Marianne Williamson,DEM,0,0,0,0
Lynn,Precinct 7,President,,Pete Buttigieg,DEM,0,0,0,0
Lynn,Precinct 7,President,,Cory Booker,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Mary (MJ) Hegar,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Chris Bell,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Amanda K. Edwards,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Royce West,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0
Lynn,Precinct 7,U.S. Senate,,Michael Cooper,DEM,0,0,0,0
