county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Brazos,1,President,,REP,Donald J. Trump/Michael R. Pence,740,613,113,14
Brazos,1,President,,DEM,Joseph R. Biden/Kamala D. Harris,184,139,31,14
Brazos,1,President,,LIB,"Jo Jorgensen/Jeremy ""Spike"" Cohen",12,8,1,3
Brazos,1,President,,GRN,Howie Hawkins/Angela Walker,2,0,2,0
Brazos,1,President,,"",Abram Loeb/Jennifer Jairala,0,0,0,0
Brazos,1,President,,"",Brian Carroll/Amar Patel,0,0,0,0
Brazos,1,President,,"",Gloria La Riva/Leonard Peltier,0,0,0,0
Brazos,1,President,,"",Jesse Cuellar/Jimmy Monreal,0,0,0,0
Brazos,1,President,,"",Kasey Wells/Rachel Wells,0,0,0,0
Brazos,1,President,,"",President R. Boddie/Eric C Stoneham,0,0,0,0
Brazos,1,President,,"",Robert Morrow/Anne Beckett,0,0,0,0
Brazos,1,President,,"",Todd Cella/Tim Cella,0,0,0,0
Brazos,1,President,,"",Tom Hoefling/Andy Prior,0,0,0,0
Brazos,1,President,,"",Rejected write-ins,3,3,0,0
Brazos,1,President,,"",Unassigned write-ins,0,0,0,0
Brazos,1,U.S. Senate,,REP,John Cornyn,762,626,121,15
Brazos,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",161,123,25,13
Brazos,1,U.S. Senate,,LIB,Kerry Douglas McKennon,15,11,1,3
Brazos,1,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Brazos,1,U.S. Senate,,"",Ricardo Turullols-Bonilla,0,0,0,0
Brazos,1,U.S. Senate,,"",Rejected write-ins,0,0,0,0
Brazos,1,U.S. Senate,,"",Unassigned write-ins,0,0,0,0
Brazos,1,U.S. House,17,REP,Pete Sessions,756,621,121,14
Brazos,1,U.S. House,17,DEM,Rick Kennedy,154,119,22,13
Brazos,1,U.S. House,17,LIB,Ted Brown,25,18,4,3
Brazos,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",754,621,119,14
Brazos,1,Railroad Commissioner,,DEM,Chrysta Castaeda,149,112,23,14
Brazos,1,Railroad Commissioner,,LIB,Matt Sterett,23,19,2,2
Brazos,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,2,0,0
Brazos,1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,761,631,117,13
Brazos,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,156,114,28,14
Brazos,1,"Chief Justice, Supreme Court",,LIB,Mark Ash,18,13,2,3
Brazos,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,REP,Jane Bland,779,642,120,17
Brazos,1,"Justice, Supreme Court, Place 6 - Unexpired Term",,DEM,Kathy Cheng,151,112,26,13
Brazos,1,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,755,623,119,13
Brazos,1,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,157,117,25,15
Brazos,1,"Justice, Supreme Court, Place 7",,LIB,William Bryan Strange III,19,14,3,2
Brazos,1,"Justice, Supreme Court, Place 8",,REP,Brett Busby,760,627,118,15
Brazos,1,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,149,110,26,13
Brazos,1,"Justice, Supreme Court, Place 8",,LIB,Tom Oxford,15,11,2,2
Brazos,1,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,769,634,119,16
Brazos,1,"Judge, Court of Criminal Appeals Place 3",,DEM,Elizabeth Davis Frizell,153,113,26,14
Brazos,1,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,771,638,117,16
Brazos,1,"Judge, Court of Criminal Appeals Place 4",,DEM,Tina Clinton,149,107,28,14
Brazos,1,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,773,638,119,16
Brazos,1,"Judge, Court of Criminal Appeals Place 9",,DEM,Brandon Birmingham,148,107,27,14
Brazos,1,"Member, State Board of Education, District 8",,REP,Audrey Young,775,636,120,19
Brazos,1,"Member, State Board of Education, District 8",,LIB,Audra Rose Berry,124,92,23,9
Brazos,1,State Representative,12,REP,Kyle Kacal,848,698,130,20
Brazos,1,"Justice, 10th Court of Appeals District, Place 2",,REP,Matt Johnson,831,681,130,20
Brazos,1,"Justice, 10th Court of Appeals District, Place 3 - Unexpired term",,REP,John E. Neill,828,678,130,20
Brazos,1,"District Judge, 272nd Judicial District",,REP,John Brick,834,683,131,20
Brazos,1,"District Attorney, 85th Judicial District",,REP,Jarvis Parsons,835,683,131,21
Brazos,1,County Attorney,,REP,Earl Gray,787,647,123,17
Brazos,1,County Attorney,,DEM,Freddie Medina,135,103,19,13
Brazos,1,Sheriff,,REP,Wayne Dicky,770,633,122,15
Brazos,1,Sheriff,,DEM,Patrick Logan,126,94,19,13
Brazos,1,Sheriff,,LIB,Clyde Garland,28,25,2,1
Brazos,1,County Tax Assessor-Collector,,REP,Kristeen Roe,846,694,132,20
Brazos,1,County Commissioner Precinct 1,,REP,Steve Aldrich,808,663,125,20
Brazos,1,CSISD Board of Trustees Place 6,,"",Thomas Hall,470,385,75,10
Brazos,1,CSISD Board of Trustees Place 6,,"",Tammie Preston-Phillips,254,198,43,13
Brazos,1,CSISD Board of Trustees Place 7,,"",Geralyn Nolan,681,550,112,19
Brazos,1,Proposition A: Ad Valorem Tax Rate,,"",For,418,341,60,17
Brazos,1,Proposition A: Ad Valorem Tax Rate,,"",Against,424,346,70,8
Brazos,1-NISD,President,,REP,Donald J. Trump/Michael R. Pence,521,245,251,25
Brazos,1-NISD,President,,DEM,Joseph R. Biden/Kamala D. Harris,128,60,44,24
Brazos,1-NISD,President,,LIB,"Jo Jorgensen/Jeremy ""Spike"" Cohen",6,1,4,1
Brazos,1-NISD,President,,GRN,Howie Hawkins/Angela Walker,3,1,2,0
Brazos,1-NISD,President,,"",Abram Loeb/Jennifer Jairala,0,0,0,0
Brazos,1-NISD,President,,"",Brian Carroll/Amar Patel,0,0,0,0
Brazos,1-NISD,President,,"",Gloria La Riva/Leonard Peltier,0,0,0,0
Brazos,1-NISD,President,,"",Jesse Cuellar/Jimmy Monreal,0,0,0,0
Brazos,1-NISD,President,,"",Kasey Wells/Rachel Wells,0,0,0,0
Brazos,1-NISD,President,,"",President R. Boddie/Eric C Stoneham,0,0,0,0
Brazos,1-NISD,President,,"",Robert Morrow/Anne Beckett,0,0,0,0
Brazos,1-NISD,President,,"",Todd Cella/Tim Cella,0,0,0,0
Brazos,1-NISD,President,,"",Tom Hoefling/Andy Prior,0,0,0,0
Brazos,1-NISD,President,,"",Rejected write-ins,2,2,0,0
Brazos,1-NISD,President,,"",Unassigned write-ins,0,0,0,0
Brazos,1-NISD,U.S. Senate,,REP,John Cornyn,524,247,249,28
Brazos,1-NISD,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",115,53,40,22
Brazos,1-NISD,U.S. Senate,,LIB,Kerry Douglas McKennon,13,5,7,1
Brazos,1-NISD,U.S. Senate,,GRN,David B. Collins,2,0,2,0
Brazos,1-NISD,U.S. Senate,,"",Ricardo Turullols-Bonilla,0,0,0,0
Brazos,1-NISD,U.S. Senate,,"",Rejected write-ins,0,0,0,0
Brazos,1-NISD,U.S. Senate,,"",Unassigned write-ins,0,0,0,0
Brazos,1-NISD,U.S. House,17,REP,Pete Sessions,519,244,249,26
Brazos,1-NISD,U.S. House,17,DEM,Rick Kennedy,117,53,40,24
Brazos,1-NISD,U.S. House,17,LIB,Ted Brown,14,6,7,1
Brazos,1-NISD,Railroad Commissioner,,REP,"James ""Jim"" Wright",522,246,248,28
Brazos,1-NISD,Railroad Commissioner,,DEM,Chrysta Castaeda,112,52,40,20
Brazos,1-NISD,Railroad Commissioner,,LIB,Matt Sterett,8,2,5,1
Brazos,1-NISD,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",4,2,2,0
Brazos,1-NISD,"Chief Justice, Supreme Court",,REP,Nathan Hecht,516,243,247,26
Brazos,1-NISD,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,116,53,40,23
Brazos,1-NISD,"Chief Justice, Supreme Court",,LIB,Mark Ash,15,3,10,2
