county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Angelina,PRECINCT 1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,572,0,0,0
Angelina,PRECINCT 2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2574,0,0,0
Angelina,PRECINCT 3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1968,0,0,0
Angelina,PRECINCT 4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1518,0,0,0
Angelina,PRECINCT 5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1949,0,0,0
Angelina,PRECINCT 6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,438,0,0,0
Angelina,PRECINCT 7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1279,0,0,0
Angelina,PRECINCT 8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1214,0,0,0
Angelina,PRECINCT 9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,294,0,0,0
Angelina,PRECINCT 10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1336,0,0,0
Angelina,PRECINCT 11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2080,0,0,0
Angelina,PRECINCT 11B,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1255,0,0,0
Angelina,PRECINCT 12,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,863,0,0,0
Angelina,PRECINCT 13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,688,0,0,0
Angelina,PRECINCT 14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1881,0,0,0
Angelina,PRECINCT 15,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,693,0,0,0
Angelina,PRECINCT 16,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2201,0,0,0
Angelina,PRECINCT 17,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1626,0,0,0
Angelina,PRECINCT 17B,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,452,0,0,0
Angelina,PRECINCT 18,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,700,0,0,0
Angelina,PRECINCT 19,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1417,0,0,0
Angelina,PRECINCT 20,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2783,0,0,0
Angelina,PRECINCT 21,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1181,0,0,0
Angelina,PRECINCT 22,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1112,0,0,0
Angelina,PRECINCT 23,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,699,0,0,0
Angelina,PRECINCT 24,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2667,0,0,0
Angelina,PRECINCT 25,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2334,0,0,0
Angelina,PRECINCT 26,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1604,0,0,0
Angelina,PRECINCT 27,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,348,0,0,0
Angelina,PRECINCT 28,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1121,0,0,0
Angelina,PRECINCT 29,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1535,0,0,0
Angelina,PRECINCT 30,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1065,0,0,0
Angelina,PRECINCT 31,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,462,0,0,0
Angelina,PRECINCT 32,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,102,0,0,0
Angelina,PRECINCT 33,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1299,0,0,0
Angelina,PRECINCT 34,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2202,0,0,0
Angelina,PRECINCT 35,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1779,0,0,0
Angelina,PRECINCT 36,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1,0,0,0
Angelina,PRECINCT 37,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,510,0,0,0
Angelina,PRECINCT 38,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,421,0,0,0
Angelina,PRECINCT 39,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,527,0,0,0
Angelina,PRECINCT 40,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,823,0,0,0
Angelina,PRECINCT 1,Ballots Cast,,,Ballots Cast,146,4,89,53
Angelina,PRECINCT 2,Ballots Cast,,,Ballots Cast,444,64,168,212
Angelina,PRECINCT 3,Ballots Cast,,,Ballots Cast,564,7,269,288
Angelina,PRECINCT 4,Ballots Cast,,,Ballots Cast,326,11,162,153
Angelina,PRECINCT 5,Ballots Cast,,,Ballots Cast,421,22,209,190
Angelina,PRECINCT 6,Ballots Cast,,,Ballots Cast,171,6,82,83
Angelina,PRECINCT 7,Ballots Cast,,,Ballots Cast,570,9,301,260
Angelina,PRECINCT 8,Ballots Cast,,,Ballots Cast,565,12,295,258
Angelina,PRECINCT 9,Ballots Cast,,,Ballots Cast,129,63,32,34
Angelina,PRECINCT 10,Ballots Cast,,,Ballots Cast,349,24,191,134
Angelina,PRECINCT 11,Ballots Cast,,,Ballots Cast,725,16,456,253
Angelina,PRECINCT 11B,Ballots Cast,,,Ballots Cast,352,16,177,159
