county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Kendall,Precinct 1010,REGISTERED VOTERS,,,,2932,,,
Kendall,Precinct 1110,REGISTERED VOTERS,,,,4910,,,
Kendall,Precinct 2020,REGISTERED VOTERS,,,,2369,,,
Kendall,Precinct 2080,REGISTERED VOTERS,,,,4444,,,
Kendall,Precinct 2120,REGISTERED VOTERS,,,,4917,,,
Kendall,Precinct 3030,REGISTERED VOTERS,,,,2619,,,
Kendall,Precinct 3040,REGISTERED VOTERS,,,,4028,,,
Kendall,Precinct 3060,REGISTERED VOTERS,,,,636,,,
Kendall,Precinct 4050,REGISTERED VOTERS,,,,3026,,,
Kendall,Precinct 4070,REGISTERED VOTERS,,,,377,,,
Kendall,Precinct 4100,REGISTERED VOTERS,,,,3548,,,
Kendall,Precinct 1010,BALLOTS CAST,,,,2086,256,1686,144
Kendall,Precinct 1110,BALLOTS CAST,,,,3894,517,3111,266
Kendall,Precinct 2020,BALLOTS CAST,,,,1989,175,1621,193
Kendall,Precinct 2080,BALLOTS CAST,,,,3572,268,3058,246
Kendall,Precinct 2120,BALLOTS CAST,,,,4020,298,3407,315
Kendall,Precinct 3030,BALLOTS CAST,,,,2143,186,1529,428
Kendall,Precinct 3040,BALLOTS CAST,,,,3018,264,2512,242
Kendall,Precinct 3060,BALLOTS CAST,,,,511,49,329,133
Kendall,Precinct 4050,BALLOTS CAST,,,,2229,262,1371,596
Kendall,Precinct 4070,BALLOTS CAST,,,,301,24,185,92
Kendall,Precinct 4100,BALLOTS CAST,,,,2813,292,2258,263
Kendall,Precinct 1010,BALLOTS CAST - BLANK,,,,1,0,1,0
Kendall,Precinct 1110,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 2020,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 2080,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 2120,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 3030,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 3040,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 3060,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 4050,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 4070,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 4100,BALLOTS CAST - BLANK,,,,0,0,0,0
Kendall,Precinct 1010,President,,REP,REP Donald J. Trump / Michael R. Penc,1448,136,1213,99
Kendall,Precinct 1110,President,,REP,REP Donald J. Trump / Michael R. Penc,2936,295,2431,210
Kendall,Precinct 2020,President,,REP,REP Donald J. Trump / Michael R. Penc,1620,93,1358,169
Kendall,Precinct 2080,President,,REP,REP Donald J. Trump / Michael R. Penc,2686,120,2380,186
Kendall,Precinct 2120,President,,REP,REP Donald J. Trump / Michael R. Penc,3006,146,2606,254
Kendall,Precinct 3030,President,,REP,REP Donald J. Trump / Michael R. Penc,1709,106,1237,366
Kendall,Precinct 3040,President,,REP,REP Donald J. Trump / Michael R. Penc,2255,127,1940,188
Kendall,Precinct 3060,President,,REP,REP Donald J. Trump / Michael R. Penc,423,28,281,114
Kendall,Precinct 4050,President,,REP,REP Donald J. Trump / Michael R. Penc,1626,121,1044,461
Kendall,Precinct 4070,President,,REP,REP Donald J. Trump / Michael R. Penc,244,11,157,76
Kendall,Precinct 4100,President,,REP,REP Donald J. Trump / Michael R. Penc,2130,136,1778,216
Kendall,Precinct 1010,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,601,117,444,40
Kendall,Precinct 1110,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,883,212,627,44
Kendall,Precinct 2020,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,336,78,239,19
Kendall,Precinct 2080,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,822,140,635,47
Kendall,Precinct 2120,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,947,148,752,47
Kendall,Precinct 3030,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,400,77,274,49
Kendall,Precinct 3040,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,698,128,527,43
Kendall,Precinct 3060,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,88,21,48,19
Kendall,Precinct 4050,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,563,138,305,120
Kendall,Precinct 4070,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,48,13,23,12
Kendall,Precinct 4100,President,,DEM,DEM Joseph R. Biden / Kamala D. Harri,634,153,445,36
Kendall,Precinct 1010,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",28,2,22,4
Kendall,Precinct 1110,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",37,0,29,8
Kendall,Precinct 2020,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",19,2,14,3
Kendall,Precinct 2080,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",46,5,31,10
Kendall,Precinct 2120,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",41,2,29,10
Kendall,Precinct 3030,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",24,1,13,10
Kendall,Precinct 3040,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",38,4,28,6
Kendall,Precinct 3060,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",0,0,0,0
Kendall,Precinct 4050,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",22,1,12,9
Kendall,Precinct 4070,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",8,0,4,4
Kendall,Precinct 4100,President,,LIB,"LIB Jo Jorgensen / Jeremy ""Spike"" Coh",26,2,19,5
Kendall,Precinct 1010,President,,GRN,GRN Howie Hawkins / Angela Walker,3,0,2,1
Kendall,Precinct 1110,President,,GRN,GRN Howie Hawkins / Angela Walker,8,2,4,2
Kendall,Precinct 2020,President,,GRN,GRN Howie Hawkins / Angela Walker,1,0,1,0
Kendall,Precinct 2080,President,,GRN,GRN Howie Hawkins / Angela Walker,7,0,4,3
Kendall,Precinct 2120,President,,GRN,GRN Howie Hawkins / Angela Walker,6,0,4,2
Kendall,Precinct 3030,President,,GRN,GRN Howie Hawkins / Angela Walker,3,0,1,2
Kendall,Precinct 3040,President,,GRN,GRN Howie Hawkins / Angela Walker,6,0,6,0
Kendall,Precinct 3060,President,,GRN,GRN Howie Hawkins / Angela Walker,0,0,0,0
Kendall,Precinct 4050,President,,GRN,GRN Howie Hawkins / Angela Walker,6,1,3,2
Kendall,Precinct 4070,President,,GRN,GRN Howie Hawkins / Angela Walker,0,0,0,0
Kendall,Precinct 4100,President,,GRN,GRN Howie Hawkins / Angela Walker,6,0,4,2
Kendall,Precinct 1010,President,,NON,Write-in,3,0,3,0
Kendall,Precinct 1110,President,,NON,Write-in,16,3,11,2
Kendall,Precinct 2020,President,,NON,Write-in,9,2,5,2
