county,precinct,office,district,party,candidate,votes,early_votes,election_day
Menard,1,President,,DEM,Elizabeth Warren,2,0,2
Menard,1,President,,DEM,Marianne Williamson,0,0,0
Menard,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Menard,1,President,,DEM,Joseph R. Biden,7,0,7
Menard,1,President,,DEM,Michael R. Bloomberg,4,1,3
Menard,1,President,,DEM,Tom Steyer,0,0,0
Menard,1,President,,DEM,Pete Buttigieg,1,1,0
Menard,1,President,,DEM,Bernie Sanders,6,3,3
Menard,1,Registered Voters,,DEM,,652,,
Menard,1,Ballots Cast,,DEM,,113,62,51
Menard,1,President,,DEM,Michael Bennet,0,0,0
Menard,1,President,,DEM,Over Votes,0,0,0
Menard,1,President,,DEM,Under Votes,0,0,0
Menard,1,President,,DEM,Julián Castro,0,0,0
Menard,1,President,,DEM,Andrew Yang,0,0,0
Menard,1,President,,DEM,Amy Klobuchar,0,0,0
Menard,1,President,,DEM,Robby Wells,0,0,0
Menard,1,President,,DEM,John K. Delaney,0,0,0
Menard,1,President,,DEM,Tulsi Gabbard,0,0,0
Menard,1,President,,DEM,Cory Booker,0,0,0
Menard,1,President,,DEM,Deval Patrick,0,0,0
Menard,1,U.S. Senate,,DEM,Michael Cooper,1,0,1
Menard,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0
Menard,1,U.S. Senate,,DEM,Amanda K. Edwards,3,1,2
Menard,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",3,2,1
Menard,1,U.S. Senate,,DEM,Over Votes,0,0,0
Menard,1,U.S. Senate,,DEM,Under Votes,1,0,1
Menard,1,U.S. Senate,,DEM,Chris Bell,0,0,0
Menard,1,U.S. Senate,,DEM,D.R. Hunter,0,0,0
Menard,1,U.S. Senate,,DEM,Jack Daniel Foster Jr,0,0,0
Menard,1,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",6,0,6
Menard,1,U.S. Senate,,DEM,Victor Hugo Harris,2,0,2
Menard,1,U.S. Senate,,DEM,Royce West,0,0,0
Menard,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,1,1
Menard,1,U.S. Senate,,DEM,Sema Hernandez,2,1,1
Menard,1,U.S. House,11,DEM,Over Votes,0,0,0
Menard,1,U.S. House,11,DEM,Under Votes,4,2,2
Menard,1,U.S. House,11,DEM,Jon Mark Hogg,16,3,13
Menard,1,Railroad Commissioner,,DEM,Mark Watson,6,2,4
Menard,1,Railroad Commissioner,,DEM,Chrysta Castañeda,7,2,5
Menard,1,Railroad Commissioner,,DEM,Over Votes,0,0,0
Menard,1,Railroad Commissioner,,DEM,Under Votes,0,0,0
Menard,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,1,2
Menard,1,Railroad Commissioner,,DEM,Kelly Stone,4,0,4
