county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Hutchinson,Precinct 11,"City Council Member, PL 2",,,Kim Perez,586,26,433,127
Hutchinson,Precinct 11,"City Council, PL 3",,,Karen Felker,1065,54,758,253
Hutchinson,Precinct 11,School Board Trustee,,,Stacey Boothe,0,0,0,0
Hutchinson,Precinct 11,School Board Trustee,,,Logan Bidwell,0,0,0,0
Hutchinson,Precinct 11,School Board Trustee,,,Brandon Williams,0,0,0,0
Hutchinson,Precinct 11,School Board Trustee,,,Doug Moneymaker,0,0,0,0
Hutchinson,Precinct 11,Mayor,,,Richard Hein,0,0,0,0
Hutchinson,Precinct 11,Alderman,,,Billy Robbins,0,0,0,0
Hutchinson,Precinct 11,Alderman,,,Jim Story,0,0,0,0
Hutchinson,Precinct 11,Alderman,,,Ivan Wade,0,0,0,0
Hutchinson,Precinct 11,Alderman,,,Christopher G. Pierce,0,0,0,0
Hutchinson,Precinct 11,Alderman,,,Jeremy Rice,0,0,0,0
Hutchinson,Precinct 11,PROPOSITION A,,,FOR,751,36,543,172
Hutchinson,Precinct 11,PROPOSITION A,,,AGAINST,420,28,298,94
Hutchinson,Precinct 14,Registered Voters,,,,2032,,,
Hutchinson,Precinct 14,Ballots Cast,,,,1475,94,1074,307
Hutchinson,Precinct 14,Ballots Cast Blank,,,,0,0,0,0
Hutchinson,Precinct 14,President,,REP,Donald J. Trump / Michael R. Pence,1286,65,954,267
Hutchinson,Precinct 14,President,,DEM,Joseph R. Biden / Kamala D. Harris,167,26,111,30
Hutchinson,Precinct 14,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",15,1,7,7
Hutchinson,Precinct 14,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0
Hutchinson,Precinct 14,President,,,Write-in,3,0,0,3
Hutchinson,Precinct 14,U.S. Senate,,REP,John Cornyn,1273,67,943,263
Hutchinson,Precinct 14,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",159,24,104,31
Hutchinson,Precinct 14,U.S. Senate,,LBT,Kerry Douglas McKennon,24,1,15,8
Hutchinson,Precinct 14,U.S. Senate,,GRE,David B. Collins,6,1,2,3
Hutchinson,Precinct 14,U.S. Senate,,,Write-in,0,0,0,0
Hutchinson,Precinct 14,U.S. House,13,REP,Ronny Jackson,1274,68,945,261
Hutchinson,Precinct 14,U.S. House,13,DEM,Gus Trujillo,165,24,107,34
Hutchinson,Precinct 14,U.S. House,13,LBT,Jack B. Westbrook,27,0,15,12
Hutchinson,Precinct 14,Railroad Commissioner,,REP,"James ""Jim"" Wright",1279,65,950,264
Hutchinson,Precinct 14,Railroad Commissioner,,DEM,Chrysta Castaneda,159,25,105,29
Hutchinson,Precinct 14,Railroad Commissioner,,LBT,Matt Sterett,22,1,10,11
Hutchinson,Precinct 14,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,1,0,1
Hutchinson,Precinct 14,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1264,67,937,260
Hutchinson,Precinct 14,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,175,24,117,34
Hutchinson,Precinct 14,"Chief Justice, Supreme Court",,LBT,Mark Ash,24,0,13,11
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,1295,69,953,273
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,162,23,107,32
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,1273,64,944,265
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,160,26,107,27
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,27,1,13,13
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,1278,68,941,269
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,165,24,112,29
Hutchinson,Precinct 14,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,19,0,12,7
Hutchinson,Precinct 14,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,1287,68,953,266
Hutchinson,Precinct 14,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,172,24,110,38
Hutchinson,Precinct 14,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,1292,65,954,273
Hutchinson,Precinct 14,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,164,23,110,31
Hutchinson,Precinct 14,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,1295,67,954,274
Hutchinson,Precinct 14,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,164,25,108,31
Hutchinson,Precinct 14,"Member, State BoE, Dist 15",,REP,Jay Johnson,1291,66,956,269
Hutchinson,Precinct 14,"Member, State BoE, Dist 15",,DEM,John Betancourt,169,23,110,36
Hutchinson,Precinct 14,State Representative,87,REP,Four Price,1417,79,1038,300
Hutchinson,Precinct 14,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,1412,74,1036,302
Hutchinson,Precinct 14,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,1405,73,1033,299
Hutchinson,Precinct 14,"Dist Judge, 84th Judicial Dist",,REP,Curt W. Brancheau,1411,72,1039,300
Hutchinson,Precinct 14,"Dist Attorney, 84th Judicial Dist",,REP,Mark W. Snider,1402,75,1028,299
Hutchinson,Precinct 14,County Attorney,,REP,Craig Jones,1402,77,1028,297
Hutchinson,Precinct 14,Sheriff,,REP,Blaik Kemp,957,54,686,217
Hutchinson,Precinct 14,Sheriff,,,Write-in,484,31,371,82
Hutchinson,Precinct 14,County Tax Assessor-Collector,,REP,Carrie Kimmell,1427,77,1052,298
Hutchinson,Precinct 14,County Commissioner,,REP,Gary Alexander,1419,75,1046,298
Hutchinson,Precinct 14,County Commissioner,,REP,Ben Bentley,0,0,0,0
Hutchinson,Precinct 14,Constable,,REP,Terry Webster,0,0,0,0
Hutchinson,Precinct 14,Constable,,REP,Scott Jordan,1418,76,1043,299
Hutchinson,Precinct 14,Trustee,,,Pedro Murga,227,8,159,60
Hutchinson,Precinct 14,Trustee,,,James Orcutt,234,5,173,56
Hutchinson,Precinct 14,Trustee,,,Les Sharp,720,40,533,147
Hutchinson,Precinct 14,Trustee,,,Payton Lumpkin,583,34,458,91
Hutchinson,Precinct 14,Trustee,,,Cody Sessions,740,36,545,159
Hutchinson,Precinct 14,"City Council Member, PL 2",,,James Marrs II,401,26,275,100
Hutchinson,Precinct 14,"City Council Member, PL 2",,,Kim Perez,495,28,366,101
Hutchinson,Precinct 14,"City Council, PL 3",,,Karen Felker,888,55,635,198
Hutchinson,Precinct 14,School Board Trustee,,,Stacey Boothe,0,0,0,0
Hutchinson,Precinct 14,School Board Trustee,,,Logan Bidwell,0,0,0,0
Hutchinson,Precinct 14,School Board Trustee,,,Brandon Williams,0,0,0,0
Hutchinson,Precinct 14,School Board Trustee,,,Doug Moneymaker,0,0,0,0
Hutchinson,Precinct 14,Mayor,,,Richard Hein,0,0,0,0
Hutchinson,Precinct 14,Alderman,,,Billy Robbins,0,0,0,0
Hutchinson,Precinct 14,Alderman,,,Jim Story,0,0,0,0
Hutchinson,Precinct 14,Alderman,,,Ivan Wade,0,0,0,0
Hutchinson,Precinct 14,Alderman,,,Christopher G. Pierce,0,0,0,0
Hutchinson,Precinct 14,Alderman,,,Jeremy Rice,0,0,0,0
Hutchinson,Precinct 14,PROPOSITION A,,,FOR,622,46,446,130
Hutchinson,Precinct 14,PROPOSITION A,,,AGAINST,338,17,234,87
Hutchinson,Precinct 21,Registered Voters,,,,3354,,,
Hutchinson,Precinct 21,Ballots Cast,,,,2370,118,1938,314
Hutchinson,Precinct 21,Ballots Cast Blank,,,,0,0,0,0
Hutchinson,Precinct 21,President,,REP,Donald J. Trump / Michael R. Pence,2128,90,1757,281
Hutchinson,Precinct 21,President,,DEM,Joseph R. Biden / Kamala D. Harris,199,25,151,23
Hutchinson,Precinct 21,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",29,1,21,7
Hutchinson,Precinct 21,President,,GRE,Howie Hawkins / Angela Walker,4,0,3,1
Hutchinson,Precinct 21,President,,,Write-in,3,0,2,1
Hutchinson,Precinct 21,U.S. Senate,,REP,John Cornyn,2098,92,1735,271
Hutchinson,Precinct 21,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",181,24,131,26
Hutchinson,Precinct 21,U.S. Senate,,LBT,Kerry Douglas McKennon,46,0,36,10
Hutchinson,Precinct 21,U.S. Senate,,GRE,David B. Collins,12,1,7,4
Hutchinson,Precinct 21,U.S. Senate,,,Write-in,4,0,3,1
Hutchinson,Precinct 21,U.S. House,13,REP,Ronny Jackson,2104,89,1741,274
Hutchinson,Precinct 21,U.S. House,13,DEM,Gus Trujillo,180,26,135,19
Hutchinson,Precinct 21,U.S. House,13,LBT,Jack B. Westbrook,57,2,38,17
Hutchinson,Precinct 21,Railroad Commissioner,,REP,"James ""Jim"" Wright",2094,91,1724,279
Hutchinson,Precinct 21,Railroad Commissioner,,DEM,Chrysta Castaneda,168,24,127,17
Hutchinson,Precinct 21,Railroad Commissioner,,LBT,Matt Sterett,50,0,40,10
Hutchinson,Precinct 21,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",13,1,9,3
Hutchinson,Precinct 21,"Chief Justice, Supreme Court",,REP,Nathan Hecht,2080,88,1715,277
Hutchinson,Precinct 21,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,201,24,156,21
Hutchinson,Precinct 21,"Chief Justice, Supreme Court",,LBT,Mark Ash,49,2,35,12
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,2139,90,1764,285
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,193,25,145,23
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,2103,91,1736,276
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,188,24,141,23
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,42,2,31,9
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,2097,89,1730,278
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,185,26,141,18
Hutchinson,Precinct 21,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,49,2,35,12
Hutchinson,Precinct 21,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,2140,91,1764,285
Hutchinson,Precinct 21,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,192,25,145,22
Hutchinson,Precinct 21,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,2138,88,1765,285
Hutchinson,Precinct 21,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,191,27,143,21
Hutchinson,Precinct 21,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,2144,91,1769,284
Hutchinson,Precinct 21,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,186,25,138,23
Hutchinson,Precinct 21,"Member, State BoE, Dist 15",,REP,Jay Johnson,2132,88,1762,282
Hutchinson,Precinct 21,"Member, State BoE, Dist 15",,DEM,John Betancourt,190,28,138,24
Hutchinson,Precinct 21,State Representative,87,REP,Four Price,2259,104,1855,300
Hutchinson,Precinct 21,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,2238,100,1838,300
Hutchinson,Precinct 21,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,2246,103,1844,299
Hutchinson,Precinct 21,"Dist Judge, 84th Judicial Dist",,REP,Curt W. Brancheau,2246,104,1844,298
Hutchinson,Precinct 21,"Dist Attorney, 84th Judicial Dist",,REP,Mark W. Snider,2230,99,1831,300
Hutchinson,Precinct 21,County Attorney,,REP,Craig Jones,2233,103,1832,298
Hutchinson,Precinct 21,Sheriff,,REP,Blaik Kemp,1386,69,1134,183
Hutchinson,Precinct 21,Sheriff,,,Write-in,917,41,756,120
Hutchinson,Precinct 21,County Tax Assessor-Collector,,REP,Carrie Kimmell,2264,106,1858,300
Hutchinson,Precinct 21,County Commissioner,,REP,Gary Alexander,0,0,0,0
Hutchinson,Precinct 21,County Commissioner,,REP,Ben Bentley,0,0,0,0
Hutchinson,Precinct 21,Constable,,REP,Terry Webster,0,0,0,0
Hutchinson,Precinct 21,Constable,,REP,Scott Jordan,2246,102,1845,299
Hutchinson,Precinct 21,Trustee,,,Pedro Murga,2,0,1,1
Hutchinson,Precinct 21,Trustee,,,James Orcutt,3,0,2,1
Hutchinson,Precinct 21,Trustee,,,Les Sharp,8,0,7,1
Hutchinson,Precinct 21,Trustee,,,Payton Lumpkin,8,0,8,0
Hutchinson,Precinct 21,Trustee,,,Cody Sessions,5,0,5,0
Hutchinson,Precinct 21,"City Council Member, PL 2",,,James Marrs II,0,0,0,0
Hutchinson,Precinct 21,"City Council Member, PL 2",,,Kim Perez,0,0,0,0
Hutchinson,Precinct 21,"City Council, PL 3",,,Karen Felker,0,0,0,0
Hutchinson,Precinct 21,School Board Trustee,,,Stacey Boothe,979,37,806,136
Hutchinson,Precinct 21,School Board Trustee,,,Logan Bidwell,986,34,824,128
Hutchinson,Precinct 21,School Board Trustee,,,Brandon Williams,797,34,654,109
Hutchinson,Precinct 21,School Board Trustee,,,Doug Moneymaker,875,30,748,97
Hutchinson,Precinct 21,Mayor,,,Richard Hein,886,30,743,113
Hutchinson,Precinct 21,Alderman,,,Billy Robbins,564,18,473,73
Hutchinson,Precinct 21,Alderman,,,Jim Story,486,17,419,50
Hutchinson,Precinct 21,Alderman,,,Ivan Wade,461,12,392,57
Hutchinson,Precinct 21,Alderman,,,Christopher G. Pierce,638,15,540,83
Hutchinson,Precinct 21,Alderman,,,Jeremy Rice,698,22,592,84
Hutchinson,Precinct 21,PROPOSITION A,,,FOR,0,0,0,0
Hutchinson,Precinct 21,PROPOSITION A,,,AGAINST,0,0,0,0
Hutchinson,Precinct 23,Registered Voters,,,,395,,,
Hutchinson,Precinct 23,Ballots Cast,,,,248,19,166,63
Hutchinson,Precinct 23,Ballots Cast Blank,,,,0,0,0,0
Hutchinson,Precinct 23,President,,REP,Donald J. Trump / Michael R. Pence,217,12,150,55
Hutchinson,Precinct 23,President,,DEM,Joseph R. Biden / Kamala D. Harris,26,6,14,6
Hutchinson,Precinct 23,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",4,1,2,1
Hutchinson,Precinct 23,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0
Hutchinson,Precinct 23,President,,,Write-in,0,0,0,0
Hutchinson,Precinct 23,U.S. Senate,,REP,John Cornyn,210,13,143,54
Hutchinson,Precinct 23,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",27,4,16,7
Hutchinson,Precinct 23,U.S. Senate,,LBT,Kerry Douglas McKennon,7,1,4,2
Hutchinson,Precinct 23,U.S. Senate,,GRE,David B. Collins,1,0,1,0
Hutchinson,Precinct 23,U.S. Senate,,,Write-in,1,1,0,0
Hutchinson,Precinct 23,U.S. House,13,REP,Ronny Jackson,211,12,145,54
Hutchinson,Precinct 23,U.S. House,13,DEM,Gus Trujillo,24,5,13,6
Hutchinson,Precinct 23,U.S. House,13,LBT,Jack B. Westbrook,10,2,5,3
Hutchinson,Precinct 23,Railroad Commissioner,,REP,"James ""Jim"" Wright",207,12,141,54
Hutchinson,Precinct 23,Railroad Commissioner,,DEM,Chrysta Castaneda,28,4,17,7
Hutchinson,Precinct 23,Railroad Commissioner,,LBT,Matt Sterett,7,2,4,1
Hutchinson,Precinct 23,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,0,2,1
Hutchinson,Precinct 23,"Chief Justice, Supreme Court",,REP,Nathan Hecht,206,12,141,53
Hutchinson,Precinct 23,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,32,4,19,9
Hutchinson,Precinct 23,"Chief Justice, Supreme Court",,LBT,Mark Ash,7,2,4,1
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,216,12,147,57
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,29,6,17,6
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,204,12,141,51
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,33,6,17,10
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,6,0,5,1
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,210,14,141,55
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,27,2,18,7
Hutchinson,Precinct 23,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,8,2,5,1
Hutchinson,Precinct 23,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,217,14,147,56
Hutchinson,Precinct 23,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,28,4,17,7
Hutchinson,Precinct 23,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,215,15,147,53
Hutchinson,Precinct 23,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,28,2,16,10
Hutchinson,Precinct 23,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,217,13,147,57
Hutchinson,Precinct 23,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,28,5,17,6
Hutchinson,Precinct 23,"Member, State BoE, Dist 15",,REP,Jay Johnson,214,13,146,55
Hutchinson,Precinct 23,"Member, State BoE, Dist 15",,DEM,John Betancourt,30,5,17,8
Hutchinson,Precinct 23,State Representative,87,REP,Four Price,234,15,158,61
Hutchinson,Precinct 23,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,233,14,157,62
Hutchinson,Precinct 23,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,232,14,157,61
Hutchinson,Precinct 23,"Dist Judge, 84th Judicial Dist",,REP,Curt W. Brancheau,235,14,159,62
Hutchinson,Precinct 23,"Dist Attorney, 84th Judicial Dist",,REP,Mark W. Snider,232,14,156,62
Hutchinson,Precinct 23,County Attorney,,REP,Craig Jones,233,14,157,62
Hutchinson,Precinct 23,Sheriff,,REP,Blaik Kemp,170,9,117,44
Hutchinson,Precinct 23,Sheriff,,,Write-in,71,9,43,19
Hutchinson,Precinct 23,County Tax Assessor-Collector,,REP,Carrie Kimmell,235,14,159,62
Hutchinson,Precinct 23,County Commissioner,,REP,Gary Alexander,0,0,0,0
Hutchinson,Precinct 23,County Commissioner,,REP,Ben Bentley,0,0,0,0
Hutchinson,Precinct 23,Constable,,REP,Terry Webster,0,0,0,0
Hutchinson,Precinct 23,Constable,,REP,Scott Jordan,231,13,156,62
Hutchinson,Precinct 23,Trustee,,,Pedro Murga,41,0,27,14
Hutchinson,Precinct 23,Trustee,,,James Orcutt,33,1,18,14
Hutchinson,Precinct 23,Trustee,,,Les Sharp,102,7,71,24
Hutchinson,Precinct 23,Trustee,,,Payton Lumpkin,85,6,63,16
Hutchinson,Precinct 23,Trustee,,,Cody Sessions,116,5,74,37
Hutchinson,Precinct 23,"City Council Member, PL 2",,,James Marrs II,66,1,46,19
Hutchinson,Precinct 23,"City Council Member, PL 2",,,Kim Perez,69,3,43,23
Hutchinson,Precinct 23,"City Council, PL 3",,,Karen Felker,135,5,90,40
Hutchinson,Precinct 23,School Board Trustee,,,Stacey Boothe,0,0,0,0
Hutchinson,Precinct 23,School Board Trustee,,,Logan Bidwell,0,0,0,0
Hutchinson,Precinct 23,School Board Trustee,,,Brandon Williams,0,0,0,0
Hutchinson,Precinct 23,School Board Trustee,,,Doug Moneymaker,0,0,0,0
Hutchinson,Precinct 23,Mayor,,,Richard Hein,0,0,0,0
Hutchinson,Precinct 23,Alderman,,,Billy Robbins,0,0,0,0
Hutchinson,Precinct 23,Alderman,,,Jim Story,0,0,0,0
Hutchinson,Precinct 23,Alderman,,,Ivan Wade,0,0,0,0
Hutchinson,Precinct 23,Alderman,,,Christopher G. Pierce,0,0,0,0
Hutchinson,Precinct 23,Alderman,,,Jeremy Rice,0,0,0,0
Hutchinson,Precinct 23,PROPOSITION A,,,FOR,88,3,57,28
Hutchinson,Precinct 23,PROPOSITION A,,,AGAINST,59,4,38,17
Hutchinson,Precinct 31,Registered Voters,,,,1727,,,
Hutchinson,Precinct 31,Ballots Cast,,,,1221,78,869,274
Hutchinson,Precinct 31,Ballots Cast Blank,,,,0,0,0,0
Hutchinson,Precinct 31,President,,REP,Donald J. Trump / Michael R. Pence,1102,58,791,253
Hutchinson,Precinct 31,President,,DEM,Joseph R. Biden / Kamala D. Harris,105,20,67,18
Hutchinson,Precinct 31,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",11,0,9,2
Hutchinson,Precinct 31,President,,GRE,Howie Hawkins / Angela Walker,0,0,0,0
Hutchinson,Precinct 31,President,,,Write-in,1,0,1,0
Hutchinson,Precinct 31,U.S. Senate,,REP,John Cornyn,1080,59,779,242
Hutchinson,Precinct 31,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",102,17,61,24
Hutchinson,Precinct 31,U.S. Senate,,LBT,Kerry Douglas McKennon,18,0,13,5
Hutchinson,Precinct 31,U.S. Senate,,GRE,David B. Collins,2,0,2,0
Hutchinson,Precinct 31,U.S. Senate,,,Write-in,2,0,2,0
Hutchinson,Precinct 31,U.S. House,13,REP,Ronny Jackson,1092,57,786,249
Hutchinson,Precinct 31,U.S. House,13,DEM,Gus Trujillo,92,19,55,18
Hutchinson,Precinct 31,U.S. House,13,LBT,Jack B. Westbrook,22,0,18,4
Hutchinson,Precinct 31,Railroad Commissioner,,REP,"James ""Jim"" Wright",1087,62,782,243
Hutchinson,Precinct 31,Railroad Commissioner,,DEM,Chrysta Castaneda,85,12,56,17
Hutchinson,Precinct 31,Railroad Commissioner,,LBT,Matt Sterett,29,1,19,9
Hutchinson,Precinct 31,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,0,1,1
