county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Grayson,PRECINCT 101,Registered Voters,,,Registered Voters,3995,,,
Grayson,PRECINCT 102,Registered Voters,,,Registered Voters,2588,,,
Grayson,PRECINCT 103,Registered Voters,,,Registered Voters,566,,,
Grayson,PRECINCT 104,Registered Voters,,,Registered Voters,948,,,
Grayson,PRECINCT 105,Registered Voters,,,Registered Voters,5634,,,
Grayson,PRECINCT 106,Registered Voters,,,Registered Voters,2714,,,
Grayson,PRECINCT 107,Registered Voters,,,Registered Voters,1920,,,
Grayson,PRECINCT 108,Registered Voters,,,Registered Voters,1630,,,
Grayson,PRECINCT 201,Registered Voters,,,Registered Voters,3436,,,
Grayson,PRECINCT 202,Registered Voters,,,Registered Voters,3407,,,
Grayson,PRECINCT 203,Registered Voters,,,Registered Voters,1242,,,
Grayson,PRECINCT 204,Registered Voters,,,Registered Voters,1003,,,
Grayson,PRECINCT 205,Registered Voters,,,Registered Voters,3918,,,
Grayson,PRECINCT 206,Registered Voters,,,Registered Voters,1328,,,
Grayson,PRECINCT 207,Registered Voters,,,Registered Voters,1029,,,
Grayson,PRECINCT 208,Registered Voters,,,Registered Voters,1498,,,
Grayson,PRECINCT 209,Registered Voters,,,Registered Voters,1260,,,
Grayson,PRECINCT 210,Registered Voters,,,Registered Voters,2021,,,
Grayson,PRECINCT 301,Registered Voters,,,Registered Voters,2028,,,
Grayson,PRECINCT 302,Registered Voters,,,Registered Voters,5895,,,
Grayson,PRECINCT 303,Registered Voters,,,Registered Voters,1016,,,
Grayson,PRECINCT 304,Registered Voters,,,Registered Voters,2924,,,
Grayson,PRECINCT 305,Registered Voters,,,Registered Voters,1477,,,
Grayson,PRECINCT 306,Registered Voters,,,Registered Voters,3811,,,
Grayson,PRECINCT 307,Registered Voters,,,Registered Voters,1985,,,
Grayson,PRECINCT 308,Registered Voters,,,Registered Voters,1228,,,
Grayson,PRECINCT 309,Registered Voters,,,Registered Voters,876,,,
Grayson,PRECINCT 401,Registered Voters,,,Registered Voters,1634,,,
Grayson,PRECINCT 402,Registered Voters,,,Registered Voters,2628,,,
Grayson,PRECINCT 403,Registered Voters,,,Registered Voters,2886,,,
Grayson,PRECINCT 404,Registered Voters,,,Registered Voters,3567,,,
Grayson,PRECINCT 405,Registered Voters,,,Registered Voters,555,,,
Grayson,PRECINCT 406,Registered Voters,,,Registered Voters,2736,,,
Grayson,PRECINCT 407,Registered Voters,,,Registered Voters,254,,,
Grayson,PRECINCT 408,Registered Voters,,,Registered Voters,1675,,,
Grayson,PRECINCT 409,Registered Voters,,,Registered Voters,4248,,,
Grayson,PRECINCT 101,Ballots Cast,,,Ballots Cast,763,73,290,400
Grayson,PRECINCT 102,Ballots Cast,,,Ballots Cast,455,43,148,264
Grayson,PRECINCT 103,Ballots Cast,,,Ballots Cast,167,13,75,79
Grayson,PRECINCT 104,Ballots Cast,,,Ballots Cast,285,14,98,173
Grayson,PRECINCT 105,Ballots Cast,,,Ballots Cast,1376,60,558,758
Grayson,PRECINCT 106,Ballots Cast,,,Ballots Cast,683,35,199,449
Grayson,PRECINCT 107,Ballots Cast,,,Ballots Cast,556,26,141,389
Grayson,PRECINCT 108,Ballots Cast,,,Ballots Cast,481,35,208,238
Grayson,PRECINCT 201,Ballots Cast,,,Ballots Cast,764,46,320,398
Grayson,PRECINCT 202,Ballots Cast,,,Ballots Cast,722,20,251,451
Grayson,PRECINCT 203,Ballots Cast,,,Ballots Cast,158,13,69,76
Grayson,PRECINCT 204,Ballots Cast,,,Ballots Cast,289,8,142,139
Grayson,PRECINCT 205,Ballots Cast,,,Ballots Cast,976,31,459,486
Grayson,PRECINCT 206,Ballots Cast,,,Ballots Cast,352,8,157,187
Grayson,PRECINCT 207,Ballots Cast,,,Ballots Cast,283,8,103,172
Grayson,PRECINCT 208,Ballots Cast,,,Ballots Cast,338,7,35,296
Grayson,PRECINCT 209,Ballots Cast,,,Ballots Cast,338,10,124,204
Grayson,PRECINCT 210,Ballots Cast,,,Ballots Cast,467,11,94,362
Grayson,PRECINCT 301,Ballots Cast,,,Ballots Cast,457,74,161,222
Grayson,PRECINCT 302,Ballots Cast,,,Ballots Cast,1291,117,533,641
Grayson,PRECINCT 303,Ballots Cast,,,Ballots Cast,220,14,92,114
Grayson,PRECINCT 304,Ballots Cast,,,Ballots Cast,778,66,313,399
Grayson,PRECINCT 305,Ballots Cast,,,Ballots Cast,444,12,179,253
Grayson,PRECINCT 306,Ballots Cast,,,Ballots Cast,1092,51,568,473
Grayson,PRECINCT 307,Ballots Cast,,,Ballots Cast,608,33,178,397
Grayson,PRECINCT 308,Ballots Cast,,,Ballots Cast,309,17,61,231
Grayson,PRECINCT 309,Ballots Cast,,,Ballots Cast,220,9,57,154
Grayson,PRECINCT 401,Ballots Cast,,,Ballots Cast,373,23,152,198
Grayson,PRECINCT 402,Ballots Cast,,,Ballots Cast,572,24,263,285
Grayson,PRECINCT 403,Ballots Cast,,,Ballots Cast,780,32,316,432
Grayson,PRECINCT 404,Ballots Cast,,,Ballots Cast,960,20,404,536
Grayson,PRECINCT 405,Ballots Cast,,,Ballots Cast,98,2,46,50
Grayson,PRECINCT 406,Ballots Cast,,,Ballots Cast,776,21,312,443
Grayson,PRECINCT 407,Ballots Cast,,,Ballots Cast,30,4,9,17
Grayson,PRECINCT 408,Ballots Cast,,,Ballots Cast,420,21,157,242
Grayson,PRECINCT 409,Ballots Cast,,,Ballots Cast,1202,37,533,632
Grayson,PRECINCT 101,President,,DEM,Amy Klobuchar,10,3,6,1
Grayson,PRECINCT 102,President,,DEM,Amy Klobuchar,5,2,2,1
Grayson,PRECINCT 103,President,,DEM,Amy Klobuchar,1,0,1,0
Grayson,PRECINCT 104,President,,DEM,Amy Klobuchar,0,0,0,0
Grayson,PRECINCT 105,President,,DEM,Amy Klobuchar,9,0,8,1
Grayson,PRECINCT 106,President,,DEM,Amy Klobuchar,4,1,3,0
Grayson,PRECINCT 107,President,,DEM,Amy Klobuchar,2,0,2,0
Grayson,PRECINCT 108,President,,DEM,Amy Klobuchar,1,0,1,0
Grayson,PRECINCT 201,President,,DEM,Amy Klobuchar,8,1,6,1
Grayson,PRECINCT 202,President,,DEM,Amy Klobuchar,3,0,3,0
Grayson,PRECINCT 203,President,,DEM,Amy Klobuchar,0,0,0,0
Grayson,PRECINCT 204,President,,DEM,Amy Klobuchar,1,0,1,0
Grayson,PRECINCT 205,President,,DEM,Amy Klobuchar,8,2,5,1
Grayson,PRECINCT 206,President,,DEM,Amy Klobuchar,3,0,3,0
Grayson,PRECINCT 207,President,,DEM,Amy Klobuchar,2,0,2,0
Grayson,PRECINCT 208,President,,DEM,Amy Klobuchar,2,2,0,0
Grayson,PRECINCT 209,President,,DEM,Amy Klobuchar,3,0,3,0
Grayson,PRECINCT 210,President,,DEM,Amy Klobuchar,2,0,2,0
Grayson,PRECINCT 301,President,,DEM,Amy Klobuchar,3,2,1,0
Grayson,PRECINCT 302,President,,DEM,Amy Klobuchar,11,2,8,1
Grayson,PRECINCT 303,President,,DEM,Amy Klobuchar,0,0,0,0
Grayson,PRECINCT 304,President,,DEM,Amy Klobuchar,12,3,8,1
Grayson,PRECINCT 305,President,,DEM,Amy Klobuchar,3,2,1,0
Grayson,PRECINCT 306,President,,DEM,Amy Klobuchar,4,0,3,1
Grayson,PRECINCT 307,President,,DEM,Amy Klobuchar,1,0,1,0
Grayson,PRECINCT 308,President,,DEM,Amy Klobuchar,1,0,0,1
Grayson,PRECINCT 309,President,,DEM,Amy Klobuchar,0,0,0,0
Grayson,PRECINCT 401,President,,DEM,Amy Klobuchar,3,1,1,1
Grayson,PRECINCT 402,President,,DEM,Amy Klobuchar,6,0,6,0
Grayson,PRECINCT 403,President,,DEM,Amy Klobuchar,4,1,2,1
Grayson,PRECINCT 404,President,,DEM,Amy Klobuchar,5,1,4,0
Grayson,PRECINCT 405,President,,DEM,Amy Klobuchar,1,0,1,0
Grayson,PRECINCT 406,President,,DEM,Amy Klobuchar,9,3,6,0
Grayson,PRECINCT 407,President,,DEM,Amy Klobuchar,0,0,0,0
Grayson,PRECINCT 408,President,,DEM,Amy Klobuchar,2,0,0,2
Grayson,PRECINCT 409,President,,DEM,Amy Klobuchar,14,1,11,2
Grayson,PRECINCT 101,President,,DEM,Michael R. Bloomberg,51,13,17,21
Grayson,PRECINCT 102,President,,DEM,Michael R. Bloomberg,42,10,16,16
Grayson,PRECINCT 103,President,,DEM,Michael R. Bloomberg,9,0,6,3
Grayson,PRECINCT 104,President,,DEM,Michael R. Bloomberg,9,3,5,1
Grayson,PRECINCT 105,President,,DEM,Michael R. Bloomberg,50,7,20,23
Grayson,PRECINCT 106,President,,DEM,Michael R. Bloomberg,22,3,2,17
Grayson,PRECINCT 107,President,,DEM,Michael R. Bloomberg,10,2,4,4
Grayson,PRECINCT 108,President,,DEM,Michael R. Bloomberg,14,3,4,7
Grayson,PRECINCT 201,President,,DEM,Michael R. Bloomberg,49,12,16,21
Grayson,PRECINCT 202,President,,DEM,Michael R. Bloomberg,46,4,16,26
Grayson,PRECINCT 203,President,,DEM,Michael R. Bloomberg,14,4,5,5
Grayson,PRECINCT 204,President,,DEM,Michael R. Bloomberg,16,0,10,6
Grayson,PRECINCT 205,President,,DEM,Michael R. Bloomberg,41,7,22,12
Grayson,PRECINCT 206,President,,DEM,Michael R. Bloomberg,23,2,13,8
Grayson,PRECINCT 207,President,,DEM,Michael R. Bloomberg,14,1,2,11
Grayson,PRECINCT 208,President,,DEM,Michael R. Bloomberg,20,2,2,16
Grayson,PRECINCT 209,President,,DEM,Michael R. Bloomberg,3,0,2,1
Grayson,PRECINCT 210,President,,DEM,Michael R. Bloomberg,17,4,4,9
Grayson,PRECINCT 301,President,,DEM,Michael R. Bloomberg,30,11,9,10
Grayson,PRECINCT 302,President,,DEM,Michael R. Bloomberg,82,23,30,29
Grayson,PRECINCT 303,President,,DEM,Michael R. Bloomberg,3,1,0,2
Grayson,PRECINCT 304,President,,DEM,Michael R. Bloomberg,61,11,26,24
Grayson,PRECINCT 305,President,,DEM,Michael R. Bloomberg,11,2,2,7
Grayson,PRECINCT 306,President,,DEM,Michael R. Bloomberg,29,7,12,10
Grayson,PRECINCT 307,President,,DEM,Michael R. Bloomberg,20,1,7,12
Grayson,PRECINCT 308,President,,DEM,Michael R. Bloomberg,14,1,1,12
Grayson,PRECINCT 309,President,,DEM,Michael R. Bloomberg,1,1,0,0
Grayson,PRECINCT 401,President,,DEM,Michael R. Bloomberg,29,2,13,14
Grayson,PRECINCT 402,President,,DEM,Michael R. Bloomberg,30,5,9,16
Grayson,PRECINCT 403,President,,DEM,Michael R. Bloomberg,44,7,13,24
Grayson,PRECINCT 404,President,,DEM,Michael R. Bloomberg,61,3,30,28
Grayson,PRECINCT 405,President,,DEM,Michael R. Bloomberg,8,1,1,6
Grayson,PRECINCT 406,President,,DEM,Michael R. Bloomberg,51,5,17,29
Grayson,PRECINCT 407,President,,DEM,Michael R. Bloomberg,3,1,1,1
Grayson,PRECINCT 408,President,,DEM,Michael R. Bloomberg,27,1,12,14
Grayson,PRECINCT 409,President,,DEM,Michael R. Bloomberg,64,8,28,28
Grayson,PRECINCT 101,President,,DEM,Julian Castro,1,0,1,0
Grayson,PRECINCT 102,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 103,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 104,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 105,President,,DEM,Julian Castro,1,0,1,0
Grayson,PRECINCT 106,President,,DEM,Julian Castro,2,0,1,1
Grayson,PRECINCT 107,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 108,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 201,President,,DEM,Julian Castro,1,0,0,1
Grayson,PRECINCT 202,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 203,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 204,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 205,President,,DEM,Julian Castro,1,0,1,0
Grayson,PRECINCT 206,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 207,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 208,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 209,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 210,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 301,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 302,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 303,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 304,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 305,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 306,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 307,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 308,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 309,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 401,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 402,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 403,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 404,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 405,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 406,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 407,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 408,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 409,President,,DEM,Julian Castro,0,0,0,0
Grayson,PRECINCT 101,President,,DEM,Tulsi Gabbard,2,0,0,2
Grayson,PRECINCT 102,President,,DEM,Tulsi Gabbard,0,0,0,0
Grayson,PRECINCT 103,President,,DEM,Tulsi Gabbard,0,0,0,0
Grayson,PRECINCT 104,President,,DEM,Tulsi Gabbard,0,0,0,0
Grayson,PRECINCT 105,President,,DEM,Tulsi Gabbard,1,0,0,1
Grayson,PRECINCT 106,President,,DEM,Tulsi Gabbard,2,0,1,1
