county,precinct,office,district,candidate,party,votes,early_voting,election_day
Jefferson,1,President,,Michael Bennet,DEM,3,1,2
Jefferson,1,President,,Cory Booker,DEM,1,0,1
Jefferson,1,President,,Marianne Williamson,DEM,1,1,0
Jefferson,1,President,,Tom Steyer,DEM,2,2,0
Jefferson,1,President,,Andrew Yang,DEM,1,0,1
Jefferson,1,President,,Robby Wells,DEM,0,0,0
Jefferson,1,President,,Bernie Sanders,DEM,64,41,23
Jefferson,1,President,,Deval Patrick,DEM,0,0,0
Jefferson,1,President,,Julián Castro,DEM,0,0,0
Jefferson,1,President,,Tulsi Gabbard,DEM,0,0,0
Jefferson,1,President,,Amy Klobuchar,DEM,0,0,0
Jefferson,1,President,,Pete Buttigieg,DEM,4,3,1
Jefferson,1,President,,John K. Delaney,DEM,1,0,1
Jefferson,1,President,,Elizabeth Warren,DEM,9,6,3
Jefferson,1,President,,Michael R. Bloomberg,DEM,75,57,18
Jefferson,1,Registered Voters,,,,1852,,
Jefferson,1,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0
Jefferson,1,President,,Joseph R. Biden,DEM,162,85,77
Jefferson,1,U.S. Senate,,Jack Daniel Foster Jr,DEM,13,8,5
Jefferson,1,U.S. Senate,,Victor Hugo Harris,DEM,4,1,3
Jefferson,1,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,8,4,4
Jefferson,1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,11,8,3
Jefferson,1,U.S. Senate,,Sema Hernandez,DEM,7,2,5
Jefferson,1,U.S. Senate,,Chris Bell,DEM,25,13,12
Jefferson,1,U.S. Senate,,Royce West,DEM,78,61,17
Jefferson,1,U.S. Senate,,Michael Cooper,DEM,113,69,44
Jefferson,1,U.S. Senate,,Amanda K. Edwards,DEM,23,12,11
Jefferson,1,U.S. Senate,,"Annie ""Mamá"" Garcia",DEM,12,8,4
Jefferson,1,U.S. Senate,,D. R. Hunter,DEM,2,1,1
Jefferson,1,U.S. Senate,,Adrian Ocegueda,DEM,3,2,1
Jefferson,1,United States Representative District 14,,Mikal Williams,DEM,38,24,14
Jefferson,1,United States Representative District 14,,Sanjanetta Barnes,DEM,25,18,7
Jefferson,1,United States Representative District 14,,"Robert ""Puga"" Thomas",DEM,23,9,14
Jefferson,1,United States Representative District 14,,Adrienne Bell,DEM,178,112,66
Jefferson,1,United States Representative District 14,,Eddie Fisher,DEM,30,21,9
Jefferson,1,Railroad Commissioner,,Chrysta Castañeda,DEM,34,26,8
Jefferson,1,Railroad Commissioner,,Kelly Stone,DEM,56,35,21
Jefferson,1,Railroad Commissioner,,Mark Watson,DEM,86,54,32
Jefferson,1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,96,58,38
Jefferson,1,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,79,46,33
Jefferson,1,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,194,126,68
Jefferson,1,"Justice, Supreme Court, Place 6, Unexpired Term",,Larry Praeger,DEM,93,54,39
Jefferson,1,"Justice, Supreme Court, Place 6, Unexpired Term",,Kathy Cheng,DEM,175,117,58
Jefferson,1,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,216,137,79
Jefferson,1,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,56,35,21
Jefferson,1,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,158,104,54
Jefferson,1,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,108,65,43
Jefferson,1,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,47,22,25
Jefferson,1,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,151,105,46
Jefferson,1,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,67,43,24
Jefferson,1,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,71,42,29
Jefferson,1,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,195,127,68
Jefferson,1,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,240,156,84
Jefferson,1,"State Senator,  District 4",,Jay Stittleburg,DEM,232,152,80
Jefferson,1,State Representative District 22,,Joe Deshotel,DEM,306,193,113
Jefferson,1,"District Judge, 60th Judicial District",,Justin Gary Sanderson,DEM,242,160,82
Jefferson,1,"District Judge, 136th Judicial District",,Baylor Wortham,DEM,236,153,83
