county,precinct,office,district,candidate,party,votes,early_voting,election_day
San Augustine,1,President,,Michael Bennet,DEM,1,1,0
San Augustine,1,President,,Joseph R. Biden,DEM,96,29,67
San Augustine,1,President,,Julián Castro,DEM,0,0,0
San Augustine,1,President,,Michael R. Bloomberg,DEM,20,10,10
San Augustine,1,President,,Cory Booker,DEM,1,0,1
San Augustine,1,President,,Tom Steyer,DEM,0,0,0
San Augustine,1,President,,Marianne Williamson,DEM,1,0,1
San Augustine,1,President,,Elizabeth Warren,DEM,7,2,5
San Augustine,1,President,,Bernie Sanders,DEM,12,4,8
San Augustine,1,President,,Andrew Yang,DEM,0,0,0
San Augustine,1,President,,Amy Klobuchar,DEM,0,0,0
San Augustine,1,President,,Deval Patrick,DEM,0,0,0
San Augustine,1,President,,John K. Delaney,DEM,1,0,1
San Augustine,1,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0
San Augustine,1,President,,Robby Wells,DEM,1,0,1
San Augustine,1,President,,Tulsi Gabbard,DEM,0,0,0
San Augustine,1,President,,Pete Buttigieg,DEM,3,3,0
San Augustine,1,United States Senator,,Michael Cooper,DEM,27,5,22
San Augustine,1,United States Senator,,Victor Hugo Harris,DEM,7,1,6
San Augustine,1,United States Senator,,"Annie ""Mamá"" Garcia",DEM,15,6,9
San Augustine,1,United States Senator,,Sema Hernandez,DEM,5,0,5
San Augustine,1,United States Senator,,Amanda K. Edwards,DEM,19,10,9
San Augustine,1,United States Senator,,Adrian Ocegueda,DEM,0,0,0
San Augustine,1,United States Senator,,Cristina Tzintzun Ramirez,DEM,7,4,3
San Augustine,1,United States Senator,,"Mary ""MJ"" Hegar",DEM,11,6,5
San Augustine,1,United States Senator,,Chris Bell,DEM,13,3,10
San Augustine,1,United States Senator,,D. R. Hunter,DEM,4,1,3
San Augustine,1,United States Senator,,Jack Daniel Foster Jr,DEM,1,1,0
San Augustine,1,United States Senator,,Royce West,DEM,16,8,8
San Augustine,1,United States Representative,No. 1,Hank Gilbert,DEM,93,33,60
San Augustine,1,Railroad Commissioner,,Kelly Stone,DEM,41,13,28
San Augustine,1,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,34,12,22
San Augustine,1,Railroad Commissioner,,Mark Watson,DEM,25,7,18
San Augustine,1,Railroad Commissioner,,Chrysta Castañeda,DEM,16,10,6
San Augustine,1,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,32,11,21
San Augustine,1,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,85,33,52
San Augustine,1,"Justice, Supreme Court, Place 6 Unexpired Term",,Larry Praeger,DEM,39,16,23
San Augustine,1,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,78,27,51
San Augustine,1,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,91,29,62
San Augustine,1,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,23,13,10
San Augustine,1,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,56,22,34
San Augustine,1,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,57,19,38
San Augustine,1,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,15,5,10
San Augustine,1,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,34,11,23
San Augustine,1,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,68,26,42
San Augustine,1,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,88,31,57
San Augustine,1,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,30,11,19
San Augustine,1,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,94,33,61
San Augustine,1,State Representative,57,Jason Rogers,DEM,96,32,64
San Augustine,1,Proposition #1,,Yes,DEM,133,46,87
San Augustine,1,Proposition #1,,No,DEM,4,3,1
San Augustine,1,Proposition #2,,Yes,DEM,128,45,83
San Augustine,1,Proposition #2,,No,DEM,4,3,1
San Augustine,1,Proposition #3,,Yes,DEM,127,47,80
San Augustine,1,Proposition #3,,No,DEM,3,0,3
San Augustine,1,Proposition #4,,Yes,DEM,127,44,83
San Augustine,1,Proposition #4,,No,DEM,3,2,1
San Augustine,1,Proposition #5,,Yes,DEM,135,48,87
San Augustine,1,Proposition #5,,No,DEM,2,0,2
San Augustine,1,Proposition #6,,Yes,DEM,131,48,83
San Augustine,1,Proposition #6,,No,DEM,3,0,3
San Augustine,1,Proposition #7,,Yes,DEM,132,47,85
San Augustine,1,Proposition #7,,No,DEM,2,1,1
San Augustine,1,Proposition #8,,Yes,DEM,129,47,82
San Augustine,1,Proposition #8,,No,DEM,5,1,4
San Augustine,1,Proposition #9,,Yes,DEM,133,47,86
San Augustine,1,Proposition #9,,No,DEM,0,0,0
San Augustine,1,Proposition #10,,Yes,DEM,125,45,80
San Augustine,1,Proposition #10,,No,DEM,7,3,4
San Augustine,1,Proposition #11,,Yes,DEM,129,47,82
San Augustine,1,Proposition #11,,No,DEM,6,1,5
San Augustine,2,President,,Michael Bennet,DEM,0,0,0
San Augustine,2,President,,Joseph R. Biden,DEM,23,8,15
San Augustine,2,President,,Julián Castro,DEM,0,0,0
San Augustine,2,President,,Michael R. Bloomberg,DEM,17,5,12
San Augustine,2,President,,Cory Booker,DEM,0,0,0
San Augustine,2,President,,Tom Steyer,DEM,0,0,0
San Augustine,2,President,,Marianne Williamson,DEM,0,0,0
San Augustine,2,President,,Elizabeth Warren,DEM,0,0,0
San Augustine,2,President,,Bernie Sanders,DEM,6,1,5
San Augustine,2,President,,Andrew Yang,DEM,0,0,0
San Augustine,2,President,,Amy Klobuchar,DEM,0,0,0
San Augustine,2,President,,Deval Patrick,DEM,0,0,0
San Augustine,2,President,,John K. Delaney,DEM,0,0,0
San Augustine,2,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0
San Augustine,2,President,,Robby Wells,DEM,0,0,0
San Augustine,2,President,,Tulsi Gabbard,DEM,0,0,0
San Augustine,2,President,,Pete Buttigieg,DEM,0,0,0
San Augustine,2,United States Senator,,Michael Cooper,DEM,8,1,7
San Augustine,2,United States Senator,,Victor Hugo Harris,DEM,1,1,0
San Augustine,2,United States Senator,,"Annie ""Mamá"" Garcia",DEM,3,2,1
San Augustine,2,United States Senator,,Sema Hernandez,DEM,3,1,2
San Augustine,2,United States Senator,,Amanda K. Edwards,DEM,9,4,5
San Augustine,2,United States Senator,,Adrian Ocegueda,DEM,0,0,0
San Augustine,2,United States Senator,,Cristina Tzintzun Ramirez,DEM,0,0,0
San Augustine,2,United States Senator,,"Mary ""MJ"" Hegar",DEM,1,1,0
San Augustine,2,United States Senator,,Chris Bell,DEM,9,3,6
San Augustine,2,United States Senator,,D. R. Hunter,DEM,1,0,1
