county,precinct,office,district,Candidate,party,votes,election_day,early_voting ,mail ,provisional 
Bosque,Precinct 4,President,,Bernie Sanders,DEM,7,6,1,0,0
Bosque,Precinct 5,President,,Bernie Sanders,DEM,27,15,7,5,5
Bosque,Precinct 6,President,,Bernie Sanders,DEM,24,15,4,5,0
Bosque,Precinct 7,President,,Bernie Sanders,DEM,3,1,2,0,0
Bosque,Precinct 8,President,,Bernie Sanders,DEM,33,21,6,6,0
Bosque,Precinct 9,President,,Bernie Sanders,DEM,13,8,4,1,0
Bosque,Precinct 10,President,,Bernie Sanders,DEM,21,15,4,2,0
Bosque,Precinct 11,President,,Bernie Sanders,DEM,9,5,3,1,0
Bosque,Total,President,,Bernie Sanders,DEM,172,108,43,21,5
Bosque,Precinct 1,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Robby Wells,DEM,1,0,1,0,0
Bosque,Precinct 7,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 9,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Robby Wells,DEM,0,0,0,0,0
Bosque,Total,President,,Robby Wells,DEM,1,0,1,0,0
Bosque,Precinct 1,President,,Joseph R. Biden,DEM,12,11,0,1,0
Bosque,Precinct 2,President,,Joseph R. Biden,DEM,21,13,5,3,0
Bosque,Precinct 3,President,,Joseph R. Biden,DEM,21,12,9,0,0
Bosque,Precinct 4,President,,Joseph R. Biden,DEM,8,3,3,2,0
Bosque,Precinct 5,President,,Joseph R. Biden,DEM,49,27,12,10,10
Bosque,Precinct 6,President,,Joseph R. Biden,DEM,39,28,6,5,0
Bosque,Precinct 7,President,,Joseph R. Biden,DEM,23,17,3,3,0
Bosque,Precinct 8,President,,Joseph R. Biden,DEM,50,37,6,7,0
Bosque,Precinct 9,President,,Joseph R. Biden,DEM,24,20,2,2,0
Bosque,Precinct 10,President,,Joseph R. Biden,DEM,32,26,2,4,0
Bosque,Precinct 11,President,,Joseph R. Biden,DEM,14,7,6,1,0
Bosque,Total,President,,Joseph R. Biden,DEM,293,201,54,38,10
Bosque,Precinct 1,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Tulsi Gabbard,DEM,1,1,0,0,0
Bosque,Precinct 7,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Tulsi Gabbard,DEM,2,1,1,0,0
Bosque,Precinct 9,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Bosque,Total,President,,Tulsi Gabbard,DEM,3,2,1,0,0
Bosque,Precinct 1,President,,"Rogue ""Rocky"" De La Fuente",DEM,1,1,0,0,0
Bosque,Precinct 2,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 3,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 4,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 5,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 6,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 7,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 8,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 9,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 10,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Precinct 11,President,,"Rogue ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Bosque,Total,President,,"Rogue ""Rocky"" De La Fuente",DEM,1,1,0,0,0
Bosque,Precinct 1,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 7,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Julian Castro,DEM,1,0,0,1,0
Bosque,Precinct 9,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Julian Castro,DEM,0,0,0,0,0
Bosque,Total,President,,Julian Castro,DEM,1,0,0,1,0
Bosque,Precinct 1,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 7,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 9,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Total,President,,Andrew Yang,DEM,0,0,0,0,0
Bosque,Precinct 1,President,,Pete Buttigieg,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,Pete Buttigieg,DEM,1,0,0,1,0
Bosque,Precinct 3,President,,Pete Buttigieg,DEM,2,0,2,0,0
Bosque,Precinct 4,President,,Pete Buttigieg,DEM,1,0,1,0,0
Bosque,Precinct 5,President,,Pete Buttigieg,DEM,1,1,0,0,0
Bosque,Precinct 6,President,,Pete Buttigieg,DEM,1,0,1,0,0
Bosque,Precinct 7,President,,Pete Buttigieg,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Pete Buttigieg,DEM,6,0,3,3,0
Bosque,Precinct 9,President,,Pete Buttigieg,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Pete Buttigieg,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Pete Buttigieg,DEM,5,1,2,2,0
Bosque,Total,President,,Pete Buttigieg,DEM,17,2,9,6,0
Bosque,Precinct 1,President,,Marianne Williamson,DEM,1,0,0,1,0
Bosque,Precinct 2,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 7,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 9,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Marianne Williamson,DEM,0,0,0,0,0
Bosque,Total,President,,Marianne Williamson,DEM,1,0,0,1,0
Bosque,Precinct 1,President,,Elizabeth Warren,DEM,4,3,1,0,0
Bosque,Precinct 2,President,,Elizabeth Warren,DEM,4,1,3,0,0
Bosque,Precinct 3,President,,Elizabeth Warren,DEM,6,3,3,0,0
Bosque,Precinct 4,President,,Elizabeth Warren,DEM,3,1,2,0,0
Bosque,Precinct 5,President,,Elizabeth Warren,DEM,12,6,4,2,17
Bosque,Precinct 6,President,,Elizabeth Warren,DEM,4,1,3,0,0
Bosque,Precinct 7,President,,Elizabeth Warren,DEM,3,2,1,0,0
Bosque,Precinct 8,President,,Elizabeth Warren,DEM,8,5,2,1,0
Bosque,Precinct 9,President,,Elizabeth Warren,DEM,9,2,7,0,0
Bosque,Precinct 10,President,,Elizabeth Warren,DEM,11,9,2,0,0
Bosque,Precinct 11,President,,Elizabeth Warren,DEM,5,3,2,0,0
Bosque,Total,President,,Elizabeth Warren,DEM,69,36,30,3,0
Bosque,Precinct 1,President,,Michael R. Bloomberg,DEM,6,4,0,2,0
Bosque,Precinct 2,President,,Michael R. Bloomberg,DEM,8,4,1,3,0
Bosque,Precinct 3,President,,Michael R. Bloomberg,DEM,4,2,2,0,0
Bosque,Precinct 4,President,,Michael R. Bloomberg,DEM,4,1,2,1,0
Bosque,Precinct 5,President,,Michael R. Bloomberg,DEM,21,7,10,4,0
Bosque,Precinct 6,President,,Michael R. Bloomberg,DEM,13,8,4,1,0
Bosque,Precinct 7,President,,Michael R. Bloomberg,DEM,3,0,1,2,0
Bosque,Precinct 8,President,,Michael R. Bloomberg,DEM,28,17,1,10,0
Bosque,Precinct 9,President,,Michael R. Bloomberg,DEM,9,3,2,4,0
Bosque,Precinct 10,President,,Michael R. Bloomberg,DEM,9,6,0,3,0
Bosque,Precinct 11,President,,Michael R. Bloomberg,DEM,9,4,3,2,0
Bosque,Total,President,,Michael R. Bloomberg,DEM,114,56,26,32,0
Bosque,Precinct 1,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,John K. Delaney,DEM,1,1,0,0,0
Bosque,Precinct 3,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 7,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,John K. Delaney,DEM,3,1,0,2,0
Bosque,Precinct 9,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,John K. Delaney,DEM,0,0,0,0,0
Bosque,Total,President,,John K. Delaney,DEM,4,2,0,2,0
Bosque,Precinct 1,President,,Michael Bennet,DEM,1,0,1,0,0
Bosque,Precinct 2,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 7,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 9,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Michael Bennet,DEM,1,1,0,0,0
Bosque,Precinct 11,President,,Michael Bennet,DEM,0,0,0,0,0
Bosque,Total,President,,Michael Bennet,DEM,2,1,1,0,0
Bosque,Precinct 1,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Cory Booker,DEM,13,0,0,0,0
Bosque,Precinct 7,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 9,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Cory Booker,DEM,0,0,0,0,0
Bosque,Total,President,,Cory Booker,DEM,13,0,0,0,0
Bosque,Precinct 1,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 2,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 3,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 4,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 5,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 6,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 7,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 8,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 9,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 10,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 11,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Total,President,,Deval Patrick,DEM,0,0,0,0,0
Bosque,Precinct 1,President,,Donald J. Trump,REP,230,169,57,4,0
Bosque,Precinct 2,President,,Donald J. Trump,REP,267,176,75,15,1
Bosque,Precinct 3,President,,Donald J. Trump,REP,380,167,192,19,2
Bosque,Precinct 4,President,,Donald J. Trump,REP,197,98,96,2,1
Bosque,Precinct 5,President,,Donald J. Trump,REP,428,245,160,23,0
Bosque,Precinct 6,President,,Donald J. Trump,REP,384,258,107,17,2
Bosque,Precinct 7,President,,Donald J. Trump,REP,238,140,85,13,0
Bosque,Precinct 8,President,,Donald J. Trump,REP,718,407,265,46,0
Bosque,Precinct 9,President,,Donald J. Trump,REP,288,159,105,24,0
Bosque,Precinct 10,President,,Donald J. Trump,REP,312,255,49,8,0
Bosque,Precinct 11,President,,Donald J. Trump,REP,211,135,63,13,0
Bosque,Total,President,,Donald J. Trump,REP,3653,2209,1254,184,6
Bosque,Precinct 1,President,,Roque Rocky DeLa Fuente Guerra,REP,2,1,1,0,0
Bosque,Precinct 2,President,,Roque Rocky DeLa Fuente Guerra,REP,0,0,0,0,0
Bosque,Precinct 3,President,,Roque Rocky DeLa Fuente Guerra,REP,0,0,0,0,0
Bosque,Precinct 4,President,,Roque Rocky DeLa Fuente Guerra,REP,0,0,0,0,0
Bosque,Precinct 5,President,,Roque Rocky DeLa Fuente Guerra,REP,1,1,0,0,0
Bosque,Precinct 6,President,,Roque Rocky DeLa Fuente Guerra,REP,1,1,0,0,0
Bosque,Precinct 7,President,,Roque Rocky DeLa Fuente Guerra,REP,1,0,1,0,0
Bosque,Precinct 8,President,,Roque Rocky DeLa Fuente Guerra,REP,1,1,0,0,0
Bosque,Precinct 9,President,,Roque Rocky DeLa Fuente Guerra,REP,1,1,0,0,0
Bosque,Precinct 10,President,,Roque Rocky DeLa Fuente Guerra,REP,4,4,0,0,0
Bosque,Precinct 11,President,,Roque Rocky DeLa Fuente Guerra,REP,1,1,0,0,0
Bosque,Total,President,,Roque Rocky DeLa Fuente Guerra,REP,12,10,2,0,0
Bosque,Precinct 1,President,,Bill Weld,REP,0,0,0,0,0
Bosque,Precinct 2,President,,Bill Weld,REP,1,1,0,0,0
Bosque,Precinct 3,President,,Bill Weld,REP,5,1,4,0,0
Bosque,Precinct 4,President,,Bill Weld,REP,1,1,0,0,0
Bosque,Precinct 5,President,,Bill Weld,REP,1,1,0,0,0
Bosque,Precinct 6,President,,Bill Weld,REP,0,0,0,0,0
Bosque,Precinct 7,President,,Bill Weld,REP,0,0,0,0,0
Bosque,Precinct 8,President,,Bill Weld,REP,2,2,0,0,0
Bosque,Precinct 9,President,,Bill Weld,REP,0,0,0,0,0
Bosque,Precinct 10,President,,Bill Weld,REP,1,1,0,0,0
Bosque,Precinct 11,President,,Bill Weld,REP,0,0,0,0,0
Bosque,Total,President,,Bill Weld,REP,11,7,4,0,0
Bosque,Precinct 1,President,,Bob Ely,REP,0,0,0,0,0
Bosque,Precinct 2,President,,Bob Ely,REP,0,0,0,0,0
Bosque,Precinct 3,President,,Bob Ely,REP,1,1,0,0,0
Bosque,Precinct 4,President,,Bob Ely,REP,0,0,0,0,0
Bosque,Precinct 5,President,,Bob Ely,REP,1,0,1,0,0
Bosque,Precinct 6,President,,Bob Ely,REP,1,1,0,0,0
Bosque,Precinct 7,President,,Bob Ely,REP,0,0,0,0,0
Bosque,Precinct 8,President,,Bob Ely,REP,0,0,0,0,0
Bosque,Precinct 9,President,,Bob Ely,REP,0,0,0,0,0
Bosque,Precinct 10,President,,Bob Ely,REP,1,1,0,0,0
Bosque,Precinct 11,President,,Bob Ely,REP,0,0,0,0,0
Bosque,Total,President,,Bob Ely,REP,4,3,1,0,0
Bosque,Precinct 1,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 2,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 3,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 4,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 5,President,,Zoltan G. Istvan,REP,1,1,0,0,0
Bosque,Precinct 6,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 7,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 8,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 9,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 10,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Precinct 11,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Bosque,Total,President,,Zoltan G. Istvan,REP,1,1,0,0,0
Bosque,Precinct 1,President,,Joe Walsh,REP,0,0,0,0,0
Bosque,Precinct 2,President,,Joe Walsh,REP,2,1,1,0,0
Bosque,Precinct 3,President,,Joe Walsh,REP,1,1,0,0,0
Bosque,Precinct 4,President,,Joe Walsh,REP,1,0,1,0,0
Bosque,Precinct 5,President,,Joe Walsh,REP,3,2,1,0,0
Bosque,Precinct 6,President,,Joe Walsh,REP,3,3,0,0,0
Bosque,Precinct 7,President,,Joe Walsh,REP,0,0,0,0,0
Bosque,Precinct 8,President,,Joe Walsh,REP,5,4,1,0,0
Bosque,Precinct 9,President,,Joe Walsh,REP,0,0,0,0,0
Bosque,Precinct 10,President,,Joe Walsh,REP,2,0,2,0,0
Bosque,Precinct 11,President,,Joe Walsh,REP,3,2,0,1,0
Bosque,Total,President,,Joe Walsh,REP,20,13,6,1,0
Bosque,Precinct 1,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 2,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 3,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 4,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 5,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 6,President,,Matthew John Matern,REP,1,1,0,0,0
Bosque,Precinct 7,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 8,President,,Matthew John Matern,REP,1,1,0,0,0
Bosque,Precinct 9,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 10,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Precinct 11,President,,Matthew John Matern,REP,0,0,0,0,0
Bosque,Total,President,,Matthew John Matern,REP,2,2,0,0,0
Bosque,Precinct 1,President,,Uncommitted,REP,3,1,2,0,0
Bosque,Precinct 2,President,,Uncommitted,REP,5,4,1,0,0
Bosque,Precinct 3,President,,Uncommitted,REP,21,9,10,2,0
Bosque,Precinct 4,President,,Uncommitted,REP,6,5,1,0,0
Bosque,Precinct 5,President,,Uncommitted,REP,17,11,5,1,0
Bosque,Precinct 6,President,,Uncommitted,REP,11,8,2,1,0
Bosque,Precinct 7,President,,Uncommitted,REP,4,4,0,0,0
Bosque,Precinct 8,President,,Uncommitted,REP,15,6,8,1,0
Bosque,Precinct 9,President,,Uncommitted,REP,12,7,3,2,0
Bosque,Precinct 10,President,,Uncommitted,REP,9,8,1,0,0
Bosque,Precinct 11,President,,Uncommitted,REP,4,1,2,1,0
Bosque,Total,President,,Uncommitted,REP,107,64,35,8,0
Bosque,Precinct 1,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Bosque,Precinct 2,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0,0
Bosque,Precinct 3,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0,0
Bosque,Precinct 4,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Bosque,Precinct 5,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0,0
Bosque,Precinct 6,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0,0
Bosque,Precinct 7,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Bosque,Precinct 8,U.S. Senate,,Adrian Ocegueda,DEM,8,7,0,1,0
Bosque,Precinct 9,U.S. Senate,,Adrian Ocegueda,DEM,4,3,1,0,0
Bosque,Precinct 10,U.S. Senate,,Adrian Ocegueda,DEM,3,3,0,0,0
Bosque,Precinct 11,U.S. Senate,,Adrian Ocegueda,DEM,0,0,1,0,0
Bosque,Total,U.S. Senate,,Adrian Ocegueda,DEM,19,17,2,1,0
Bosque,Precinct 1,U.S. Senate,,Chris Bell,DEM,2,1,1,0,0
Bosque,Precinct 2,U.S. Senate,,Chris Bell,DEM,5,4,0,1,0
Bosque,Precinct 3,U.S. Senate,,Chris Bell,DEM,7,5,2,0,0
Bosque,Precinct 4,U.S. Senate,,Chris Bell,DEM,0,0,0,0,0
Bosque,Precinct 5,U.S. Senate,,Chris Bell,DEM,14,4,8,2,0
Bosque,Precinct 6,U.S. Senate,,Chris Bell,DEM,7,6,0,1,0
Bosque,Precinct 7,U.S. Senate,,Chris Bell,DEM,5,3,0,2,0
Bosque,Precinct 8,U.S. Senate,,Chris Bell,DEM,18,13,2,3,0
Bosque,Precinct 9,U.S. Senate,,Chris Bell,DEM,7,4,3,0,0
Bosque,Precinct 10,U.S. Senate,,Chris Bell,DEM,2,1,0,1,0
Bosque,Precinct 11,U.S. Senate,,Chris Bell,DEM,5,3,2,0,0
Bosque,Total,U.S. Senate,,Chris Bell,DEM,72,44,18,10,0
Bosque,Precinct 1,U.S. Senate,,Royce West,DEM,9,5,2,2,0
Bosque,Precinct 2,U.S. Senate,,Royce West,DEM,7,6,1,0,0
Bosque,Precinct 3,U.S. Senate,,Royce West,DEM,9,3,6,0,0
Bosque,Precinct 4,U.S. Senate,,Royce West,DEM,4,2,1,1,0
Bosque,Precinct 5,U.S. Senate,,Royce West,DEM,22,11,6,5,0
Bosque,Precinct 6,U.S. Senate,,Royce West,DEM,10,6,3,1,0
Bosque,Precinct 7,U.S. Senate,,Royce West,DEM,3,0,1,2,0
Bosque,Precinct 8,U.S. Senate,,Royce West,DEM,15,5,2,8,0
Bosque,Precinct 9,U.S. Senate,,Royce West,DEM,9,2,4,3,0
Bosque,Precinct 10,U.S. Senate,,Royce West,DEM,4,2,2,0,0
Bosque,Precinct 11,U.S. Senate,,Royce West,DEM,5,1,4,0,0
Bosque,Total,U.S. Senate,,Royce West,DEM,97,43,32,22,0
Bosque,Precinct 1,U.S. Senate,,Sema Hernandez,DEM,1,1,0,0,0
Bosque,Precinct 2,U.S. Senate,,Sema Hernandez,DEM,4,4,0,0,0
Bosque,Precinct 3,U.S. Senate,,Sema Hernandez,DEM,1,0,1,0,0
Bosque,Precinct 4,U.S. Senate,,Sema Hernandez,DEM,1,1,0,0,0
Bosque,Precinct 5,U.S. Senate,,Sema Hernandez,DEM,4,1,3,0,0
Bosque,Precinct 6,U.S. Senate,,Sema Hernandez,DEM,2,2,0,0,0
Bosque,Precinct 7,U.S. Senate,,Sema Hernandez,DEM,2,1,1,0,0
Bosque,Precinct 8,U.S. Senate,,Sema Hernandez,DEM,4,3,1,0,0
Bosque,Precinct 9,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0,0
Bosque,Precinct 10,U.S. Senate,,Sema Hernandez,DEM,2,1,1,0,0
Bosque,Precinct 11,U.S. Senate,,Sema Hernandez,DEM,3,1,1,1,0
Bosque,Total,U.S. Senate,,Sema Hernandez,DEM,24,15,8,1,0
Bosque,Precinct 1,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,3,0,0,0
Bosque,Precinct 2,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,6,4,1,1,0
Bosque,Precinct 3,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,3,2,1,0,0
Bosque,Precinct 4,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,3,2,0,0
Bosque,Precinct 5,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,4,4,0,0,0
Bosque,Precinct 6,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,1,1,0,0,0
Bosque,Precinct 7,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,2,1,1,0,0
Bosque,Precinct 8,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,9,4,5,0,0
Bosque,Precinct 9,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,5,4,1,0,0
