county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day,provisional
Hood,Precinct 7,State Senate,22,Brian Birdwell,REP,620,25,225,370,0
Hood,Precinct 7,State Senate,22,Robert Vick,DEM,67,8,25,32,2
Hood,Precinct 7,State Senate,22,Over Votes,,0,0,0,0,0
Hood,Precinct 7,State Senate,22,Under Votes,,20,3,5,12,0
Hood,Precinct 7,State Representative,60,Glenn Rogers,REP,646,32,234,379,1
Hood,Precinct 7,State Representative,60,Over Votes,,0,0,0,0,0
Hood,Precinct 7,State Representative,60,Under Votes,,61,4,21,35,1
Hood,Precinct 6,Registered Voters,,,,1055,,,,
Hood,Precinct 6,Ballots Cast,,,,762,60,425,273,4
Hood,Precinct 6,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,675,41,376,254,4
Hood,Precinct 6,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,77,19,42,16,0
Hood,Precinct 6,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,5,0,3,2,0
Hood,Precinct 6,President / Vice President,,Howie Hawkins / Angela Walker,GRN,3,0,2,1,0
Hood,Precinct 6,President / Vice President,,Write-In,,1,0,1,0,0
Hood,Precinct 6,President / Vice President,,Over Votes,,0,0,0,0,0
Hood,Precinct 6,President / Vice President,,Under Votes,,1,0,1,0,0
Hood,Precinct 6,U.S. Senate,,John Cornyn,REP,661,42,370,245,4
Hood,Precinct 6,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,77,18,43,16,0
Hood,Precinct 6,U.S. Senate,,Kerry Douglas McKennon,LIB,9,0,5,4,0
Hood,Precinct 6,U.S. Senate,,David B. Collins,GRN,5,0,1,4,0
Hood,Precinct 6,U.S. Senate,,Write-In,,1,0,1,0,0
Hood,Precinct 6,U.S. Senate,,Over Votes,,0,0,0,0,0
Hood,Precinct 6,U.S. Senate,,Under Votes,,9,0,5,4,0
Hood,Precinct 6,U.S. House,11,August Pfluger,REP,645,36,363,242,4
Hood,Precinct 6,U.S. House,11,Jon Mark Hogg,DEM,79,18,43,18,0
Hood,Precinct 6,U.S. House,11,Wacey Alpha Cody,LIB,12,0,8,4,0
Hood,Precinct 6,U.S. House,11,Over Votes,,0,0,0,0,0
Hood,Precinct 6,U.S. House,11,Under Votes,,26,6,11,9,0
Hood,Precinct 6,Railroad Commissioner,,"James ""Jim"" Wright",REP,653,43,370,236,4
Hood,Precinct 6,Railroad Commissioner,,Chrysta Castaneda,DEM,80,16,44,20,0
Hood,Precinct 6,Railroad Commissioner,,Matt Sterett,LIB,7,1,3,3,0
Hood,Precinct 6,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,6,0,2,4,0
Hood,Precinct 6,Railroad Commissioner,,Over Votes,,0,0,0,0,0
Hood,Precinct 6,Railroad Commissioner,,Under Votes,,16,0,6,10,0
Hood,Precinct 6,State Senate,22,Brian Birdwell,REP,666,39,378,245,4
Hood,Precinct 6,State Senate,22,Robert Vick,DEM,76,16,41,19,0
Hood,Precinct 6,State Senate,22,Over Votes,,0,0,0,0,0
Hood,Precinct 6,State Senate,22,Under Votes,,20,5,6,9,0
Hood,Precinct 6,State Representative,60,Glenn Rogers,REP,689,41,393,251,4
Hood,Precinct 6,State Representative,60,Over Votes,,0,0,0,0,0
Hood,Precinct 6,State Representative,60,Under Votes,,73,19,32,22,0
Hood,Precinct 5,Registered Voters,,,,1306,,,,
Hood,Precinct 5,Ballots Cast,,,,987,72,555,356,4
Hood,Precinct 5,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,832,39,485,307,1
Hood,Precinct 5,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,140,33,65,39,3
Hood,Precinct 5,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,9,0,4,5,0
Hood,Precinct 5,President / Vice President,,Howie Hawkins / Angela Walker,GRN,3,0,1,2,0
Hood,Precinct 5,President / Vice President,,Write-In,,1,0,0,1,0
Hood,Precinct 5,President / Vice President,,Over Votes,,0,0,0,0,0
Hood,Precinct 5,President / Vice President,,Under Votes,,2,0,0,2,0
Hood,Precinct 5,U.S. Senate,,John Cornyn,REP,817,43,474,299,1
Hood,Precinct 5,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,144,29,70,42,3
Hood,Precinct 5,U.S. Senate,,Kerry Douglas McKennon,LIB,10,0,2,8,0
Hood,Precinct 5,U.S. Senate,,David B. Collins,GRN,6,0,2,4,0
Hood,Precinct 5,U.S. Senate,,Write-In,,1,0,1,0,0
Hood,Precinct 5,U.S. Senate,,Over Votes,,0,0,0,0,0
Hood,Precinct 5,U.S. Senate,,Under Votes,,9,0,6,3,0
Hood,Precinct 5,U.S. House,11,August Pfluger,REP,819,39,478,301,1
Hood,Precinct 5,U.S. House,11,Jon Mark Hogg,DEM,134,29,63,39,3
Hood,Precinct 5,U.S. House,11,Wacey Alpha Cody,LIB,10,0,5,5,0
Hood,Precinct 5,U.S. House,11,Over Votes,,0,0,0,0,0
Hood,Precinct 5,U.S. House,11,Under Votes,,24,4,9,11,0
Hood,Precinct 5,Railroad Commissioner,,"James ""Jim"" Wright",REP,815,39,475,300,1
Hood,Precinct 5,Railroad Commissioner,,Chrysta Castaneda,DEM,133,30,60,40,3
Hood,Precinct 5,Railroad Commissioner,,Matt Sterett,LIB,13,0,6,7,0
Hood,Precinct 5,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,7,0,5,2,0
Hood,Precinct 5,Railroad Commissioner,,Over Votes,,0,0,0,0,0
Hood,Precinct 5,Railroad Commissioner,,Under Votes,,19,3,9,7,0
Hood,Precinct 5,State Senate,22,Brian Birdwell,REP,832,39,484,308,1
Hood,Precinct 5,State Senate,22,Robert Vick,DEM,135,28,54,40,3
Hood,Precinct 5,State Senate,22,Over Votes,,0,0,0,0,0
Hood,Precinct 5,State Senate,22,Under Votes,,20,5,7,8,0
Hood,Precinct 5,State Representative,60,Glenn Rogers,REP,874,44,503,325,2
Hood,Precinct 5,State Representative,60,Over Votes,,0,0,0,0,0
Hood,Precinct 5,State Representative,60,Under Votes,,113,28,52,31,2
Hood,Precinct 4,Registered Voters,,,,2660,,,,
Hood,Precinct 4,Ballots Cast,,,,1672,174,1139,345,14
Hood,Precinct 4,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,1295,113,908,263,11
Hood,Precinct 4,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,347,58,214,72,3
Hood,Precinct 4,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,17,2,10,5,0
Hood,Precinct 4,President / Vice President,,Howie Hawkins / Angela Walker,GRN,3,0,1,2,0
Hood,Precinct 4,President / Vice President,,Write-In,,4,0,3,1,0
Hood,Precinct 4,President / Vice President,,Over Votes,,0,0,0,0,0
Hood,Precinct 4,President / Vice President,,Under Votes,,6,1,3,2,0
Hood,Precinct 4,U.S. Senate,,John Cornyn,REP,1283,118,896,258,11
Hood,Precinct 4,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,325,53,201,68,3
Hood,Precinct 4,U.S. Senate,,Kerry Douglas McKennon,LIB,21,3,9,9,0
Hood,Precinct 4,U.S. Senate,,David B. Collins,GRN,11,0,6,5,0
Hood,Precinct 4,U.S. Senate,,Write-In,,1,0,1,0,0
Hood,Precinct 4,U.S. Senate,,Over Votes,,0,0,0,0,0
Hood,Precinct 4,U.S. Senate,,Under Votes,,31,0,26,5,0
Hood,Precinct 4,U.S. House,11,August Pfluger,REP,1281,113,903,254,11
Hood,Precinct 4,U.S. House,11,Jon Mark Hogg,DEM,308,53,188,64,3
Hood,Precinct 4,U.S. House,11,Wacey Alpha Cody,LIB,34,3,18,13,0
Hood,Precinct 4,U.S. House,11,Over Votes,,0,0,0,0,0
Hood,Precinct 4,U.S. House,11,Under Votes,,49,5,30,14,0
Hood,Precinct 4,Railroad Commissioner,,"James ""Jim"" Wright",REP,1268,116,888,254,10
Hood,Precinct 4,Railroad Commissioner,,Chrysta Castaneda,DEM,316,58,192,63,3
Hood,Precinct 4,Railroad Commissioner,,Matt Sterett,LIB,31,0,21,10,0
Hood,Precinct 4,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,19,0,11,8,0
Hood,Precinct 4,Railroad Commissioner,,Over Votes,,0,0,0,0,0
Hood,Precinct 4,Railroad Commissioner,,Under Votes,,38,0,27,10,1
Hood,Precinct 4,State Senate,22,Brian Birdwell,REP,1306,118,914,264,10
Hood,Precinct 4,State Senate,22,Robert Vick,DEM,324,53,199,69,3
Hood,Precinct 4,State Senate,22,Over Votes,,0,0,0,0,0
Hood,Precinct 4,State Senate,22,Under Votes,,42,3,26,12,1
Hood,Precinct 4,State Representative,60,Glenn Rogers,REP,1412,127,975,299,11
Hood,Precinct 4,State Representative,60,Over Votes,,0,0,0,0,0
Hood,Precinct 4,State Representative,60,Under Votes,,260,47,164,46,3
Hood,Precinct 3,Registered Voters,,,,3151,,,,
Hood,Precinct 3,Ballots Cast,,,,2174,247,1475,438,14
Hood,Precinct 3,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,1733,132,1233,357,11
Hood,Precinct 3,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,411,111,230,67,3
Hood,Precinct 3,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,18,2,6,10,0
Hood,Precinct 3,President / Vice President,,Howie Hawkins / Angela Walker,GRN,5,1,4,0,0
Hood,Precinct 3,President / Vice President,,Write-In,,3,0,1,2,0
Hood,Precinct 3,President / Vice President,,Over Votes,,0,0,0,0,0
Hood,Precinct 3,President / Vice President,,Under Votes,,4,1,1,2,0
Hood,Precinct 3,U.S. Senate,,John Cornyn,REP,1717,137,1220,349,11
Hood,Precinct 3,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,389,104,217,65,3
Hood,Precinct 3,U.S. Senate,,Kerry Douglas McKennon,LIB,29,2,17,10,0
Hood,Precinct 3,U.S. Senate,,David B. Collins,GRN,12,0,7,5,0
Hood,Precinct 3,U.S. Senate,,Write-In,,1,0,1,0,0
Hood,Precinct 3,U.S. Senate,,Over Votes,,0,0,0,0,0
Hood,Precinct 3,U.S. Senate,,Under Votes,,26,4,13,9,0
Hood,Precinct 3,U.S. House,11,August Pfluger,REP,1700,121,1215,354,10
Hood,Precinct 3,U.S. House,11,Jon Mark Hogg,DEM,378,97,221,56,4
Hood,Precinct 3,U.S. House,11,Wacey Alpha Cody,LIB,33,6,14,13,0
Hood,Precinct 3,U.S. House,11,Over Votes,,0,0,0,0,0
Hood,Precinct 3,U.S. House,11,Under Votes,,63,23,25,15,0
Hood,Precinct 3,Railroad Commissioner,,"James ""Jim"" Wright",REP,1718,134,1217,357,10
Hood,Precinct 3,Railroad Commissioner,,Chrysta Castaneda,DEM,363,97,207,56,3
Hood,Precinct 3,Railroad Commissioner,,Matt Sterett,LIB,39,4,24,10,1
Hood,Precinct 3,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,14,4,8,2,0
Hood,Precinct 3,Railroad Commissioner,,Over Votes,,0,0,0,0,0
Hood,Precinct 3,Railroad Commissioner,,Under Votes,,40,8,19,13,0
Hood,Precinct 3,State Senate,22,Brian Birdwell,REP,1744,126,1245,362,11
Hood,Precinct 3,State Senate,22,Robert Vick,DEM,377,102,210,62,3
Hood,Precinct 3,State Senate,22,Over Votes,,0,0,0,0,0
Hood,Precinct 3,State Senate,22,Under Votes,,53,19,20,14,0
Hood,Precinct 3,State Representative,60,Glenn Rogers,REP,1845,152,1300,382,11
Hood,Precinct 3,State Representative,60,Over Votes,,0,0,0,0,0
Hood,Precinct 3,State Representative,60,Under Votes,,329,95,175,56,3
Hood,Precinct 2,Registered Voters,,,,3835,,,,
Hood,Precinct 2,Ballots Cast,,,,2585,288,1809,474,16
Hood,Precinct 2,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,2002,165,1434,396,9
Hood,Precinct 2,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,529,117,345,61,6
Hood,Precinct 2,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,36,2,18,16,0
Hood,Precinct 2,President / Vice President,,Howie Hawkins / Angela Walker,GRN,6,0,5,0,1
Hood,Precinct 2,President / Vice President,,Write-In,,4,0,3,1,0
Hood,Precinct 2,President / Vice President,,Over Votes,,2,2,0,0,0
Hood,Precinct 2,President / Vice President,,Under Votes,,6,2,4,0,0
Hood,Precinct 2,U.S. Senate,,John Cornyn,REP,1949,170,1396,375,10
Hood,Precinct 2,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,505,104,338,57,6
Hood,Precinct 2,U.S. Senate,,Kerry Douglas McKennon,LIB,56,5,30,21,0
Hood,Precinct 2,U.S. Senate,,David B. Collins,GRN,15,0,9,6,0
Hood,Precinct 2,U.S. Senate,,Write-In,,0,0,0,0,0
Hood,Precinct 2,U.S. Senate,,Over Votes,,2,2,0,0,0
Hood,Precinct 2,U.S. Senate,,Under Votes,,58,7,36,15,0
Hood,Precinct 2,U.S. House,11,August Pfluger,REP,1941,154,1393,386,10
Hood,Precinct 2,U.S. House,11,Jon Mark Hogg,DEM,482,100,321,56,5
Hood,Precinct 2,U.S. House,11,Wacey Alpha Cody,LIB,53,2,31,20,2
Hood,Precinct 2,U.S. House,11,Over Votes,,1,1,0,0,0
Hood,Precinct 2,U.S. House,11,Under Votes,,108,31,64,12,1
Hood,Precinct 2,Railroad Commissioner,,"James ""Jim"" Wright",REP,1937,166,1387,376,10
Hood,Precinct 2,Railroad Commissioner,,Chrysta Castaneda,DEM,489,101,321,62,5
Hood,Precinct 2,Railroad Commissioner,,Matt Sterett,LIB,69,2,46,21,0
Hood,Precinct 2,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,12,4,7,1,0
Hood,Precinct 2,Railroad Commissioner,,Over Votes,,1,1,0,0,0
Hood,Precinct 2,Railroad Commissioner,,Under Votes,,77,14,48,14,1
Hood,Precinct 2,State Senate,22,Brian Birdwell,REP,2012,163,1440,399,12
Hood,Precinct 2,State Senate,22,Robert Vick,DEM,493,102,326,61,4
Hood,Precinct 2,State Senate,22,Over Votes,,0,0,0,0,0
Hood,Precinct 2,State Senate,22,Under Votes,,80,23,43,14,0
Hood,Precinct 2,State Representative,60,Glenn Rogers,REP,2164,187,1539,428,12
Hood,Precinct 2,State Representative,60,Over Votes,,0,0,0,0,0
Hood,Precinct 2,State Representative,60,Under Votes,,421,101,270,46,4
Hood,Precinct 1,Registered Voters,,,,1259,,,,
Hood,Precinct 1,Ballots Cast,,,,901,127,615,151,8
Hood,Precinct 1,President / Vice President,,Donald J. Trump / Michael R. Pence,REP,690,87,473,125,5
Hood,Precinct 1,President / Vice President,,Joseph R. Biden / Kamala D. Harris,DEM,198,38,134,23,3
Hood,Precinct 1,President / Vice President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,7,1,5,1,0
Hood,Precinct 1,President / Vice President,,Howie Hawkins / Angela Walker,GRN,1,0,1,0,0
Hood,Precinct 1,President / Vice President,,Write-In,,2,0,0,2,0
Hood,Precinct 1,President / Vice President,,Over Votes,,0,0,0,0,0
Hood,Precinct 1,President / Vice President,,Under Votes,,3,1,2,0,0
Hood,Precinct 1,U.S. Senate,,John Cornyn,REP,686,90,464,126,6
Hood,Precinct 1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,183,34,126,21,2
Hood,Precinct 1,U.S. Senate,,Kerry Douglas McKennon,LIB,14,0,11,3,0
Hood,Precinct 1,U.S. Senate,,David B. Collins,GRN,5,0,5,0,0
Hood,Precinct 1,U.S. Senate,,Write-In,,0,0,0,0,0
Hood,Precinct 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Hood,Precinct 1,U.S. Senate,,Under Votes,,13,3,9,1,0
Hood,Precinct 1,U.S. House,11,August Pfluger,REP,666,77,464,120,5
Hood,Precinct 1,U.S. House,11,Jon Mark Hogg,DEM,181,36,124,19,2
Hood,Precinct 1,U.S. House,11,Wacey Alpha Cody,LIB,15,2,7,6,0
Hood,Precinct 1,U.S. House,11,Over Votes,,0,0,0,0,0
Hood,Precinct 1,U.S. House,11,Under Votes,,39,12,20,6,1
Hood,Precinct 1,Railroad Commissioner,,"James ""Jim"" Wright",REP,673,84,463,121,5
Hood,Precinct 1,Railroad Commissioner,,Chrysta Castaneda,DEM,173,35,118,18,2
Hood,Precinct 1,Railroad Commissioner,,Matt Sterett,LIB,22,2,12,8,0
Hood,Precinct 1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,5,0,5,0,0
Hood,Precinct 1,Railroad Commissioner,,Over Votes,,0,0,0,0,0
Hood,Precinct 1,Railroad Commissioner,,Under Votes,,28,6,17,4,1
Hood,Precinct 1,State Senate,22,Brian Birdwell,REP,689,82,477,125,5
Hood,Precinct 1,State Senate,22,Robert Vick,DEM,182,35,123,22,2
Hood,Precinct 1,State Senate,22,Over Votes,,0,0,0,0,0
Hood,Precinct 1,State Senate,22,Under Votes,,30,10,15,4,1
Hood,Precinct 1,State Representative,60,Glenn Rogers,REP,722,91,496,130,5
Hood,Precinct 1,State Representative,60,Over Votes,,0,0,0,0,0
Hood,Precinct 1,State Representative,60,Under Votes,,179,36,119,21,3
