county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Parmer,101,Registered Voters,,,,,,,1319
Parmer,101,Ballots Cast Total,,,,53,317,422,792
Parmer,101,Ballots Cast Blank,,,,0,1,0,1
Parmer,101,President,,Donald J. Trump / Michael R. Pence,REP,40,264,317,621
Parmer,101,President,,Joseph R. Biden / Kamala D. Harris,DEM,13,51,89,153
Parmer,101,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,0,6,6
Parmer,101,President,,Howie Hawkins / Angelina Walker,GRN,0,0,1,1
Parmer,101,President,,Write-In,,0,0,5,5
Parmer,101,U.S. Senate,,John Cornyn,REP,39,261,319,619
Parmer,101,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,12,51,81,144
Parmer,101,U.S. Senate,,Kerry Douglas McKennon,LIB,1,0,9,10
Parmer,101,U.S. Senate,,David B. Collins,GRN,0,0,4,4
Parmer,101,U.S. Senate,,Write-In,,0,0,1,1
Parmer,101,U.S. House,19,Jodey C. Arrington,REP,42,265,319,626
Parmer,101,U.S. House,19,Tom Watson,DEM,8,45,81,134
Parmer,101,U.S. House,19,Joe Burnes,LIB,0,3,14,17
Parmer,101,Railroad Commissioner,,"James ""Jim"" Wright",REP,38,262,312,612
Parmer,101,Railroad Commissioner,,Chrysta Castaneda,DEM,9,46,89,144
Parmer,101,Railroad Commissioner,,Matt Sterett,LIB,1,2,12,15
Parmer,101,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,1,1,2
Parmer,101,State Representative,86,John Smithee,REP,42,287,399,728
Parmer,201,Registered Voters,,,,,,,829
Parmer,201,Ballots Cast Total,,,,17,127,243,387
Parmer,201,Ballots Cast Blank,,,,0,0,0,0
Parmer,201,President,,Donald J. Trump / Michael R. Pence,REP,11,91,142,244
Parmer,201,President,,Joseph R. Biden / Kamala D. Harris,DEM,5,35,96,136
Parmer,201,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,1,0,2,3
Parmer,201,President,,Howie Hawkins / Angelina Walker,GRN,0,1,0,1
Parmer,201,President,,Write-In,,0,0,0,0
Parmer,201,U.S. Senate,,John Cornyn,REP,11,89,136,236
Parmer,201,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,5,31,86,122
Parmer,201,U.S. Senate,,Kerry Douglas McKennon,LIB,0,1,5,6
Parmer,201,U.S. Senate,,David B. Collins,GRN,0,0,8,8
Parmer,201,U.S. Senate,,Write-In,,0,0,0,0
Parmer,201,U.S. House,19,Jodey C. Arrington,REP,12,92,138,242
Parmer,201,U.S. House,19,Tom Watson,DEM,4,30,83,117
Parmer,201,U.S. House,19,Joe Burnes,LIB,0,1,12,13
Parmer,201,Railroad Commissioner,,"James ""Jim"" Wright",REP,12,85,134,231
Parmer,201,Railroad Commissioner,,Chrysta Castaneda,DEM,4,33,92,129
Parmer,201,Railroad Commissioner,,Matt Sterett,LIB,0,2,4,6
Parmer,201,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,6,6
Parmer,201,State Representative,86,John Smithee,REP,13,106,202,321
Parmer,202,Registered Voters,,,,,,,218
Parmer,202,Ballots Cast Total,,,,7,61,80,148
Parmer,202,Ballots Cast Blank,,,,0,0,0,0
Parmer,202,President,,Donald J. Trump / Michael R. Pence,REP,5,61,70,136
Parmer,202,President,,Joseph R. Biden / Kamala D. Harris,DEM,2,0,7,9
Parmer,202,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,0,1,1
Parmer,202,President,,Howie Hawkins / Angelina Walker,GRN,0,0,0,0
Parmer,202,President,,Write-In,,0,0,0,0
Parmer,202,U.S. Senate,,John Cornyn,REP,5,61,73,139
Parmer,202,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,2,0,5,7
Parmer,202,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Parmer,202,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Parmer,202,U.S. Senate,,Write-In,,0,0,0,0
Parmer,202,U.S. House,19,Jodey C. Arrington,REP,5,61,73,139
Parmer,202,U.S. House,19,Tom Watson,DEM,2,0,6,8
Parmer,202,U.S. House,19,Joe Burnes,LIB,0,0,0,0
Parmer,202,Railroad Commissioner,,"James ""Jim"" Wright",REP,5,60,72,137
Parmer,202,Railroad Commissioner,,Chrysta Castaneda,DEM,2,0,6,8
Parmer,202,Railroad Commissioner,,Matt Sterett,LIB,0,1,1,2
Parmer,202,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Parmer,202,State Representative,86,John Smithee,REP,6,61,76,143
Parmer,203,Registered Voters,,,,,,,58
Parmer,203,Ballots Cast Total,,,,3,12,37,52
Parmer,203,Ballots Cast Blank,,,,0,0,0,0
Parmer,203,President,,Donald J. Trump / Michael R. Pence,REP,3,12,37,52
Parmer,203,President,,Joseph R. Biden / Kamala D. Harris,DEM,0,0,0,0
Parmer,203,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Parmer,203,President,,Howie Hawkins / Angelina Walker,GRN,0,0,0,0
Parmer,203,President,,Write-In,,0,0,0,0
Parmer,203,U.S. Senate,,John Cornyn,REP,3,12,37,52
Parmer,203,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Parmer,203,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0
Parmer,203,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Parmer,203,U.S. Senate,,Write-In,,0,0,0,0
Parmer,203,U.S. House,19,Jodey C. Arrington,REP,3,12,37,52
Parmer,203,U.S. House,19,Tom Watson,DEM,0,0,0,0
Parmer,203,U.S. House,19,Joe Burnes,LIB,0,0,0,0
Parmer,203,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,12,37,51
Parmer,203,Railroad Commissioner,,Chrysta Castaneda,DEM,0,0,0,0
Parmer,203,Railroad Commissioner,,Matt Sterett,LIB,0,0,0,0
Parmer,203,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Parmer,203,State Representative,86,John Smithee,REP,2,12,37,51
Parmer,301,Registered Voters,,,,,,,998
Parmer,301,Ballots Cast Total,,,,28,409,221,658
