county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Wharton,Precinct 101,Registered Voters,,,,2459,,,,
Wharton,Precinct 101,Ballots Cast,,,,1541,184,1194,161,2
Wharton,Precinct 101,President,,REP,Donald J Trump,941,122,752,66,1
Wharton,Precinct 101,President,,DEM,Joseph R Biden,581,61,427,92,1
Wharton,Precinct 101,President,,LIB,Jo Jorgensen,8,0,8,0,0
Wharton,Precinct 101,President,,GRN,Howie Hawkins,1,0,1,0,0
Wharton,Precinct 101,President,,,Write-In,1,1,0,0,0
Wharton,Precinct 101,U.S. Senate,,REP,John Cornyn,941,119,756,65,1
Wharton,Precinct 101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",547,59,394,93,1
Wharton,Precinct 101,U.S. Senate,,LIB,Kerry Douglas McKennon,21,2,19,0,0
Wharton,Precinct 101,U.S. Senate,,GRN,David B. Collins,8,0,8,0,0
Wharton,Precinct 101,U.S. Senate,,NLP,Write-In,2,0,2,0,0
Wharton,Precinct 101,U.S. House,27,REP,Michael Cloud,948,117,760,70,1
Wharton,Precinct 101,U.S. House,27,DEM,"Ricardo ""Rick""De La Fuente",532,62,383,86,1
Wharton,Precinct 101,U.S. House,27,LIB,Phil Gray,30,2,27,1,0
Wharton,Precinct 101,Railroad Commissioner,,REP,"James ""Jim"" Wright ",916,113,736,66,1
Wharton,Precinct 101,Railroad Commissioner,,DEM,Chrysta Castaneda,558,62,407,88,1
Wharton,Precinct 101,Railroad Commissioner,,LIB,Matt Sterett,27,3,22,2,0
Wharton,Precinct 101,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",11,2,9,0,0
Wharton,Precinct 101,State Senate,18,REP,Lois W. Kolkhorst,953,120,766,66,1
Wharton,Precinct 101,State Senate,18,DEM,Michael Antalan,550,61,402,86,1
Wharton,Precinct 101,State Representative,85,REP,Phil Stephenson,955,113,769,72,1
Wharton,Precinct 101,State Representative,85,DEM,Joey Cardenas III,523,63,375,84,1
Wharton,Precinct 101,State Representative,85,LIB,Michael L. Miller,38,6,32,0,0
Wharton,Precinct 102,Registered Voters,,,,2401,,,,
Wharton,Precinct 102,Ballots Cast,,,,1770,164,1440,165,1
Wharton,Precinct 102,President,,REP,Donald J Trump,1311,104,1114,92,1
Wharton,Precinct 102,President,,DEM,Joseph R Biden,431,56,306,69,0
Wharton,Precinct 102,President,,LIB,Jo Jorgensen,17,3,11,3,0
Wharton,Precinct 102,President,,GRN,Howie Hawkins,3,0,3,0,0
Wharton,Precinct 102,President,,,Write-In,3,0,3,0,0
Wharton,Precinct 102,U.S. Senate,,REP,John Cornyn,1321,107,1117,96,1
Wharton,Precinct 102,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",403,51,285,67,0
Wharton,Precinct 102,U.S. Senate,,LIB,Kerry Douglas McKennon,21,5,16,0,0
Wharton,Precinct 102,U.S. Senate,,GRN,David B. Collins,4,1,3,0,0
Wharton,Precinct 102,U.S. Senate,,NLP,Write-In,1,0,1,0,0
Wharton,Precinct 102,U.S. House,27,REP,Michael Cloud,1356,107,1143,105,1
Wharton,Precinct 102,U.S. House,27,DEM,"Ricardo ""Rick""De La Fuente",376,52,268,56,0
Wharton,Precinct 102,U.S. House,27,LIB,Phil Gray,20,5,14,1,0
Wharton,Precinct 102,Railroad Commissioner,,REP,"James ""Jim"" Wright ",1290,103,1090,96,1
Wharton,Precinct 102,Railroad Commissioner,,DEM,Chrysta Castaneda,415,56,302,57,0
Wharton,Precinct 102,Railroad Commissioner,,LIB,Matt Sterett,23,2,19,2,0
Wharton,Precinct 102,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",8,2,5,1,0
Wharton,Precinct 102,State Senate,18,REP,Lois W. Kolkhorst,1344,109,1132,102,1
Wharton,Precinct 102,State Senate,18,DEM,Michael Antalan,395,55,286,54,0
Wharton,Precinct 102,State Representative,85,REP,Phil Stephenson,1348,99,1142,106,1
Wharton,Precinct 102,State Representative,85,DEM,Joey Cardenas III,370,59,260,51,0
Wharton,Precinct 102,State Representative,85,LIB,Michael L. Miller,29,6,21,2,0
Wharton,Precinct 103,Registered Voters,,,,2115,,,,
Wharton,Precinct 103,Ballots Cast,,,,1368,322,957,88,1
Wharton,Precinct 103,President,,REP,Donald J Trump,1067,244,766,56,1
Wharton,Precinct 103,President,,DEM,Joseph R Biden,285,71,184,30,0
Wharton,Precinct 103,President,,LIB,Jo Jorgensen,5,3,2,0,0
Wharton,Precinct 103,President,,GRN,Howie Hawkins,2,1,1,0,0
Wharton,Precinct 103,President,,,Write-In,1,1,0,0,0
Wharton,Precinct 103,U.S. Senate,,REP,John Cornyn,1049,233,760,55,1
Wharton,Precinct 103,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",287,80,177,30,0
Wharton,Precinct 103,U.S. Senate,,LIB,Kerry Douglas McKennon,10,3,6,1,0
Wharton,Precinct 103,U.S. Senate,,GRN,David B. Collins,6,2,3,1,0
Wharton,Precinct 103,U.S. Senate,,NLP,Write-In,0,0,0,0,0
Wharton,Precinct 103,U.S. House,27,REP,Michael Cloud,1060,239,765,55,1
Wharton,Precinct 103,U.S. House,27,DEM,"Ricardo ""Rick""De La Fuente",268,70,168,30,0
Wharton,Precinct 103,U.S. House,27,LIB,Phil Gray,21,9,11,1,0
Wharton,Precinct 103,Railroad Commissioner,,REP,"James ""Jim"" Wright ",1037,226,758,52,1
Wharton,Precinct 103,Railroad Commissioner,,DEM,Chrysta Castaneda,290,81,177,32,0
Wharton,Precinct 103,Railroad Commissioner,,LIB,Matt Sterett,13,6,6,1,0
Wharton,Precinct 103,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",9,4,4,1,0
Wharton,Precinct 103,State Senate,18,REP,Lois W. Kolkhorst,1070,242,773,54,1
Wharton,Precinct 103,State Senate,18,DEM,Michael Antalan,271,72,168,31,0
Wharton,Precinct 103,State Representative,85,REP,Phil Stephenson,1060,242,761,56,1
Wharton,Precinct 103,State Representative,85,DEM,Joey Cardenas III,261,65,167,29,0
Wharton,Precinct 103,State Representative,85,LIB,Michael L. Miller,22,11,11,0,0
Wharton,Precinct 201,Registered Voters,,,,2765,,,,
Wharton,Precinct 201,Ballots Cast,,,,2047,205,1706,134,2
Wharton,Precinct 201,President,,REP,Donald J Trump,1778,174,1518,84,2
Wharton,Precinct 201,President,,DEM,Joseph R Biden,258,29,179,50,0
Wharton,Precinct 201,President,,LIB,Jo Jorgensen,6,1,5,0,0
Wharton,Precinct 201,President,,GRN,Howie Hawkins,0,0,0,0,0
Wharton,Precinct 201,President,,,Write-In,1,0,1,0,0
Wharton,Precinct 201,U.S. Senate,,REP,John Cornyn,1744,165,1486,91,2
Wharton,Precinct 201,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",244,31,172,41,0
Wharton,Precinct 201,U.S. Senate,,LIB,Kerry Douglas McKennon,27,4,23,0,0
Wharton,Precinct 201,U.S. Senate,,GRN,David B. Collins,5,1,4,0,0
Wharton,Precinct 201,U.S. Senate,,NLP,Write-In,2,0,2,0,0
Wharton,Precinct 201,U.S. House,27,REP,Michael Cloud,1776,162,1520,92,2
Wharton,Precinct 201,U.S. House,27,DEM,"Ricardo ""Rick""De La Fuente",220,33,148,39,0
Wharton,Precinct 201,U.S. House,27,LIB,Phil Gray,20,3,16,1,0
Wharton,Precinct 201,Railroad Commissioner,,REP,"James ""Jim"" Wright ",1736,162,1484,88,2
Wharton,Precinct 201,Railroad Commissioner,,DEM,Chrysta Castaneda,243,33,168,42,0
Wharton,Precinct 201,Railroad Commissioner,,LIB,Matt Sterett,22,1,20,1,0
Wharton,Precinct 201,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",3,1,2,0,0
Wharton,Precinct 201,State Senate,18,REP,Lois W. Kolkhorst,1781,167,1518,94,2
Wharton,Precinct 201,State Senate,18,DEM,Michael Antalan,234,31,167,36,0
Wharton,Precinct 201,State Representative,85,REP,Phil Stephenson,1771,166,1511,92,2
Wharton,Precinct 201,State Representative,85,DEM,Joey Cardenas III,223,31,154,38,0
Wharton,Precinct 201,State Representative,85,LIB,Michael L. Miller,23,1,21,1,0
Wharton,Precinct 202,Registered Voters,,,,938,,,,
Wharton,Precinct 202,Ballots Cast,,,,558,49,437,71,1
Wharton,Precinct 202,President,,REP,Donald J Trump,189,23,154,12,0
Wharton,Precinct 202,President,,DEM,Joseph R Biden,361,26,277,57,1
Wharton,Precinct 202,President,,LIB,Jo Jorgensen,3,0,2,1,0
Wharton,Precinct 202,President,,GRN,Howie Hawkins,2,0,2,0,0
Wharton,Precinct 202,President,,,Write-In,0,0,0,0,0
Wharton,Precinct 202,U.S. Senate,,REP,John Cornyn,183,19,152,12,0
Wharton,Precinct 202,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",351,28,265,57,1
Wharton,Precinct 202,U.S. Senate,,LIB,Kerry Douglas McKennon,8,0,7,1,0
Wharton,Precinct 202,U.S. Senate,,GRN,David B. Collins,3,1,2,0,0
Wharton,Precinct 202,U.S. Senate,,NLP,Write-In,0,0,0,0,0
Wharton,Precinct 202,U.S. House,27,REP,Michael Cloud,187,17,157,13,0
Wharton,Precinct 202,U.S. House,27,DEM,"Ricardo ""Rick""De La Fuente",351,30,264,56,1
Wharton,Precinct 202,U.S. House,27,LIB,Phil Gray,4,0,4,0,0
Wharton,Precinct 202,Railroad Commissioner,,REP,"James ""Jim"" Wright ",171,16,145,10,0
Wharton,Precinct 202,Railroad Commissioner,,DEM,Chrysta Castaneda,360,31,271,57,1
