county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Houston,17,President,,DEM,Tulsi Gabbard,0,0,0,0
Houston,18,President,,DEM,Tulsi Gabbard,0,0,0,0
Houston,19,President,,DEM,Tulsi Gabbard,0,0,0,0
Houston,20,President,,DEM,Tulsi Gabbard,0,0,0,0
Houston,21,President,,DEM,Tulsi Gabbard,0,0,0,0
Houston,22,President,,DEM,Tulsi Gabbard,0,0,0,0
Houston,1,President,,DEM,Michael R. Bloomberg,2,7,9,18
Houston,2,President,,DEM,Michael R. Bloomberg,3,7,6,16
Houston,3,President,,DEM,Michael R. Bloomberg,5,15,5,25
Houston,4,President,,DEM,Michael R. Bloomberg,0,7,4,11
Houston,5,President,,DEM,Michael R. Bloomberg,1,2,2,5
Houston,6,President,,DEM,Michael R. Bloomberg,3,3,4,10
Houston,7,President,,DEM,Michael R. Bloomberg,0,4,2,6
Houston,8,President,,DEM,Michael R. Bloomberg,0,2,0,2
Houston,9,President,,DEM,Michael R. Bloomberg,0,1,0,1
Houston,10,President,,DEM,Michael R. Bloomberg,1,3,2,6
Houston,11,President,,DEM,Michael R. Bloomberg,0,1,0,1
Houston,12,President,,DEM,Michael R. Bloomberg,0,0,0,0
Houston,14,President,,DEM,Michael R. Bloomberg,0,0,1,1
Houston,15,President,,DEM,Michael R. Bloomberg,1,3,2,6
Houston,16,President,,DEM,Michael R. Bloomberg,0,0,0,0
Houston,17,President,,DEM,Michael R. Bloomberg,1,0,0,1
Houston,18,President,,DEM,Michael R. Bloomberg,1,0,4,5
Houston,19,President,,DEM,Michael R. Bloomberg,2,1,3,6
Houston,20,President,,DEM,Michael R. Bloomberg,0,1,2,3
Houston,21,President,,DEM,Michael R. Bloomberg,0,0,6,6
Houston,22,President,,DEM,Michael R. Bloomberg,1,3,1,5
Houston,1,President,,DEM,Julian Castro,0,0,0,0
Houston,2,President,,DEM,Julian Castro,0,0,1,1
Houston,3,President,,DEM,Julian Castro,0,0,1,1
Houston,4,President,,DEM,Julian Castro,0,0,0,0
Houston,5,President,,DEM,Julian Castro,0,0,0,0
Houston,6,President,,DEM,Julian Castro,0,0,0,0
Houston,7,President,,DEM,Julian Castro,0,0,0,0
Houston,8,President,,DEM,Julian Castro,0,0,0,0
Houston,9,President,,DEM,Julian Castro,0,0,0,0
Houston,10,President,,DEM,Julian Castro,0,0,0,0
Houston,11,President,,DEM,Julian Castro,0,0,0,0
Houston,12,President,,DEM,Julian Castro,0,0,0,0
Houston,14,President,,DEM,Julian Castro,0,0,0,0
Houston,15,President,,DEM,Julian Castro,0,0,0,0
Houston,16,President,,DEM,Julian Castro,0,0,0,0
Houston,17,President,,DEM,Julian Castro,0,0,0,0
Houston,18,President,,DEM,Julian Castro,0,0,0,0
Houston,19,President,,DEM,Julian Castro,0,0,0,0
Houston,20,President,,DEM,Julian Castro,0,0,0,0
Houston,21,President,,DEM,Julian Castro,0,0,0,0
Houston,22,President,,DEM,Julian Castro,0,0,0,0
Houston,1,President,,DEM,Elizabeth Warren,0,0,2,2
Houston,2,President,,DEM,Elizabeth Warren,0,2,3,5
Houston,3,President,,DEM,Elizabeth Warren,0,1,3,4
Houston,4,President,,DEM,Elizabeth Warren,0,3,4,7
Houston,5,President,,DEM,Elizabeth Warren,1,2,3,6
Houston,6,President,,DEM,Elizabeth Warren,0,2,0,2
Houston,7,President,,DEM,Elizabeth Warren,0,2,1,3
Houston,8,President,,DEM,Elizabeth Warren,0,4,1,5
Houston,9,President,,DEM,Elizabeth Warren,0,2,0,2
Houston,10,President,,DEM,Elizabeth Warren,0,0,1,1
Houston,11,President,,DEM,Elizabeth Warren,0,0,0,0
Houston,12,President,,DEM,Elizabeth Warren,0,1,0,1
Houston,14,President,,DEM,Elizabeth Warren,0,0,0,0
Houston,15,President,,DEM,Elizabeth Warren,0,1,0,1
Houston,16,President,,DEM,Elizabeth Warren,0,1,1,2
Houston,17,President,,DEM,Elizabeth Warren,0,0,0,0
Houston,18,President,,DEM,Elizabeth Warren,0,1,0,1
Houston,19,President,,DEM,Elizabeth Warren,0,0,0,0
Houston,20,President,,DEM,Elizabeth Warren,0,0,0,0
Houston,21,President,,DEM,Elizabeth Warren,0,1,2,3
Houston,22,President,,DEM,Elizabeth Warren,0,0,0,0
Houston,1,President,,DEM,Cory Booker,0,1,0,1
Houston,2,President,,DEM,Cory Booker,0,0,1,1
Houston,3,President,,DEM,Cory Booker,0,0,0,0
Houston,4,President,,DEM,Cory Booker,0,0,0,0
Houston,5,President,,DEM,Cory Booker,0,0,0,0
Houston,6,President,,DEM,Cory Booker,0,0,0,0
Houston,7,President,,DEM,Cory Booker,0,0,0,0
Houston,8,President,,DEM,Cory Booker,0,0,0,0
Houston,9,President,,DEM,Cory Booker,0,0,0,0
Houston,10,President,,DEM,Cory Booker,0,0,0,0
Houston,11,President,,DEM,Cory Booker,0,0,0,0
Houston,12,President,,DEM,Cory Booker,0,0,0,0
Houston,14,President,,DEM,Cory Booker,0,0,0,0
Houston,15,President,,DEM,Cory Booker,0,0,0,0
Houston,16,President,,DEM,Cory Booker,0,0,0,0
Houston,17,President,,DEM,Cory Booker,0,0,0,0
Houston,18,President,,DEM,Cory Booker,0,0,0,0
Houston,19,President,,DEM,Cory Booker,0,0,0,0
Houston,20,President,,DEM,Cory Booker,0,0,0,0
Houston,21,President,,DEM,Cory Booker,0,0,0,0
Houston,22,President,,DEM,Cory Booker,3,0,0,3
Houston,1,President,,DEM,Robby Wells,0,0,0,0
Houston,2,President,,DEM,Robby Wells,0,0,0,0
Houston,3,President,,DEM,Robby Wells,0,0,0,0
Houston,4,President,,DEM,Robby Wells,0,0,0,0
Houston,5,President,,DEM,Robby Wells,0,0,0,0
Houston,6,President,,DEM,Robby Wells,0,0,0,0
Houston,7,President,,DEM,Robby Wells,0,0,0,0
Houston,8,President,,DEM,Robby Wells,0,0,0,0
Houston,9,President,,DEM,Robby Wells,0,0,0,0
Houston,10,President,,DEM,Robby Wells,0,0,0,0
Houston,11,President,,DEM,Robby Wells,0,0,0,0
Houston,12,President,,DEM,Robby Wells,0,0,0,0
Houston,14,President,,DEM,Robby Wells,0,0,0,0
Houston,15,President,,DEM,Robby Wells,0,0,0,0
Houston,16,President,,DEM,Robby Wells,0,0,0,0
Houston,17,President,,DEM,Robby Wells,0,0,0,0
Houston,18,President,,DEM,Robby Wells,0,0,0,0
Houston,19,President,,DEM,Robby Wells,0,0,0,0
Houston,20,President,,DEM,Robby Wells,0,0,0,0
Houston,21,President,,DEM,Robby Wells,0,0,0,0
Houston,22,President,,DEM,Robby Wells,0,0,0,0
Houston,1,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,7,7
Houston,2,U.S. Senate,,DEM,Jack Daniel Foster Jr.,1,2,2,5
Houston,3,U.S. Senate,,DEM,Jack Daniel Foster Jr.,2,3,6,11
Houston,4,U.S. Senate,,DEM,Jack Daniel Foster Jr.,1,1,0,2
Houston,5,U.S. Senate,,DEM,Jack Daniel Foster Jr.,1,0,2,3
Houston,6,U.S. Senate,,DEM,Jack Daniel Foster Jr.,1,1,2,4
Houston,7,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,1,1
Houston,8,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,1,1
Houston,9,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Houston,10,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Houston,11,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,1,1
Houston,12,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Houston,14,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Houston,15,U.S. Senate,,DEM,Jack Daniel Foster Jr.,2,0,0,2
Houston,16,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Houston,17,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Houston,18,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,2,2
Houston,19,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,2,2
Houston,20,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Houston,21,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,1,1
Houston,22,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,1,1
Houston,1,U.S. Senate,,DEM,Chris Bell,2,7,12,21
Houston,2,U.S. Senate,,DEM,Chris Bell,3,6,8,17
Houston,3,U.S. Senate,,DEM,Chris Bell,3,13,15,31
Houston,4,U.S. Senate,,DEM,Chris Bell,1,7,18,26
Houston,5,U.S. Senate,,DEM,Chris Bell,0,4,2,6
Houston,6,U.S. Senate,,DEM,Chris Bell,0,5,5,10
Houston,7,U.S. Senate,,DEM,Chris Bell,0,2,6,8
Houston,8,U.S. Senate,,DEM,Chris Bell,0,1,3,4
Houston,9,U.S. Senate,,DEM,Chris Bell,0,2,0,2
Houston,10,U.S. Senate,,DEM,Chris Bell,0,3,1,4
Houston,11,U.S. Senate,,DEM,Chris Bell,0,1,0,1
Houston,12,U.S. Senate,,DEM,Chris Bell,0,0,1,1
Houston,14,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Houston,15,U.S. Senate,,DEM,Chris Bell,1,4,2,7
Houston,16,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Houston,17,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Houston,18,U.S. Senate,,DEM,Chris Bell,0,0,2,2
Houston,19,U.S. Senate,,DEM,Chris Bell,1,0,1,2
Houston,20,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Houston,21,U.S. Senate,,DEM,Chris Bell,2,0,3,5
Houston,22,U.S. Senate,,DEM,Chris Bell,0,2,1,3
Houston,1,U.S. Senate,,DEM,Mary Hegar,1,2,2,5
Houston,2,U.S. Senate,,DEM,Mary Hegar,2,9,5,16
Houston,3,U.S. Senate,,DEM,Mary Hegar,7,4,3,14
Houston,4,U.S. Senate,,DEM,Mary Hegar,4,7,6,17
Houston,5,U.S. Senate,,DEM,Mary Hegar,4,4,8,16
Houston,6,U.S. Senate,,DEM,Mary Hegar,0,5,0,5
Houston,7,U.S. Senate,,DEM,Mary Hegar,0,2,0,2
Houston,8,U.S. Senate,,DEM,Mary Hegar,0,5,1,6
Houston,9,U.S. Senate,,DEM,Mary Hegar,0,2,1,3
Houston,10,U.S. Senate,,DEM,Mary Hegar,0,1,2,3
Houston,11,U.S. Senate,,DEM,Mary Hegar,0,0,1,1
Houston,12,U.S. Senate,,DEM,Mary Hegar,0,2,0,2
Houston,14,U.S. Senate,,DEM,Mary Hegar,0,0,0,0
Houston,15,U.S. Senate,,DEM,Mary Hegar,0,0,2,2
Houston,16,U.S. Senate,,DEM,Mary Hegar,2,0,0,2
Houston,17,U.S. Senate,,DEM,Mary Hegar,0,0,1,1
Houston,18,U.S. Senate,,DEM,Mary Hegar,0,1,1,2
Houston,19,U.S. Senate,,DEM,Mary Hegar,0,1,3,4
Houston,20,U.S. Senate,,DEM,Mary Hegar,0,0,0,0
Houston,21,U.S. Senate,,DEM,Mary Hegar,0,0,2,2
Houston,22,U.S. Senate,,DEM,Mary Hegar,0,0,0,0
Houston,1,U.S. Senate,,DEM,Michael Cooper,2,2,3,7
Houston,2,U.S. Senate,,DEM,Michael Cooper,0,3,9,12
Houston,3,U.S. Senate,,DEM,Michael Cooper,2,6,12,20
Houston,4,U.S. Senate,,DEM,Michael Cooper,0,2,6,8
Houston,5,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Houston,6,U.S. Senate,,DEM,Michael Cooper,1,3,5,9
Houston,7,U.S. Senate,,DEM,Michael Cooper,1,1,1,3
