county,precinct,office,district,party,candidate,absentee,early_voting,election_day,provisional,limited,votes
Parker,225,Ballots Cast,,Democratic Party,,1,5,38,0,0,44
Parker,225,Railroad Commissioner,,Democratic Party,Undervotes,0,0,6,0,0,6
Parker,225,Railroad Commissioner,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Chief Justice, Supreme Court",,Democratic Party,Amy Clark Meachum,1,5,31,0,0,37
Parker,225,"Chief Justice, Supreme Court",,Democratic Party,Jerry Zimmerer,0,0,5,0,0,5
Parker,225,Ballots Cast,,Democratic Party,,1,5,36,0,0,42
Parker,225,"Chief Justice, Supreme Court",,Democratic Party,Undervotes,0,0,8,0,0,8
Parker,225,"Chief Justice, Supreme Court",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Larry Praeger,0,2,9,0,0,11
Parker,225,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Kathy Cheng,1,3,25,0,0,29
Parker,225,Ballots Cast,,Democratic Party,,1,5,34,0,0,40
Parker,225,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Undervotes,0,0,10,0,0,10
Parker,225,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, Supreme Court, Place 7",,Democratic Party,Brandy Voss,0,0,12,0,0,12
Parker,225,"Justice, Supreme Court, Place 7",,Democratic Party,Staci Williams,1,5,22,0,0,28
Parker,225,Ballots Cast,,Democratic Party,,1,5,34,0,0,40
Parker,225,"Justice, Supreme Court, Place 7",,Democratic Party,Undervotes,0,0,10,0,0,10
Parker,225,"Justice, Supreme Court, Place 7",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, Supreme Court, Place 8",,Democratic Party,Gisela D. Triana,1,2,21,0,0,24
Parker,225,"Justice, Supreme Court, Place 8",,Democratic Party,Peter Kelly,0,3,13,0,0,16
Parker,225,Ballots Cast,,Democratic Party,,1,5,34,0,0,40
Parker,225,"Justice, Supreme Court, Place 8",,Democratic Party,Undervotes,0,0,10,0,0,10
Parker,225,"Justice, Supreme Court, Place 8",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Elizabeth Davis Frizell,0,3,29,0,0,32
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,William Pieratt Demond,1,1,0,0,0,2
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Dan Wood,0,1,6,0,0,7
Parker,225,Ballots Cast,,Democratic Party,,1,5,35,0,0,41
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Undervotes,0,0,9,0,0,9
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Tina Clinton,1,4,27,0,0,32
Parker,225,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Steven Miears,0,1,5,0,0,6
Parker,225,Ballots Cast,,Democratic Party,,1,5,32,0,0,38
Parker,225,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Undervotes,0,0,12,0,0,12
Parker,225,"Judge, Court of Criminal Appeals, Place 4",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Judge, Court of Criminal Appeals, Place 9",,Democratic Party,Brandon Birmingham,0,5,33,0,0,38
Parker,225,Ballots Cast,,Democratic Party,,0,5,33,0,0,38
Parker,225,"Judge, Court of Criminal Appeals, Place 9",,Democratic Party,Undervotes,1,0,11,0,0,12
Parker,225,"Judge, Court of Criminal Appeals, Place 9",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"State Representative, District 61",,Democratic Party,Christopher Cox,0,5,35,0,0,40
Parker,225,Ballots Cast,,Democratic Party,,0,5,35,0,0,40
Parker,225,"State Representative, District 61",,Democratic Party,Undervotes,1,0,9,0,0,10
Parker,225,"State Representative, District 61",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, 2nd Court of Appeals District, Place 6",,Democratic Party,Delonia A. Watson,0,5,33,0,0,38
Parker,225,Ballots Cast,,Democratic Party,,0,5,33,0,0,38
Parker,225,"Justice, 2nd Court of Appeals District, Place 6",,Democratic Party,Undervotes,1,0,11,0,0,12
Parker,225,"Justice, 2nd Court of Appeals District, Place 6",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,County Chair,,Democratic Party,Kay Pierson Parr,0,5,36,0,0,41
Parker,225,Ballots Cast,,Democratic Party,,0,5,36,0,0,41
Parker,225,County Chair,,Democratic Party,Undervotes,1,0,8,0,0,9
Parker,225,County Chair,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,President,,Republican Party,Donald J. Trump,17,154,219,1,2,393
Parker,225,President,,Republican Party,Zoltan G. Istvan,0,0,0,0,0,0
Parker,225,President,,Republican Party,Matthew John Matern,0,1,0,0,0,1
Parker,225,President,,Republican Party,"Roque ""Rocky"" De La Fuente Guerra",0,0,1,0,0,1
Parker,225,President,,Republican Party,Bob Ely,0,0,0,0,0,0
Parker,225,President,,Republican Party,Joe Walsh,0,0,1,0,0,1
Parker,225,President,,Republican Party,Bill Weld,0,0,0,0,0,0
Parker,225,President,,Republican Party,Uncommitted,1,4,2,0,0,7
Parker,225,Ballots Cast,,Republican Party,,18,159,223,1,2,403
Parker,225,President,,Republican Party,Undervotes,0,0,1,0,0,1
Parker,225,President,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,U.S. Senate,,Republican Party,John Anthony Castro,1,13,10,0,0,24
Parker,225,U.S. Senate,,Republican Party,Mark Yancey,0,5,15,0,1,21
Parker,225,U.S. Senate,,Republican Party,John Cornyn,15,112,165,1,1,294
Parker,225,U.S. Senate,,Republican Party,Dwayne Stovall,2,16,23,0,0,41
Parker,225,U.S. Senate,,Republican Party,Virgil Bierschwale,0,0,2,0,0,2
Parker,225,Ballots Cast,,Republican Party,,18,146,215,1,2,382
Parker,225,U.S. Senate,,Republican Party,Undervotes,0,13,9,0,0,22
Parker,225,U.S. Senate,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"United States Representative, District No. 12",,Republican Party,Kay Granger,10,88,116,1,2,217
Parker,225,"United States Representative, District No. 12",,Republican Party,Chris Putnam,7,68,105,0,0,180
Parker,225,Ballots Cast,,Republican Party,,17,156,221,1,2,397
Parker,225,"United States Representative, District No. 12",,Republican Party,Undervotes,1,3,3,0,0,7
Parker,225,"United States Representative, District No. 12",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Railroad Commissioner,,Republican Party,Ryan Sitton,11,94,115,1,1,222
Parker,225,Railroad Commissioner,,Republican Party,"James ""Jim"" Wright",5,47,89,0,1,142
Parker,225,Ballots Cast,,Republican Party,,16,141,204,1,2,364
Parker,225,Railroad Commissioner,,Republican Party,Undervotes,2,18,20,0,0,40
Parker,225,Railroad Commissioner,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Chief Justice, Supreme Court",,Republican Party,Nathan Hecht,16,131,196,1,2,346
Parker,225,Ballots Cast,,Republican Party,,16,131,196,1,2,346
Parker,225,"Chief Justice, Supreme Court",,Republican Party,Undervotes,2,28,28,0,0,58
Parker,225,"Chief Justice, Supreme Court",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, Supreme Court, Place 6 Unexpired Term",,Republican Party,Jane Bland,16,129,195,1,2,343
Parker,225,Ballots Cast,,Republican Party,,16,129,195,1,2,343
Parker,225,"Justice, Supreme Court, Place 6 Unexpired Term",,Republican Party,Undervotes,2,30,29,0,0,61
Parker,225,"Justice, Supreme Court, Place 6 Unexpired Term",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, Supreme Court, Place 7",,Republican Party,Jeff Boyd,16,130,194,1,2,343
Parker,225,Ballots Cast,,Republican Party,,16,130,194,1,2,343
Parker,225,"Justice, Supreme Court, Place 7",,Republican Party,Undervotes,2,29,30,0,0,61
Parker,225,"Justice, Supreme Court, Place 7",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, Supreme Court, Place 8",,Republican Party,Brett Busby,16,129,193,1,2,341
Parker,225,Ballots Cast,,Republican Party,,16,129,193,1,2,341
Parker,225,"Justice, Supreme Court, Place 8",,Republican Party,Undervotes,2,30,31,0,0,63
Parker,225,"Justice, Supreme Court, Place 8",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Gina Parker,11,99,133,1,2,246
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Bert Richardson,5,38,62,0,0,105
Parker,225,Ballots Cast,,Republican Party,,16,137,195,1,2,351
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Undervotes,2,22,29,0,0,53
Parker,225,"Judge, Court of Criminal Appeals, Place 3",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Judge, Court of Criminal Appeals, Place 4",,Republican Party,Kevin Patrick Yeary,16,126,186,1,2,331
Parker,225,Ballots Cast,,Republican Party,,16,126,186,1,2,331
Parker,225,"Judge, Court of Criminal Appeals, Place 4",,Republican Party,Undervotes,2,33,38,0,0,73
Parker,225,"Judge, Court of Criminal Appeals, Place 4",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Judge, Court of Criminal Appeals, Place 9",,Republican Party,David Newell,16,126,189,1,2,334
Parker,225,Ballots Cast,,Republican Party,,16,126,189,1,2,334
Parker,225,"Judge, Court of Criminal Appeals, Place 9",,Republican Party,Undervotes,2,33,35,0,0,70
Parker,225,"Judge, Court of Criminal Appeals, Place 9",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"State Representative, District 61",,Republican Party,Phil King,18,140,200,1,0,359
Parker,225,Ballots Cast,,Republican Party,,18,140,200,1,0,359
Parker,225,"State Representative, District 61",,Republican Party,Undervotes,0,19,24,0,2,45
Parker,225,"State Representative, District 61",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, 2nd Court of Appeals District, Place 2",,Republican Party,Dana Womack,16,126,192,1,0,335
Parker,225,Ballots Cast,,Republican Party,,16,126,192,1,0,335
Parker,225,"Justice, 2nd Court of Appeals District, Place 2",,Republican Party,Undervotes,2,33,32,0,2,69
Parker,225,"Justice, 2nd Court of Appeals District, Place 2",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, 2nd Court of Appeals District, Place 6",,Republican Party,Mike Wallach,16,125,188,1,0,330
Parker,225,Ballots Cast,,Republican Party,,16,125,188,1,0,330
Parker,225,"Justice, 2nd Court of Appeals District, Place 6",,Republican Party,Undervotes,2,34,36,0,2,74
Parker,225,"Justice, 2nd Court of Appeals District, Place 6",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Elizabeth Beach,8,65,82,0,0,155
Parker,225,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Brian Walker,3,67,89,1,0,160
Parker,225,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,John P. Chupp,4,1,17,0,0,22
Parker,225,Ballots Cast,,Republican Party,,15,133,188,1,0,337
Parker,225,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Undervotes,3,26,36,0,2,67
Parker,225,"Justice, 2nd Court of Appeals District, Place 7",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"District Judge, 43rd Judicial District",,Republican Party,Craig Towson,17,135,195,1,0,348
Parker,225,Ballots Cast,,Republican Party,,17,135,195,1,0,348
Parker,225,"District Judge, 43rd Judicial District",,Republican Party,Undervotes,1,24,29,0,2,56
Parker,225,"District Judge, 43rd Judicial District",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"District Judge, 415th Judicial District",,Republican Party,Graham Quisenberry,15,130,188,1,0,334
Parker,225,Ballots Cast,,Republican Party,,15,130,188,1,0,334
Parker,225,"District Judge, 415th Judicial District",,Republican Party,Undervotes,3,29,36,0,2,70
Parker,225,"District Judge, 415th Judicial District",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"District Attorney, 43rd Judicial District",,Republican Party,Jeff Swain,17,133,192,1,0,343
Parker,225,Ballots Cast,,Republican Party,,17,133,192,1,0,343
Parker,225,"District Attorney, 43rd Judicial District",,Republican Party,Undervotes,1,26,32,0,2,61
Parker,225,"District Attorney, 43rd Judicial District",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,County Court at Law No. 2,,Republican Party,Lynn Marie Johnson,17,132,190,1,0,340
Parker,225,Ballots Cast,,Republican Party,,17,132,190,1,0,340
Parker,225,County Court at Law No. 2,,Republican Party,Undervotes,1,27,34,0,2,64
Parker,225,County Court at Law No. 2,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,County Attorney,,Republican Party,John Forrest,17,132,193,1,0,343
Parker,225,Ballots Cast,,Republican Party,,17,132,193,1,0,343
Parker,225,County Attorney,,Republican Party,Undervotes,1,27,31,0,2,61
Parker,225,County Attorney,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Sheriff,,Republican Party,Fred Hammons,0,4,3,0,0,7
Parker,225,Sheriff,,Republican Party,Gregory Scott Gates,3,5,5,0,0,13
Parker,225,Sheriff,,Republican Party,Darrell Hull,3,38,60,0,0,101
Parker,225,Sheriff,,Republican Party,Larry Fowler,12,105,147,1,0,265
Parker,225,Ballots Cast,,Republican Party,,18,152,215,1,0,386
Parker,225,Sheriff,,Republican Party,Undervotes,0,7,9,0,2,18
Parker,225,Sheriff,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,County Tax Assessor-Collector,,Republican Party,"Jennifer ""Jenny"" Gentry",17,137,198,1,0,353
Parker,225,Ballots Cast,,Republican Party,,17,137,198,1,0,353
Parker,225,County Tax Assessor-Collector,,Republican Party,Undervotes,1,22,26,0,2,51
Parker,225,County Tax Assessor-Collector,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,"Constable, Precinct 2",,Republican Party,Joe Harris Jr,14,122,169,1,0,306
Parker,225,"Constable, Precinct 2",,Republican Party,Ray Riley,2,23,31,0,0,56
Parker,225,Ballots Cast,,Republican Party,,16,145,200,1,0,362
Parker,225,"Constable, Precinct 2",,Republican Party,Undervotes,2,14,24,0,2,42
Parker,225,"Constable, Precinct 2",,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,County Chairman,,Republican Party,J Scott Utley,15,125,189,1,0,330
Parker,225,Ballots Cast,,Republican Party,,15,125,189,1,0,330
Parker,225,County Chairman,,Republican Party,Undervotes,3,34,35,0,2,74
Parker,225,County Chairman,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #1,,Democratic Party,Yes,1,5,44,0,0,50
Parker,225,Proposition #1,,Democratic Party,No,0,0,0,0,0,0
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #1,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #1,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #2,,Democratic Party,Yes,1,4,41,0,0,46
Parker,225,Proposition #2,,Democratic Party,No,0,1,3,0,0,4
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #2,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #2,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #3,,Democratic Party,Yes,1,5,44,0,0,50
Parker,225,Proposition #3,,Democratic Party,No,0,0,0,0,0,0
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #3,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #3,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #4,,Democratic Party,Yes,1,5,44,0,0,50
Parker,225,Proposition #4,,Democratic Party,No,0,0,0,0,0,0
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #4,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #4,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #5,,Democratic Party,Yes,1,5,44,0,0,50
Parker,225,Proposition #5,,Democratic Party,No,0,0,0,0,0,0
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #5,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #5,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #6,,Democratic Party,Yes,1,5,43,0,0,49
Parker,225,Proposition #6,,Democratic Party,No,0,0,1,0,0,1
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #6,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #6,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #7,,Democratic Party,Yes,1,5,42,0,0,48
Parker,225,Proposition #7,,Democratic Party,No,0,0,2,0,0,2
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #7,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #7,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #8,,Democratic Party,Yes,1,5,43,0,0,49
Parker,225,Proposition #8,,Democratic Party,No,0,0,1,0,0,1
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #8,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #8,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #9,,Democratic Party,Yes,1,4,43,0,0,48
Parker,225,Proposition #9,,Democratic Party,No,0,1,0,0,0,1
Parker,225,Ballots Cast,,Democratic Party,,1,5,43,0,0,49
Parker,225,Proposition #9,,Democratic Party,Undervotes,0,0,1,0,0,1
Parker,225,Proposition #9,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #10,,Democratic Party,Yes,1,5,42,0,0,48
Parker,225,Proposition #10,,Democratic Party,No,0,0,1,0,0,1
Parker,225,Ballots Cast,,Democratic Party,,1,5,43,0,0,49
Parker,225,Proposition #10,,Democratic Party,Undervotes,0,0,1,0,0,1
Parker,225,Proposition #10,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition #11,,Democratic Party,Yes,1,5,39,0,0,45
Parker,225,Proposition #11,,Democratic Party,No,0,0,5,0,0,5
Parker,225,Ballots Cast,,Democratic Party,,1,5,44,0,0,50
Parker,225,Proposition #11,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,225,Proposition #11,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 1,,Republican Party,Yes,17,146,199,1,2,365
Parker,225,Proposition 1,,Republican Party,No,1,9,22,0,0,32
Parker,225,Ballots Cast,,Republican Party,,18,155,221,1,2,397
Parker,225,Proposition 1,,Republican Party,Undervotes,0,4,3,0,0,7
Parker,225,Proposition 1,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 2,,Republican Party,Yes,17,140,199,1,1,358
Parker,225,Proposition 2,,Republican Party,No,1,17,21,0,1,40
Parker,225,Ballots Cast,,Republican Party,,18,157,220,1,2,398
Parker,225,Proposition 2,,Republican Party,Undervotes,0,2,4,0,0,6
Parker,225,Proposition 2,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 3,,Republican Party,Yes,16,146,210,1,2,375
Parker,225,Proposition 3,,Republican Party,No,2,9,5,0,0,16
Parker,225,Ballots Cast,,Republican Party,,18,155,215,1,2,391
Parker,225,Proposition 3,,Republican Party,Undervotes,0,4,9,0,0,13
Parker,225,Proposition 3,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 4,,Republican Party,Yes,18,157,216,1,2,394
Parker,225,Proposition 4,,Republican Party,No,0,0,4,0,0,4
Parker,225,Ballots Cast,,Republican Party,,18,157,220,1,2,398
Parker,225,Proposition 4,,Republican Party,Undervotes,0,2,4,0,0,6
Parker,225,Proposition 4,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 5,,Republican Party,Yes,18,145,205,0,2,370
Parker,225,Proposition 5,,Republican Party,No,0,11,12,1,0,24
Parker,225,Ballots Cast,,Republican Party,,18,156,217,1,2,394
Parker,225,Proposition 5,,Republican Party,Undervotes,0,3,7,0,0,10
Parker,225,Proposition 5,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 6,,Republican Party,Yes,17,148,209,1,0,375
Parker,225,Proposition 6,,Republican Party,No,1,6,10,0,1,18
Parker,225,Ballots Cast,,Republican Party,,18,154,219,1,1,393
Parker,225,Proposition 6,,Republican Party,Undervotes,0,5,5,0,1,11
Parker,225,Proposition 6,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 7,,Republican Party,Yes,18,155,214,1,2,390
Parker,225,Proposition 7,,Republican Party,No,0,2,4,0,0,6
Parker,225,Ballots Cast,,Republican Party,,18,157,218,1,2,396
Parker,225,Proposition 7,,Republican Party,Undervotes,0,2,6,0,0,8
Parker,225,Proposition 7,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 8,,Republican Party,Yes,18,155,216,1,2,392
Parker,225,Proposition 8,,Republican Party,No,0,0,2,0,0,2
Parker,225,Ballots Cast,,Republican Party,,18,155,218,1,2,394
Parker,225,Proposition 8,,Republican Party,Undervotes,0,4,6,0,0,10
Parker,225,Proposition 8,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 9,,Republican Party,Yes,16,148,215,1,2,382
Parker,225,Proposition 9,,Republican Party,No,0,7,5,0,0,12
Parker,225,Ballots Cast,,Republican Party,,16,155,220,1,2,394
Parker,225,Proposition 9,,Republican Party,Undervotes,2,4,4,0,0,10
Parker,225,Proposition 9,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,225,Proposition 10,,Republican Party,Yes,15,146,210,1,1,373
Parker,225,Proposition 10,,Republican Party,No,1,7,6,0,1,15
Parker,225,Ballots Cast,,Republican Party,,16,153,216,1,2,388
Parker,225,Proposition 10,,Republican Party,Undervotes,2,6,8,0,0,16
Parker,225,Proposition 10,,Republican Party,Overvotes,0,0,0,0,0,0
Parker,230,President,,Democratic Party,John K. Delaney,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Michael R. Bloomberg,1,18,0,2,0,21
Parker,230,President,,Democratic Party,Marianne Williamson,0,0,0,0,0,0
Parker,230,President,,Democratic Party,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Parker,230,President,,Democratic Party,Amy Klobuchar,0,2,0,0,0,2
Parker,230,President,,Democratic Party,Robby Wells,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Elizabeth Warren,2,4,6,0,0,12
Parker,230,President,,Democratic Party,Pete Buttigieg,1,0,0,0,0,1
Parker,230,President,,Democratic Party,Bernie Sanders,0,8,10,0,0,18
Parker,230,President,,Democratic Party,Joseph R. Biden,3,5,20,0,0,28
Parker,230,President,,Democratic Party,Julián Castro,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Tom Steyer,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Cory Booker,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Tulsi Gabbard,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Deval Patrick,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Andrew Yang,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Michael Bennet,0,0,0,0,0,0
Parker,230,Ballots Cast,,Democratic Party,,7,37,36,2,0,82
Parker,230,President,,Democratic Party,Undervotes,0,0,0,0,0,0
Parker,230,President,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,230,U.S. Senate,,Democratic Party,Amanda K. Edwards,0,2,3,0,0,5
Parker,230,U.S. Senate,,Democratic Party,Cristina Tzintzun Ramirez,0,2,1,0,0,3
Parker,230,U.S. Senate,,Democratic Party,Adrian Ocegueda,0,0,0,0,0,0
Parker,230,U.S. Senate,,Democratic Party,"Annie ""Mamá"" Garcia",0,1,2,1,0,4
Parker,230,U.S. Senate,,Democratic Party,"Mary ""MJ"" Hegar",6,21,15,0,0,42
Parker,230,U.S. Senate,,Democratic Party,Royce West,0,7,4,0,0,11
Parker,230,U.S. Senate,,Democratic Party,Jack Daniel Foster Jr,0,1,1,0,0,2
Parker,230,U.S. Senate,,Democratic Party,Chris Bell,1,0,4,0,0,5
Parker,230,U.S. Senate,,Democratic Party,Sema Hernandez,0,1,2,0,0,3
Parker,230,U.S. Senate,,Democratic Party,D. R. Hunter,0,0,0,0,0,0
Parker,230,U.S. Senate,,Democratic Party,Victor Hugo Harris,0,0,1,0,0,1
Parker,230,U.S. Senate,,Democratic Party,Michael Cooper,0,1,0,0,0,1
Parker,230,Ballots Cast,,Democratic Party,,7,36,33,1,0,77
Parker,230,U.S. Senate,,Democratic Party,Undervotes,0,1,3,1,0,5
Parker,230,U.S. Senate,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,230,"United States Representative, District No. 12",,Democratic Party,Danny Anderson,1,6,6,1,0,14
Parker,230,"United States Representative, District No. 12",,Democratic Party,Lisa Welch,6,29,26,0,0,61
Parker,230,Ballots Cast,,Democratic Party,,7,35,32,1,0,75
Parker,230,"United States Representative, District No. 12",,Democratic Party,Undervotes,0,2,4,1,0,7
Parker,230,"United States Representative, District No. 12",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,230,Railroad Commissioner,,Democratic Party,Kelly Stone,1,13,8,0,0,22
Parker,230,Railroad Commissioner,,Democratic Party,"Roberto R. ""Beto"" Alonzo",3,5,10,0,0,18
Parker,230,Railroad Commissioner,,Democratic Party,Chrysta Castañeda,2,10,6,1,0,19
Parker,230,Railroad Commissioner,,Democratic Party,Mark Watson,0,3,9,0,0,12
Parker,230,Ballots Cast,,Democratic Party,,6,31,33,1,0,71
Parker,230,Railroad Commissioner,,Democratic Party,Undervotes,1,6,3,1,0,11
Parker,230,Railroad Commissioner,,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,230,"Chief Justice, Supreme Court",,Democratic Party,Amy Clark Meachum,5,27,31,1,0,64
Parker,230,"Chief Justice, Supreme Court",,Democratic Party,Jerry Zimmerer,1,6,4,0,0,11
Parker,230,Ballots Cast,,Democratic Party,,6,33,35,1,0,75
Parker,230,"Chief Justice, Supreme Court",,Democratic Party,Undervotes,1,4,1,1,0,7
Parker,230,"Chief Justice, Supreme Court",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,230,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Larry Praeger,1,5,10,0,0,16
Parker,230,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Kathy Cheng,4,28,24,1,0,57
Parker,230,Ballots Cast,,Democratic Party,,5,33,34,1,0,73
Parker,230,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Undervotes,2,4,2,1,0,9
Parker,230,"Justice, Supreme Court, Place 6 Unexpired Term",,Democratic Party,Overvotes,0,0,0,0,0,0
Parker,230,"Justice, Supreme Court, Place 7",,Democratic Party,Brandy Voss,3,13,17,0,0,33
Parker,230,"Justice, Supreme Court, Place 7",,Democratic Party,Staci Williams,3,19,17,1,0,40
Parker,230,Ballots Cast,,Democratic Party,,6,32,34,1,0,73
Parker,230,"Justice, Supreme Court, Place 7",,Democratic Party,Undervotes,1,5,2,1,0,9
Parker,230,"Justice, Supreme Court, Place 7",,Democratic Party,Overvotes,0,0,0,0,0,0
