county,precinct,office,district,party,candidate,votes,,
Trinity,18,President,,DEM,Biden,17,,
Trinity,19,President,,DEM,Biden,15,,
Trinity,20,President,,DEM,Biden,6,,
Trinity,21,President,,DEM,Biden,4,,
Trinity,Early,President,,DEM,Bennet,0,,
Trinity,1,President,,DEM,Bennet,0,,
Trinity,2,President,,DEM,Bennet,0,,
Trinity,3,President,,DEM,Bennet,0,,
Trinity,4,President,,DEM,Bennet,0,,
Trinity,5,President,,DEM,Bennet,0,,
Trinity,6,President,,DEM,Bennet,0,,
Trinity,7,President,,DEM,Bennet,0,,
Trinity,8,President,,DEM,Bennet,0,,
Trinity,9,President,,DEM,Bennet,0,,
Trinity,10,President,,DEM,Bennet,0,,
Trinity,11,President,,DEM,Bennet,0,,
Trinity,12,President,,DEM,Bennet,0,,
Trinity,14,President,,DEM,Bennet,0,,
Trinity,15,President,,DEM,Bennet,0,,
Trinity,16,President,,DEM,Bennet,0,,
Trinity,17,President,,DEM,Bennet,0,,
Trinity,18,President,,DEM,Bennet,1,,
Trinity,19,President,,DEM,Bennet,0,,
Trinity,20,President,,DEM,Bennet,0,,
Trinity,21,President,,DEM,Bennet,0,,
Trinity,Early,President,,DEM,Yang,2,,
Trinity,1,President,,DEM,Yang,0,,
Trinity,2,President,,DEM,Yang,0,,
Trinity,3,President,,DEM,Yang,0,,
Trinity,4,President,,DEM,Yang,1,,
Trinity,5,President,,DEM,Yang,0,,
Trinity,6,President,,DEM,Yang,0,,
Trinity,7,President,,DEM,Yang,0,,
Trinity,8,President,,DEM,Yang,0,,
Trinity,9,President,,DEM,Yang,0,,
Trinity,10,President,,DEM,Yang,0,,
Trinity,11,President,,DEM,Yang,0,,
Trinity,12,President,,DEM,Yang,0,,
Trinity,14,President,,DEM,Yang,0,,
Trinity,15,President,,DEM,Yang,0,,
Trinity,16,President,,DEM,Yang,0,,
Trinity,17,President,,DEM,Yang,1,,
Trinity,18,President,,DEM,Yang,0,,
Trinity,19,President,,DEM,Yang,0,,
Trinity,20,President,,DEM,Yang,0,,
Trinity,21,President,,DEM,Yang,0,,
Trinity,Early,President,,DEM,Steyer,6,,
Trinity,1,President,,DEM,Steyer,0,,
Trinity,2,President,,DEM,Steyer,2,,
Trinity,3,President,,DEM,Steyer,0,,
Trinity,4,President,,DEM,Steyer,0,,
Trinity,5,President,,DEM,Steyer,0,,
Trinity,6,President,,DEM,Steyer,0,,
Trinity,7,President,,DEM,Steyer,1,,
Trinity,8,President,,DEM,Steyer,0,,
Trinity,9,President,,DEM,Steyer,0,,
Trinity,10,President,,DEM,Steyer,0,,
Trinity,11,President,,DEM,Steyer,0,,
Trinity,12,President,,DEM,Steyer,0,,
Trinity,14,President,,DEM,Steyer,0,,
Trinity,15,President,,DEM,Steyer,0,,
Trinity,16,President,,DEM,Steyer,0,,
Trinity,17,President,,DEM,Steyer,1,,
Trinity,18,President,,DEM,Steyer,0,,
Trinity,19,President,,DEM,Steyer,0,,
Trinity,20,President,,DEM,Steyer,0,,
Trinity,21,President,,DEM,Steyer,0,,
Trinity,Early,President,,DEM,Bloomberg,80,,
Trinity,1,President,,DEM,Bloomberg,4,,
Trinity,2,President,,DEM,Bloomberg,0,,
Trinity,3,President,,DEM,Bloomberg,2,,
Trinity,4,President,,DEM,Bloomberg,0,,
Trinity,5,President,,DEM,Bloomberg,1,,
Trinity,6,President,,DEM,Bloomberg,0,,
Trinity,7,President,,DEM,Bloomberg,0,,
Trinity,8,President,,DEM,Bloomberg,0,,
Trinity,9,President,,DEM,Bloomberg,0,,
Trinity,10,President,,DEM,Bloomberg,0,,
Trinity,11,President,,DEM,Bloomberg,3,,
Trinity,12,President,,DEM,Bloomberg,2,,
Trinity,14,President,,DEM,Bloomberg,1,,
Trinity,15,President,,DEM,Bloomberg,0,,
Trinity,16,President,,DEM,Bloomberg,2,,
Trinity,17,President,,DEM,Bloomberg,10,,
Trinity,18,President,,DEM,Bloomberg,6,,
Trinity,19,President,,DEM,Bloomberg,5,,
Trinity,20,President,,DEM,Bloomberg,0,,
Trinity,21,President,,DEM,Bloomberg,1,,
Trinity,Early,President,,DEM,Warren,16,,
Trinity,1,President,,DEM,Warren,1,,
Trinity,2,President,,DEM,Warren,0,,
Trinity,3,President,,DEM,Warren,0,,
Trinity,4,President,,DEM,Warren,0,,
Trinity,5,President,,DEM,Warren,0,,
Trinity,6,President,,DEM,Warren,0,,
Trinity,7,President,,DEM,Warren,0,,
Trinity,8,President,,DEM,Warren,0,,
Trinity,9,President,,DEM,Warren,1,,
Trinity,10,President,,DEM,Warren,0,,
Trinity,11,President,,DEM,Warren,3,,
Trinity,12,President,,DEM,Warren,0,,
Trinity,14,President,,DEM,Warren,1,,
Trinity,15,President,,DEM,Warren,1,,
Trinity,16,President,,DEM,Warren,3,,
Trinity,17,President,,DEM,Warren,3,,
Trinity,18,President,,DEM,Warren,3,,
Trinity,19,President,,DEM,Warren,3,,
Trinity,20,President,,DEM,Warren,0,,
Trinity,21,President,,DEM,Warren,0,,
Trinity,Early,U.S. Senate,,DEM,Garcia,29,,
Trinity,1,U.S. Senate,,DEM,Garcia,0,,
Trinity,2,U.S. Senate,,DEM,Garcia,0,,
Trinity,3,U.S. Senate,,DEM,Garcia,1,,
Trinity,4,U.S. Senate,,DEM,Garcia,1,,
Trinity,5,U.S. Senate,,DEM,Garcia,0,,
Trinity,6,U.S. Senate,,DEM,Garcia,0,,
Trinity,7,U.S. Senate,,DEM,Garcia,1,,
Trinity,8,U.S. Senate,,DEM,Garcia,0,,
Trinity,9,U.S. Senate,,DEM,Garcia,0,,
Trinity,10,U.S. Senate,,DEM,Garcia,0,,
Trinity,11,U.S. Senate,,DEM,Garcia,4,,
Trinity,12,U.S. Senate,,DEM,Garcia,1,,
Trinity,14,U.S. Senate,,DEM,Garcia,0,,
Trinity,15,U.S. Senate,,DEM,Garcia,1,,
Trinity,16,U.S. Senate,,DEM,Garcia,2,,
Trinity,17,U.S. Senate,,DEM,Garcia,8,,
Trinity,18,U.S. Senate,,DEM,Garcia,3,,
Trinity,19,U.S. Senate,,DEM,Garcia,7,,
Trinity,20,U.S. Senate,,DEM,Garcia,0,,
Trinity,21,U.S. Senate,,DEM,Garcia,1,,
Trinity,Early,U.S. Senate,,DEM,Bell,48,,
Trinity,1,U.S. Senate,,DEM,Bell,5,,
Trinity,2,U.S. Senate,,DEM,Bell,6,,
Trinity,3,U.S. Senate,,DEM,Bell,0,,
Trinity,4,U.S. Senate,,DEM,Bell,0,,
Trinity,5,U.S. Senate,,DEM,Bell,0,,
Trinity,6,U.S. Senate,,DEM,Bell,0,,
Trinity,7,U.S. Senate,,DEM,Bell,1,,
Trinity,8,U.S. Senate,,DEM,Bell,1,,
Trinity,9,U.S. Senate,,DEM,Bell,6,,
Trinity,10,U.S. Senate,,DEM,Bell,1,,
Trinity,11,U.S. Senate,,DEM,Bell,8,,
Trinity,12,U.S. Senate,,DEM,Bell,0,,
Trinity,14,U.S. Senate,,DEM,Bell,4,,
Trinity,15,U.S. Senate,,DEM,Bell,2,,
Trinity,16,U.S. Senate,,DEM,Bell,7,,
Trinity,17,U.S. Senate,,DEM,Bell,10,,
Trinity,18,U.S. Senate,,DEM,Bell,6,,
Trinity,19,U.S. Senate,,DEM,Bell,7,,
Trinity,20,U.S. Senate,,DEM,Bell,1,,
Trinity,21,U.S. Senate,,DEM,Bell,3,,
Trinity,Early,U.S. Senate,,DEM,Cooper,12,,
Trinity,1,U.S. Senate,,DEM,Cooper,1,,
Trinity,2,U.S. Senate,,DEM,Cooper,0,,
Trinity,3,U.S. Senate,,DEM,Cooper,0,,
Trinity,4,U.S. Senate,,DEM,Cooper,0,,
Trinity,5,U.S. Senate,,DEM,Cooper,1,,
Trinity,6,U.S. Senate,,DEM,Cooper,0,,
Trinity,7,U.S. Senate,,DEM,Cooper,0,,
Trinity,8,U.S. Senate,,DEM,Cooper,0,,
Trinity,9,U.S. Senate,,DEM,Cooper,0,,
Trinity,10,U.S. Senate,,DEM,Cooper,0,,
Trinity,11,U.S. Senate,,DEM,Cooper,7,,
Trinity,12,U.S. Senate,,DEM,Cooper,0,,
Trinity,14,U.S. Senate,,DEM,Cooper,2,,
Trinity,15,U.S. Senate,,DEM,Cooper,0,,
Trinity,16,U.S. Senate,,DEM,Cooper,2,,
Trinity,17,U.S. Senate,,DEM,Cooper,5,,
Trinity,18,U.S. Senate,,DEM,Cooper,1,,
Trinity,19,U.S. Senate,,DEM,Cooper,2,,
Trinity,20,U.S. Senate,,DEM,Cooper,1,,
Trinity,21,U.S. Senate,,DEM,Cooper,0,,
Trinity,Early,U.S. Senate,,DEM,Hunter,1,,
Trinity,1,U.S. Senate,,DEM,Hunter,0,,
Trinity,2,U.S. Senate,,DEM,Hunter,0,,
Trinity,3,U.S. Senate,,DEM,Hunter,0,,
Trinity,4,U.S. Senate,,DEM,Hunter,0,,
Trinity,5,U.S. Senate,,DEM,Hunter,0,,
Trinity,6,U.S. Senate,,DEM,Hunter,0,,
Trinity,7,U.S. Senate,,DEM,Hunter,0,,
Trinity,8,U.S. Senate,,DEM,Hunter,0,,
Trinity,9,U.S. Senate,,DEM,Hunter,0,,
Trinity,10,U.S. Senate,,DEM,Hunter,1,,
Trinity,11,U.S. Senate,,DEM,Hunter,0,,
Trinity,12,U.S. Senate,,DEM,Hunter,0,,
Trinity,14,U.S. Senate,,DEM,Hunter,0,,
Trinity,15,U.S. Senate,,DEM,Hunter,0,,
Trinity,16,U.S. Senate,,DEM,Hunter,2,,
Trinity,17,U.S. Senate,,DEM,Hunter,1,,
Trinity,18,U.S. Senate,,DEM,Hunter,0,,
Trinity,19,U.S. Senate,,DEM,Hunter,0,,
Trinity,20,U.S. Senate,,DEM,Hunter,0,,
Trinity,21,U.S. Senate,,DEM,Hunter,0,,
Trinity,Early,U.S. Senate,,DEM,Harris,2,,
Trinity,1,U.S. Senate,,DEM,Harris,0,,
Trinity,2,U.S. Senate,,DEM,Harris,2,,
Trinity,3,U.S. Senate,,DEM,Harris,1,,
Trinity,4,U.S. Senate,,DEM,Harris,0,,
Trinity,5,U.S. Senate,,DEM,Harris,0,,
Trinity,6,U.S. Senate,,DEM,Harris,0,,
Trinity,7,U.S. Senate,,DEM,Harris,0,,
Trinity,8,U.S. Senate,,DEM,Harris,0,,
Trinity,9,U.S. Senate,,DEM,Harris,0,,
Trinity,10,U.S. Senate,,DEM,Harris,1,,
Trinity,11,U.S. Senate,,DEM,Harris,2,,
Trinity,12,U.S. Senate,,DEM,Harris,0,,
Trinity,14,U.S. Senate,,DEM,Harris,1,,
Trinity,15,U.S. Senate,,DEM,Harris,0,,
Trinity,16,U.S. Senate,,DEM,Harris,1,,
Trinity,17,U.S. Senate,,DEM,Harris,2,,
Trinity,18,U.S. Senate,,DEM,Harris,1,,
Trinity,19,U.S. Senate,,DEM,Harris,0,,
Trinity,20,U.S. Senate,,DEM,Harris,0,,
Trinity,21,U.S. Senate,,DEM,Harris,1,,
Trinity,Early,U.S. Senate,,DEM,Foster Jr.,11,,
Trinity,1,U.S. Senate,,DEM,Foster Jr.,2,,
Trinity,2,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,3,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,4,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,5,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,6,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,7,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,8,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,9,U.S. Senate,,DEM,Foster Jr.,1,,
Trinity,10,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,11,U.S. Senate,,DEM,Foster Jr.,2,,
Trinity,12,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,14,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,15,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,16,U.S. Senate,,DEM,Foster Jr.,2,,
Trinity,17,U.S. Senate,,DEM,Foster Jr.,3,,
Trinity,18,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,19,U.S. Senate,,DEM,Foster Jr.,1,,
Trinity,20,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,21,U.S. Senate,,DEM,Foster Jr.,0,,
Trinity,Early,U.S. Senate,,DEM,Edwards,23,,
Trinity,1,U.S. Senate,,DEM,Edwards,2,,
Trinity,2,U.S. Senate,,DEM,Edwards,0,,
Trinity,3,U.S. Senate,,DEM,Edwards,2,,
Trinity,4,U.S. Senate,,DEM,Edwards,0,,
Trinity,5,U.S. Senate,,DEM,Edwards,0,,
Trinity,6,U.S. Senate,,DEM,Edwards,0,,
Trinity,7,U.S. Senate,,DEM,Edwards,0,,
Trinity,8,U.S. Senate,,DEM,Edwards,0,,
Trinity,9,U.S. Senate,,DEM,Edwards,1,,
Trinity,10,U.S. Senate,,DEM,Edwards,0,,
Trinity,11,U.S. Senate,,DEM,Edwards,0,,
Trinity,12,U.S. Senate,,DEM,Edwards,0,,
Trinity,14,U.S. Senate,,DEM,Edwards,1,,
Trinity,15,U.S. Senate,,DEM,Edwards,0,,
Trinity,16,U.S. Senate,,DEM,Edwards,4,,
Trinity,17,U.S. Senate,,DEM,Edwards,10,,
Trinity,18,U.S. Senate,,DEM,Edwards,3,,
Trinity,19,U.S. Senate,,DEM,Edwards,1,,
Trinity,20,U.S. Senate,,DEM,Edwards,2,,
Trinity,21,U.S. Senate,,DEM,Edwards,0,,
Trinity,Early,U.S. Senate,,DEM,Hernandez,16,,
Trinity,1,U.S. Senate,,DEM,Hernandez,0,,
Trinity,2,U.S. Senate,,DEM,Hernandez,0,,
Trinity,3,U.S. Senate,,DEM,Hernandez,0,,
Trinity,4,U.S. Senate,,DEM,Hernandez,2,,
Trinity,5,U.S. Senate,,DEM,Hernandez,3,,
Trinity,6,U.S. Senate,,DEM,Hernandez,0,,
Trinity,7,U.S. Senate,,DEM,Hernandez,0,,
Trinity,8,U.S. Senate,,DEM,Hernandez,0,,
Trinity,9,U.S. Senate,,DEM,Hernandez,1,,
Trinity,10,U.S. Senate,,DEM,Hernandez,0,,
Trinity,11,U.S. Senate,,DEM,Hernandez,5,,
Trinity,12,U.S. Senate,,DEM,Hernandez,2,,
Trinity,14,U.S. Senate,,DEM,Hernandez,1,,
Trinity,15,U.S. Senate,,DEM,Hernandez,0,,
Trinity,16,U.S. Senate,,DEM,Hernandez,0,,
Trinity,17,U.S. Senate,,DEM,Hernandez,3,,
Trinity,18,U.S. Senate,,DEM,Hernandez,2,,
Trinity,19,U.S. Senate,,DEM,Hernandez,1,,
Trinity,20,U.S. Senate,,DEM,Hernandez,0,,
Trinity,21,U.S. Senate,,DEM,Hernandez,0,,
Trinity,Early,U.S. Senate,,DEM,Ramirez,15,,
Trinity,1,U.S. Senate,,DEM,Ramirez,0,,
Trinity,2,U.S. Senate,,DEM,Ramirez,0,,
Trinity,3,U.S. Senate,,DEM,Ramirez,0,,
Trinity,4,U.S. Senate,,DEM,Ramirez,0,,
Trinity,5,U.S. Senate,,DEM,Ramirez,0,,
Trinity,6,U.S. Senate,,DEM,Ramirez,0,,
Trinity,7,U.S. Senate,,DEM,Ramirez,0,,
Trinity,8,U.S. Senate,,DEM,Ramirez,0,,
Trinity,9,U.S. Senate,,DEM,Ramirez,0,,
Trinity,10,U.S. Senate,,DEM,Ramirez,0,,
Trinity,11,U.S. Senate,,DEM,Ramirez,0,,
Trinity,12,U.S. Senate,,DEM,Ramirez,0,,
Trinity,14,U.S. Senate,,DEM,Ramirez,2,,
Trinity,15,U.S. Senate,,DEM,Ramirez,0,,
Trinity,16,U.S. Senate,,DEM,Ramirez,1,,
Trinity,17,U.S. Senate,,DEM,Ramirez,1,,
Trinity,18,U.S. Senate,,DEM,Ramirez,1,,
Trinity,19,U.S. Senate,,DEM,Ramirez,2,,
Trinity,20,U.S. Senate,,DEM,Ramirez,0,,
Trinity,21,U.S. Senate,,DEM,Ramirez,0,,
Trinity,Early,U.S. Senate,,DEM,Hegar,68,,
Trinity,1,U.S. Senate,,DEM,Hegar,2,,
Trinity,2,U.S. Senate,,DEM,Hegar,2,,
