county,precinct,office,district,party,candidate,votes,,
Trinity,Early,President,,DEM,Castro,0,,
Trinity,1,President,,DEM,Castro,0,,
Trinity,2,President,,DEM,Castro,0,,
Trinity,3,President,,DEM,Castro,0,,
Trinity,4,President,,DEM,Castro,0,,
Trinity,5,President,,DEM,Castro,0,,
Trinity,6,President,,DEM,Castro,0,,
Trinity,7,President,,DEM,Castro,0,,
Trinity,8,President,,DEM,Castro,0,,
Trinity,9,President,,DEM,Castro,0,,
Trinity,10,President,,DEM,Castro,0,,
Trinity,11,President,,DEM,Castro,0,,
Trinity,12,President,,DEM,Castro,0,,
Trinity,14,President,,DEM,Castro,0,,
Trinity,15,President,,DEM,Castro,0,,
Trinity,16,President,,DEM,Castro,0,,
Trinity,17,President,,DEM,Castro,2,,
Trinity,18,President,,DEM,Castro,0,,
Trinity,19,President,,DEM,Castro,0,,
Trinity,20,President,,DEM,Castro,0,,
Trinity,21,President,,DEM,Castro,0,,
Trinity,Early,President,,DEM,Buttigieg,20,,
Trinity,1,President,,DEM,Buttigieg,0,,
Trinity,2,President,,DEM,Buttigieg,0,,
Trinity,3,President,,DEM,Buttigieg,0,,
Trinity,4,President,,DEM,Buttigieg,0,,
Trinity,5,President,,DEM,Buttigieg,0,,
Trinity,6,President,,DEM,Buttigieg,0,,
Trinity,7,President,,DEM,Buttigieg,0,,
Trinity,8,President,,DEM,Buttigieg,0,,
Trinity,9,President,,DEM,Buttigieg,0,,
Trinity,10,President,,DEM,Buttigieg,0,,
Trinity,11,President,,DEM,Buttigieg,0,,
Trinity,12,President,,DEM,Buttigieg,0,,
Trinity,14,President,,DEM,Buttigieg,0,,
Trinity,15,President,,DEM,Buttigieg,0,,
Trinity,16,President,,DEM,Buttigieg,0,,
Trinity,17,President,,DEM,Buttigieg,0,,
Trinity,18,President,,DEM,Buttigieg,0,,
Trinity,19,President,,DEM,Buttigieg,1,,
Trinity,20,President,,DEM,Buttigieg,0,,
Trinity,21,President,,DEM,Buttigieg,0,,
Trinity,Early,President,,DEM,Williamson,0,,
Trinity,1,President,,DEM,Williamson,0,,
Trinity,2,President,,DEM,Williamson,0,,
Trinity,3,President,,DEM,Williamson,0,,
Trinity,4,President,,DEM,Williamson,0,,
Trinity,5,President,,DEM,Williamson,0,,
Trinity,6,President,,DEM,Williamson,0,,
Trinity,7,President,,DEM,Williamson,0,,
Trinity,8,President,,DEM,Williamson,0,,
Trinity,9,President,,DEM,Williamson,0,,
Trinity,10,President,,DEM,Williamson,0,,
Trinity,11,President,,DEM,Williamson,0,,
Trinity,12,President,,DEM,Williamson,0,,
Trinity,14,President,,DEM,Williamson,0,,
Trinity,15,President,,DEM,Williamson,0,,
Trinity,16,President,,DEM,Williamson,0,,
Trinity,17,President,,DEM,Williamson,0,,
Trinity,18,President,,DEM,Williamson,0,,
Trinity,19,President,,DEM,Williamson,0,,
Trinity,20,President,,DEM,Williamson,0,,
Trinity,21,President,,DEM,Williamson,0,,
Trinity,Early,President,,DEM,Delaney,1,,
Trinity,1,President,,DEM,Delaney,0,,
Trinity,2,President,,DEM,Delaney,0,,
Trinity,3,President,,DEM,Delaney,0,,
Trinity,4,President,,DEM,Delaney,0,,
Trinity,5,President,,DEM,Delaney,0,,
Trinity,6,President,,DEM,Delaney,0,,
Trinity,7,President,,DEM,Delaney,0,,
Trinity,8,President,,DEM,Delaney,0,,
Trinity,9,President,,DEM,Delaney,0,,
Trinity,10,President,,DEM,Delaney,0,,
Trinity,11,President,,DEM,Delaney,0,,
Trinity,12,President,,DEM,Delaney,0,,
Trinity,14,President,,DEM,Delaney,0,,
Trinity,15,President,,DEM,Delaney,0,,
Trinity,16,President,,DEM,Delaney,0,,
Trinity,17,President,,DEM,Delaney,2,,
Trinity,18,President,,DEM,Delaney,0,,
Trinity,19,President,,DEM,Delaney,0,,
Trinity,20,President,,DEM,Delaney,0,,
Trinity,21,President,,DEM,Delaney,0,,
Trinity,Early,President,,DEM,De La Fuente,0,,
Trinity,1,President,,DEM,De La Fuente,0,,
Trinity,2,President,,DEM,De La Fuente,0,,
Trinity,3,President,,DEM,De La Fuente,0,,
Trinity,4,President,,DEM,De La Fuente,0,,
Trinity,5,President,,DEM,De La Fuente,0,,
Trinity,6,President,,DEM,De La Fuente,0,,
Trinity,7,President,,DEM,De La Fuente,0,,
Trinity,8,President,,DEM,De La Fuente,0,,
Trinity,9,President,,DEM,De La Fuente,0,,
Trinity,10,President,,DEM,De La Fuente,0,,
Trinity,11,President,,DEM,De La Fuente,0,,
Trinity,12,President,,DEM,De La Fuente,0,,
Trinity,14,President,,DEM,De La Fuente,0,,
Trinity,15,President,,DEM,De La Fuente,0,,
Trinity,16,President,,DEM,De La Fuente,0,,
Trinity,17,President,,DEM,De La Fuente,0,,
Trinity,18,President,,DEM,De La Fuente,0,,
Trinity,19,President,,DEM,De La Fuente,0,,
Trinity,20,President,,DEM,De La Fuente,0,,
Trinity,21,President,,DEM,De La Fuente,0,,
Trinity,Early,President,,DEM,Patrick,0,,
Trinity,1,President,,DEM,Patrick,0,,
Trinity,2,President,,DEM,Patrick,0,,
Trinity,3,President,,DEM,Patrick,0,,
Trinity,4,President,,DEM,Patrick,0,,
Trinity,5,President,,DEM,Patrick,0,,
Trinity,6,President,,DEM,Patrick,0,,
Trinity,7,President,,DEM,Patrick,0,,
Trinity,8,President,,DEM,Patrick,0,,
Trinity,9,President,,DEM,Patrick,0,,
Trinity,10,President,,DEM,Patrick,0,,
Trinity,11,President,,DEM,Patrick,0,,
Trinity,12,President,,DEM,Patrick,0,,
Trinity,14,President,,DEM,Patrick,0,,
Trinity,15,President,,DEM,Patrick,0,,
Trinity,16,President,,DEM,Patrick,0,,
Trinity,17,President,,DEM,Patrick,0,,
Trinity,18,President,,DEM,Patrick,0,,
Trinity,19,President,,DEM,Patrick,0,,
Trinity,20,President,,DEM,Patrick,0,,
Trinity,21,President,,DEM,Patrick,0,,
Trinity,Early,President,,DEM,Wells,1,,
Trinity,1,President,,DEM,Wells,0,,
Trinity,2,President,,DEM,Wells,0,,
Trinity,3,President,,DEM,Wells,0,,
Trinity,4,President,,DEM,Wells,0,,
Trinity,5,President,,DEM,Wells,0,,
Trinity,6,President,,DEM,Wells,0,,
Trinity,7,President,,DEM,Wells,0,,
Trinity,8,President,,DEM,Wells,0,,
Trinity,9,President,,DEM,Wells,0,,
Trinity,10,President,,DEM,Wells,0,,
Trinity,11,President,,DEM,Wells,0,,
Trinity,12,President,,DEM,Wells,0,,
Trinity,14,President,,DEM,Wells,0,,
Trinity,15,President,,DEM,Wells,0,,
Trinity,16,President,,DEM,Wells,1,,
Trinity,17,President,,DEM,Wells,1,,
Trinity,18,President,,DEM,Wells,0,,
Trinity,19,President,,DEM,Wells,0,,
Trinity,20,President,,DEM,Wells,0,,
Trinity,21,President,,DEM,Wells,0,,
Trinity,Early,President,,DEM,Booker,0,,
Trinity,1,President,,DEM,Booker,1,,
Trinity,2,President,,DEM,Booker,0,,
Trinity,3,President,,DEM,Booker,0,,
Trinity,4,President,,DEM,Booker,0,,
Trinity,5,President,,DEM,Booker,0,,
Trinity,6,President,,DEM,Booker,0,,
Trinity,7,President,,DEM,Booker,0,,
Trinity,8,President,,DEM,Booker,0,,
Trinity,9,President,,DEM,Booker,0,,
Trinity,10,President,,DEM,Booker,0,,
Trinity,11,President,,DEM,Booker,0,,
Trinity,12,President,,DEM,Booker,0,,
Trinity,14,President,,DEM,Booker,0,,
Trinity,15,President,,DEM,Booker,0,,
Trinity,16,President,,DEM,Booker,0,,
Trinity,17,President,,DEM,Booker,0,,
Trinity,18,President,,DEM,Booker,0,,
Trinity,19,President,,DEM,Booker,0,,
Trinity,20,President,,DEM,Booker,0,,
Trinity,21,President,,DEM,Booker,0,,
Trinity,Early,President,,DEM,Gabbard,0,,
Trinity,1,President,,DEM,Gabbard,0,,
Trinity,2,President,,DEM,Gabbard,0,,
Trinity,3,President,,DEM,Gabbard,0,,
Trinity,4,President,,DEM,Gabbard,0,,
Trinity,5,President,,DEM,Gabbard,0,,
Trinity,6,President,,DEM,Gabbard,0,,
Trinity,7,President,,DEM,Gabbard,0,,
Trinity,8,President,,DEM,Gabbard,0,,
Trinity,9,President,,DEM,Gabbard,0,,
Trinity,10,President,,DEM,Gabbard,0,,
Trinity,11,President,,DEM,Gabbard,0,,
Trinity,12,President,,DEM,Gabbard,0,,
Trinity,14,President,,DEM,Gabbard,0,,
Trinity,15,President,,DEM,Gabbard,0,,
Trinity,16,President,,DEM,Gabbard,0,,
Trinity,17,President,,DEM,Gabbard,0,,
Trinity,18,President,,DEM,Gabbard,0,,
Trinity,19,President,,DEM,Gabbard,0,,
Trinity,20,President,,DEM,Gabbard,0,,
Trinity,21,President,,DEM,Gabbard,0,,
Trinity,Early,President,,DEM,Sanders,36,,
Trinity,1,President,,DEM,Sanders,2,,
Trinity,2,President,,DEM,Sanders,4,,
Trinity,3,President,,DEM,Sanders,2,,
Trinity,4,President,,DEM,Sanders,3,,
Trinity,5,President,,DEM,Sanders,1,,
Trinity,6,President,,DEM,Sanders,1,,
Trinity,7,President,,DEM,Sanders,0,,
Trinity,8,President,,DEM,Sanders,0,,
Trinity,9,President,,DEM,Sanders,2,,
Trinity,10,President,,DEM,Sanders,1,,
Trinity,11,President,,DEM,Sanders,13,,
Trinity,12,President,,DEM,Sanders,2,,
Trinity,14,President,,DEM,Sanders,3,,
Trinity,15,President,,DEM,Sanders,0,,
Trinity,16,President,,DEM,Sanders,5,,
Trinity,17,President,,DEM,Sanders,12,,
Trinity,18,President,,DEM,Sanders,3,,
Trinity,19,President,,DEM,Sanders,4,,
Trinity,20,President,,DEM,Sanders,3,,
Trinity,21,President,,DEM,Sanders,4,,
Trinity,Early,President,,DEM,Klobuchar,13,,
Trinity,1,President,,DEM,Klobuchar,0,,
Trinity,2,President,,DEM,Klobuchar,0,,
Trinity,3,President,,DEM,Klobuchar,0,,
Trinity,4,President,,DEM,Klobuchar,0,,
Trinity,5,President,,DEM,Klobuchar,0,,
Trinity,6,President,,DEM,Klobuchar,0,,
Trinity,7,President,,DEM,Klobuchar,0,,
Trinity,8,President,,DEM,Klobuchar,0,,
Trinity,9,President,,DEM,Klobuchar,0,,
Trinity,10,President,,DEM,Klobuchar,0,,
Trinity,11,President,,DEM,Klobuchar,0,,
Trinity,12,President,,DEM,Klobuchar,0,,
Trinity,14,President,,DEM,Klobuchar,1,,
Trinity,15,President,,DEM,Klobuchar,0,,
Trinity,16,President,,DEM,Klobuchar,0,,
Trinity,17,President,,DEM,Klobuchar,0,,
Trinity,18,President,,DEM,Klobuchar,0,,
Trinity,19,President,,DEM,Klobuchar,0,,
Trinity,20,President,,DEM,Klobuchar,0,,
Trinity,21,President,,DEM,Klobuchar,0,,
Trinity,Early,President,,DEM,Biden,80,,
Trinity,1,President,,DEM,Biden,8,,
Trinity,2,President,,DEM,Biden,10,,
Trinity,3,President,,DEM,Biden,2,,
Trinity,4,President,,DEM,Biden,0,,
Trinity,5,President,,DEM,Biden,2,,
Trinity,6,President,,DEM,Biden,0,,
Trinity,7,President,,DEM,Biden,1,,
Trinity,8,President,,DEM,Biden,1,,
Trinity,9,President,,DEM,Biden,11,,
Trinity,10,President,,DEM,Biden,2,,
Trinity,11,President,,DEM,Biden,26,,
Trinity,12,President,,DEM,Biden,2,,
Trinity,14,President,,DEM,Biden,15,,
Trinity,15,President,,DEM,Biden,1,,
Trinity,16,President,,DEM,Biden,21,,
Trinity,17,President,,DEM,Biden,36,,
