county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day
Hays,110,President,,Donald J. Trump/Michael R. Pence,REP,651,,,
Hays,110,President,,Joseph R. Biden/Kamala D. Harris,DEM,891,,,
Hays,110,President,,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LBT,24,,,
Hays,110,President,,Howie Hawkins/Angela Walker,GRN,4,,,
Hays,110,President,,Abram Loeb/Jennifer Jairala (W),,0,,,
Hays,110,President,,Brian Carroll/Amar Patel (W),,1,,,
Hays,110,President,,Gloria La Riva/Leonard Peltier (W),,0,,,
Hays,110,President,,Jesse Cuellar/Jimmy Monreal (W),,0,,,
Hays,110,President,,Kasey Wells/Rachel Wells (W),,0,,,
Hays,110,President,,President R. Boddie/Eric C. Stoneham (W),,0,,,
Hays,110,President,,Robert Morrow/Anne Beckett (W),,0,,,
Hays,110,President,,Todd Cella/Tim Cella (W),,0,,,
Hays,110,President,,Tom Hoefling/Andy Prior (W),,1,,,
Hays,111,President,,Donald J. Trump/Michael R. Pence,REP,58,,,
Hays,111,President,,Joseph R. Biden/Kamala D. Harris,DEM,164,,,
Hays,111,President,,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LBT,3,,,
Hays,111,President,,Howie Hawkins/Angela Walker,GRN,1,,,
Hays,111,President,,Abram Loeb/Jennifer Jairala (W),,0,,,
Hays,111,President,,Brian Carroll/Amar Patel (W),,0,,,
Hays,111,President,,Gloria La Riva/Leonard Peltier (W),,0,,,
Hays,111,President,,Jesse Cuellar/Jimmy Monreal (W),,0,,,
Hays,111,President,,Kasey Wells/Rachel Wells (W),,0,,,
Hays,111,President,,President R. Boddie/Eric C. Stoneham (W),,0,,,
Hays,111,President,,Robert Morrow/Anne Beckett (W),,0,,,
Hays,111,President,,Todd Cella/Tim Cella (W),,0,,,
Hays,111,President,,Tom Hoefling/Andy Prior (W),,0,,,
Hays,112,President,,Donald J. Trump/Michael R. Pence,REP,365,,,
Hays,112,President,,Joseph R. Biden/Kamala D. Harris,DEM,1071,,,
Hays,112,President,,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LBT,21,,,
Hays,112,President,,Howie Hawkins/Angela Walker,GRN,17,,,
Hays,112,President,,Abram Loeb/Jennifer Jairala (W),,0,,,
Hays,112,President,,Brian Carroll/Amar Patel (W),,0,,,
Hays,112,President,,Gloria La Riva/Leonard Peltier (W),,1,,,
Hays,112,President,,Jesse Cuellar/Jimmy Monreal (W),,0,,,
Hays,112,President,,Kasey Wells/Rachel Wells (W),,0,,,
Hays,112,President,,President R. Boddie/Eric C. Stoneham (W),,0,,,
Hays,112,President,,Robert Morrow/Anne Beckett (W),,0,,,
Hays,112,President,,Todd Cella/Tim Cella (W),,0,,,
Hays,112,President,,Tom Hoefling/Andy Prior (W),,0,,,
Hays,113,President,,Donald J. Trump/Michael R. Pence,REP,199,,,
Hays,113,President,,Joseph R. Biden/Kamala D. Harris,DEM,568,,,
Hays,113,President,,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LBT,6,,,
Hays,113,President,,Howie Hawkins/Angela Walker,GRN,4,,,
Hays,113,President,,Abram Loeb/Jennifer Jairala (W),,0,,,
Hays,113,President,,Brian Carroll/Amar Patel (W),,0,,,
Hays,113,President,,Gloria La Riva/Leonard Peltier (W),,0,,,
Hays,113,President,,Jesse Cuellar/Jimmy Monreal (W),,0,,,
Hays,113,President,,Kasey Wells/Rachel Wells (W),,0,,,
Hays,113,President,,President R. Boddie/Eric C. Stoneham (W),,0,,,
Hays,113,President,,Robert Morrow/Anne Beckett (W),,0,,,
Hays,113,President,,Todd Cella/Tim Cella (W),,0,,,
Hays,113,President,,Tom Hoefling/Andy Prior (W),,0,,,
Hays,114,President,,Donald J. Trump/Michael R. Pence,REP,321,,,
Hays,114,President,,Joseph R. Biden/Kamala D. Harris,DEM,773,,,
Hays,114,President,,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LBT,18,,,
Hays,114,President,,Howie Hawkins/Angela Walker,GRN,2,,,
Hays,114,President,,Abram Loeb/Jennifer Jairala (W),,0,,,
Hays,114,President,,Brian Carroll/Amar Patel (W),,0,,,
Hays,114,President,,Gloria La Riva/Leonard Peltier (W),,1,,,
Hays,114,President,,Jesse Cuellar/Jimmy Monreal (W),,0,,,
Hays,114,President,,Kasey Wells/Rachel Wells (W),,0,,,
Hays,114,President,,President R. Boddie/Eric C. Stoneham (W),,0,,,
Hays,114,President,,Robert Morrow/Anne Beckett (W),,0,,,
Hays,114,President,,Todd Cella/Tim Cella (W),,0,,,
Hays,114,President,,Tom Hoefling/Andy Prior (W),,0,,,
Hays,115,President,,Donald J. Trump/Michael R. Pence,REP,360,,,
Hays,115,President,,Joseph R. Biden/Kamala D. Harris,DEM,970,,,
Hays,115,President,,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LBT,26,,,
Hays,115,President,,Howie Hawkins/Angela Walker,GRN,9,,,
Hays,115,President,,Abram Loeb/Jennifer Jairala (W),,0,,,
