county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Gonzales,Precinct 1,Registered Voters,,,,2743,,,
Gonzales,Precinct 1,Ballots Cast,,,,1771,189,1325,257
Gonzales,Precinct 1,Ballots Cast Blank,,,,0,0,0,0
Gonzales,Precinct 1,President,,REP,Donald J. Trump / Michael R. Pence,1316,107,1031,178
Gonzales,Precinct 1,President,,DEM,Joseph R. Biden / Kamala D. Harris,426,78,279,69
Gonzales,Precinct 1,President,,LBT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",13,1,6,6
Gonzales,Precinct 1,President,,GRE,Howie Hawkins / Angela Walker,4,1,1,2
Gonzales,Precinct 1,U.S. Senate,,REP,John Cornyn,1340,115,1045,180
Gonzales,Precinct 1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",374,67,248,59
Gonzales,Precinct 1,U.S. Senate,,LBT,Kerry Douglas McKennon,17,0,10,7
Gonzales,Precinct 1,U.S. Senate,,GRE,David B. Collins,10,1,5,4
Gonzales,Precinct 1,U.S. House,27,REP,Michael Cloud,1349,110,1062,177
Gonzales,Precinct 1,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",364,67,234,63
Gonzales,Precinct 1,U.S. House,27,LBT,Phil Gray,21,2,10,9
Gonzales,Precinct 1,U.S. House,34,REP,Rey Gonzalez,0,0,0,0
Gonzales,Precinct 1,U.S. House,34,DEM,Filmon B. Vela,0,0,0,0
Gonzales,Precinct 1,U.S. House,34,LBT,Anthony Cristo,0,0,0,0
Gonzales,Precinct 1,U.S. House,34,IND,Chris B. Royal,0,0,0,0
Gonzales,Precinct 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",1301,104,1026,171
Gonzales,Precinct 1,Railroad Commissioner,,DEM,Chrysta Castaneda,398,75,256,67
Gonzales,Precinct 1,Railroad Commissioner,,LBT,Matt Sterett,20,1,13,6
Gonzales,Precinct 1,Railroad Commissioner,,GRE," Katija ""Kat"" Gruene",12,2,4,6
Gonzales,Precinct 1,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1300,104,1027,169
Gonzales,Precinct 1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,400,76,258,66
Gonzales,Precinct 1,"Chief Justice, Supreme Court",,LBT,Mark Ash,34,2,19,13
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,1358,107,1061,190
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,368,68,242,58
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,1320,103,1042,175
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,383,74,247,62
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 7",,LBT,William Bryan Strange III,30,2,16,12
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,1302,103,1028,171
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,393,73,254,66
Gonzales,Precinct 1,"Justice, Supreme Court, Pl 8",,LBT,Tom Oxford,25,2,15,8
Gonzales,Precinct 1,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,1333,105,1052,176
Gonzales,Precinct 1,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,391,72,248,71
Gonzales,Precinct 1,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,1325,103,1045,177
Gonzales,Precinct 1,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,392,71,252,69
Gonzales,Precinct 1,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,1330,103,1049,178
Gonzales,Precinct 1,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,385,70,248,67
Gonzales,Precinct 1,State Senate,18,REP,Lois W. Kolkhorst,1352,110,1058,184
Gonzales,Precinct 1,State Senate,18,DEM,Michael Antalan,377,68,247,62
Gonzales,Precinct 1,State Representative,17,REP,John P. Cyrier,1349,110,1055,184
Gonzales,Precinct 1,State Representative,17,DEM,Madeline Eden,378,69,246,63
Gonzales,Precinct 1,"Justice, 13 Ct of App Dist, Pl 4",,REP,Jaime Tijerina,1327,103,1041,183
Gonzales,Precinct 1,"Justice, 13 Ct of App Dist, Pl 4",,DEM,Migdalia Lopez,390,71,256,63
Gonzales,Precinct 1,"Justice, 13 Ct of App Dist, Pl 6",,REP,Clarissa Silva,1334,102,1056,176
Gonzales,Precinct 1,"Justice, 13 Ct of App Dist, Pl 6",,DEM,Nereida Lopez-Singleterry,383,75,241,67
Gonzales,Precinct 1,"Dist Judge, 25 Judicial Dist",,REP,Bill Old,1606,134,1238,234
Gonzales,Precinct 1,"Dist Judge, 2nd 25 Judicial Dist",,REP,Jessica Richard Crawford,1601,131,1237,233
Gonzales,Precinct 1,County Attorney,,REP,Paul Watkins,1607,135,1239,233
Gonzales,Precinct 1,Sheriff,,REP,Robert Ynclan,1455,132,1112,211
Gonzales,Precinct 1,Sheriff,,DEM,Floyd Toliver,283,47,193,43
Gonzales,Precinct 1,County Tax Assessor-Collector,,REP,Crystal Cedillo,1624,144,1241,239
