county,precinct,office,district,party,candidate,mail,early_voting,election_day,votes
Motley,1,President,,DEM,Bernie Sanders,0,0,0,0
Motley,1,President,,DEM,Tulsi Gabbard,0,0,0,0
Motley,1,President,,DEM,Joe Biden,0,0,0,0
Motley,1,President,,DEM,Andrew Yang,0,0,0,0
Motley,1,President,,DEM,Pete Buttigieg,0,0,0,0
Motley,1,President,,DEM,Robby Wells,0,0,0,0
Motley,1,President,,DEM,Elizabeth Warren,0,0,0,0
Motley,1,President,,DEM,Tom Steyer,0,0,0,0
Motley,1,President,,DEM,John Delaney,0,0,0,0
Motley,1,President,,DEM,Michael Bennet,0,0,0,0
Motley,1,President,,DEM,Julian Castro,0,0,0,0
Motley,1,President,,DEM,Deval Patrick,0,0,0,0
Motley,1,President,,DEM,Marianne Williamson,0,0,0,0
Motley,1,President,,DEM,Cory Booker,0,0,0,0
Motley,1,President,,DEM,Rocky De La Fuente,0,0,0,0
Motley,1,President,,DEM,Michael Bloomberg,0,0,0,0
Motley,1,President,,DEM,Amy Klobuchar,0,0,0,0
Motley,2,President,,DEM,Bernie Sanders,1,0,0,1
Motley,2,President,,DEM,Tulsi Gabbard,0,0,0,0
Motley,2,President,,DEM,Joe Biden,2,0,0,2
Motley,2,President,,DEM,Andrew Yang,0,0,0,0
Motley,2,President,,DEM,Pete Buttigieg,0,0,0,0
Motley,2,President,,DEM,Robby Wells,0,0,0,0
Motley,2,President,,DEM,Elizabeth Warren,0,0,0,0
Motley,2,President,,DEM,Tom Steyer,0,0,0,0
Motley,2,President,,DEM,John Delaney,0,0,0,0
Motley,2,President,,DEM,Michael Bennet,0,0,0,0
Motley,2,President,,DEM,Julian Castro,0,0,0,0
Motley,2,President,,DEM,Deval Patrick,0,0,0,0
Motley,2,President,,DEM,Marianne Williamson,0,0,0,0
Motley,2,President,,DEM,Cory Booker,0,0,0,0
Motley,2,President,,DEM,Rocky De La Fuente,0,0,0,0
Motley,2,President,,DEM,Michael Bloomberg,0,2,0,2
Motley,2,President,,DEM,Amy Klobuchar,0,0,0,0
Motley,3,President,,DEM,Bernie Sanders,0,0,0,0
Motley,3,President,,DEM,Tulsi Gabbard,0,0,0,0
Motley,3,President,,DEM,Joe Biden,1,0,0,1
Motley,3,President,,DEM,Andrew Yang,0,0,0,0
Motley,3,President,,DEM,Pete Buttigieg,0,0,0,0
Motley,3,President,,DEM,Robby Wells,0,0,0,0
Motley,3,President,,DEM,Elizabeth Warren,0,0,0,0
Motley,3,President,,DEM,Tom Steyer,0,0,0,0
Motley,3,President,,DEM,John Delaney,0,0,0,0
Motley,3,President,,DEM,Michael Bennet,0,0,0,0
Motley,3,President,,DEM,Julian Castro,0,0,0,0
Motley,3,President,,DEM,Deval Patrick,0,0,0,0
Motley,3,President,,DEM,Marianne Williamson,0,0,0,0
Motley,3,President,,DEM,Cory Booker,0,0,0,0
Motley,3,President,,DEM,Rocky De La Fuente,0,0,0,0
Motley,3,President,,DEM,Michael Bloomberg,0,0,0,0
Motley,3,President,,DEM,Amy Klobuchar,0,0,0,0
Motley,4,President,,DEM,Bernie Sanders,0,0,1,1
Motley,4,President,,DEM,Tulsi Gabbard,0,0,0,0
Motley,4,President,,DEM,Joe Biden,3,0,1,4
Motley,4,President,,DEM,Andrew Yang,0,0,0,0
Motley,4,President,,DEM,Pete Buttigieg,0,0,0,0
Motley,4,President,,DEM,Robby Wells,0,0,0,0
Motley,4,President,,DEM,Elizabeth Warren,0,0,0,0
Motley,4,President,,DEM,Tom Steyer,0,0,0,0
Motley,4,President,,DEM,John Delaney,0,0,0,0
Motley,4,President,,DEM,Michael Bennet,0,0,0,0
Motley,4,President,,DEM,Julian Castro,0,0,0,0
Motley,4,President,,DEM,Deval Patrick,0,0,0,0
Motley,4,President,,DEM,Marianne Williamson,0,0,0,0
Motley,4,President,,DEM,Cory Booker,0,0,0,0
Motley,4,President,,DEM,Rocky De La Fuente,0,0,0,0
Motley,4,President,,DEM,Michael Bloomberg,0,0,0,0
Motley,4,President,,DEM,Amy Klobuchar,0,0,0,0
Motley,5,President,,DEM,Bernie Sanders,0,0,0,0
Motley,5,President,,DEM,Tulsi Gabbard,0,0,0,0
Motley,5,President,,DEM,Joe Biden,0,0,0,0
Motley,5,President,,DEM,Andrew Yang,0,0,0,0
Motley,5,President,,DEM,Pete Buttigieg,0,0,0,0
Motley,5,President,,DEM,Robby Wells,0,0,0,0
Motley,5,President,,DEM,Elizabeth Warren,0,0,0,0
Motley,5,President,,DEM,Tom Steyer,0,0,0,0
Motley,5,President,,DEM,John Delaney,0,0,0,0
Motley,5,President,,DEM,Michael Bennet,0,0,0,0
Motley,5,President,,DEM,Julian Castro,0,0,0,0
Motley,5,President,,DEM,Deval Patrick,0,0,0,0
Motley,5,President,,DEM,Marianne Williamson,0,0,0,0
Motley,5,President,,DEM,Cory Booker,0,0,0,0
Motley,5,President,,DEM,Rocky De La Fuente,0,0,0,0
Motley,5,President,,DEM,Michael Bloomberg,0,0,2,2
Motley,5,President,,DEM,Amy Klobuchar,0,0,0,0
Motley,6,President,,DEM,Bernie Sanders,0,0,1,1
Motley,6,President,,DEM,Tulsi Gabbard,0,0,0,0
Motley,6,President,,DEM,Joe Biden,0,1,0,1
Motley,6,President,,DEM,Andrew Yang,0,0,0,0
Motley,6,President,,DEM,Pete Buttigieg,0,0,0,0
Motley,6,President,,DEM,Robby Wells,0,0,0,0
Motley,6,President,,DEM,Elizabeth Warren,0,3,0,3
Motley,6,President,,DEM,Tom Steyer,0,0,0,0
Motley,6,President,,DEM,John Delaney,0,0,0,0
Motley,6,President,,DEM,Michael Bennet,0,0,0,0
Motley,6,President,,DEM,Julian Castro,0,0,0,0
Motley,6,President,,DEM,Deval Patrick,0,0,0,0
Motley,6,President,,DEM,Marianne Williamson,0,0,0,0
Motley,6,President,,DEM,Cory Booker,0,0,0,0
Motley,6,President,,DEM,Rocky De La Fuente,0,0,0,0
Motley,6,President,,DEM,Michael Bloomberg,0,0,0,0
Motley,6,President,,DEM,Amy Klobuchar,0,0,0,0
Motley,1,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Motley,1,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Motley,1,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Motley,1,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Motley,1,U.S. Senate,,DEM,Royce West,0,0,0,0
Motley,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,0,0,0
Motley,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0
Motley,1,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Motley,1,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Motley,1,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,0,0
Motley,1,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Motley,1,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
Motley,2,U.S. Senate,,DEM,Amanda K. Edwards,1,0,0,1
Motley,2,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Motley,2,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Motley,2,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Motley,2,U.S. Senate,,DEM,Royce West,0,0,0,0
Motley,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,1,0,1
Motley,2,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0
Motley,2,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Motley,2,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Motley,2,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,1,0,1
Motley,2,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Motley,2,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
Motley,3,U.S. Senate,,DEM,Amanda K. Edwards,1,0,0,1
Motley,3,U.S. Senate,,DEM,Jack Daniel Foster Jr.,0,0,0,0
Motley,3,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Motley,3,U.S. Senate,,DEM,Sema Hernandez,0,0,0,0
Motley,3,U.S. Senate,,DEM,Royce West,0,0,0,0
Motley,3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,0,0,0
Motley,3,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0
Motley,3,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Motley,3,U.S. Senate,,DEM,Chris Bell,0,0,0,0
Motley,3,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,0,0
Motley,3,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Motley,3,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
Motley,4,U.S. Senate,,DEM,Amanda K. Edwards,0,0,1,1
