county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Archer,1 Holiday,Registered Voters,,,,2646,,,
Archer,1 Holiday,Ballots Cast,,REP,,551,225,326,0
Archer,1 Holiday,President,,REP,Over Votes,0,0,0,0
Archer,1 Holiday,President,,REP,Under Votes,20,7,13,0
Archer,1 Holiday,President,,REP,Bob Ely,3,1,2,0
Archer,1 Holiday,President,,REP,Zoltan G. Istvan,2,2,0,0
Archer,1 Holiday,President,,REP,Donald J. Trump,483,192,291,0
Archer,1 Holiday,President,,REP,Bill Weld,1,1,0,0
Archer,1 Holiday,President,,REP,Matthew John Matern,1,1,0,0
Archer,1 Holiday,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,1,0
Archer,1 Holiday,President,,REP,Joe Walsh,1,1,0,0
Archer,1 Holiday,President,,REP,Uncommitted,17,11,6,0
Archer,1 Holiday,U.S. Senate,,REP,Over Votes,0,0,0,0
Archer,1 Holiday,U.S. Senate,,REP,Under Votes,62,25,37,0
Archer,1 Holiday,U.S. Senate,,REP,Mark Yancey,73,29,44,0
Archer,1 Holiday,U.S. Senate,,REP,Dwayne Stovall,75,35,40,0
Archer,1 Holiday,U.S. Senate,,REP,Virgil Bierschwale,10,6,4,0
Archer,1 Holiday,U.S. Senate,,REP,John Anthony Castro,18,5,13,0
Archer,1 Holiday,U.S. Senate,,REP,John Cornyn,291,116,175,0
Archer,1 Holiday,U.S. House,13,REP,Over Votes,0,0,0,0
Archer,1 Holiday,U.S. House,13,REP,Under Votes,46,16,30,0
Archer,1 Holiday,U.S. House,13,REP,Monique Worthy,16,3,13,0
Archer,1 Holiday,U.S. House,13,REP,Lee Harvey,82,39,43,0
Archer,1 Holiday,U.S. House,13,REP,Josh Winegarner,133,52,81,0
Archer,1 Holiday,U.S. House,13,REP,Chris Ekstrom,116,54,62,0
Archer,1 Holiday,U.S. House,13,REP,Jamie Culley,5,2,3,0
Archer,1 Holiday,U.S. House,13,REP,Richard Herman,7,4,3,0
Archer,1 Holiday,U.S. House,13,REP,Jason Foglesong,2,0,2,0
Archer,1 Holiday,U.S. House,13,REP,Vance Snider II,2,0,2,0
Archer,1 Holiday,U.S. House,13,REP,Mark Neese,3,1,2,0
Archer,1 Holiday,U.S. House,13,REP,Ronny Jackson,82,28,54,0
Archer,1 Holiday,U.S. House,13,REP,Diane Knowlton,5,1,4,0
Archer,1 Holiday,U.S. House,13,REP,Matt McArthur,4,2,2,0
Archer,1 Holiday,U.S. House,13,REP,Elaine Hays,18,10,8,0
Archer,1 Holiday,U.S. House,13,REP,Asusena Reséndiz,6,3,3,0
Archer,1 Holiday,U.S. House,13,REP,"Catherine ""I Swear"" Carr",2,1,1,0
Archer,1 Holiday,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Archer,1 Holiday,Railroad Commissioner,,REP,Under Votes,100,41,59,0
Archer,1 Holiday,Railroad Commissioner,,REP,"James ""Jim"" Wright",314,121,193,0
Archer,1 Holiday,Railroad Commissioner,,REP,Ryan Sitton,115,54,61,0
Archer,1 Holiday,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
Archer,1 Holiday,"Chief Justice, Supreme Court",,REP,Under Votes,117,49,68,0
