county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Uvalde,1,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,2,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,3,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,4,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,5,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,6,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,7,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,8,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,9,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,10,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,11,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,12,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,13,President,,REP,Zoltan G. Istvan,1,,,
Uvalde,14,President,,REP,Zoltan G. Istvan,0,,,
Uvalde,1,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,,,
Uvalde,2,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,,,
Uvalde,3,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,,,
Uvalde,4,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Uvalde,5,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Uvalde,6,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Uvalde,7,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Uvalde,8,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",3,,,
Uvalde,9,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",3,,,
Uvalde,10,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Uvalde,11,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Uvalde,12,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,,,
Uvalde,13,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",5,,,
Uvalde,14,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,,,
Uvalde,1,President,,REP,Bob Ely,0,,,
Uvalde,2,President,,REP,Bob Ely,0,,,
Uvalde,3,President,,REP,Bob Ely,0,,,
Uvalde,4,President,,REP,Bob Ely,0,,,
Uvalde,5,President,,REP,Bob Ely,0,,,
Uvalde,6,President,,REP,Bob Ely,0,,,
Uvalde,7,President,,REP,Bob Ely,1,,,
Uvalde,8,President,,REP,Bob Ely,0,,,
Uvalde,9,President,,REP,Bob Ely,0,,,
Uvalde,10,President,,REP,Bob Ely,0,,,
Uvalde,11,President,,REP,Bob Ely,0,,,
Uvalde,12,President,,REP,Bob Ely,0,,,
Uvalde,13,President,,REP,Bob Ely,0,,,
Uvalde,14,President,,REP,Bob Ely,0,,,
Uvalde,1,President,,REP,Joe Walsh,2,,,
Uvalde,2,President,,REP,Joe Walsh,2,,,
Uvalde,3,President,,REP,Joe Walsh,0,,,
Uvalde,4,President,,REP,Joe Walsh,0,,,
Uvalde,5,President,,REP,Joe Walsh,2,,,
Uvalde,6,President,,REP,Joe Walsh,0,,,
Uvalde,7,President,,REP,Joe Walsh,0,,,
Uvalde,8,President,,REP,Joe Walsh,2,,,
Uvalde,9,President,,REP,Joe Walsh,1,,,
Uvalde,10,President,,REP,Joe Walsh,0,,,
Uvalde,11,President,,REP,Joe Walsh,0,,,
Uvalde,12,President,,REP,Joe Walsh,4,,,
Uvalde,13,President,,REP,Joe Walsh,5,,,
Uvalde,14,President,,REP,Joe Walsh,0,,,
Uvalde,1,President,,REP,Donald J. Trump,193,,,
Uvalde,2,President,,REP,Donald J. Trump,244,,,
Uvalde,3,President,,REP,Donald J. Trump,296,,,
Uvalde,4,President,,REP,Donald J. Trump,187,,,
Uvalde,5,President,,REP,Donald J. Trump,309,,,
Uvalde,6,President,,REP,Donald J. Trump,72,,,
Uvalde,7,President,,REP,Donald J. Trump,166,,,
