county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Dallam,Precinct 1 County,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,22,7,4,11
Dallam,Precinct 1 County,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,222,12,50,160
Dallam,Precinct 1 County,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,21,7,4,10
Dallam,Precinct 1 County,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,223,12,51,160
Dallam,Precinct 1 County,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,21,7,3,11
Dallam,Precinct 1 County,"Member, State BoE, Dist 15",,REP,Jay Johnson,222,12,51,159
Dallam,Precinct 1 County,"Member, State BoE, Dist 15",,DEM,John Betancourt,22,8,3,11
Dallam,Precinct 1 County,State Representative,86,REP,John Smithee,238,14,54,170
Dallam,Precinct 1 County,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,238,14,54,170
Dallam,Precinct 1 County,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,238,14,54,170
Dallam,Precinct 1 County,"Dist Attorney, 69th Judicial Dist",,REP,Erin Lands,237,14,53,170
Dallam,Precinct 2,Registered Voters,,,,73,,,
Dallam,Precinct 2,President,,REP,Donald J. Trump / Michael R. Pence,55,6,41,8
Dallam,Precinct 2,President,,DEM,Joseph R. Biden / Kamala D. Harris,2,0,1,1
Dallam,Precinct 2,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0,0,0
Dallam,Precinct 2,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Dallam,Precinct 2,U.S. Senate,,REP,John Cornyn,55,6,41,8
Dallam,Precinct 2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,0,1,1
Dallam,Precinct 2,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Dallam,Precinct 2,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Dallam,Precinct 2,U.S. House,13,REP,Ronny Jackson,53,6,39,8
Dallam,Precinct 2,U.S. House,13,DEM,Gus Trujillo,3,0,2,1
Dallam,Precinct 2,U.S. House,13,LIB,Jack B. Westbrook,0,0,0,0
Dallam,Precinct 2,Railroad Commissioner,,REP,"James ""Jim"" Wright",53,6,39,8
Dallam,Precinct 2,Railroad Commissioner,,DEM,Chrysta Castaneda,3,0,2,1
Dallam,Precinct 2,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Dallam,Precinct 2,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dallam,Precinct 2,"Chief Justice, Supreme Court",,REP,Nathan Hecht,54,6,41,7
Dallam,Precinct 2,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,2,0,1,1
Dallam,Precinct 2,"Chief Justice, Supreme Court",,LIB,Mark Ash,1,0,0,1
Dallam,Precinct 2,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,54,6,40,8
Dallam,Precinct 2,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,3,0,2,1
Dallam,Precinct 2,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,54,6,41,7
Dallam,Precinct 2,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,2,0,1,1
Dallam,Precinct 2,"Justice, Supreme Court, Pl 7",,LIB,William Bryan Strange III,1,0,0,1
Dallam,Precinct 2,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,54,6,41,7
Dallam,Precinct 2,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,2,0,1,1
Dallam,Precinct 2,"Justice, Supreme Court, Pl 8",,LIB,Tom Oxford,1,0,0,1
Dallam,Precinct 2,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,55,6,41,8
Dallam,Precinct 2,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,2,0,1,1
Dallam,Precinct 2,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,54,6,41,7
Dallam,Precinct 2,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,3,0,1,2
Dallam,Precinct 2,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,55,6,41,8
Dallam,Precinct 2,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,2,0,1,1
Dallam,Precinct 2,"Member, State BoE, Dist 15",,REP,Jay Johnson,53,6,39,8
Dallam,Precinct 2,"Member, State BoE, Dist 15",,DEM,John Betancourt,3,0,2,1
Dallam,Precinct 2,State Representative,86,REP,John Smithee,57,6,42,9
Dallam,Precinct 2,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,57,6,42,9
Dallam,Precinct 2,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,56,6,41,9
Dallam,Precinct 2,"Dist Attorney, 69th Judicial Dist",,REP,Erin Lands,57,6,42,9
Dallam,Precinct 3,Registered Voters,,,,36,,,
Dallam,Precinct 3,President,,REP,Donald J. Trump / Michael R. Pence,24,2,16,6
Dallam,Precinct 3,President,,DEM,Joseph R. Biden / Kamala D. Harris,0,0,0,0
Dallam,Precinct 3,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0,0,0
Dallam,Precinct 3,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Dallam,Precinct 3,U.S. Senate,,REP,John Cornyn,24,2,16,6
Dallam,Precinct 3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,0,0,0
Dallam,Precinct 3,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Dallam,Precinct 3,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Dallam,Precinct 3,U.S. House,13,REP,Ronny Jackson,24,2,16,6
Dallam,Precinct 3,U.S. House,13,DEM,Gus Trujillo,0,0,0,0
Dallam,Precinct 3,U.S. House,13,LIB,Jack B. Westbrook,0,0,0,0
Dallam,Precinct 3,Railroad Commissioner,,REP,"James ""Jim"" Wright",24,2,16,6
Dallam,Precinct 3,Railroad Commissioner,,DEM,Chrysta Castaneda,0,0,0,0
Dallam,Precinct 3,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Dallam,Precinct 3,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dallam,Precinct 3,"Chief Justice, Supreme Court",,REP,Nathan Hecht,24,2,16,6
Dallam,Precinct 3,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,0,0,0,0
Dallam,Precinct 3,"Chief Justice, Supreme Court",,LIB,Mark Ash,0,0,0,0
Dallam,Precinct 3,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,24,2,16,6
Dallam,Precinct 3,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,0,0,0,0
Dallam,Precinct 3,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,24,2,16,6
Dallam,Precinct 3,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,0,0,0,0
Dallam,Precinct 3,"Justice, Supreme Court, Pl 7",,LIB,William Bryan Strange III,0,0,0,0
Dallam,Precinct 3,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,24,2,16,6
Dallam,Precinct 3,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,0,0,0,0
Dallam,Precinct 3,"Justice, Supreme Court, Pl 8",,LIB,Tom Oxford,0,0,0,0
Dallam,Precinct 3,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,24,2,16,6
Dallam,Precinct 3,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,0,0,0,0
Dallam,Precinct 3,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,24,2,16,6
Dallam,Precinct 3,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,0,0,0,0
Dallam,Precinct 3,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,24,2,16,6
Dallam,Precinct 3,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,0,0,0,0
Dallam,Precinct 3,"Member, State BoE, Dist 15",,REP,Jay Johnson,24,2,16,6
Dallam,Precinct 3,"Member, State BoE, Dist 15",,DEM,John Betancourt,0,0,0,0
Dallam,Precinct 3,State Representative,86,REP,John Smithee,24,2,16,6
Dallam,Precinct 3,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,24,2,16,6
Dallam,Precinct 3,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,24,2,16,6
Dallam,Precinct 3,"Dist Attorney, 69th Judicial Dist",,REP,Erin Lands,24,2,16,6
Dallam,Precinct 4,Registered Voters,,,,42,,,
Dallam,Precinct 4,President,,REP,Donald J. Trump / Michael R. Pence,29,4,11,14
Dallam,Precinct 4,President,,DEM,Joseph R. Biden / Kamala D. Harris,0,0,0,0
Dallam,Precinct 4,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0,0,0
Dallam,Precinct 4,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Dallam,Precinct 4,U.S. Senate,,REP,John Cornyn,30,4,12,14
Dallam,Precinct 4,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",0,0,0,0
Dallam,Precinct 4,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Dallam,Precinct 4,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Dallam,Precinct 4,U.S. House,13,REP,Ronny Jackson,30,4,12,14
Dallam,Precinct 4,U.S. House,13,DEM,Gus Trujillo,0,0,0,0
Dallam,Precinct 4,U.S. House,13,LIB,Jack B. Westbrook,0,0,0,0
Dallam,Precinct 4,Railroad Commissioner,,REP,"James ""Jim"" Wright",30,4,12,14
Dallam,Precinct 4,Railroad Commissioner,,DEM,Chrysta Castaneda,0,0,0,0
Dallam,Precinct 4,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Dallam,Precinct 4,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dallam,Precinct 4,"Chief Justice, Supreme Court",,REP,Nathan Hecht,30,4,12,14
Dallam,Precinct 4,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,0,0,0,0
Dallam,Precinct 4,"Chief Justice, Supreme Court",,LIB,Mark Ash,0,0,0,0
Dallam,Precinct 4,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,29,4,12,13
Dallam,Precinct 4,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,0,0,0,0
Dallam,Precinct 4,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,30,4,12,14
Dallam,Precinct 4,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,0,0,0,0
Dallam,Precinct 4,"Justice, Supreme Court, Pl 7",,LIB,William Bryan Strange III,0,0,0,0
Dallam,Precinct 4,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,30,4,12,14
Dallam,Precinct 4,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,0,0,0,0
Dallam,Precinct 4,"Justice, Supreme Court, Pl 8",,LIB,Tom Oxford,0,0,0,0
Dallam,Precinct 4,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,30,4,12,14
Dallam,Precinct 4,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,0,0,0,0
Dallam,Precinct 4,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,29,4,12,13
Dallam,Precinct 4,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,0,0,0,0
Dallam,Precinct 4,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,29,4,12,13
Dallam,Precinct 4,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,0,0,0,0
Dallam,Precinct 4,"Member, State BoE, Dist 15",,REP,Jay Johnson,29,4,11,14
Dallam,Precinct 4,"Member, State BoE, Dist 15",,DEM,John Betancourt,1,0,1,0
Dallam,Precinct 4,State Representative,86,REP,John Smithee,30,4,12,14
Dallam,Precinct 4,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,29,4,12,13
Dallam,Precinct 4,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,29,4,12,13
Dallam,Precinct 4,"Dist Attorney, 69th Judicial Dist",,REP,Erin Lands,30,4,12,14
Dallam,Precinct 5 Stratford ISD,Registered Voters,,,,33,,,
Dallam,Precinct 5 Stratford ISD,President,,REP,Donald J. Trump / Michael R. Pence,22,3,10,9
Dallam,Precinct 5 Stratford ISD,President,,DEM,Joseph R. Biden / Kamala D. Harris,2,1,1,0
Dallam,Precinct 5 Stratford ISD,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0,0,0
Dallam,Precinct 5 Stratford ISD,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Dallam,Precinct 5 Stratford ISD,U.S. Senate,,REP,John Cornyn,22,3,10,9
Dallam,Precinct 5 Stratford ISD,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,1,1,0
Dallam,Precinct 5 Stratford ISD,U.S. Senate,,LIB,Kerry Douglas McKennon,0,0,0,0
Dallam,Precinct 5 Stratford ISD,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Dallam,Precinct 5 Stratford ISD,U.S. House,13,REP,Ronny Jackson,22,3,10,9
Dallam,Precinct 5 Stratford ISD,U.S. House,13,DEM,Gus Trujillo,2,1,1,0
Dallam,Precinct 5 Stratford ISD,U.S. House,13,LIB,Jack B. Westbrook,0,0,0,0
Dallam,Precinct 5 Stratford ISD,Railroad Commissioner,,REP,"James ""Jim"" Wright",22,3,10,9
Dallam,Precinct 5 Stratford ISD,Railroad Commissioner,,DEM,Chrysta Castaneda,2,1,1,0
Dallam,Precinct 5 Stratford ISD,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0
Dallam,Precinct 5 Stratford ISD,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Dallam,Precinct 5 Stratford ISD,"Chief Justice, Supreme Court",,REP,Nathan Hecht,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,1,1,0,0
Dallam,Precinct 5 Stratford ISD,"Chief Justice, Supreme Court",,LIB,Mark Ash,0,0,0,0
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,1,1,0,0
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,1,1,0,0
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 7",,LIB,William Bryan Strange III,0,0,0,0
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,1,1,0,0
Dallam,Precinct 5 Stratford ISD,"Justice, Supreme Court, Pl 8",,LIB,Tom Oxford,0,0,0,0
Dallam,Precinct 5 Stratford ISD,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,1,1,0,0
Dallam,Precinct 5 Stratford ISD,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,1,1,0,0
Dallam,Precinct 5 Stratford ISD,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,1,1,0,0
Dallam,Precinct 5 Stratford ISD,"Member, State BoE, Dist 15",,REP,Jay Johnson,22,3,10,9
Dallam,Precinct 5 Stratford ISD,"Member, State BoE, Dist 15",,DEM,John Betancourt,2,1,1,0
Dallam,Precinct 5 Stratford ISD,State Representative,86,REP,John Smithee,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,23,3,11,9
Dallam,Precinct 5 Stratford ISD,"Dist Attorney, 69th Judicial Dist",,REP,Erin Lands,23,3,11,9
Dallam,Precinct 6 Dalhart ISD,Registered Voters,,,,373,,,
Dallam,Precinct 6 Dalhart ISD,President,,REP,Donald J. Trump / Michael R. Pence,165,13,105,47
Dallam,Precinct 6 Dalhart ISD,President,,DEM,Joseph R. Biden / Kamala D. Harris,22,1,17,4
Dallam,Precinct 6 Dalhart ISD,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",2,0,1,1
Dallam,Precinct 6 Dalhart ISD,President,,GRN,Howie Hawkins / Angela Walker,2,0,1,1
Dallam,Precinct 6 Dalhart ISD,U.S. Senate,,REP,John Cornyn,162,14,101,47
Dallam,Precinct 6 Dalhart ISD,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",21,0,17,4
Dallam,Precinct 6 Dalhart ISD,U.S. Senate,,LIB,Kerry Douglas McKennon,3,0,2,1
Dallam,Precinct 6 Dalhart ISD,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Dallam,Precinct 6 Dalhart ISD,U.S. House,13,REP,Ronny Jackson,164,14,103,47
Dallam,Precinct 6 Dalhart ISD,U.S. House,13,DEM,Gus Trujillo,22,0,17,5
Dallam,Precinct 6 Dalhart ISD,U.S. House,13,LIB,Jack B. Westbrook,3,0,2,1
Dallam,Precinct 6 Dalhart ISD,Railroad Commissioner,,REP,"James ""Jim"" Wright",158,14,98,46
Dallam,Precinct 6 Dalhart ISD,Railroad Commissioner,,DEM,Chrysta Castaneda,23,0,17,6
Dallam,Precinct 6 Dalhart ISD,Railroad Commissioner,,LIB,Matt Sterett,3,0,3,0
Dallam,Precinct 6 Dalhart ISD,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",2,0,1,1
Dallam,Precinct 6 Dalhart ISD,"Chief Justice, Supreme Court",,REP,Nathan Hecht,159,13,99,47
Dallam,Precinct 6 Dalhart ISD,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,18,1,14,3
Dallam,Precinct 6 Dalhart ISD,"Chief Justice, Supreme Court",,LIB,Mark Ash,10,0,7,3
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,162,13,99,50
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,21,1,17,3
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,162,13,101,48
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,18,1,14,3
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 7",,LIB,William Bryan Strange III,5,0,3,2
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,157,13,96,48
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,23,1,19,3
Dallam,Precinct 6 Dalhart ISD,"Justice, Supreme Court, Pl 8",,LIB,Tom Oxford,6,0,4,2
Dallam,Precinct 6 Dalhart ISD,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,166,13,103,50
Dallam,Precinct 6 Dalhart ISD,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,21,1,17,3
Dallam,Precinct 6 Dalhart ISD,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,165,13,102,50
Dallam,Precinct 6 Dalhart ISD,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,22,1,18,3
Dallam,Precinct 6 Dalhart ISD,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,164,13,102,49
Dallam,Precinct 6 Dalhart ISD,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,21,1,16,4
Dallam,Precinct 6 Dalhart ISD,"Member, State BoE, Dist 15",,REP,Jay Johnson,162,13,101,48
Dallam,Precinct 6 Dalhart ISD,"Member, State BoE, Dist 15",,DEM,John Betancourt,24,1,18,5
Dallam,Precinct 6 Dalhart ISD,State Representative,86,REP,John Smithee,179,14,112,53
Dallam,Precinct 6 Dalhart ISD,"Chief Justice, 7th Ct of App Dist",,REP,Brian Quinn,180,14,113,53
Dallam,Precinct 6 Dalhart ISD,"Justice, 7th Ct of App Dist, Pl 4",,REP,Larry Doss,179,14,113,52
Dallam,Precinct 6 Dalhart ISD,"Dist Attorney, 69th Judicial Dist",,REP,Erin Lands,179,14,113,52
Dallam,Precinct 7 Dalhart ISD,Registered Voters,,,,603,,,
Dallam,Precinct 7 Dalhart ISD,President,,REP,Donald J. Trump / Michael R. Pence,224,14,136,74
Dallam,Precinct 7 Dalhart ISD,President,,DEM,Joseph R. Biden / Kamala D. Harris,60,9,22,29
Dallam,Precinct 7 Dalhart ISD,President,,LIB,"Jo Jorgensen / Jeremy ""Spike"" Cohen",1,0,1,0
Dallam,Precinct 7 Dalhart ISD,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Dallam,Precinct 7 Dalhart ISD,U.S. Senate,,REP,John Cornyn,221,15,133,73
Dallam,Precinct 7 Dalhart ISD,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",58,9,22,27
Dallam,Precinct 7 Dalhart ISD,U.S. Senate,,LIB,Kerry Douglas McKennon,5,0,3,2
Dallam,Precinct 7 Dalhart ISD,U.S. Senate,,GRN,David B. Collins,1,0,0,1
Dallam,Precinct 7 Dalhart ISD,U.S. House,13,REP,Ronny Jackson,224,15,135,74
Dallam,Precinct 7 Dalhart ISD,U.S. House,13,DEM,Gus Trujillo,56,8,21,27
Dallam,Precinct 7 Dalhart ISD,U.S. House,13,LIB,Jack B. Westbrook,2,0,2,0
Dallam,Precinct 7 Dalhart ISD,Railroad Commissioner,,REP,"James ""Jim"" Wright",220,15,133,72
Dallam,Precinct 7 Dalhart ISD,Railroad Commissioner,,DEM,Chrysta Castaneda,55,7,24,24
Dallam,Precinct 7 Dalhart ISD,Railroad Commissioner,,LIB,Matt Sterett,4,0,0,4
Dallam,Precinct 7 Dalhart ISD,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",1,0,0,1
Dallam,Precinct 7 Dalhart ISD,"Chief Justice, Supreme Court",,REP,Nathan Hecht,213,13,129,71
Dallam,Precinct 7 Dalhart ISD,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,58,9,24,25
Dallam,Precinct 7 Dalhart ISD,"Chief Justice, Supreme Court",,LIB,Mark Ash,6,0,1,5
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,227,14,135,78
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 6",,DEM,Kathy Cheng,54,9,22,23
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,215,14,129,72
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 7",,DEM,Staci Williams,59,9,24,26
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 7",,LIB,William Bryan Strange III,5,0,2,3
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,216,15,129,72
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 8",,DEM,Gisela D. Triana,59,8,24,27
Dallam,Precinct 7 Dalhart ISD,"Justice, Supreme Court, Pl 8",,LIB,Tom Oxford,3,0,2,1
Dallam,Precinct 7 Dalhart ISD,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,224,15,133,76
Dallam,Precinct 7 Dalhart ISD,"Judge, Ct of Crim App, Pl 3",,DEM,Elizabeth Davis Frizell,55,8,22,25
Dallam,Precinct 7 Dalhart ISD,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,222,14,130,78
Dallam,Precinct 7 Dalhart ISD,"Judge, Ct of Crim App, Pl 4",,DEM,Tina Clinton,55,8,24,23
Dallam,Precinct 7 Dalhart ISD,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,219,14,129,76
Dallam,Precinct 7 Dalhart ISD,"Judge, Ct of Crim App, Pl 9",,DEM,Brandon Birmingham,58,7,26,25
Dallam,Precinct 7 Dalhart ISD,"Member, State BoE, Dist 15",,REP,Jay Johnson,224,14,133,77
Dallam,Precinct 7 Dalhart ISD,"Member, State BoE, Dist 15",,DEM,John Betancourt,56,9,23,24
