county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Burnet,1,President,,,Over Votes,1,0,1,0
Burnet,1,President,,,Under Votes,7,0,6,1
Burnet,1,Registered Voters,,,,1447,,,
Burnet,1,Ballots Cast,,,,1163,0,1037,126
Burnet,1,President,,REP,DONALD J. TRUMP / MICHAEL R. PENCE,934,0,834,100
Burnet,1,President,,DEM,JOSEPH R. BIDEN / KAMALA D. HARRIS,208,0,186,22
Burnet,1,President,,LIB,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",9,0,8,1
Burnet,1,President,,GRN,HOWIE HAWKINS / ANGELA WALKER,1,0,0,1
Burnet,1,President,,"",President R. Boddie/Eric C. Stoneham,0,0,0,0
Burnet,1,President,,"",Brian Carroll/Amar Patel,0,0,0,0
Burnet,1,President,,"",Todd Cella/Tim Cella,0,0,0,0
Burnet,1,President,,"",Tom Hoefling/Andy Prior,3,0,2,1
Burnet,1,President,,"",Gloria La Riva/Leonard Peltier,0,0,0,0
Burnet,1,President,,"",Abram Loeb/Jennifer Jairala,0,0,0,0
Burnet,1,President,,"",Robert Morrow/Anne Beckett,0,0,0,0
Burnet,1,President,,"",Kasey Wells/Rachel Wells,0,0,0,0
Burnet,1,U.S. Senate,,REP,JOHN CORNYN,919,0,821,98
Burnet,1,U.S. Senate,,DEM,"MARY ""MJ"" HEGAR",198,0,179,19
Burnet,1,U.S. Senate,,LIB,KERRY DOUGLAS MCKENNON,16,0,11,5
Burnet,1,U.S. Senate,,GRN,DAVID B. COLLINS,3,0,2,1
Burnet,1,U.S. Senate,,"",Ricardo Turullols-Bonilla,0,0,0,0
Burnet,1,U.S. House,25,REP,ROGER WILLIAMS,917,0,816,101
Burnet,1,U.S. House,25,DEM,JULIE OLIVER,196,0,178,18
Burnet,1,U.S. House,25,LIB,BILL KELSEY,18,0,14,4
Burnet,1,Railroad Commissioner,,REP,"JAMES ""JIM"" WRIGHT",910,0,811,99
Burnet,1,Railroad Commissioner,,DEM,CHRYSTA CASTAÑEDA,161,0,142,19
Burnet,1,Railroad Commissioner,,LIB,MATT STERETT,24,0,21,3
Burnet,1,Railroad Commissioner,,GRN,"KATIJA ""KAT"" GRUENE",9,0,7,2
Burnet,1,"CHIEF JUSTICE, SUPREME COURT",,REP,NATHAN HECHT,899,0,798,101
Burnet,1,"CHIEF JUSTICE, SUPREME COURT",,DEM,AMY CLARK MEACHUM,179,0,162,17
Burnet,1,"CHIEF JUSTICE, SUPREME COURT",,LIB,MARK ASH,22,0,17,5
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,REP,JANE BLAND,935,0,831,104
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,DEM,KATHY CHENG,162,0,143,19
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 7",,REP,JEFF BOYD,914,0,816,98
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 7",,DEM,STACI WILLIAMS,164,0,147,17
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 7",,LIB,WILLIAM BRYAN STRANGE III,23,0,17,6
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 8",,REP,BRETT BUSBY,913,0,812,101
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 8",,DEM,GISELA D. TRIANA,160,0,144,16
Burnet,1,"JUSTICE, SUPREME COURT, PLACE 8",,LIB,TOM OXFORD,22,0,19,3
Burnet,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,REP,BERT RICHARDSON,925,0,822,103
Burnet,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,DEM,ELIZABETH DAVIS FRIZELL,169,0,151,18
Burnet,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,REP,KEVIN PATRICK YEARY,926,0,824,102
Burnet,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,DEM,TINA CLINTON,162,0,145,17
Burnet,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,REP,DAVID NEWELL,922,0,823,99
Burnet,1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DEM,BRANDON BIRMINGHAM,170,0,149,21
Burnet,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 10",,REP,TOM MAYNARD,908,0,809,99
Burnet,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 10",,DEM,MARSHA BURNETT-WEBSTER,167,0,149,18
Burnet,1,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 10",,LIB,TRIP SEIBOLD,22,0,18,4
Burnet,1,State Senate,24,REP,DAWN BUCKINGHAM,936,0,836,100
Burnet,1,State Senate,24,DEM,CLAYTON TUCKER,161,0,140,21
Burnet,1,State Representative,20,REP,TERRY M. WILSON,934,0,831,103
Burnet,1,State Representative,20,DEM,JESSICA TIEDT,162,0,145,17
Burnet,1,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT",,REP,JEFF ROSE,931,0,826,105
Burnet,1,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT",,DEM,DARLENE BYRNE,162,0,147,15
Burnet,1,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,REP,ALLAN GARRETT,982,0,874,108
Burnet,1,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,REP,"WILEY B. ""SONNY"" MCAFEE",977,0,874,103
Burnet,1,COUNTY ATTORNEY,,REP,EDDIE ARREDONDO,984,0,878,106
Burnet,1,SHERIFF,,REP,CALVIN BOYD,983,0,880,103
Burnet,1,COUNTY TAX ASSESSOR-COLLECTOR,,REP,SHERI FRAZIER,994,0,891,103
Burnet,1,COUNTY COMMISSIONER PRECINCT 1,,REP,JIM LUTHER JR,999,0,890,109
Burnet,1,COUNTY CONSTABLE PRECINCT 1,,REP,LESLIE RAY,983,0,876,107
Burnet,1,President,,,Over Votes,0,0,0,0
Burnet,1,President,,,Under Votes,0,0,0,0
Burnet,1,Registered Voters,,,,6,,,
Burnet,1,Ballots Cast,,,,1,0,1,0
Burnet,1,President,,REP,DONALD J. TRUMP / MICHAEL R. PENCE,1,0,1,0
Burnet,1,President,,DEM,JOSEPH R. BIDEN / KAMALA D. HARRIS,0,0,0,0
Burnet,1,President,,LIB,"JO JORGENSEN / JEREMY ""SPIKE"" COHEN",0,0,0,0
Burnet,1,President,,GRN,HOWIE HAWKINS / ANGELA WALKER,0,0,0,0
Burnet,1,President,,"",President R. Boddie/Eric C. Stoneham,0,0,0,0
Burnet,1,President,,"",Brian Carroll/Amar Patel,0,0,0,0
Burnet,1,President,,"",Todd Cella/Tim Cella,0,0,0,0
Burnet,1,President,,"",Tom Hoefling/Andy Prior,0,0,0,0
Burnet,1,President,,"",Gloria La Riva/Leonard Peltier,0,0,0,0
Burnet,1,President,,"",Abram Loeb/Jennifer Jairala,0,0,0,0
Burnet,1,President,,"",Robert Morrow/Anne Beckett,0,0,0,0
Burnet,1,President,,"",Kasey Wells/Rachel Wells,0,0,0,0
Burnet,1,U.S. Senate,,REP,JOHN CORNYN,1,0,1,0
