county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Rockwall,1,Ballots Cast,,REP,,1027,46,518,463
Rockwall,1A,Ballots Cast,,REP,,445,25,187,233
Rockwall,1B,Ballots Cast,,REP,,977,34,475,468
Rockwall,1C,Ballots Cast,,REP,,922,34,428,460
Rockwall,1D,Ballots Cast,,REP,,90,5,41,44
Rockwall,1E,Ballots Cast,,REP,,653,27,316,310
Rockwall,2,Ballots Cast,,REP,,905,58,511,336
Rockwall,2A,Ballots Cast,,REP,,783,27,405,351
Rockwall,2B,Ballots Cast,,REP,,283,10,133,140
Rockwall,2C,Ballots Cast,,REP,,477,13,242,222
Rockwall,2D,Ballots Cast,,REP,,191,9,83,99
Rockwall,2E,Ballots Cast,,REP,,249,16,123,110
Rockwall,2F,Ballots Cast,,REP,,140,8,79,53
Rockwall,3,Ballots Cast,,REP,,230,3,111,116
Rockwall,3A,Ballots Cast,,REP,,590,21,277,292
Rockwall,3B,Ballots Cast,,REP,,691,29,369,293
Rockwall,3C,Ballots Cast,,REP,,996,21,597,378
Rockwall,3D,Ballots Cast,,REP,,922,24,430,468
Rockwall,3E,Ballots Cast,,REP,,710,9,402,299
Rockwall,4,Ballots Cast,,REP,,299,12,153,134
Rockwall,4A,Ballots Cast,,REP,,509,8,252,249
Rockwall,4B,Ballots Cast,,REP,,445,6,237,202
Rockwall,4C,Ballots Cast,,REP,,396,14,163,219
Rockwall,4D,Ballots Cast,,REP,,328,3,145,180
Rockwall,4E,Ballots Cast,,REP,,359,9,177,173
Rockwall,4F,Ballots Cast,,REP,,77,1,29,47
Rockwall,1,Ballots Cast,,DEM,,217,9,106,102
Rockwall,1A,Ballots Cast,,DEM,,125,16,48,61
Rockwall,1B,Ballots Cast,,DEM,,149,13,79,57
Rockwall,1C,Ballots Cast,,DEM,,153,12,69,72
Rockwall,1D,Ballots Cast,,DEM,,36,2,23,11
Rockwall,1E,Ballots Cast,,DEM,,70,5,29,36
Rockwall,2,Ballots Cast,,DEM,,160,20,83,57
Rockwall,2A,Ballots Cast,,DEM,,142,8,85,49
Rockwall,2B,Ballots Cast,,DEM,,93,7,45,41
Rockwall,2C,Ballots Cast,,DEM,,50,6,23,21
Rockwall,2D,Ballots Cast,,DEM,,96,4,38,54
Rockwall,2E,Ballots Cast,,DEM,,106,2,56,48
Rockwall,2F,Ballots Cast,,DEM,,43,4,22,17
Rockwall,3,Ballots Cast,,DEM,,72,7,40,25
Rockwall,3A,Ballots Cast,,DEM,,76,6,39,31
Rockwall,3B,Ballots Cast,,DEM,,97,13,38,46
Rockwall,3C,Ballots Cast,,DEM,,75,4,47,24
Rockwall,3D,Ballots Cast,,DEM,,128,6,53,69
Rockwall,3E,Ballots Cast,,DEM,,91,8,47,36
Rockwall,4,Ballots Cast,,DEM,,60,0,27,33
Rockwall,4A,Ballots Cast,,DEM,,173,10,74,89
Rockwall,4B,Ballots Cast,,DEM,,107,5,53,49
Rockwall,4C,Ballots Cast,,DEM,,58,2,33,23
Rockwall,4D,Ballots Cast,,DEM,,69,2,38,29
Rockwall,4E,Ballots Cast,,DEM,,100,5,38,57
Rockwall,4F,Ballots Cast,,DEM,,14,1,13,0
