county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Anderson,Voting Box 1-Pal High,Registered Voters,NA,NA,NA,1834,0,0,0,
Anderson,Voting Box 2-Elk 1st Bapt.,Registered Voters,NA,NA,NA,2688,0,0,0,
Anderson,Voting Box 3-Swanson Hill,Registered Voters,NA,NA,NA,1229,0,0,0,
Anderson,Voting Box 4-Slocum 1st Bapt.,Registered Voters,NA,NA,NA,1591,0,0,0,
Anderson,Voting Box 5-VFD Slocum#2,Registered Voters,NA,NA,NA,286,0,0,0,
Anderson,Voting Box 6-New Christian,Registered Voters,NA,NA,NA,1460,0,0,0,
Anderson,Voting Box 7-Washington,Registered Voters,NA,NA,NA,1349,0,0,0,
Anderson,Voting Box 8-Antioch,Registered Voters,NA,NA,NA,365,0,0,0,
Anderson,Voting Box 9-Tucker,Registered Voters,NA,NA,NA,1405,0,0,0,
Anderson,Voting Box 10-Harmony,Registered Voters,NA,NA,NA,592,0,0,0,
Anderson,Voting Box 11-Tenn Colony,Registered Voters,NA,NA,NA,1278,0,0,0,
Anderson,Voting Box 13-PISD Admin,Registered Voters,NA,NA,NA,1839,0,0,0,
Anderson,Voting Box 15-Engledow,Registered Voters,NA,NA,NA,923,0,0,0,
Anderson,Voting Box 16-Neches 1st Bapt.,Registered Voters,NA,NA,NA,912,0,0,0,
Anderson,Voting Box 17-DAV,Registered Voters,NA,NA,NA,840,0,0,0,
Anderson,Voting Box 18-Frankston,Registered Voters,NA,NA,NA,2139,0,0,0,
Anderson,Voting Box 19-Westwood Baptist,Registered Voters,NA,NA,NA,2321,0,0,0,
Anderson,Voting Box 20-Freedom Fellowsh,Registered Voters,NA,NA,NA,1173,0,0,0,
Anderson,Voting Box 21-Civic Center,Registered Voters,NA,NA,NA,1875,0,0,0,
Anderson,Voting Box 22-Montalba,Registered Voters,NA,NA,NA,1043,0,0,0,
Anderson,Voting Box 23-Pisgah,Registered Voters,NA,NA,NA,1309,0,0,0,
Anderson,Voting Box 24-Cayuga,Registered Voters,NA,NA,NA,883,0,0,0,
Anderson,Voting Box 1-Pal High,Ballots Cast,NA,NA,NA,828,239,567,22,
Anderson,Voting Box 2-Elk 1st Bapt.,Ballots Cast,NA,NA,NA,1317,578,717,22,
Anderson,Voting Box 3-Swanson Hill,Ballots Cast,NA,NA,NA,658,183,458,17,
