county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Bastrop,1001,Registered Voters,,,,378,0,0,0
Bastrop,1002,Registered Voters,,,,687,0,0,0
Bastrop,1003,Registered Voters,,,,2494,0,0,0
Bastrop,1004,Registered Voters,,,,2131,0,0,0
Bastrop,1005,Registered Voters,,,,1214,0,0,0
Bastrop,1006,Registered Voters,,,,2651,0,0,0
Bastrop,1007,Registered Voters,,,,1899,0,0,0
Bastrop,1008,Registered Voters,,,,1344,0,0,0
Bastrop,1009,Registered Voters,,,,2189,0,0,0
Bastrop,2010,Registered Voters,,,,687,0,0,0
Bastrop,2011,Registered Voters,,,,1888,0,0,0
Bastrop,2012,Registered Voters,,,,1534,0,0,0
Bastrop,2013,Registered Voters,,,,3029,0,0,0
Bastrop,2014,Registered Voters,,,,3020,0,0,0
Bastrop,2015,Registered Voters,,,,2985,0,0,0
Bastrop,2016,Registered Voters,,,,2636,0,0,0
Bastrop,3017,Registered Voters,,,,2618,0,0,0
Bastrop,3018,Registered Voters,,,,1594,0,0,0
Bastrop,3019,Registered Voters,,,,2716,0,0,0
Bastrop,3020,Registered Voters,,,,3101,0,0,0
Bastrop,4021,Registered Voters,,,,2766,0,0,0
Bastrop,4022,Registered Voters,,,,2309,0,0,0
Bastrop,4023,Registered Voters,,,,1366,0,0,0
Bastrop,4024,Registered Voters,,,,1648,0,0,0
Bastrop,4025,Registered Voters,,,,2439,0,0,0
Bastrop,4026,Registered Voters,,,,2084,0,0,0
Bastrop,1001,Registered Voters - Nonpartisan,,NON,,378,0,0,0
Bastrop,1002,Registered Voters - Nonpartisan,,NON,,687,0,0,0
Bastrop,1003,Registered Voters - Nonpartisan,,NON,,2494,0,0,0
Bastrop,1004,Registered Voters - Nonpartisan,,NON,,2131,0,0,0
Bastrop,1005,Registered Voters - Nonpartisan,,NON,,1214,0,0,0
Bastrop,1006,Registered Voters - Nonpartisan,,NON,,2651,0,0,0
Bastrop,1007,Registered Voters - Nonpartisan,,NON,,1899,0,0,0
Bastrop,1008,Registered Voters - Nonpartisan,,NON,,1344,0,0,0
Bastrop,1009,Registered Voters - Nonpartisan,,NON,,2189,0,0,0
Bastrop,2010,Registered Voters - Nonpartisan,,NON,,687,0,0,0
Bastrop,2011,Registered Voters - Nonpartisan,,NON,,1888,0,0,0
Bastrop,2012,Registered Voters - Nonpartisan,,NON,,1534,0,0,0
Bastrop,2013,Registered Voters - Nonpartisan,,NON,,3029,0,0,0
Bastrop,2014,Registered Voters - Nonpartisan,,NON,,3020,0,0,0
Bastrop,2015,Registered Voters - Nonpartisan,,NON,,2985,0,0,0
Bastrop,2016,Registered Voters - Nonpartisan,,NON,,2636,0,0,0
Bastrop,3017,Registered Voters - Nonpartisan,,NON,,2618,0,0,0
Bastrop,3018,Registered Voters - Nonpartisan,,NON,,1594,0,0,0
Bastrop,3019,Registered Voters - Nonpartisan,,NON,,2716,0,0,0
Bastrop,3020,Registered Voters - Nonpartisan,,NON,,3101,0,0,0
Bastrop,4021,Registered Voters - Nonpartisan,,NON,,2766,0,0,0
Bastrop,4022,Registered Voters - Nonpartisan,,NON,,2309,0,0,0
Bastrop,4023,Registered Voters - Nonpartisan,,NON,,1366,0,0,0
Bastrop,4024,Registered Voters - Nonpartisan,,NON,,1648,0,0,0
Bastrop,4025,Registered Voters - Nonpartisan,,NON,,2439,0,0,0
Bastrop,4026,Registered Voters - Nonpartisan,,NON,,2084,0,0,0
