county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Goliad,Precinct 11,Registered Voters,,,,1026,0,0,0
Goliad,Precinct 12,Registered Voters,,,,467,0,0,0
Goliad,Precinct 21,Registered Voters,,,,1183,0,0,0
Goliad,Precinct 22,Registered Voters,,,,273,0,0,0
Goliad,Precinct 31,Registered Voters,,,,634,0,0,0
Goliad,Precinct 32,Registered Voters,,,,648,0,0,0
Goliad,Precinct 41,Registered Voters,,,,404,0,0,0
Goliad,Precinct 42,Registered Voters,,,,662,0,0,0
Goliad,Precinct 43,Registered Voters,,,,438,0,0,0
Goliad,Precinct 11,Registered Voters - Nonpartisan,,NON,,1026,0,0,0
Goliad,Precinct 12,Registered Voters - Nonpartisan,,NON,,467,0,0,0
Goliad,Precinct 21,Registered Voters - Nonpartisan,,NON,,1183,0,0,0
Goliad,Precinct 22,Registered Voters - Nonpartisan,,NON,,273,0,0,0
Goliad,Precinct 31,Registered Voters - Nonpartisan,,NON,,634,0,0,0
Goliad,Precinct 32,Registered Voters - Nonpartisan,,NON,,648,0,0,0
Goliad,Precinct 41,Registered Voters - Nonpartisan,,NON,,404,0,0,0
Goliad,Precinct 42,Registered Voters - Nonpartisan,,NON,,662,0,0,0
Goliad,Precinct 43,Registered Voters - Nonpartisan,,NON,,438,0,0,0
Goliad,Precinct 11,Ballots Cast,,,,267,14,126,127
Goliad,Precinct 12,Ballots Cast,,,,158,7,69,82
Goliad,Precinct 21,Ballots Cast,,,,408,15,221,172
Goliad,Precinct 22,Ballots Cast,,,,99,0,36,63
Goliad,Precinct 31,Ballots Cast,,,,188,6,100,82
Goliad,Precinct 32,Ballots Cast,,,,215,3,83,129
Goliad,Precinct 41,Ballots Cast,,,,173,6,50,117
Goliad,Precinct 42,Ballots Cast,,,,232,1,58,173
Goliad,Precinct 43,Ballots Cast,,,,164,4,92,68
Goliad,Precinct 11,Ballots Cast,,REP,,206,4,104,98
Goliad,Precinct 12,Ballots Cast,,REP,,154,6,69,79
Goliad,Precinct 21,Ballots Cast,,REP,,353,7,204,142
Goliad,Precinct 22,Ballots Cast,,REP,,94,0,35,59
Goliad,Precinct 31,Ballots Cast,,REP,,165,1,92,72
Goliad,Precinct 32,Ballots Cast,,REP,,208,2,80,126
Goliad,Precinct 41,Ballots Cast,,REP,,161,2,47,112
Goliad,Precinct 42,Ballots Cast,,REP,,218,1,56,161
Goliad,Precinct 43,Ballots Cast,,REP,,159,2,91,66
Goliad,Precinct 11,Ballots Cast,,DEM,,61,10,22,29
Goliad,Precinct 12,Ballots Cast,,DEM,,4,1,0,3
Goliad,Precinct 21,Ballots Cast,,DEM,,55,8,17,30
Goliad,Precinct 22,Ballots Cast,,DEM,,5,0,1,4
Goliad,Precinct 31,Ballots Cast,,DEM,,23,5,8,10
