county,precinct,office,district,party,candidate,election_day,early_voting,votes
Donley,201,Lieutenant Governor,,LIB,Robert D. Butler,6,2,8
Donley,201,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Donley,301,Lieutenant Governor,,REP,Dan Patrick,28,51,79
Donley,301,Lieutenant Governor,,DEM,Leticia Van De Putte,0,1,1
Donley,301,Lieutenant Governor,,LIB,Robert D. Butler,0,0,0
Donley,301,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Donley,303,Lieutenant Governor,,REP,Dan Patrick,70,27,97
Donley,303,Lieutenant Governor,,DEM,Leticia Van De Putte,11,2,13
Donley,303,Lieutenant Governor,,LIB,Robert D. Butler,2,3,5
Donley,303,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Donley,401,Lieutenant Governor,,REP,Dan Patrick,94,83,177
Donley,401,Lieutenant Governor,,DEM,Leticia Van De Putte,11,20,31
Donley,401,Lieutenant Governor,,LIB,Robert D. Butler,3,4,7
Donley,401,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,0,2
Donley,101,Attorney General,,REP,Ken Paxton,45,49,94
Donley,101,Attorney General,,DEM,Sam Houston,1,2,3
Donley,101,Attorney General,,LIB,Jamie Balagia,1,0,1
Donley,101,Attorney General,,GRN,Jamar Osborne,1,0,1
Donley,102,Attorney General,,REP,Ken Paxton,63,45,108
Donley,102,Attorney General,,DEM,Sam Houston,10,7,17
Donley,102,Attorney General,,LIB,Jamie Balagia,2,0,2
Donley,102,Attorney General,,GRN,Jamar Osborne,0,0,0
Donley,201,Attorney General,,REP,Ken Paxton,114,130,244
Donley,201,Attorney General,,DEM,Sam Houston,18,18,36
Donley,201,Attorney General,,LIB,Jamie Balagia,9,1,10
Donley,201,Attorney General,,GRN,Jamar Osborne,0,2,2
Donley,301,Attorney General,,REP,Ken Paxton,26,50,76
Donley,301,Attorney General,,DEM,Sam Houston,1,2,3
Donley,301,Attorney General,,LIB,Jamie Balagia,1,0,1
Donley,301,Attorney General,,GRN,Jamar Osborne,0,0,0
Donley,303,Attorney General,,REP,Ken Paxton,67,27,94
Donley,303,Attorney General,,DEM,Sam Houston,13,5,18
Donley,303,Attorney General,,LIB,Jamie Balagia,2,0,2
Donley,303,Attorney General,,GRN,Jamar Osborne,1,0,1
Donley,401,Attorney General,,REP,Ken Paxton,89,81,170
Donley,401,Attorney General,,DEM,Sam Houston,16,24,40
Donley,401,Attorney General,,LIB,Jamie Balagia,3,0,3
Donley,401,Attorney General,,GRN,Jamar Osborne,0,0,0
Donley,101,Comptroller of Public Accounts,,REP,Glenn Hegar,41,46,87
Donley,101,Comptroller of Public Accounts,,DEM,Mike Collier,3,1,4
Donley,101,Comptroller of Public Accounts,,LIB,Ben Sanders,1,2,3
Donley,101,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,1
Donley,102,Comptroller of Public Accounts,,REP,Glenn Hegar,59,45,104
Donley,102,Comptroller of Public Accounts,,DEM,Mike Collier,11,6,17
Donley,102,Comptroller of Public Accounts,,LIB,Ben Sanders,3,1,4
Donley,102,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0
Donley,201,Comptroller of Public Accounts,,REP,Glenn Hegar,108,122,230
Donley,201,Comptroller of Public Accounts,,DEM,Mike Collier,19,19,38
Donley,201,Comptroller of Public Accounts,,LIB,Ben Sanders,11,4,15
Donley,201,Comptroller of Public Accounts,,GRN,Deb Shafto,2,3,5
Donley,301,Comptroller of Public Accounts,,REP,Glenn Hegar,25,46,71
Donley,301,Comptroller of Public Accounts,,DEM,Mike Collier,1,2,3
Donley,301,Comptroller of Public Accounts,,LIB,Ben Sanders,1,1,2
Donley,301,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0
Donley,303,Comptroller of Public Accounts,,REP,Glenn Hegar,63,25,88
Donley,303,Comptroller of Public Accounts,,DEM,Mike Collier,15,6,21
Donley,303,Comptroller of Public Accounts,,LIB,Ben Sanders,4,1,5
Donley,303,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,1
Donley,401,Comptroller of Public Accounts,,REP,Glenn Hegar,88,80,168
Donley,401,Comptroller of Public Accounts,,DEM,Mike Collier,13,22,35
Donley,401,Comptroller of Public Accounts,,LIB,Ben Sanders,7,0,7
Donley,401,Comptroller of Public Accounts,,GRN,Deb Shafto,1,2,3
Donley,101,Commissioner of the General Land Office,,REP,George P. Bush,45,45,90
Donley,101,Commissioner of the General Land Office,,DEM,John Cook,1,3,4
Donley,101,Commissioner of the General Land Office,,LIB,Justin Knight,1,1,2
Donley,101,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,1
Donley,102,Commissioner of the General Land Office,,REP,George P. Bush,61,44,105
Donley,102,Commissioner of the General Land Office,,DEM,John Cook,12,6,18
Donley,102,Commissioner of the General Land Office,,LIB,Justin Knight,2,2,4
Donley,102,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0
Donley,201,Commissioner of the General Land Office,,REP,George P. Bush,118,132,250
Donley,201,Commissioner of the General Land Office,,DEM,John Cook,9,16,25
Donley,201,Commissioner of the General Land Office,,LIB,Justin Knight,14,3,17
Donley,201,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0
Donley,301,Commissioner of the General Land Office,,REP,George P. Bush,27,50,77
Donley,301,Commissioner of the General Land Office,,DEM,John Cook,0,2,2
Donley,301,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,0
Donley,301,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0
Donley,303,Commissioner of the General Land Office,,REP,George P. Bush,64,27,91
Donley,303,Commissioner of the General Land Office,,DEM,John Cook,15,4,19
Donley,303,Commissioner of the General Land Office,,LIB,Justin Knight,3,1,4
Donley,303,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,1
Donley,401,Commissioner of the General Land Office,,REP,George P. Bush,93,80,173
Donley,401,Commissioner of the General Land Office,,DEM,John Cook,11,22,33
Donley,401,Commissioner of the General Land Office,,LIB,Justin Knight,5,2,7
Donley,401,Commissioner of the General Land Office,,GRN,Valerie Alessi,2,1,3
Donley,101,Commissioner of Agriculture,,REP,Sid Miller,42,42,84
Donley,101,Commissioner of Agriculture,,DEM,Jim Hogan,2,3,5
Donley,101,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,3,1,4
Donley,101,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,1,2
Donley,102,Commissioner of Agriculture,,REP,Sid Miller,58,40,98
Donley,102,Commissioner of Agriculture,,DEM,Jim Hogan,12,10,22
Donley,102,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,3,1,4
Donley,102,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,1,1
Donley,201,Commissioner of Agriculture,,REP,Sid Miller,104,120,224
Donley,201,Commissioner of Agriculture,,DEM,Jim Hogan,20,17,37
Donley,201,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,10,3,13
Donley,201,Commissioner of Agriculture,,GRN,Kenneth Kendrick,2,8,10
Donley,301,Commissioner of Agriculture,,REP,Sid Miller,25,49,74
Donley,301,Commissioner of Agriculture,,DEM,Jim Hogan,1,2,3
Donley,301,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,0
Donley,301,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,0,1
Donley,303,Commissioner of Agriculture,,REP,Sid Miller,64,25,89
Donley,303,Commissioner of Agriculture,,DEM,Jim Hogan,13,6,19
Donley,303,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,4,0,4
Donley,303,Commissioner of Agriculture,,GRN,Kenneth Kendrick,2,1,3
Donley,401,Commissioner of Agriculture,,REP,Sid Miller,87,80,167
Donley,401,Commissioner of Agriculture,,DEM,Jim Hogan,15,21,36
Donley,401,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,3,2,5
Donley,401,Commissioner of Agriculture,,GRN,Kenneth Kendrick,4,0,4
Donley,101,Railroad Commissioner,,REP,Ryan Sitton,44,43,87
Donley,101,Railroad Commissioner,,DEM,Steve Brown,2,3,5
Donley,101,Railroad Commissioner,,LIB,Mark A. Miller,1,1,2
Donley,101,Railroad Commissioner,,GRN,Martina Salinas,1,1,2
Donley,102,Railroad Commissioner,,REP,Ryan Sitton,59,44,103
Donley,102,Railroad Commissioner,,DEM,Steve Brown,10,6,16
Donley,102,Railroad Commissioner,,LIB,Mark A. Miller,4,2,6
Donley,102,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Donley,201,Railroad Commissioner,,REP,Ryan Sitton,105,121,226
Donley,201,Railroad Commissioner,,DEM,Steve Brown,18,22,40
Donley,201,Railroad Commissioner,,LIB,Mark A. Miller,14,5,19
Donley,201,Railroad Commissioner,,GRN,Martina Salinas,2,1,3
Donley,301,Railroad Commissioner,,REP,Ryan Sitton,25,47,72
Donley,301,Railroad Commissioner,,DEM,Steve Brown,0,1,1
Donley,301,Railroad Commissioner,,LIB,Mark A. Miller,2,1,3
Donley,301,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Donley,303,Railroad Commissioner,,REP,Ryan Sitton,65,26,91
Donley,303,Railroad Commissioner,,DEM,Steve Brown,11,5,16
Donley,303,Railroad Commissioner,,LIB,Mark A. Miller,6,1,7
Donley,303,Railroad Commissioner,,GRN,Martina Salinas,1,0,1
Donley,401,Railroad Commissioner,,REP,Ryan Sitton,85,77,162
Donley,401,Railroad Commissioner,,DEM,Steve Brown,15,24,39
Donley,401,Railroad Commissioner,,LIB,Mark A. Miller,4,1,5
Donley,401,Railroad Commissioner,,GRN,Martina Salinas,3,2,5
Donley,101,State Senate,31,REP,Kel Seliger,46,43,89
Donley,101,State Senate,31,LIB,Steven Gibson,2,7,9
Donley,102,State Senate,31,REP,Kel Seliger,64,47,111
Donley,102,State Senate,31,LIB,Steven Gibson,6,2,8
Donley,201,State Senate,31,REP,Kel Seliger,123,137,260
Donley,201,State Senate,31,LIB,Steven Gibson,14,11,25
Donley,301,State Senate,31,REP,Kel Seliger,25,49,74
Donley,301,State Senate,31,LIB,Steven Gibson,2,3,5
Donley,303,State Senate,31,REP,Kel Seliger,70,25,95
Donley,303,State Senate,31,LIB,Steven Gibson,8,5,13
Donley,401,State Senate,31,REP,Kel Seliger,100,87,187
Donley,401,State Senate,31,LIB,Steven Gibson,10,17,27
Donley,101,State Representative,88,REP,Ken King,44,45,89
Donley,101,State Representative,88,LIB,Kerry McKennon,4,4,8
Donley,102,State Representative,88,REP,Ken King,61,48,109
Donley,102,State Representative,88,LIB,Kerry McKennon,7,1,8
Donley,201,State Representative,88,REP,Ken King,124,136,260
Donley,201,State Representative,88,LIB,Kerry McKennon,12,10,22
Donley,301,State Representative,88,REP,Ken King,27,50,77
Donley,301,State Representative,88,LIB,Kerry McKennon,0,2,2
Donley,303,State Representative,88,REP,Ken King,65,28,93
Donley,303,State Representative,88,LIB,Kerry McKennon,12,2,14
Donley,401,State Representative,88,REP,Ken King,101,84,185
Donley,401,State Representative,88,LIB,Kerry McKennon,6,17,23
Donley,101,Registered Voters,,,,,,233
Donley,102,Registered Voters,,,,,,303
Donley,201,Registered Voters,,,,,,698
Donley,301,Registered Voters,,,,,,233
Donley,303,Registered Voters,,,,,,343
Donley,401,Registered Voters,,,,,,600
Donley,101,Ballots Cast,,,,48,53,101
Donley,102,Ballots Cast,,,,76,52,128
Donley,201,Ballots Cast,,,,143,153,296
Donley,301,Ballots Cast,,,,28,52,80
Donley,303,Ballots Cast,,,,84,32,116
Donley,401,Ballots Cast,,,,116,112,228
