county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Lampasas,1,Ballots Cast,,,,,,,664
Lampasas,1,Straight Party,,,REP,42,96,198,336
Lampasas,1,Straight Party,,,DEM,3,34,59,96
Lampasas,1,Straight Party,,,LIB,0,0,6,6
Lampasas,1,Straight Party,,,GRN,0,1,0,1
Lampasas,1,Straight Party,,Over Votes,,0,0,0,0
Lampasas,1,Straight Party,,Under Votes,,12,68,145,225
Lampasas,1,U.S. Senate,,John Cornyn,REP,49,140,299,488
Lampasas,1,U.S. Senate,,David M. Alameel,DEM,7,50,85,142
Lampasas,1,U.S. Senate,,Rebecca Paddock,LIB,0,0,11,11
Lampasas,1,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,0,2,1,3
Lampasas,1,U.S. Senate,,Over Votes,,0,0,0,0
Lampasas,1,U.S. Senate,,Under Votes,,1,7,12,20
Lampasas,1,U.S. House,25,Roger Williams,REP,50,141,299,490
Lampasas,1,U.S. House,25,Marco Montoya,DEM,5,55,87,147
Lampasas,1,U.S. House,25,John Betz,LIB,1,0,12,13
Lampasas,1,U.S. House,25,Over Votes,,0,0,0,0
Lampasas,1,U.S. House,25,Under Votes,,1,3,10,14
Lampasas,1,Governor,,Greg Abbott,REP,48,137,298,483
Lampasas,1,Governor,,Wendy R. Davis,DEM,7,58,93,158
Lampasas,1,Governor,,Kathie Glass,LIB,1,1,8,10
Lampasas,1,Governor,,Brandon Parmer,GRN,0,1,3,4
Lampasas,1,Governor,,Over Votes,,0,0,0,0
Lampasas,1,Governor,,Under Votes,,1,2,6,9
Lampasas,1,Lieutenant Governor,,Dan Patrick,REP,49,138,298,485
Lampasas,1,Lieutenant Governor,,Leticia Van de Putte,DEM,5,55,86,146
Lampasas,1,Lieutenant Governor,,Robert D. Butler,LIB,1,3,16,20
Lampasas,1,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,1,2,3
Lampasas,1,Lieutenant Governor,,Over Votes,,0,0,0,0
Lampasas,1,Lieutenant Governor,,Under Votes,,2,2,6,10
Lampasas,1,Ballots Cast,,,,,,,664
Lampasas,1,Attorney General,,Ken Paxton,REP,48,135,292,475
Lampasas,1,Attorney General,,Sam Houston,DEM,7,59,92,158
Lampasas,1,Attorney General,,Jamie Balagia,LIB,0,1,14,15
Lampasas,1,Attorney General,,Jamar Osborne,GRN,0,2,3,5
Lampasas,1,Attorney General,,Over Votes,,0,0,0,0
Lampasas,1,Attorney General,,Under Votes,,2,2,7,11
Lampasas,1,Comptroller of Public Accounts,,Glenn Hegar,REP,49,138,281,468
Lampasas,1,Comptroller of Public Accounts,,Mike Collier,DEM,6,53,88,147
Lampasas,1,Comptroller of Public Accounts,,Ben Sanders,LIB,0,1,21,22
Lampasas,1,Comptroller of Public Accounts,,Deb Shafto,GRN,0,3,4,7
Lampasas,1,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Lampasas,1,Comptroller of Public Accounts,,Under Votes,,2,4,14,20
Lampasas,1,Commissioner of the General Land Office,,George P. Bush,REP,50,138,291,479
Lampasas,1,Commissioner of the General Land Office,,John Cook,DEM,6,54,85,145
Lampasas,1,Commissioner of the General Land Office,,Justin Knight,LIB,0,2,16,18
Lampasas,1,Commissioner of the General Land Office,,Valerie Alessi,GRN,0,3,5,8
Lampasas,1,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Lampasas,1,Commissioner of the General Land Office,,Under Votes,,1,2,11,14
Lampasas,1,Commissioner of Agriculture,,Sid Miller,REP,46,135,290,471
Lampasas,1,Commissioner of Agriculture,,Jim Hogan,DEM,9,58,88,155
Lampasas,1,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,0,1,14,15
Lampasas,1,Commissioner of Agriculture,,Kenneth Kendrick,GRN,0,2,6,8
Lampasas,1,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Lampasas,1,Commissioner of Agriculture,,Under Votes,,2,3,10,15
Lampasas,1,Railroad Commissioner,,Ryan Sitton,REP,48,135,281,464
Lampasas,1,Railroad Commissioner,,Steve Brown,DEM,7,54,90,151
Lampasas,1,Railroad Commissioner,,Mark A. Miller,LIB,0,2,19,21
Lampasas,1,Railroad Commissioner,,Martina Salinas,GRN,0,4,5,9
Lampasas,1,Railroad Commissioner,,Over Votes,,0,0,0,0
Lampasas,1,Railroad Commissioner,,Under Votes,,2,4,13,19
Lampasas,1,Ballots Cast,,,,,,,664
Lampasas,1,Ballots Cast,,,,,,,664
Lampasas,1,State Representative,54,Jimmie Don Aycock,REP,50,146,326,522
Lampasas,1,State Representative,54,Over Votes,,0,0,0,0
Lampasas,1,State Representative,54,Under Votes,,7,53,82,142
Lampasas,1,Ballots Cast,,,,,,,664
Lampasas,1,Ballots Cast,,,,,,,664
Lampasas,1,Ballots Cast,,,,,,,664
Lampasas,2,Ballots Cast,,,,,,,1207
Lampasas,2,Straight Party,,,REP,67,335,204,606
Lampasas,2,Straight Party,,,DEM,12,59,29,100
Lampasas,2,Straight Party,,,LIB,0,4,4,8
Lampasas,2,Straight Party,,,GRN,0,0,0,0
Lampasas,2,Straight Party,,Over Votes,,0,0,0,0
Lampasas,2,Straight Party,,Under Votes,,26,268,199,493
Lampasas,2,U.S. Senate,,John Cornyn,REP,87,521,345,953
Lampasas,2,U.S. Senate,,David M. Alameel,DEM,16,103,55,174
Lampasas,2,U.S. Senate,,Rebecca Paddock,LIB,1,9,13,23
