county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Dallam,PRECINCT 1,BALLOTS CAST - TOTAL,,REP,BALLOTS CAST - TOTAL,65,,,
Dallam,PRECINCT 2 & 8,BALLOTS CAST - TOTAL,,REP,BALLOTS CAST - TOTAL,166,,,
Dallam,"PRECINCT 3, 5, 6 & 9",BALLOTS CAST - TOTAL,,REP,BALLOTS CAST - TOTAL,143,,,
Dallam,PRECINCT 4,BALLOTS CAST - TOTAL,,REP,BALLOTS CAST - TOTAL,9,,,
Dallam,PRECINCT 7,BALLOTS CAST - TOTAL,,REP,BALLOTS CAST - TOTAL,74,,,
Dallam,PRECINCT 1,United States Senator,,REP,Chris Mapp,1,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,Chris Mapp,9,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,Chris Mapp,2,,,
Dallam,PRECINCT 4,United States Senator,,REP,Chris Mapp,0,,,
Dallam,PRECINCT 7,United States Senator,,REP,Chris Mapp,3,,,
Dallam,PRECINCT 1,United States Senator,,REP,Reid Reasor,2,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,Reid Reasor,1,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,Reid Reasor,5,,,
Dallam,PRECINCT 4,United States Senator,,REP,Reid Reasor,0,,,
Dallam,PRECINCT 7,United States Senator,,REP,Reid Reasor,1,,,
Dallam,PRECINCT 1,United States Senator,,REP,Curt Cleaver,2,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,Curt Cleaver,4,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,Curt Cleaver,2,,,
Dallam,PRECINCT 4,United States Senator,,REP,Curt Cleaver,0,,,
Dallam,PRECINCT 7,United States Senator,,REP,Curt Cleaver,1,,,
Dallam,PRECINCT 1,United States Senator,,REP,John Cornyn,40,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,John Cornyn,88,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,John Cornyn,88,,,
Dallam,PRECINCT 4,United States Senator,,REP,John Cornyn,8,,,
Dallam,PRECINCT 7,United States Senator,,REP,John Cornyn,45,,,
Dallam,PRECINCT 1,United States Senator,,REP,Ken Cope,0,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,Ken Cope,8,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,Ken Cope,4,,,
Dallam,PRECINCT 4,United States Senator,,REP,Ken Cope,0,,,
Dallam,PRECINCT 7,United States Senator,,REP,Ken Cope,6,,,
Dallam,PRECINCT 1,United States Senator,,REP,Steve Stockman,6,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,Steve Stockman,19,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,Steve Stockman,13,,,
Dallam,PRECINCT 4,United States Senator,,REP,Steve Stockman,0,,,
Dallam,PRECINCT 7,United States Senator,,REP,Steve Stockman,8,,,
Dallam,PRECINCT 1,United States Senator,,REP,Linda Vega,5,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,Linda Vega,8,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,Linda Vega,7,,,
Dallam,PRECINCT 4,United States Senator,,REP,Linda Vega,0,,,
Dallam,PRECINCT 7,United States Senator,,REP,Linda Vega,3,,,
Dallam,PRECINCT 1,United States Senator,,REP,Dwayne Stovall,6,,,
Dallam,PRECINCT 2 & 8,United States Senator,,REP,Dwayne Stovall,15,,,
Dallam,"PRECINCT 3, 5, 6 & 9",United States Senator,,REP,Dwayne Stovall,15,,,
Dallam,PRECINCT 4,United States Senator,,REP,Dwayne Stovall,1,,,
Dallam,PRECINCT 7,United States Senator,,REP,Dwayne Stovall,6,,,
Dallam,PRECINCT 1,U.S. House,13,REP,Elaine Hays,18,,,
Dallam,PRECINCT 2 & 8,U.S. House,13,REP,Elaine Hays,30,,,
Dallam,"PRECINCT 3, 5, 6 & 9",U.S. House,13,REP,Elaine Hays,29,,,
Dallam,PRECINCT 4,U.S. House,13,REP,Elaine Hays,0,,,
Dallam,PRECINCT 7,U.S. House,13,REP,Elaine Hays,10,,,
Dallam,PRECINCT 1,U.S. House,13,REP,Pam Barlow,9,,,
Dallam,PRECINCT 2 & 8,U.S. House,13,REP,Pam Barlow,25,,,
Dallam,"PRECINCT 3, 5, 6 & 9",U.S. House,13,REP,Pam Barlow,22,,,
Dallam,PRECINCT 4,U.S. House,13,REP,Pam Barlow,2,,,
Dallam,PRECINCT 7,U.S. House,13,REP,Pam Barlow,9,,,
Dallam,PRECINCT 1,U.S. House,13,REP,Mac Thornberry,38,,,
Dallam,PRECINCT 2 & 8,U.S. House,13,REP,Mac Thornberry,104,,,
Dallam,"PRECINCT 3, 5, 6 & 9",U.S. House,13,REP,Mac Thornberry,91,,,
Dallam,PRECINCT 4,U.S. House,13,REP,Mac Thornberry,7,,,
Dallam,PRECINCT 7,U.S. House,13,REP,Mac Thornberry,53,,,
Dallam,PRECINCT 1,Govenor,,REP,Lisa Fritsch,5,,,
Dallam,PRECINCT 2 & 8,Govenor,,REP,Lisa Fritsch,10,,,
Dallam,"PRECINCT 3, 5, 6 & 9",Govenor,,REP,Lisa Fritsch,10,,,
Dallam,PRECINCT 4,Govenor,,REP,Lisa Fritsch,0,,,
Dallam,PRECINCT 7,Govenor,,REP,Lisa Fritsch,5,,,
Dallam,PRECINCT 1,Govenor,,REP,Greg Abbott,54,,,
