county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Shelby,1N - Center,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1350,,,
Shelby,1SO - Center,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1681,,,
Shelby,1SE - Center,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1626,,,
Shelby,1SW - Center,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1204,,,
Shelby,1W - Center,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,373,,,
Shelby,2 - Excelsior,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,777,,,
Shelby,3 - Sardis,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,283,,,
Shelby,4 - Huxley,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,746,,,
Shelby,5 - Joaquin,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1933,,,
Shelby,6 - Dreka,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,483,,,
Shelby,7 - Shelbyville,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,771,,,
Shelby,8 - Tenaha,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1086,,,
Shelby,9N - Timpson,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1088,,,
Shelby,9S - Timpson,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,961,,,
Shelby,1N - Center,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,32,,,
Shelby,1SO - Center,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,28,,,
Shelby,1SE - Center,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,43,,,
Shelby,1SW - Center,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,29,,,
Shelby,1W - Center,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,24,,,
Shelby,2 - Excelsior,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,8,,,
Shelby,3 - Sardis,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,4,,,
Shelby,4 - Huxley,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,9,,,
Shelby,5 - Joaquin,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,32,,,
Shelby,6 - Dreka,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,10,,,
