county,precinct,office,district,Candidate,party,Absentee,Early,Election,Votes
Uvalde,6,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,7,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,8,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,9,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,10,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,11,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,12,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,13,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,14,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,Total,Lieutenant Governor,,Over Votes,,0,0,0,0
Uvalde,1,Lieutenant Governor,,Under Votes,,0,5,5,10
Uvalde,2,Lieutenant Governor,,Under Votes,,1,3,8,12
Uvalde,3,Lieutenant Governor,,Under Votes,,0,0,4,4
Uvalde,4,Lieutenant Governor,,Under Votes,,0,0,2,2
Uvalde,5,Lieutenant Governor,,Under Votes,,0,7,3,10
Uvalde,6,Lieutenant Governor,,Under Votes,,0,2,1,3
Uvalde,7,Lieutenant Governor,,Under Votes,,0,1,0,1
Uvalde,8,Lieutenant Governor,,Under Votes,,0,3,3,6
Uvalde,9,Lieutenant Governor,,Under Votes,,1,1,5,7
Uvalde,10,Lieutenant Governor,,Under Votes,,0,3,1,4
Uvalde,11,Lieutenant Governor,,Under Votes,,0,2,0,2
Uvalde,12,Lieutenant Governor,,Under Votes,,2,16,8,26
Uvalde,13,Lieutenant Governor,,Under Votes,,0,6,9,15
Uvalde,14,Lieutenant Governor,,Under Votes,,0,0,2,2
Uvalde,Total,Lieutenant Governor,,Under Votes,,4,49,51,104
Uvalde,1,Attorney General,,Ken Paxton,,17,182,93,292
Uvalde,2,Attorney General,,Ken Paxton,,16,59,225,300
Uvalde,3,Attorney General,,Ken Paxton,,13,19,224,256
Uvalde,4,Attorney General,,Ken Paxton,,11,60,114,185
Uvalde,5,Attorney General,,Ken Paxton,,28,274,162,464
Uvalde,6,Attorney General,,Ken Paxton,,2,24,89,115
Uvalde,7,Attorney General,,Ken Paxton,,0,105,77,182
Uvalde,8,Attorney General,,Ken Paxton,,15,110,86,211
Uvalde,9,Attorney General,,Ken Paxton,,5,25,19,49
Uvalde,10,Attorney General,,Ken Paxton,,5,8,6,19
Uvalde,11,Attorney General,,Ken Paxton,,5,34,87,126
Uvalde,12,Attorney General,,Ken Paxton,,19,272,151,442
Uvalde,13,Attorney General,,Ken Paxton,,9,105,59,173
Uvalde,14,Attorney General,,Ken Paxton,,4,18,29,51
Uvalde,Total,Attorney General,,Ken Paxton,,149,1295,1421,2865
Uvalde,1,Attorney General,,Sam Houston,,39,132,70,241
Uvalde,2,Attorney General,,Sam Houston,,81,16,109,206
Uvalde,3,Attorney General,,Sam Houston,,2,9,15,26
Uvalde,4,Attorney General,,Sam Houston,,1,8,22,31
Uvalde,5,Attorney General,,Sam Houston,,13,83,58,154
Uvalde,6,Attorney General,,Sam Houston,,2,11,9,22
Uvalde,7,Attorney General,,Sam Houston,,2,22,19,43
Uvalde,8,Attorney General,,Sam Houston,,41,107,81,229
Uvalde,9,Attorney General,,Sam Houston,,83,83,114,280
Uvalde,10,Attorney General,,Sam Houston,,50,30,41,121
Uvalde,11,Attorney General,,Sam Houston,,4,9,20,33
Uvalde,12,Attorney General,,Sam Houston,,32,153,99,284
Uvalde,13,Attorney General,,Sam Houston,,111,161,109,381
Uvalde,14,Attorney General,,Sam Houston,,1,6,8,15
Uvalde,Total,Attorney General,,Sam Houston,,462,830,774,2066
Uvalde,1,Attorney General,,Jamie Balagia,,0,2,3,5
Uvalde,2,Attorney General,,Jamie Balagia,,1,0,7,8
Uvalde,3,Attorney General,,Jamie Balagia,,0,0,3,3
Uvalde,4,Attorney General,,Jamie Balagia,,0,0,4,4
Uvalde,5,Attorney General,,Jamie Balagia,,0,8,8,16
Uvalde,6,Attorney General,,Jamie Balagia,,0,2,2,4
Uvalde,7,Attorney General,,Jamie Balagia,,0,6,1,7
Uvalde,8,Attorney General,,Jamie Balagia,,0,4,6,10
Uvalde,9,Attorney General,,Jamie Balagia,,1,2,3,6
Uvalde,10,Attorney General,,Jamie Balagia,,0,2,1,3
Uvalde,11,Attorney General,,Jamie Balagia,,0,3,1,4
Uvalde,12,Attorney General,,Jamie Balagia,,0,5,5,10
Uvalde,13,Attorney General,,Jamie Balagia,,5,6,7,18
Uvalde,14,Attorney General,,Jamie Balagia,,0,1,0,1
Uvalde,Total,Attorney General,,Jamie Balagia,,7,41,51,99
Uvalde,1,Attorney General,,Jamar Osborne,,0,3,1,4
Uvalde,2,Attorney General,,Jamar Osborne,,0,1,2,3
Uvalde,3,Attorney General,,Jamar Osborne,,0,0,0,0
Uvalde,4,Attorney General,,Jamar Osborne,,0,0,0,0
Uvalde,5,Attorney General,,Jamar Osborne,,0,2,0,2
Uvalde,6,Attorney General,,Jamar Osborne,,0,0,0,0
Uvalde,7,Attorney General,,Jamar Osborne,,0,0,0,0
Uvalde,8,Attorney General,,Jamar Osborne,,0,1,0,1
Uvalde,9,Attorney General,,Jamar Osborne,,0,0,1,1
Uvalde,10,Attorney General,,Jamar Osborne,,0,0,1,1
Uvalde,11,Attorney General,,Jamar Osborne,,0,0,0,0
Uvalde,12,Attorney General,,Jamar Osborne,,2,3,2,7
Uvalde,13,Attorney General,,Jamar Osborne,,0,2,1,3
Uvalde,14,Attorney General,,Jamar Osborne,,0,0,1,1
Uvalde,Total,Attorney General,,Jamar Osborne,,2,12,9,23
Uvalde,1,Attorney General,,Over Votes,,1,0,0,1
Uvalde,2,Attorney General,,Over Votes,,0,0,0,0
Uvalde,3,Attorney General,,Over Votes,,0,0,0,0
Uvalde,4,Attorney General,,Over Votes,,0,0,0,0
Uvalde,5,Attorney General,,Over Votes,,0,0,0,0
Uvalde,6,Attorney General,,Over Votes,,0,0,0,0
Uvalde,7,Attorney General,,Over Votes,,0,0,0,0
Uvalde,8,Attorney General,,Over Votes,,0,0,0,0
Uvalde,9,Attorney General,,Over Votes,,0,0,0,0
Uvalde,10,Attorney General,,Over Votes,,0,0,0,0
Uvalde,11,Attorney General,,Over Votes,,0,0,0,0
Uvalde,12,Attorney General,,Over Votes,,0,0,0,0
Uvalde,13,Attorney General,,Over Votes,,0,0,0,0
Uvalde,14,Attorney General,,Over Votes,,0,0,0,0
Uvalde,Total,Attorney General,,Over Votes,,1,0,0,1
Uvalde,1,Attorney General,,Under Votes,,0,9,7,16
Uvalde,2,Attorney General,,Under Votes,,1,2,13,16
Uvalde,3,Attorney General,,Under Votes,,0,0,1,1
Uvalde,4,Attorney General,,Under Votes,,0,0,2,2
Uvalde,5,Attorney General,,Under Votes,,1,8,6,15
Uvalde,6,Attorney General,,Under Votes,,0,1,1,2
Uvalde,7,Attorney General,,Under Votes,,0,0,3,3
Uvalde,8,Attorney General,,Under Votes,,0,7,12,19
Uvalde,9,Attorney General,,Under Votes,,3,5,6,14
Uvalde,10,Attorney General,,Under Votes,,3,3,2,8
Uvalde,11,Attorney General,,Under Votes,,0,2,1,3
Uvalde,12,Attorney General,,Under Votes,,3,15,10,28
Uvalde,13,Attorney General,,Under Votes,,3,8,15,26
Uvalde,14,Attorney General,,Under Votes,,0,0,2,2
Uvalde,Total,Attorney General,,Under Votes,,14,60,81,155
Uvalde,1,Comptroller Of Public Accounts,,Glenn Hegar,,17,169,90,276
Uvalde,2,Comptroller Of Public Accounts,,Glenn Hegar,,16,58,214,288
Uvalde,3,Comptroller Of Public Accounts,,Glenn Hegar,,13,20,211,244
Uvalde,4,Comptroller Of Public Accounts,,Glenn Hegar,,11,58,113,182
Uvalde,5,Comptroller Of Public Accounts,,Glenn Hegar,,27,268,161,456
Uvalde,6,Comptroller Of Public Accounts,,Glenn Hegar,,2,24,86,112
Uvalde,7,Comptroller Of Public Accounts,,Glenn Hegar,,0,99,73,172
Uvalde,8,Comptroller Of Public Accounts,,Glenn Hegar,,13,113,76,202
Uvalde,9,Comptroller Of Public Accounts,,Glenn Hegar,,5,23,17,45
Uvalde,10,Comptroller Of Public Accounts,,Glenn Hegar,,4,7,5,16
Uvalde,11,Comptroller Of Public Accounts,,Glenn Hegar,,4,33,83,120
Uvalde,12,Comptroller Of Public Accounts,,Glenn Hegar,,18,258,154,430
Uvalde,13,Comptroller Of Public Accounts,,Glenn Hegar,,8,100,50,158
Uvalde,14,Comptroller Of Public Accounts,,Glenn Hegar,,4,19,26,49
Uvalde,Total,Comptroller Of Public Accounts,,Glenn Hegar,,142,1249,1359,2750
Uvalde,1,Comptroller Of Public Accounts,,Mike Collier,,40,135,71,246
Uvalde,2,Comptroller Of Public Accounts,,Mike Collier,,78,16,108,202
Uvalde,3,Comptroller Of Public Accounts,,Mike Collier,,1,8,15,24
Uvalde,4,Comptroller Of Public Accounts,,Mike Collier,,1,7,23,31
Uvalde,5,Comptroller Of Public Accounts,,Mike Collier,,13,80,59,152
Uvalde,6,Comptroller Of Public Accounts,,Mike Collier,,2,12,11,25
Uvalde,7,Comptroller Of Public Accounts,,Mike Collier,,2,21,17,40
Uvalde,8,Comptroller Of Public Accounts,,Mike Collier,,41,101,85,227
Uvalde,9,Comptroller Of Public Accounts,,Mike Collier,,84,82,114,280
Uvalde,10,Comptroller Of Public Accounts,,Mike Collier,,51,30,41,122
Uvalde,11,Comptroller Of Public Accounts,,Mike Collier,,4,11,19,34
Uvalde,12,Comptroller Of Public Accounts,,Mike Collier,,34,151,93,278
Uvalde,13,Comptroller Of Public Accounts,,Mike Collier,,114,163,118,395
Uvalde,14,Comptroller Of Public Accounts,,Mike Collier,,1,5,6,12
Uvalde,Total,Comptroller Of Public Accounts,,Mike Collier,,466,822,780,2068
Uvalde,1,Comptroller Of Public Accounts,,Ben Sanders,,0,7,3,10
Uvalde,2,Comptroller Of Public Accounts,,Ben Sanders,,2,2,13,17
Uvalde,3,Comptroller Of Public Accounts,,Ben Sanders,,0,0,7,7
Uvalde,4,Comptroller Of Public Accounts,,Ben Sanders,,0,3,3,6
Uvalde,5,Comptroller Of Public Accounts,,Ben Sanders,,1,12,4,17
Uvalde,6,Comptroller Of Public Accounts,,Ben Sanders,,0,1,2,3
Uvalde,7,Comptroller Of Public Accounts,,Ben Sanders,,0,8,4,12
Uvalde,8,Comptroller Of Public Accounts,,Ben Sanders,,1,3,7,11
Uvalde,9,Comptroller Of Public Accounts,,Ben Sanders,,0,1,4,5
Uvalde,10,Comptroller Of Public Accounts,,Ben Sanders,,0,1,1,2
Uvalde,11,Comptroller Of Public Accounts,,Ben Sanders,,0,2,2,4
Uvalde,12,Comptroller Of Public Accounts,,Ben Sanders,,0,10,6,16
Uvalde,13,Comptroller Of Public Accounts,,Ben Sanders,,3,7,7,17
Uvalde,14,Comptroller Of Public Accounts,,Ben Sanders,,0,1,2,3
Uvalde,Total,Comptroller Of Public Accounts,,Ben Sanders,,7,58,65,130
Uvalde,1,Comptroller Of Public Accounts,,Deb Shafto,,0,6,3,9
Uvalde,2,Comptroller Of Public Accounts,,Deb Shafto,,1,0,2,3
Uvalde,3,Comptroller Of Public Accounts,,Deb Shafto,,0,0,1,1
Uvalde,4,Comptroller Of Public Accounts,,Deb Shafto,,0,0,0,0
Uvalde,5,Comptroller Of Public Accounts,,Deb Shafto,,0,4,2,6
Uvalde,6,Comptroller Of Public Accounts,,Deb Shafto,,0,0,0,0
Uvalde,7,Comptroller Of Public Accounts,,Deb Shafto,,0,2,1,3
Uvalde,8,Comptroller Of Public Accounts,,Deb Shafto,,0,2,0,2
Uvalde,9,Comptroller Of Public Accounts,,Deb Shafto,,0,1,0,1
Uvalde,10,Comptroller Of Public Accounts,,Deb Shafto,,0,0,0,0
Uvalde,11,Comptroller Of Public Accounts,,Deb Shafto,,0,1,1,2
Uvalde,12,Comptroller Of Public Accounts,,Deb Shafto,,1,2,2,5
Uvalde,13,Comptroller Of Public Accounts,,Deb Shafto,,0,2,1,3
Uvalde,14,Comptroller Of Public Accounts,,Deb Shafto,,0,0,1,1
Uvalde,Total,Comptroller Of Public Accounts,,Deb Shafto,,2,20,14,36
Uvalde,1,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,2,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,3,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,4,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,5,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,6,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,7,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,8,Comptroller Of Public Accounts,,Over Votes,,1,0,0,1
Uvalde,9,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,10,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,11,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,12,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,13,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,14,Comptroller Of Public Accounts,,Over Votes,,0,0,0,0
Uvalde,Total,Comptroller Of Public Accounts,,Over Votes,,1,0,0,1
Uvalde,1,Comptroller Of Public Accounts,,Under Votes,,0,11,7,18
Uvalde,2,Comptroller Of Public Accounts,,Under Votes,,2,2,19,23
Uvalde,3,Comptroller Of Public Accounts,,Under Votes,,1,0,9,10
Uvalde,4,Comptroller Of Public Accounts,,Under Votes,,0,0,3,3
Uvalde,5,Comptroller Of Public Accounts,,Under Votes,,1,11,8,20
Uvalde,6,Comptroller Of Public Accounts,,Under Votes,,0,1,2,3
Uvalde,7,Comptroller Of Public Accounts,,Under Votes,,0,3,5,8
Uvalde,8,Comptroller Of Public Accounts,,Under Votes,,0,10,17,27
Uvalde,9,Comptroller Of Public Accounts,,Under Votes,,3,8,8,19
Uvalde,10,Comptroller Of Public Accounts,,Under Votes,,3,5,4,12
Uvalde,11,Comptroller Of Public Accounts,,Under Votes,,1,1,4,6
Uvalde,12,Comptroller Of Public Accounts,,Under Votes,,3,27,12,42
Uvalde,13,Comptroller Of Public Accounts,,Under Votes,,3,10,15,28
Uvalde,14,Comptroller Of Public Accounts,,Under Votes,,0,0,5,5
Uvalde,Total,Comptroller Of Public Accounts,,Under Votes,,17,89,118,224
Uvalde,1,Commissioner Of The General Land Office,,George P. Bush,,18,178,102,298
Uvalde,2,Commissioner Of The General Land Office,,George P. Bush,,17,59,226,302
Uvalde,3,Commissioner Of The General Land Office,,George P. Bush,,15,20,210,245
Uvalde,4,Commissioner Of The General Land Office,,George P. Bush,,11,61,115,187
Uvalde,5,Commissioner Of The General Land Office,,George P. Bush,,32,288,171,491
Uvalde,6,Commissioner Of The General Land Office,,George P. Bush,,2,25,87,114
Uvalde,7,Commissioner Of The General Land Office,,George P. Bush,,0,104,78,182
Uvalde,8,Commissioner Of The General Land Office,,George P. Bush,,13,117,87,217
Uvalde,9,Commissioner Of The General Land Office,,George P. Bush,,4,30,25,59
Uvalde,10,Commissioner Of The General Land Office,,George P. Bush,,7,10,10,27
Uvalde,11,Commissioner Of The General Land Office,,George P. Bush,,4,34,85,123
Uvalde,12,Commissioner Of The General Land Office,,George P. Bush,,19,287,166,472
Uvalde,13,Commissioner Of The General Land Office,,George P. Bush,,11,112,64,187
Uvalde,14,Commissioner Of The General Land Office,,George P. Bush,,4,18,29,51
Uvalde,Total,Commissioner Of The General Land Office,,George P. Bush,,157,1343,1455,2955
Uvalde,1,Commissioner Of The General Land Office,,John Cook,,39,130,61,230
Uvalde,2,Commissioner Of The General Land Office,,John Cook,,79,15,100,194
Uvalde,3,Commissioner Of The General Land Office,,John Cook,,0,8,14,22
Uvalde,4,Commissioner Of The General Land Office,,John Cook,,1,6,21,28
Uvalde,5,Commissioner Of The General Land Office,,John Cook,,9,66,50,125
Uvalde,6,Commissioner Of The General Land Office,,John Cook,,2,10,9,21
Uvalde,7,Commissioner Of The General Land Office,,John Cook,,2,18,19,39
Uvalde,8,Commissioner Of The General Land Office,,John Cook,,41,93,77,211
Uvalde,9,Commissioner Of The General Land Office,,John Cook,,83,76,107,266
Uvalde,10,Commissioner Of The General Land Office,,John Cook,,48,29,36,113
Uvalde,11,Commissioner Of The General Land Office,,John Cook,,4,13,20,37
Uvalde,12,Commissioner Of The General Land Office,,John Cook,,35,133,86,254
Uvalde,13,Commissioner Of The General Land Office,,John Cook,,111,152,104,367
Uvalde,14,Commissioner Of The General Land Office,,John Cook,,1,5,6,12
Uvalde,Total,Commissioner Of The General Land Office,,John Cook,,455,754,710,1919
Uvalde,1,Commissioner Of The General Land Office,,Justin Knight,,0,7,1,8
Uvalde,2,Commissioner Of The General Land Office,,Justin Knight,,1,2,13,16
Uvalde,3,Commissioner Of The General Land Office,,Justin Knight,,0,0,9,9
Uvalde,4,Commissioner Of The General Land Office,,Justin Knight,,0,1,3,4
Uvalde,5,Commissioner Of The General Land Office,,Justin Knight,,1,7,6,14
Uvalde,6,Commissioner Of The General Land Office,,Justin Knight,,0,1,3,4
Uvalde,7,Commissioner Of The General Land Office,,Justin Knight,,0,5,2,7
Uvalde,8,Commissioner Of The General Land Office,,Justin Knight,,2,8,7,17
Uvalde,9,Commissioner Of The General Land Office,,Justin Knight,,1,1,1,3
Uvalde,10,Commissioner Of The General Land Office,,Justin Knight,,0,1,1,2
Uvalde,11,Commissioner Of The General Land Office,,Justin Knight,,0,0,2,2
Uvalde,12,Commissioner Of The General Land Office,,Justin Knight,,0,8,6,14
Uvalde,13,Commissioner Of The General Land Office,,Justin Knight,,3,6,8,17
Uvalde,14,Commissioner Of The General Land Office,,Justin Knight,,0,2,2,4
Uvalde,Total,Commissioner Of The General Land Office,,Justin Knight,,8,49,64,121
Uvalde,1,Commissioner Of The General Land Office,,Valerie Alessi,,0,3,2,5
Uvalde,2,Commissioner Of The General Land Office,,Valerie Alessi,,1,0,6,7
Uvalde,3,Commissioner Of The General Land Office,,Valerie Alessi,,0,0,5,5
Uvalde,4,Commissioner Of The General Land Office,,Valerie Alessi,,0,0,0,0
Uvalde,5,Commissioner Of The General Land Office,,Valerie Alessi,,0,4,1,5
Uvalde,6,Commissioner Of The General Land Office,,Valerie Alessi,,0,1,0,1
Uvalde,7,Commissioner Of The General Land Office,,Valerie Alessi,,0,2,0,2
Uvalde,8,Commissioner Of The General Land Office,,Valerie Alessi,,0,4,1,5
Uvalde,9,Commissioner Of The General Land Office,,Valerie Alessi,,1,2,4,7
Uvalde,10,Commissioner Of The General Land Office,,Valerie Alessi,,0,0,2,2
Uvalde,11,Commissioner Of The General Land Office,,Valerie Alessi,,0,0,0,0
Uvalde,12,Commissioner Of The General Land Office,,Valerie Alessi,,0,4,1,5
Uvalde,13,Commissioner Of The General Land Office,,Valerie Alessi,,2,4,3,9
Uvalde,14,Commissioner Of The General Land Office,,Valerie Alessi,,0,0,1,1
Uvalde,Total,Commissioner Of The General Land Office,,Valerie Alessi,,4,24,26,54
Uvalde,1,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,2,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,3,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,4,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,5,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,6,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,7,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,8,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,9,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,10,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,11,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,12,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,13,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,14,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,Total,Commissioner Of The General Land Office,,Over Votes,,0,0,0,0
Uvalde,1,Commissioner Of The General Land Office,,Under Votes,,0,10,8,18
Uvalde,2,Commissioner Of The General Land Office,,Under Votes,,1,2,11,14
Uvalde,3,Commissioner Of The General Land Office,,Under Votes,,0,0,5,5
Uvalde,4,Commissioner Of The General Land Office,,Under Votes,,0,0,3,3
Uvalde,5,Commissioner Of The General Land Office,,Under Votes,,0,10,6,16
Uvalde,6,Commissioner Of The General Land Office,,Under Votes,,0,1,2,3
Uvalde,7,Commissioner Of The General Land Office,,Under Votes,,0,4,1,5
Uvalde,8,Commissioner Of The General Land Office,,Under Votes,,0,7,13,20
Uvalde,9,Commissioner Of The General Land Office,,Under Votes,,3,6,6,15
Uvalde,10,Commissioner Of The General Land Office,,Under Votes,,3,3,2,8
Uvalde,11,Commissioner Of The General Land Office,,Under Votes,,1,1,2,4
Uvalde,12,Commissioner Of The General Land Office,,Under Votes,,2,16,8,26
Uvalde,13,Commissioner Of The General Land Office,,Under Votes,,1,8,12,21
Uvalde,14,Commissioner Of The General Land Office,,Under Votes,,0,0,2,2
Uvalde,Total,Commissioner Of The General Land Office,,Under Votes,,11,68,81,160
Uvalde,1,Commissioner of Agriculture,,Sid Miller,,17,168,87,272
Uvalde,2,Commissioner of Agriculture,,Sid Miller,,17,54,221,292
Uvalde,3,Commissioner of Agriculture,,Sid Miller,,13,19,207,239
Uvalde,4,Commissioner of Agriculture,,Sid Miller,,11,61,107,179
Uvalde,5,Commissioner of Agriculture,,Sid Miller,,25,265,152,442
Uvalde,6,Commissioner of Agriculture,,Sid Miller,,2,25,87,114
Uvalde,7,Commissioner of Agriculture,,Sid Miller,,1,99,73,173
Uvalde,8,Commissioner of Agriculture,,Sid Miller,,14,110,78,202
Uvalde,9,Commissioner of Agriculture,,Sid Miller,,3,20,17,40
Uvalde,10,Commissioner of Agriculture,,Sid Miller,,4,8,8,20
Uvalde,11,Commissioner of Agriculture,,Sid Miller,,4,31,85,120
Uvalde,12,Commissioner of Agriculture,,Sid Miller,,18,258,143,419
Uvalde,13,Commissioner of Agriculture,,Sid Miller,,10,102,48,160
Uvalde,14,Commissioner of Agriculture,,Sid Miller,,4,18,25,47
Uvalde,Total,Commissioner of Agriculture,,Sid Miller,,143,1238,1338,2719
Uvalde,1,Commissioner of Agriculture,,Jim Hogan,,39,138,70,247
Uvalde,2,Commissioner of Agriculture,,Jim Hogan,,78,18,102,198
Uvalde,3,Commissioner of Agriculture,,Jim Hogan,,1,9,15,25
Uvalde,4,Commissioner of Agriculture,,Jim Hogan,,1,5,23,29
Uvalde,5,Commissioner of Agriculture,,Jim Hogan,,14,77,60,151
Uvalde,6,Commissioner of Agriculture,,Jim Hogan,,2,11,7,20
Uvalde,7,Commissioner of Agriculture,,Jim Hogan,,1,22,21,44
Uvalde,8,Commissioner of Agriculture,,Jim Hogan,,42,99,86,227
Uvalde,9,Commissioner of Agriculture,,Jim Hogan,,85,80,113,278
Uvalde,10,Commissioner of Agriculture,,Jim Hogan,,52,29,37,118
Uvalde,11,Commissioner of Agriculture,,Jim Hogan,,4,12,17,33
Uvalde,12,Commissioner of Agriculture,,Jim Hogan,,34,150,97,281
Uvalde,13,Commissioner of Agriculture,,Jim Hogan,,113,158,113,384
Uvalde,14,Commissioner of Agriculture,,Jim Hogan,,1,5,6,12
Uvalde,Total,Commissioner of Agriculture,,Jim Hogan,,467,813,767,2047
Uvalde,1,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,6,1,7
Uvalde,2,Commissioner of Agriculture,,David (Rocky) Palmquist,,1,1,8,10
Uvalde,3,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,0,5,5
Uvalde,4,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,1,6,7
Uvalde,5,Commissioner of Agriculture,,David (Rocky) Palmquist,,1,10,8,19
Uvalde,6,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,1,2,3
Uvalde,7,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,6,1,7
Uvalde,8,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,4,7,11
Uvalde,9,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,1,1,2
Uvalde,10,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,2,1,3
Uvalde,11,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,2,0,2
Uvalde,12,Commissioner of Agriculture,,David (Rocky) Palmquist,,1,8,7,16
Uvalde,13,Commissioner of Agriculture,,David (Rocky) Palmquist,,2,6,9,17
Uvalde,14,Commissioner of Agriculture,,David (Rocky) Palmquist,,0,2,2,4
Uvalde,Total,Commissioner of Agriculture,,David (Rocky) Palmquist,,5,50,58,113
Uvalde,1,Commissioner of Agriculture,,Kenneth Kendrick,,0,7,6,13
Uvalde,2,Commissioner of Agriculture,,Kenneth Kendrick,,1,3,9,13
Uvalde,3,Commissioner of Agriculture,,Kenneth Kendrick,,1,0,6,7
Uvalde,4,Commissioner of Agriculture,,Kenneth Kendrick,,0,1,0,1
Uvalde,5,Commissioner of Agriculture,,Kenneth Kendrick,,0,11,2,13
Uvalde,6,Commissioner of Agriculture,,Kenneth Kendrick,,0,0,1,1
Uvalde,7,Commissioner of Agriculture,,Kenneth Kendrick,,0,1,1,2
Uvalde,8,Commissioner of Agriculture,,Kenneth Kendrick,,0,2,2,4
Uvalde,9,Commissioner of Agriculture,,Kenneth Kendrick,,0,1,3,4
Uvalde,10,Commissioner of Agriculture,,Kenneth Kendrick,,0,0,1,1
Uvalde,11,Commissioner of Agriculture,,Kenneth Kendrick,,0,1,2,3
Uvalde,12,Commissioner of Agriculture,,Kenneth Kendrick,,0,10,5,15
Uvalde,13,Commissioner of Agriculture,,Kenneth Kendrick,,0,4,4,8
Uvalde,14,Commissioner of Agriculture,,Kenneth Kendrick,,0,0,2,2
Uvalde,Total,Commissioner of Agriculture,,Kenneth Kendrick,,2,41,44,87
Uvalde,1,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,2,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,3,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,4,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,5,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,6,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,7,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,8,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,9,Commissioner of Agriculture,,Over Votes,,1,0,0,1
Uvalde,10,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,11,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,12,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,13,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,14,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Uvalde,Total,Commissioner of Agriculture,,Over Votes,,1,0,0,1
Uvalde,1,Commissioner of Agriculture,,Under Votes,,1,9,10,20
Uvalde,2,Commissioner of Agriculture,,Under Votes,,2,2,16,20
Uvalde,3,Commissioner of Agriculture,,Under Votes,,0,0,10,10
Uvalde,4,Commissioner of Agriculture,,Under Votes,,0,0,6,6
Uvalde,5,Commissioner of Agriculture,,Under Votes,,2,12,12,26
Uvalde,6,Commissioner of Agriculture,,Under Votes,,0,1,4,5
Uvalde,7,Commissioner of Agriculture,,Under Votes,,0,5,4,9
Uvalde,8,Commissioner of Agriculture,,Under Votes,,0,14,12,26
