county,precinct,office,district,party,candidate,votes,early_voting,election_day
Harrison,1.0,Straight Party,,REP,Republican Party,360.0,246.0,114.0
Harrison,1.0,Straight Party,,DEM,Democratic Party,142.0,79.0,63.0
Harrison,1.0,Straight Party,,LIB,Libertarian Party,0.0,0.0,0.0
Harrison,1.0,Straight Party,,GRN,Green Party,0.0,0.0,0.0
Harrison,1.0,U.S. Senate,,REP,John Cornyn,633.0,430.0,203.0
Harrison,1.0,U.S. Senate,,DEM,David M. Alameel,229.0,134.0,95.0
Harrison,1.0,U.S. Senate,,LIB,Rebecca Paddock,18.0,8.0,10.0
Harrison,1.0,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",6.0,4.0,2.0
Harrison,1.0,U.S. Senate,,,Mohammed Tahiro,1.0,0.0,1.0
Harrison,1.0,"UNITES STATES REPRESENTATIVE, DISTRICT 1",,REP,Louie Gohmert,637.0,429.0,208.0
Harrison,1.0,"UNITES STATES REPRESENTATIVE, DISTRICT 1",,DEM,Shirley J. McKellar,250.0,147.0,103.0
Harrison,1.0,GOVERNOR,,REP,Greg Abbott,617.0,420.0,197.0
Harrison,1.0,GOVERNOR,,DEM,Wendy R. Davis,267.0,157.0,110.0
Harrison,1.0,GOVERNOR,,LIB,Kathie Glass,7.0,6.0,1.0
Harrison,1.0,GOVERNOR,,GRN,Brandon Parmer,4.0,0.0,4.0
Harrison,1.0,GOVERNOR,,,Sarah M Pavitt,0.0,0.0,0.0
Harrison,1.0,Lieutenant Governor,,REP,Dan Patrick,609.0,411.0,198.0
Harrison,1.0,Lieutenant Governor,,DEM,Leticia Van de Putte,258.0,153.0,105.0
Harrison,1.0,Lieutenant Governor,,LIB,Robert D. Butler,18.0,11.0,7.0
Harrison,1.0,Lieutenant Governor,,GRN,Chandrakantha Courtney,3.0,2.0,1.0
Harrison,1.0,Attorney General,,REP,Ken Paxton,602.0,412.0,190.0
Harrison,1.0,Attorney General,,DEM,Sam Houston,261.0,152.0,109.0
Harrison,1.0,Attorney General,,LIB,Jamie Balagia,15.0,9.0,6.0
Harrison,1.0,Attorney General,,GRN,Jamar Osborne,1.0,0.0,1.0
Harrison,1.0,Comptroller of Public Accounts,,REP,Glenn Hegar,593.0,408.0,185.0
Harrison,1.0,Comptroller of Public Accounts,,DEM,Mike Collier,269.0,156.0,113.0
Harrison,1.0,Comptroller of Public Accounts,,LIB,Ben Sanders,12.0,5.0,7.0
Harrison,1.0,Comptroller of Public Accounts,,GRN,Deb Shafto,3.0,2.0,1.0
Harrison,1.0,COMMISSIONER OF THE GENERAL LAND OFFICE,,REP,George P. Bush,608.0,412.0,196.0
Harrison,1.0,COMMISSIONER OF THE GENERAL LAND OFFICE,,DEM,John Cook,253.0,147.0,106.0
Harrison,1.0,COMMISSIONER OF THE GENERAL LAND OFFICE,,LIB,Justin Knight,18.0,11.0,7.0
Harrison,1.0,COMMISSIONER OF THE GENERAL LAND OFFICE,,GRN,Valerie Alessi,4.0,4.0,0.0
Harrison,1.0,Commissioner of Agriculture,,REP,Sid Miller,568.0,389.0,179.0
Harrison,1.0,Commissioner of Agriculture,,DEM,Jim Hogan,278.0,163.0,115.0
Harrison,1.0,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,20.0,12.0,8.0
Harrison,1.0,Commissioner of Agriculture,,GRN,Kenneth Kendrick,6.0,1.0,5.0
Harrison,1.0,Railroad Commissioner,,REP,Ryan Sitton,584.0,401.0,183.0
Harrison,1.0,Railroad Commissioner,,DEM,Steve Brown,260.0,150.0,110.0
Harrison,1.0,Railroad Commissioner,,LIB,Mark A. Miller,21.0,13.0,8.0
Harrison,1.0,Railroad Commissioner,,GRN,Martina Salinas,6.0,3.0,3.0
Harrison,1.0,"CHIEF JUSTICE, SUPREME COURT",,REP,Nathan Hecht,587.0,399.0,188.0
Harrison,1.0,"CHIEF JUSTICE, SUPREME COURT",,DEM,William Moody,270.0,162.0,108.0
Harrison,1.0,"CHIEF JUSTICE, SUPREME COURT",,LIB,Tom Oxford,20.0,9.0,11.0
Harrison,1.0,"JUSTICE, SUPREME COURT, PL 6, UNEXPIRED TERM",,REP,Jeff Brown,594.0,403.0,191.0
Harrison,1.0,"JUSTICE, SUPREME COURT, PL 6, UNEXPIRED TERM",,DEM,Lawrence Edward Meyers,255.0,150.0,105.0
