county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Somervell,1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1265,0,0,0
Somervell,2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1535,0,0,0
Somervell,3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1535,0,0,0
Somervell,4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1475,0,0,0
Somervell,1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,478,223,254,0
Somervell,2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,660,329,329,2
Somervell,3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,546,253,293,0
Somervell,4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,571,275,296,0
Somervell,1,Straight Party,,REP,Republican Party,210,102,108,0
Somervell,2,Straight Party,,REP,Republican Party,289,135,154,0
Somervell,3,Straight Party,,REP,Republican Party,286,122,164,0
Somervell,4,Straight Party,,REP,Republican Party,297,138,159,0
Somervell,1,Straight Party,,DEM,Democratic Party,21,14,7,0
Somervell,2,Straight Party,,DEM,Democratic Party,41,22,17,2
Somervell,3,Straight Party,,DEM,Democratic Party,35,18,17,0
Somervell,4,Straight Party,,DEM,Democratic Party,32,11,21,0
Somervell,1,Straight Party,,LIB,Libertarian Party,5,1,3,0
Somervell,2,Straight Party,,LIB,Libertarian Party,2,0,2,0
Somervell,3,Straight Party,,LIB,Libertarian Party,3,1,2,0
Somervell,4,Straight Party,,LIB,Libertarian Party,2,0,2,0
Somervell,1,Straight Party,,GRN,Green Party,0,0,0,0
Somervell,2,Straight Party,,GRN,Green Party,0,0,0,0
Somervell,3,Straight Party,,GRN,Green Party,3,2,1,0
Somervell,4,Straight Party,,GRN,Green Party,1,1,0,0
Somervell,1,Straight Party,,,OVER VOTES,1,1,0,0
Somervell,2,Straight Party,,,OVER VOTES,3,3,0,0
Somervell,3,Straight Party,,,OVER VOTES,4,4,0,0
Somervell,4,Straight Party,,,OVER VOTES,0,0,0,0
Somervell,1,Straight Party,,,UNDER VOTES,241,105,136,0
Somervell,2,Straight Party,,,UNDER VOTES,325,169,156,0
Somervell,3,Straight Party,,,UNDER VOTES,200,106,94,0
Somervell,4,Straight Party,,,UNDER VOTES,239,125,114,0
Somervell,1,U.S. Senate,,REP,John Cornyn,392,180,212,0
Somervell,2,U.S. Senate,,REP,John Cornyn,533,262,271,0
Somervell,3,U.S. Senate,,REP,John Cornyn,438,199,239,0
Somervell,4,U.S. Senate,,REP,John Cornyn,478,225,253,0
Somervell,1,U.S. Senate,,DEM,David M. Alameel,66,37,29,0
Somervell,2,U.S. Senate,,DEM,David M. Alameel,93,46,45,2
Somervell,3,U.S. Senate,,DEM,David M. Alameel,76,44,32,0
Somervell,4,U.S. Senate,,DEM,David M. Alameel,67,34,33,0
Somervell,1,U.S. Senate,,LIB,Rebecca Paddock,11,4,6,0
Somervell,2,U.S. Senate,,LIB,Rebecca Paddock,18,10,8,0
Somervell,3,U.S. Senate,,LIB,Rebecca Paddock,10,1,9,0
Somervell,4,U.S. Senate,,LIB,Rebecca Paddock,14,8,6,0
Somervell,1,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",3,0,3,0
Somervell,2,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,1,0,0
Somervell,3,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",9,3,6,0
Somervell,4,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",5,3,2,0
Somervell,1,U.S. Senate,,NON,WRITE-IN,1,1,0,0
Somervell,2,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Somervell,3,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Somervell,4,U.S. Senate,,NON,WRITE-IN,0,0,0,0
Somervell,1,U.S. Senate,,,OVER VOTES,0,0,0,0
Somervell,2,U.S. Senate,,,OVER VOTES,1,1,0,0
Somervell,3,U.S. Senate,,,OVER VOTES,0,0,0,0
Somervell,4,U.S. Senate,,,OVER VOTES,1,1,0,0
Somervell,1,U.S. Senate,,,UNDER VOTES,5,1,4,0
Somervell,2,U.S. Senate,,,UNDER VOTES,14,9,5,0
Somervell,3,U.S. Senate,,,UNDER VOTES,11,6,5,0
Somervell,4,U.S. Senate,,,UNDER VOTES,6,4,2,0
Somervell,1,U.S. House,25,REP,Roger Williams,388,183,205,0
Somervell,2,U.S. House,25,REP,Roger Williams,533,261,272,0
Somervell,3,U.S. House,25,REP,Roger Williams,444,200,244,0
Somervell,4,U.S. House,25,REP,Roger Williams,478,229,249,0
Somervell,1,U.S. House,25,DEM,Marco Montoya,72,35,37,0
Somervell,2,U.S. House,25,DEM,Marco Montoya,84,44,38,2
Somervell,3,U.S. House,25,DEM,Marco Montoya,75,39,36,0
Somervell,4,U.S. House,25,DEM,Marco Montoya,76,37,39,0
Somervell,1,U.S. House,25,LIB,John Betz,7,3,3,0
Somervell,2,U.S. House,25,LIB,John Betz,19,11,8,0
Somervell,3,U.S. House,25,LIB,John Betz,6,2,4,0
Somervell,4,U.S. House,25,LIB,John Betz,6,3,3,0
Somervell,1,U.S. House,25,,OVER VOTES,1,1,0,0
Somervell,2,U.S. House,25,,OVER VOTES,3,3,0,0
Somervell,3,U.S. House,25,,OVER VOTES,3,3,0,0
Somervell,4,U.S. House,25,,OVER VOTES,0,0,0,0
Somervell,1,U.S. House,25,,UNDER VOTES,10,1,9,0
Somervell,2,U.S. House,25,,UNDER VOTES,21,10,11,0
Somervell,3,U.S. House,25,,UNDER VOTES,16,9,7,0
Somervell,4,U.S. House,25,,UNDER VOTES,11,6,5,0
Somervell,1,Governor,,REP,Greg Abbott,377,177,200,0
Somervell,2,Governor,,REP,Greg Abbott,527,259,268,0
Somervell,3,Governor,,REP,Greg Abbott,427,191,236,0
