county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Swisher,PRECINCT 1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,573,,,
Swisher,PRECINCT 2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1006,,,
Swisher,PRECINCT 3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,780,,,
Swisher,PRECINCT 4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,480,,,
Swisher,PRECINCT 6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,404,,,
Swisher,PRECINCT 7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,471,,,
Swisher,PRECINCT 9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,47,,,
Swisher,PRECINCT 11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,353,,,
Swisher,PRECINCT 1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,200,,,
Swisher,PRECINCT 2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,373,,,
Swisher,PRECINCT 3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,326,,,
Swisher,PRECINCT 4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,119,,,
Swisher,PRECINCT 6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,125,,,
Swisher,PRECINCT 7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,187,,,
Swisher,PRECINCT 9,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,24,,,
Swisher,PRECINCT 11,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,108,,,
Swisher,PRECINCT 1,Straight Party,,REP,Republican Party,40,,,
Swisher,PRECINCT 2,Straight Party,,REP,Republican Party,79,,,
Swisher,PRECINCT 3,Straight Party,,REP,Republican Party,58,,,
Swisher,PRECINCT 4,Straight Party,,REP,Republican Party,30,,,
Swisher,PRECINCT 6,Straight Party,,REP,Republican Party,28,,,
Swisher,PRECINCT 7,Straight Party,,REP,Republican Party,65,,,
Swisher,PRECINCT 9,Straight Party,,REP,Republican Party,2,,,
Swisher,PRECINCT 11,Straight Party,,REP,Republican Party,46,,,
Swisher,PRECINCT 1,Straight Party,,DEM,Democratic Party,29,,,
Swisher,PRECINCT 2,Straight Party,,DEM,Democratic Party,42,,,
Swisher,PRECINCT 3,Straight Party,,DEM,Democratic Party,31,,,
Swisher,PRECINCT 4,Straight Party,,DEM,Democratic Party,32,,,
Swisher,PRECINCT 6,Straight Party,,DEM,Democratic Party,23,,,
Swisher,PRECINCT 7,Straight Party,,DEM,Democratic Party,11,,,
Swisher,PRECINCT 9,Straight Party,,DEM,Democratic Party,6,,,
