county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Rusk,111,Registered Voters,,,,,,,906.0
Rusk,111,Ballots Cast,,,,,,,320.0
Rusk,112,Registered Voters,,,,,,,2133.0
Rusk,112,Ballots Cast,,,,,,,714.0
Rusk,113,Registered Voters,,,,,,,2899.0
Rusk,113,Ballots Cast,,,,,,,976.0
Rusk,114,Registered Voters,,,,,,,1510.0
Rusk,114,Ballots Cast,,,,,,,538.0
Rusk,201,Registered Voters,,,,,,,1012.0
Rusk,201,Ballots Cast,,,,,,,328.0
Rusk,212,Registered Voters,,,,,,,813.0
Rusk,212,Ballots Cast,,,,,,,319.0
Rusk,213,Registered Voters,,,,,,,1942.0
Rusk,213,Ballots Cast,,,,,,,662.0
Rusk,214,Registered Voters,,,,,,,2274.0
Rusk,214,Ballots Cast,,,,,,,969.0
Rusk,215,Registered Voters,,,,,,,2199.0
Rusk,215,Ballots Cast,,,,,,,737.0
Rusk,302,Registered Voters,,,,,,,1206.0
Rusk,302,Ballots Cast,,,,,,,335.0
Rusk,303,Registered Voters,,,,,,,1807.0
Rusk,303,Ballots Cast,,,,,,,448.0
Rusk,314,Registered Voters,,,,,,,927.0
Rusk,314,Ballots Cast,,,,,,,384.0
Rusk,315,Registered Voters,,,,,,,769.0
Rusk,315,Ballots Cast,,,,,,,303.0
Rusk,316,Registered Voters,,,,,,,430.0
Rusk,316,Ballots Cast,,,,,,,169.0
Rusk,317,Registered Voters,,,,,,,712.0
Rusk,317,Ballots Cast,,,,,,,198.0
Rusk,318,Registered Voters,,,,,,,1113.0
Rusk,318,Ballots Cast,,,,,,,448.0
Rusk,319,Registered Voters,,,,,,,363.0
Rusk,319,Ballots Cast,,,,,,,129.0
Rusk,404,Registered Voters,,,,,,,1569.0
Rusk,404,Ballots Cast,,,,,,,676.0
Rusk,405,Registered Voters,,,,,,,1283.0
Rusk,405,Ballots Cast,,,,,,,469.0
Rusk,416,Registered Voters,,,,,,,944.0
Rusk,416,Ballots Cast,,,,,,,286.0
Rusk,417,Registered Voters,,,,,,,1469.0
Rusk,417,Ballots Cast,,,,,,,445.0
Rusk,418,Registered Voters,,,,,,,2081.0
Rusk,418,Ballots Cast,,,,,,,760.0
Rusk,Total:,Registered Voters,,,,,,,30361.0
Rusk,Total:,Ballots Cast,,,,,,,10613.0
Rusk,111,Straight Party,,,REPUBLICAN PARTY,20.0,67.0,0.0,64.0
Rusk,111,Straight Party,,,DEMOCRATIC PARTY,151.0,3.0,4.0,0.0
Rusk,111,Straight Party,,,LIBERTARIAN PARTY,24.0,31.0,0.0,1.0
Rusk,111,Straight Party,,,GREEN PARTY,0.0,0.0,1.0,0.0
Rusk,112,Straight Party,,,REPUBLICAN PARTY,37.0,63.0,0.0,287.0
Rusk,112,Straight Party,,,DEMOCRATIC PARTY,387.0,5.0,14.0,0.0
Rusk,112,Straight Party,,,LIBERTARIAN PARTY,77.0,96.0,0.0,0.0
Rusk,112,Straight Party,,,GREEN PARTY,0.0,3.0,3.0,0.0
Rusk,113,Straight Party,,,REPUBLICAN PARTY,67.0,210.0,0.0,329.0
Rusk,113,Straight Party,,,DEMOCRATIC PARTY,606.0,6.0,23.0,0.0
Rusk,113,Straight Party,,,LIBERTARIAN PARTY,66.0,95.0,0.0,0.0
Rusk,113,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Rusk,114,Straight Party,,,REPUBLICAN PARTY,21.0,65.0,0.0,226.0
Rusk,114,Straight Party,,,DEMOCRATIC PARTY,312.0,5.0,10.0,0.0
Rusk,114,Straight Party,,,LIBERTARIAN PARTY,28.0,43.0,0.0,0.0
Rusk,114,Straight Party,,,GREEN PARTY,0.0,4.0,4.0,0.0
Rusk,201,Straight Party,,,REPUBLICAN PARTY,27.0,79.0,0.0,51.0
Rusk,201,Straight Party,,,DEMOCRATIC PARTY,157.0,1.0,7.0,0.0
Rusk,201,Straight Party,,,LIBERTARIAN PARTY,16.0,24.0,0.0,0.0
Rusk,201,Straight Party,,,GREEN PARTY,0.0,1.0,1.0,0.0
Rusk,212,Straight Party,,,REPUBLICAN PARTY,15.0,75.0,0.0,85.0
Rusk,212,Straight Party,,,DEMOCRATIC PARTY,175.0,6.0,8.0,0.0
Rusk,212,Straight Party,,,LIBERTARIAN PARTY,15.0,29.0,0.0,1.0
Rusk,212,Straight Party,,,GREEN PARTY,0.0,0.0,1.0,0.0
Rusk,213,Straight Party,,,REPUBLICAN PARTY,49.0,118.0,0.0,230.0
Rusk,213,Straight Party,,,DEMOCRATIC PARTY,397.0,3.0,16.0,0.0
Rusk,213,Straight Party,,,LIBERTARIAN PARTY,41.0,60.0,0.0,0.0
Rusk,213,Straight Party,,,GREEN PARTY,0.0,2.0,2.0,0.0
Rusk,214,Straight Party,,,REPUBLICAN PARTY,34.0,147.0,0.0,337.0
Rusk,214,Straight Party,,,DEMOCRATIC PARTY,518.0,8.0,58.0,0.0
Rusk,214,Straight Party,,,LIBERTARIAN PARTY,94.0,160.0,0.0,1.0
Rusk,214,Straight Party,,,GREEN PARTY,0.0,0.0,1.0,0.0
Rusk,215,Straight Party,,,REPUBLICAN PARTY,36.0,104.0,0.0,219.0
Rusk,215,Straight Party,,,DEMOCRATIC PARTY,359.0,4.0,36.0,0.0
Rusk,215,Straight Party,,,LIBERTARIAN PARTY,77.0,117.0,0.0,0.0
Rusk,215,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Rusk,302,Straight Party,,,REPUBLICAN PARTY,5.0,57.0,0.0,53.0
Rusk,302,Straight Party,,,DEMOCRATIC PARTY,115.0,16.0,32.0,0.0
Rusk,302,Straight Party,,,LIBERTARIAN PARTY,52.0,100.0,0.0,0.0
