county,precinct,office,district,party,candidate,votes,early_voting,election_votes
Brazoria,60,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,960,580,380
Brazoria,60,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,696,419,277
Brazoria,60,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,1101,652,449
Brazoria,60,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,1106,658,448
Brazoria,60,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,977,590,387
Brazoria,60,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,675,409,266
Brazoria,60,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,1106,655,451
Brazoria,60,"District Judge, 239th Judicial District",,REP,Pat Sebesta,1118,663,455
Brazoria,60,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,1091,647,444
Brazoria,60,"District Judge, 412th Judicial District",,REP,Ed Denman,1089,647,442
Brazoria,60,Criminal District Attorney,,REP,Jeri Yenne,1086,646,440
Brazoria,60,County Judge,,REP,Matt Sebesta,979,595,384
Brazoria,60,County Judge,,DEM,Robert Pruett,683,410,273
Brazoria,60,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,1089,650,439
Brazoria,60,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,1089,649,440
Brazoria,60,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,1089,649,440
Brazoria,60,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,1086,648,438
Brazoria,60,District Clerk,,REP,Rhonda Cross Barchak,1087,646,441
Brazoria,60,County Clerk,,REP,Joyce Hudman,1089,647,442
Brazoria,60,County Treasurer,,REP,Cathy Campbell,1083,645,438
Brazoria,60,"County Commissioner, Precinct 2",,REP,Ryan Cade,978,589,389
Brazoria,60,"County Commissioner, Precinct 2",,DEM,"C. B. Robertson, III",677,410,267
Brazoria,60,"Justice of the Peace, Precinct 2, Place 2",,REP,Richard B. Davis,965,579,386
Brazoria,60,"Justice of the Peace, Precinct 2, Place 2",,DEM,Loretta Y. Branch,690,415,275
Brazoria,61,Straight Party,,REP,Republican Party,966,561,405
Brazoria,61,Straight Party,,DEM,Democratic Party,195,113,82
Brazoria,61,Straight Party,,LIB,Libertarian Party,1,0,1
Brazoria,61,Straight Party,,GRN,Green Party,0,0,0
Brazoria,61,U.S. Senate,,REP,John Cornyn,1409,805,604
Brazoria,61,U.S. Senate,,DEM,David M. Alameel,339,192,147
Brazoria,61,U.S. Senate,,LIB,Rebecca Paddock,45,29,16
Brazoria,61,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",11,4,7
Brazoria,61,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,61,U.S. House,22,REP,Pete Olson,1436,823,613
Brazoria,61,U.S. House,22,DEM,Frank Briscoe,358,197,161
Brazoria,61,U.S. House,22,LIB,Rob Lapham,24,12,12
Brazoria,61,Governor,,REP,Greg Abbott,1412,819,593
Brazoria,61,Governor,,DEM,Wendy R. Davis,391,209,182
Brazoria,61,Governor,,LIB,Kathie Glass,19,9,10
Brazoria,61,Governor,,GRN,Brandon Parmer,9,3,6
Brazoria,61,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,61,Lieutenant Governor,,REP,Dan Patrick,1371,801,570
Brazoria,61,Lieutenant Governor,,DEM,Leticia Van de Putte,395,209,186
Brazoria,61,Lieutenant Governor,,LIB,Robert D. Butler,54,27,27
Brazoria,61,Lieutenant Governor,,GRN,Chandrakantha Courtney,6,3,3
Brazoria,61,Attorney General,,REP,Ken Paxton,1403,809,594
Brazoria,61,Attorney General,,DEM,Sam Houston,390,215,175
Brazoria,61,Attorney General,,LIB,Jamie Balagia,22,8,14
Brazoria,61,Attorney General,,GRN,Jamar Osborne,10,8,2
Brazoria,61,Comptroller of Public Accounts,,REP,Glenn Hegar,1376,796,580
Brazoria,61,Comptroller of Public Accounts,,DEM,Mike Collier,389,214,175
Brazoria,61,Comptroller of Public Accounts,,LIB,Ben Sanders,33,16,17
Brazoria,61,Comptroller of Public Accounts,,GRN,Deb Shafto,11,8,3
Brazoria,61,Commissioner of the General Land Office,,REP,George P. Bush,1411,814,597
Brazoria,61,Commissioner of the General Land Office,,DEM,John Cook,358,194,164
Brazoria,61,Commissioner of the General Land Office,,LIB,Justin Knight,35,20,15
Brazoria,61,Commissioner of the General Land Office,,GRN,Valerie Alessi,13,8,5
Brazoria,61,Commissioner of Agriculture,,REP,Sid Miller,1380,797,583
Brazoria,61,Commissioner of Agriculture,,DEM,Jim Hogan,369,201,168
Brazoria,61,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,38,18,20
Brazoria,61,Commissioner of Agriculture,,GRN,Kenneth Kendrick,17,11,6
Brazoria,61,Railroad Commissioner,,REP,Ryan Sitton,1389,805,584
Brazoria,61,Railroad Commissioner,,DEM,Steve Brown,368,203,165
Brazoria,61,Railroad Commissioner,,LIB,Mark A. Miller,38,18,20
Brazoria,61,Railroad Commissioner,,GRN,Martina Salinas,11,6,5
Brazoria,61,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1394,802,592
Brazoria,61,"Chief Justice, Supreme Court",,DEM,William Moody,373,209,164
Brazoria,61,"Chief Justice, Supreme Court",,LIB,Tom Oxford,45,23,22
Brazoria,61,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,1399,802,597
Brazoria,61,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,363,203,160
Brazoria,61,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,41,25,16
Brazoria,61,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,1388,798,590
Brazoria,61,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,369,206,163
Brazoria,61,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,33,17,16
Brazoria,61,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,11,7,4
Brazoria,61,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,1442,828,614
Brazoria,61,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,112,50,62
Brazoria,61,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,76,47,29
Brazoria,61,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,1382,797,585
Brazoria,61,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,368,203,165
Brazoria,61,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,44,22,22
Brazoria,61,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,1429,822,607
Brazoria,61,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,115,52,63
Brazoria,61,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,88,53,35
Brazoria,61,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,1436,826,610
Brazoria,61,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",119,55,64
Brazoria,61,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,73,43,30
Brazoria,61,"Member, State Board of Education, District 7",,REP,David Bradley,1378,790,588
Brazoria,61,"Member, State Board of Education, District 7",,DEM,Kathy King,387,216,171
Brazoria,61,"Member, State Board of Education, District 7",,LIB,Megan DaGata,28,13,15
Brazoria,61,State House,29,REP,Ed Thompson,1514,863,651
Brazoria,61,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,1399,804,595
Brazoria,61,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,381,211,170
Brazoria,61,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,1394,801,593
Brazoria,61,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,387,212,175
Brazoria,61,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,1473,841,632
Brazoria,61,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,1471,840,631
Brazoria,61,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,1407,808,599
Brazoria,61,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,374,207,167
Brazoria,61,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,1477,844,633
Brazoria,61,"District Judge, 239th Judicial District",,REP,Pat Sebesta,1479,845,634
Brazoria,61,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,1468,838,630
Brazoria,61,"District Judge, 412th Judicial District",,REP,Ed Denman,1463,834,629
Brazoria,61,Criminal District Attorney,,REP,Jeri Yenne,1462,832,630
Brazoria,61,County Judge,,REP,Matt Sebesta,1422,818,604
Brazoria,61,County Judge,,DEM,Robert Pruett,365,206,159
Brazoria,61,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,1463,837,626
Brazoria,61,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,1465,838,627
Brazoria,61,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,1464,836,628
Brazoria,61,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,1466,838,628
Brazoria,61,District Clerk,,REP,Rhonda Cross Barchak,1464,838,626
Brazoria,61,County Clerk,,REP,Joyce Hudman,1467,840,627
Brazoria,61,County Treasurer,,REP,Cathy Campbell,1462,836,626
Brazoria,61,"Justice of the Peace, Precinct 3, Place 2",,REP,Gordon Starkenburg,1459,833,626
Brazoria,62,Straight Party,,REP,Republican Party,335,191,144
Brazoria,62,Straight Party,,DEM,Democratic Party,354,197,157
Brazoria,62,Straight Party,,LIB,Libertarian Party,5,3,2
Brazoria,62,Straight Party,,GRN,Green Party,0,0,0
Brazoria,62,U.S. Senate,,REP,John Cornyn,549,325,224
Brazoria,62,U.S. Senate,,DEM,David M. Alameel,539,299,240
Brazoria,62,U.S. Senate,,LIB,Rebecca Paddock,34,20,14
Brazoria,62,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",15,11,4
Brazoria,62,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,62,U.S. House,22,REP,Pete Olson,561,331,230
Brazoria,62,U.S. House,22,DEM,Frank Briscoe,558,314,244
Brazoria,62,U.S. House,22,LIB,Rob Lapham,26,15,11
Brazoria,62,Governor,,REP,Greg Abbott,538,319,219
Brazoria,62,Governor,,DEM,Wendy R. Davis,601,338,263
Brazoria,62,Governor,,LIB,Kathie Glass,11,5,6
Brazoria,62,Governor,,GRN,Brandon Parmer,5,3,2
Brazoria,62,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,62,Lieutenant Governor,,REP,Dan Patrick,514,318,196
Brazoria,62,Lieutenant Governor,,DEM,Leticia Van de Putte,592,324,268
Brazoria,62,Lieutenant Governor,,LIB,Robert D. Butler,28,14,14
Brazoria,62,Lieutenant Governor,,GRN,Chandrakantha Courtney,15,7,8
Brazoria,62,Attorney General,,REP,Ken Paxton,545,328,217
Brazoria,62,Attorney General,,DEM,Sam Houston,574,319,255
Brazoria,62,Attorney General,,LIB,Jamie Balagia,28,14,14
Brazoria,62,Attorney General,,GRN,Jamar Osborne,7,5,2
Brazoria,62,Comptroller of Public Accounts,,REP,Glenn Hegar,527,315,212
Brazoria,62,Comptroller of Public Accounts,,DEM,Mike Collier,575,323,252
Brazoria,62,Comptroller of Public Accounts,,LIB,Ben Sanders,34,17,17
Brazoria,62,Comptroller of Public Accounts,,GRN,Deb Shafto,8,7,1
Brazoria,62,Commissioner of the General Land Office,,REP,George P. Bush,548,330,218
Brazoria,62,Commissioner of the General Land Office,,DEM,John Cook,553,308,245
Brazoria,62,Commissioner of the General Land Office,,LIB,Justin Knight,30,16,14
Brazoria,62,Commissioner of the General Land Office,,GRN,Valerie Alessi,15,10,5
Brazoria,62,Commissioner of Agriculture,,REP,Sid Miller,533,318,215
Brazoria,62,Commissioner of Agriculture,,DEM,Jim Hogan,559,319,240
Brazoria,62,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,37,16,21
Brazoria,62,Commissioner of Agriculture,,GRN,Kenneth Kendrick,11,6,5
Brazoria,62,Railroad Commissioner,,REP,Ryan Sitton,539,322,217
Brazoria,62,Railroad Commissioner,,DEM,Steve Brown,551,308,243
Brazoria,62,Railroad Commissioner,,LIB,Mark A. Miller,39,23,16
Brazoria,62,Railroad Commissioner,,GRN,Martina Salinas,12,9,3
Brazoria,62,"Chief Justice, Supreme Court",,REP,Nathan Hecht,550,328,222
Brazoria,62,"Chief Justice, Supreme Court",,DEM,William Moody,569,319,250
Brazoria,62,"Chief Justice, Supreme Court",,LIB,Tom Oxford,31,19,12
Brazoria,62,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,547,326,221
Brazoria,62,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,571,321,250
Brazoria,62,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,24,15,9
Brazoria,62,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,535,320,215
Brazoria,62,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,570,319,251
Brazoria,62,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,27,17,10
Brazoria,62,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,8,5,3
Brazoria,62,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,593,342,251
Brazoria,62,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,131,68,63
Brazoria,62,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,95,67,28
Brazoria,62,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,540,322,218
Brazoria,62,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,567,319,248
Brazoria,62,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,30,18,12
Brazoria,62,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,581,336,245
Brazoria,62,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,155,83,72
Brazoria,62,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,100,66,34
Brazoria,62,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,585,339,246
Brazoria,62,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",158,84,74
Brazoria,62,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,88,59,29
Brazoria,62,"Member, State Board of Education, District 7",,REP,David Bradley,525,316,209
Brazoria,62,"Member, State Board of Education, District 7",,DEM,Kathy King,583,326,257
Brazoria,62,"Member, State Board of Education, District 7",,LIB,Megan DaGata,30,14,16
Brazoria,62,State House,29,REP,Ed Thompson,657,380,277
Brazoria,62,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,550,328,222
Brazoria,62,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,577,325,252
Brazoria,62,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,545,324,221
Brazoria,62,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,586,331,255
Brazoria,62,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,642,370,272
Brazoria,62,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,639,365,274
Brazoria,62,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,555,329,226
Brazoria,62,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,573,323,250
Brazoria,62,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,641,367,274
Brazoria,62,"District Judge, 239th Judicial District",,REP,Pat Sebesta,654,372,282
Brazoria,62,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,635,365,270
Brazoria,62,"District Judge, 412th Judicial District",,REP,Ed Denman,630,360,270
Brazoria,62,Criminal District Attorney,,REP,Jeri Yenne,633,365,268
Brazoria,62,County Judge,,REP,Matt Sebesta,565,334,231
Brazoria,62,County Judge,,DEM,Robert Pruett,560,319,241
Brazoria,62,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,632,363,269
Brazoria,62,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,635,365,270
Brazoria,62,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,629,361,268
Brazoria,62,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,628,363,265
Brazoria,62,District Clerk,,REP,Rhonda Cross Barchak,631,362,269
Brazoria,62,County Clerk,,REP,Joyce Hudman,633,367,266
Brazoria,62,County Treasurer,,REP,Cathy Campbell,631,365,266
Brazoria,62,"County Commissioner, Precinct 2",,REP,Ryan Cade,563,332,231
Brazoria,62,"County Commissioner, Precinct 2",,DEM,"C. B. Robertson, III",562,319,243
Brazoria,62,"Justice of the Peace, Precinct 2, Place 2",,REP,Richard B. Davis,545,324,221
Brazoria,62,"Justice of the Peace, Precinct 2, Place 2",,DEM,Loretta Y. Branch,582,328,254
Brazoria,63,Straight Party,,REP,Republican Party,207,120,87
Brazoria,63,Straight Party,,DEM,Democratic Party,432,282,150
Brazoria,63,Straight Party,,LIB,Libertarian Party,4,1,3
Brazoria,63,Straight Party,,GRN,Green Party,0,0,0
Brazoria,63,U.S. Senate,,REP,John Cornyn,297,165,132
Brazoria,63,U.S. Senate,,DEM,David M. Alameel,621,400,221
Brazoria,63,U.S. Senate,,LIB,Rebecca Paddock,25,14,11
Brazoria,63,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",12,4,8
Brazoria,63,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,63,U.S. House,14,REP,Randy Weber,295,160,135
Brazoria,63,U.S. House,14,DEM,Donald G. Brown,643,414,229
Brazoria,63,U.S. House,14,LIB,John Wieder,24,10,14
Brazoria,63,Governor,,REP,Greg Abbott,290,159,131
Brazoria,63,Governor,,DEM,Wendy R. Davis,667,431,236
Brazoria,63,Governor,,LIB,Kathie Glass,11,4,7
Brazoria,63,Governor,,GRN,Brandon Parmer,3,0,3
Brazoria,63,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,63,Lieutenant Governor,,REP,Dan Patrick,302,171,131
Brazoria,63,Lieutenant Governor,,DEM,Leticia Van de Putte,637,408,229
Brazoria,63,Lieutenant Governor,,LIB,Robert D. Butler,26,10,16
Brazoria,63,Lieutenant Governor,,GRN,Chandrakantha Courtney,5,4,1
Brazoria,63,Attorney General,,REP,Ken Paxton,293,160,133
Brazoria,63,Attorney General,,DEM,Sam Houston,650,424,226
Brazoria,63,Attorney General,,LIB,Jamie Balagia,20,6,14
Brazoria,63,Attorney General,,GRN,Jamar Osborne,9,3,6
Brazoria,63,Comptroller of Public Accounts,,REP,Glenn Hegar,284,154,130
Brazoria,63,Comptroller of Public Accounts,,DEM,Mike Collier,656,422,234
Brazoria,63,Comptroller of Public Accounts,,LIB,Ben Sanders,22,13,9
Brazoria,63,Comptroller of Public Accounts,,GRN,Deb Shafto,6,2,4
Brazoria,63,Commissioner of the General Land Office,,REP,George P. Bush,294,158,136
Brazoria,63,Commissioner of the General Land Office,,DEM,John Cook,647,422,225
Brazoria,63,Commissioner of the General Land Office,,LIB,Justin Knight,20,8,12
Brazoria,63,Commissioner of the General Land Office,,GRN,Valerie Alessi,7,2,5
Brazoria,63,Commissioner of Agriculture,,REP,Sid Miller,287,156,131
Brazoria,63,Commissioner of Agriculture,,DEM,Jim Hogan,644,420,224
Brazoria,63,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,26,10,16
Brazoria,63,Commissioner of Agriculture,,GRN,Kenneth Kendrick,9,4,5
Brazoria,63,Railroad Commissioner,,REP,Ryan Sitton,292,159,133
Brazoria,63,Railroad Commissioner,,DEM,Steve Brown,645,419,226
Brazoria,63,Railroad Commissioner,,LIB,Mark A. Miller,23,11,12
Brazoria,63,Railroad Commissioner,,GRN,Martina Salinas,7,2,5
Brazoria,63,"Chief Justice, Supreme Court",,REP,Nathan Hecht,296,163,133
Brazoria,63,"Chief Justice, Supreme Court",,DEM,William Moody,657,424,233
Brazoria,63,"Chief Justice, Supreme Court",,LIB,Tom Oxford,20,6,14
Brazoria,63,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,297,166,131
Brazoria,63,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,651,420,231
Brazoria,63,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,20,5,15
Brazoria,63,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,286,157,129
Brazoria,63,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,655,423,232
Brazoria,63,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,22,8,14
Brazoria,63,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,2,1,1
Brazoria,63,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,337,188,149
Brazoria,63,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,153,88,65
Brazoria,63,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,104,57,47
Brazoria,63,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,288,157,131
Brazoria,63,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,649,422,227
Brazoria,63,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,29,10,19
Brazoria,63,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,337,187,150
Brazoria,63,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,158,84,74
Brazoria,63,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,122,73,49
Brazoria,63,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,337,184,153
Brazoria,63,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",186,106,80
Brazoria,63,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,91,52,39
Brazoria,63,"Member, State Board of Education, District 7",,REP,David Bradley,279,151,128
Brazoria,63,"Member, State Board of Education, District 7",,DEM,Kathy King,659,426,233
Brazoria,63,"Member, State Board of Education, District 7",,LIB,Megan DaGata,26,9,17
Brazoria,63,State House,29,REP,Ed Thompson,404,219,185
Brazoria,63,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,299,164,135
Brazoria,63,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,665,425,240
Brazoria,63,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,298,163,135
Brazoria,63,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,668,427,241
Brazoria,63,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,401,223,178
Brazoria,63,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,398,217,181
Brazoria,63,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,304,167,137
Brazoria,63,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,660,423,237
Brazoria,63,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,399,219,180
Brazoria,63,"District Judge, 239th Judicial District",,REP,Pat Sebesta,401,220,181
Brazoria,63,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,386,212,174
Brazoria,63,"District Judge, 412th Judicial District",,REP,Ed Denman,387,211,176
Brazoria,63,Criminal District Attorney,,REP,Jeri Yenne,385,211,174
Brazoria,63,County Judge,,REP,Matt Sebesta,299,162,137
Brazoria,63,County Judge,,DEM,Robert Pruett,657,419,238
Brazoria,63,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,381,203,178
Brazoria,63,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,385,207,178
Brazoria,63,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,379,205,174
Brazoria,63,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,385,207,178
Brazoria,63,District Clerk,,REP,Rhonda Cross Barchak,382,206,176
Brazoria,63,County Clerk,,REP,Joyce Hudman,385,207,178
Brazoria,63,County Treasurer,,REP,Cathy Campbell,383,208,175
Brazoria,63,"County Commissioner, Precinct 4",,REP,David Linder,297,165,132
Brazoria,63,"County Commissioner, Precinct 4",,DEM,Alan Kolodny,658,418,240
Brazoria,63,"Justice of the Peace, Precinct 4, Place 2",,REP,Sherry Kersh,387,211,176
Brazoria,64,Straight Party,,REP,Republican Party,7,3,4
Brazoria,64,Straight Party,,DEM,Democratic Party,1,0,1
Brazoria,64,Straight Party,,LIB,Libertarian Party,0,0,0
Brazoria,64,Straight Party,,GRN,Green Party,0,0,0
Brazoria,64,U.S. Senate,,REP,John Cornyn,9,5,4
Brazoria,64,U.S. Senate,,DEM,David M. Alameel,1,0,1
Brazoria,64,U.S. Senate,,LIB,Rebecca Paddock,0,0,0
Brazoria,64,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Brazoria,64,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,64,U.S. House,22,REP,Pete Olson,9,5,4
Brazoria,64,U.S. House,22,DEM,Frank Briscoe,1,0,1
Brazoria,64,U.S. House,22,LIB,Rob Lapham,0,0,0
Brazoria,64,Governor,,REP,Greg Abbott,9,5,4
Brazoria,64,Governor,,DEM,Wendy R. Davis,1,0,1
Brazoria,64,Governor,,LIB,Kathie Glass,0,0,0
Brazoria,64,Governor,,GRN,Brandon Parmer,0,0,0
Brazoria,64,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,64,Lieutenant Governor,,REP,Dan Patrick,9,5,4
Brazoria,64,Lieutenant Governor,,DEM,Leticia Van de Putte,1,0,1
Brazoria,64,Lieutenant Governor,,LIB,Robert D. Butler,0,0,0
Brazoria,64,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Brazoria,64,Attorney General,,REP,Ken Paxton,9,5,4
Brazoria,64,Attorney General,,DEM,Sam Houston,1,0,1
Brazoria,64,Attorney General,,LIB,Jamie Balagia,0,0,0
Brazoria,64,Attorney General,,GRN,Jamar Osborne,0,0,0
Brazoria,64,Comptroller of Public Accounts,,REP,Glenn Hegar,9,5,4
Brazoria,64,Comptroller of Public Accounts,,DEM,Mike Collier,1,0,1
Brazoria,64,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0
Brazoria,64,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0
Brazoria,64,Commissioner of the General Land Office,,REP,George P. Bush,9,5,4
Brazoria,64,Commissioner of the General Land Office,,DEM,John Cook,1,0,1
Brazoria,64,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,0
Brazoria,64,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0
Brazoria,64,Commissioner of Agriculture,,REP,Sid Miller,9,5,4
Brazoria,64,Commissioner of Agriculture,,DEM,Jim Hogan,1,0,1
Brazoria,64,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,0
Brazoria,64,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0
Brazoria,64,Railroad Commissioner,,REP,Ryan Sitton,9,5,4
Brazoria,64,Railroad Commissioner,,DEM,Steve Brown,1,0,1
Brazoria,64,Railroad Commissioner,,LIB,Mark A. Miller,0,0,0
Brazoria,64,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Brazoria,64,"Chief Justice, Supreme Court",,REP,Nathan Hecht,9,5,4
Brazoria,64,"Chief Justice, Supreme Court",,DEM,William Moody,1,0,1
