county,precinct,office,district,candidate,party,votes,early_voting,election_day,Provisional
Matagorda,1A,Ballots Cast,,,,931,612,318,1
Matagorda,1B,Ballots Cast,,,,1083,753,330,0
Matagorda,1C,Ballots Cast,,,,327,221,106,0
Matagorda,1D,Ballots Cast,,,,322,220,102,0
Matagorda,1E,Ballots Cast,,,,406,251,154,1
Matagorda,1F,Ballots Cast,,,,220,139,81,0
Matagorda,2,Ballots Cast,,,,360,115,245,0
Matagorda,3A,Ballots Cast,,,,513,282,231,0
Matagorda,3B,Ballots Cast,,,,262,139,123,0
Matagorda,4,Ballots Cast,,,,429,123,306,0
Matagorda,5,Ballots Cast,,,,797,364,431,2
Matagorda,6,Ballots Cast,,,,537,213,308,0
Matagorda,7,Ballots Cast,,,,71,27,44,0
Matagorda,8,Ballots Cast,,,,279,76,201,2
Matagorda,9,Ballots Cast,,,,65,16,49,0
Matagorda,10,Ballots Cast,,,,140,40,100,0
Matagorda,12,Ballots Cast,,,,91,25,66,0
Matagorda,13,Ballots Cast,,,,199,83,115,1
Matagorda,Total,Ballots Cast,,,,7032,3699,3310,7
Matagorda,1A,Straight Party,,,REP,368,242,126,0
Matagorda,1B,Straight Party,,,REP,379,253,126,0
Matagorda,1C,Straight Party,,,REP,57,37,20,0
Matagorda,1D,Straight Party,,,REP,100,64,36,0
Matagorda,1E,Straight Party,,,REP,133,89,44,0
Matagorda,1F,Straight Party,,,REP,78,46,32,0
Matagorda,2,Straight Party,,,REP,135,49,86,0
Matagorda,3A,Straight Party,,,REP,178,86,92,0
Matagorda,3B,Straight Party,,,REP,120,65,55,0
Matagorda,4,Straight Party,,,REP,196,57,139,0
Matagorda,5,Straight Party,,,REP,265,133,131,1
Matagorda,6,Straight Party,,,REP,234,78,156,0
Matagorda,7,Straight Party,,,REP,28,10,18,0
Matagorda,8,Straight Party,,,REP,99,32,67,0
Matagorda,9,Straight Party,,,REP,26,7,19,0
Matagorda,10,Straight Party,,,REP,67,23,44,0
Matagorda,12,Straight Party,,,REP,35,7,28,0
Matagorda,13,Straight Party,,,REP,44,14,30,0
Matagorda,Total,Straight Party,,,REP,2542,1292,1249,1
Matagorda,1A,Straight Party,,,DEM,80,60,20,0
Matagorda,1B,Straight Party,,,DEM,120,81,39,0
Matagorda,1C,Straight Party,,,DEM,166,110,56,0
Matagorda,1D,Straight Party,,,DEM,99,61,38,0
Matagorda,1E,Straight Party,,,DEM,122,73,48,1
Matagorda,1F,Straight Party,,,DEM,41,27,14,0
Matagorda,2,Straight Party,,,DEM,30,5,25,0
Matagorda,3A,Straight Party,,,DEM,98,53,45,0
Matagorda,3B,Straight Party,,,DEM,18,8,10,0
Matagorda,4,Straight Party,,,DEM,33,12,21,0
Matagorda,5,Straight Party,,,DEM,138,53,85,0
Matagorda,6,Straight Party,,,DEM,91,39,52,0
Matagorda,7,Straight Party,,,DEM,6,4,2,0
Matagorda,8,Straight Party,,,DEM,30,12,18,0
Matagorda,9,Straight Party,,,DEM,21,4,17,0
Matagorda,10,Straight Party,,,DEM,8,1,7,0
Matagorda,12,Straight Party,,,DEM,6,1,5,0
Matagorda,13,Straight Party,,,DEM,63,25,38,0
Matagorda,Total,Straight Party,,,DEM,1170,629,540,1
Matagorda,1A,Straight Party,,,LIB,8,6,2,0
Matagorda,1B,Straight Party,,,LIB,6,5,1,0
Matagorda,1C,Straight Party,,,LIB,0,0,0,0
Matagorda,1D,Straight Party,,,LIB,0,0,0,0
Matagorda,1E,Straight Party,,,LIB,0,0,0,0
Matagorda,1F,Straight Party,,,LIB,1,1,0,0
Matagorda,2,Straight Party,,,LIB,0,0,0,0
Matagorda,3A,Straight Party,,,LIB,3,2,1,0
Matagorda,3B,Straight Party,,,LIB,1,0,1,0
Matagorda,4,Straight Party,,,LIB,3,1,2,0
Matagorda,5,Straight Party,,,LIB,7,2,5,0
Matagorda,6,Straight Party,,,LIB,1,0,1,0
