county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
San Jacinto,Precinct #1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2654,,,
San Jacinto,Precinct #2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3784,,,
San Jacinto,Precinct #3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1096,,,
San Jacinto,Precinct #4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,685,,,
San Jacinto,Precinct #5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1836,,,
San Jacinto,Precinct #6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1768,,,
San Jacinto,Precinct #7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1900,,,
San Jacinto,Precinct #8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1030,,,
San Jacinto,Precinct #10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,543,,,
San Jacinto,Precinct #13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,609,,,
San Jacinto,Precinct #14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,667,,,
San Jacinto,Shepherd ISD,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
San Jacinto,Willis ISD,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
San Jacinto,Lone Star College System,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,,,
San Jacinto,Precinct #1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1094,,,
San Jacinto,Precinct #2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1085,,,
San Jacinto,Precinct #3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,487,,,
San Jacinto,Precinct #4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,291,,,
San Jacinto,Precinct #5,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,643,,,
San Jacinto,Precinct #6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,909,,,
San Jacinto,Precinct #7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,870,,,
San Jacinto,Precinct #8,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,461,,,
San Jacinto,Precinct #10,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,273,,,
San Jacinto,Precinct #13,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,212,,,
San Jacinto,Precinct #14,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,267,,,
San Jacinto,City of Shepherd,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,0,,,
San Jacinto,Shepherd ISD,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,688,,,
San Jacinto,Willis ISD,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,89,,,
San Jacinto,Lone Star College System,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,86,,,
San Jacinto,Precinct #1,Straight Party,,REP,REPUBLICAN PARTY,313,,,
San Jacinto,Precinct #2,Straight Party,,REP,REPUBLICAN PARTY,296,,,
San Jacinto,Precinct #3,Straight Party,,REP,REPUBLICAN PARTY,117,,,
San Jacinto,Precinct #4,Straight Party,,REP,REPUBLICAN PARTY,118,,,
