county,precinct,office,district,candidate,party,early_voting,mail,election_day,provisional,votes
Wilson,102,Comptroller	of Public Accounts,,Deb Shafto,GRN,1,1,1,0,3
Wilson,102,Commissioner of the General Land Office,,George P. Bush,REP,83,6,85,0,174
Wilson,102,Commissioner of the General Land Office,,John Cook,DEM,182,53,134,0,369
Wilson,102,Commissioner of the General Land Office,,Justin Knight,LIB,7,1,4,0,12
Wilson,102,Commissioner of the General Land Office,,Valerie Alessi,GRN,5,0,2,0,7
Wilson,102,Commissioner of Agriculture,,Sid Miller,REP,66,7,81,0,154
Wilson,102,Commissioner of Agriculture,,Jim Hogan,DEM,196,53,136,0,385
Wilson,102,Commissioner of Agriculture,,David Palmquist,LIB,7,1,4,0,12
Wilson,102,Commissioner of Agriculture,,Kenneth Kendrick,GRN,6,0,4,0,10
Wilson,102,Railroad Commissioner,,Ryan Sitton,REP,63,6,78,0,147
Wilson,102,Railroad Commissioner,,Steve Brown,DEM,195,52,133,0,380
Wilson,102,Railroad Commissioner,,Mark A. Miller,LIB,8,1,5,0,14
Wilson,102,Railroad Commissioner,,Martina Salinas,GRN,11,2,10,0,23
Wilson,102,Chief Justice Supreme Court,,Nathan Hecht,REP,71,5,82,0,158
Wilson,102,Chief Justice Supreme Court,,William Moody,DEM,198,53,139,0,390
Wilson,102,Chief Justice Supreme Court,,Tom Oxford,LIB,7,2,4,0,13
Wilson,102,Justice Supreme Court 6 Unexp,,Jeff Brown,REP,75,5,90,0,170
Wilson,102,Justice Supreme Court 6 Unexp,,Lawrence E. Meyers,DEM,192,53,128,0,373
Wilson,102,Justice Supreme Court 6 Unexp,,Mark Ash,LIB,7,2,5,0,14
Wilson,102,Justice Supreme Court 7,,Jeff Boyd,REP,66,5,83,0,154
Wilson,102,Justice Supreme Court 7,,Gina Benavides,DEM,198,54,137,0,389
Wilson,102,Justice Supreme Court 7,,Don Fulton,LIB,7,1,4,0,12
Wilson,102,Justice Supreme Court 7,,Charles E. Waterbury,GRN,2,0,2,0,4
Wilson,102,Justice Supreme Court 8,,Phil Johnson,REP,94,5,114,0,213
Wilson,102,Justice Supreme Court 8,,RS Roberto Koelsch,LIB,36,9,27,0,72
Wilson,102,Justice Supreme Court 8,,Jim Chisolm,GRN,21,5,15,0,41
Wilson,102,Criminal Appeals Jdg 3,,Bert Richardson,REP,77,5,86,0,168
Wilson,102,Criminal Appeals Jdg 3,,John Granberg,DEM,190,51,130,0,371
Wilson,102,Criminal Appeals Jdg 3,,Mark W. Bennett,LIB,7,2,8,0,17
Wilson,102,Criminal Appeals Jdg 4,,Kevin Patrick Yeary,REP,82,7,102,0,191
Wilson,102,Criminal Appeals Jdg 4,,Quanah Parker,LIB,27,4,26,0,57
Wilson,102,Criminal Appeals Jdg 4,,Judith SandersCastro,GRN,47,9,32,0,88
Wilson,102,Criminal Appeals Jdg 9,,David Newell,REP,91,7,111,0,209
Wilson,102,Criminal Appeals Jdg 9,,William Strange III,LIB,42,6,29,0,77
Wilson,102,Criminal Appeals Jdg 9,,George J. Altgelt,GRN,18,5,17,0,40
Wilson,102,State Bd Ed D3,,Dave Mundy,REP,65,6,81,0,152
Wilson,102,State Bd Ed D3,,Marisa B. Perez,DEM,205,53,140,0,398
Wilson,102,State Bd Ed D3,,Josh Morales,LIB,6,1,6,0,13
Wilson,102,State Representative,44,John Kuempel,REP,86,10,87,0,183
Wilson,102,State Representative,44,Robert M. Bohmfalk,DEM,182,50,139,0,371
Wilson,102,Chief Justice 4 Court Appeals,,Sandee Bryan Marion,REP,74,8,83,0,165
Wilson,102,Chief Justice 4 Court Appeals,,Irene Rios,DEM,201,53,143,0,397
Wilson,102,District Judge D81,,Donna S. Rayes,DEM,228,55,172,0,455
Wilson,102,District Judge D218,,Russell Wilson,REP,68,6,70,0,144
Wilson,102,District Judge D218,,Carrie Moy,DEM,209,57,156,0,422
Wilson,102,County Judge,,Richard L. Jackson,REP,128,13,130,0,271
Wilson,102,District Clerk,,Deborah Bryan,DEM,230,57,166,0,453
Wilson,102,County Clerk,,Eva S. Martinez,DEM,237,61,171,0,469
Wilson,102,County Treasurer,,Jan Hartl,REP,130,12,129,0,271
Wilson,102,Justice Peace P1,,Johnny T. Villarreal,DEM,238,58,167,0,463
Wilson,102,Proposed Const Amend,,For,NP,130,30,125,0,285
Wilson,102,Proposed Const Amend,,Against,NP,58,6,45,0,109
Wilson,103,Straight Party,,REPUBLICAN,REP,60,15,89,0,164
Wilson,103,Straight Party,,DEMOCRATIC,DEM,32,17,52,0,101
Wilson,103,Straight Party,,LIBERTARIAN,LIB,0,0,3,0,3
Wilson,103,Straight Party,,GREEN,GRN,0,0,0,0,0
Wilson,103,US Senator,,John Cornyn,REP,154,24,193,0,371
Wilson,103,US Senator,,David M. Alameel,DEM,53,22,90,0,165
Wilson,103,US Senator,,Rebecca Paddock,LIB,5,0,14,0,19
Wilson,103,US Senator,,Emily Sanchez,GRN,1,0,7,0,8
Wilson,103,US Senator,,Write-ins,NP,0,0,0,0,0
Wilson,103,U.S. House,28,Henry Cuellar,DEM,94,25,155,0,274
Wilson,103,U.S. House,28,William Aikens,LIB,41,6,55,0,102
Wilson,103,U.S. House,28,Michael D. Cary,GRN,12,0,18,0,30
Wilson,103,Governor,,Greg Abbott,REP,150,23,183,0,356
Wilson,103,Governor,,Wendy R. Davis,DEM,57,24,109,0,190
Wilson,103,Governor,,Kathie Glass,LIB,6,0,11,0,17
Wilson,103,Governor,,Brandon Parmer,GRN,1,0,3,0,4
Wilson,103,Governor,,Write-ins,NP,0,0,0,0,0
Wilson,103,Lieutenant Governor,,Dan Patrick,REP,142,23,186,0,351
Wilson,103,Lieutenant Governor,,Leticia Van de Putte,DEM,65,21,107,0,193
Wilson,103,Lieutenant Governor,,Robert D. Butler,LIB,3,1,10,0,14
Wilson,103,Lieutenant Governor,,C. Courtney,GRN,1,1,2,0,4
Wilson,103,Attorney General,,Ken Paxton,REP,150,20,187,0,357
Wilson,103,Attorney General,,Sam Houston,DEM,57,24,94,0,175
Wilson,103,Attorney General,,Jamie Balagia,LIB,3,0,17,0,20
Wilson,103,Attorney General,,Jamar Osborne,GRN,0,0,4,0,4
Wilson,103,Comptroller	of Public Accounts,,Glenn Hegar,REP,146,21,174,0,341
Wilson,103,Comptroller	of Public Accounts,,Mike Collier,DEM,55,22,100,0,177
Wilson,103,Comptroller	of Public Accounts,,Ben Sanders,LIB,2,1,20,0,23
Wilson,103,Comptroller	of Public Accounts,,Deb Shafto,GRN,2,1,6,0,9
Wilson,103,Commissioner of the General Land Office,,George P. Bush,REP,148,21,183,0,352
Wilson,103,Commissioner of the General Land Office,,John Cook,DEM,57,22,93,0,172
Wilson,103,Commissioner of the General Land Office,,Justin Knight,LIB,2,3,14,0,19
Wilson,103,Commissioner of the General Land Office,,Valerie Alessi,GRN,1,0,11,0,12
Wilson,103,Commissioner of Agriculture,,Sid Miller,REP,142,21,173,0,336
Wilson,103,Commissioner of Agriculture,,Jim Hogan,DEM,56,23,99,0,178
Wilson,103,Commissioner of Agriculture,,David Palmquist,LIB,2,0,19,0,21
Wilson,103,Commissioner of Agriculture,,Kenneth Kendrick,GRN,7,1,11,0,19
Wilson,103,Railroad Commissioner,,Ryan Sitton,REP,142,22,167,0,331
Wilson,103,Railroad Commissioner,,Steve Brown,DEM,58,22,105,0,185
Wilson,103,Railroad Commissioner,,Mark A. Miller,LIB,4,0,18,0,22
Wilson,103,Railroad Commissioner,,Martina Salinas,GRN,4,1,9,0,14
Wilson,103,Chief Justice Supreme Court,,Nathan Hecht,REP,142,21,178,0,341
Wilson,103,Chief Justice Supreme Court,,William Moody,DEM,58,23,104,0,185
Wilson,103,Chief Justice Supreme Court,,Tom Oxford,LIB,7,1,17,0,25
Wilson,103,Justice Supreme Court 6 Unexp,,Jeff Brown,REP,139,21,182,0,342
Wilson,103,Justice Supreme Court 6 Unexp,,Lawrence E. Meyers,DEM,57,22,98,0,177
Wilson,103,Justice Supreme Court 6 Unexp,,Mark Ash,LIB,7,0,20,0,27
Wilson,103,Justice Supreme Court 7,,Jeff Boyd,REP,141,20,178,0,339
Wilson,103,Justice Supreme Court 7,,Gina Benavides,DEM,57,25,104,0,186
Wilson,103,Justice Supreme Court 7,,Don Fulton,LIB,5,0,13,0,18
Wilson,103,Justice Supreme Court 7,,Charles E. Waterbury,GRN,2,0,5,0,7
Wilson,103,Justice Supreme Court 8,,Phil Johnson,REP,152,23,201,0,376
Wilson,103,Justice Supreme Court 8,,RS Roberto Koelsch,LIB,20,4,34,0,58
Wilson,103,Justice Supreme Court 8,,Jim Chisolm,GRN,8,2,25,0,35
Wilson,103,Criminal Appeals Jdg 3,,Bert Richardson,REP,144,19,173,0,336
Wilson,103,Criminal Appeals Jdg 3,,John Granberg,DEM,55,23,106,0,184
Wilson,103,Criminal Appeals Jdg 3,,Mark W. Bennett,LIB,8,3,23,0,34
Wilson,103,Criminal Appeals Jdg 4,,Kevin Patrick Yeary,REP,148,20,189,0,357
Wilson,103,Criminal Appeals Jdg 4,,Quanah Parker,LIB,22,5,43,0,70
Wilson,103,Criminal Appeals Jdg 4,,Judith SandersCastro,GRN,14,4,34,0,52
Wilson,103,Criminal Appeals Jdg 9,,David Newell,REP,150,23,198,0,371
Wilson,103,Criminal Appeals Jdg 9,,William Strange III,LIB,23,5,41,0,69
Wilson,103,Criminal Appeals Jdg 9,,George J. Altgelt,GRN,8,1,24,0,33
Wilson,103,State Bd Ed D3,,Dave Mundy,REP,140,22,178,0,340
Wilson,103,State Bd Ed D3,,Marisa B. Perez,DEM,59,23,106,0,188
Wilson,103,State Bd Ed D3,,Josh Morales,LIB,5,0,15,0,20
Wilson,103,State Representative,44,John Kuempel,REP,149,24,199,0,372
Wilson,103,State Representative,44,Robert M. Bohmfalk,DEM,57,21,99,0,177
Wilson,103,Chief Justice 4 Court Appeals,,Sandee Bryan Marion,REP,150,22,193,0,365
Wilson,103,Chief Justice 4 Court Appeals,,Irene Rios,DEM,55,23,102,0,180
Wilson,103,District Judge D81,,Donna S. Rayes,DEM,108,28,167,0,303
Wilson,103,District Judge D218,,Russell Wilson,REP,119,23,176,0,318
Wilson,103,District Judge D218,,Carrie Moy,DEM,89,24,123,0,236
Wilson,103,County Judge,,Richard L. Jackson,REP,160,27,226,0,413
Wilson,103,District Clerk,,Deborah Bryan,DEM,114,27,172,0,313
Wilson,103,County Clerk,,Eva S. Martinez,DEM,120,27,176,0,323
Wilson,103,County Treasurer,,Jan Hartl,REP,163,27,221,0,411
Wilson,103,Justice Peace P1,,Johnny T. Villarreal,DEM,108,26,167,0,301
Wilson,103,Proposed Const Amend,,For,NP,144,28,179,0,351
Wilson,103,Proposed Const Amend,,Against,NP,35,8,61,0,104
Wilson,103,Emergency Services D2 Prop,,FOR,NP,15,2,18,0,35
Wilson,103,Emergency Services D2 Prop,,AGAINST,NP,11,1,9,0,21
Wilson,104,Straight Party,,REPUBLICAN,REP,32,1,57,1,91
Wilson,104,Straight Party,,DEMOCRATIC,DEM,13,5,25,0,43
Wilson,104,Straight Party,,LIBERTARIAN,LIB,2,0,1,0,3
Wilson,104,Straight Party,,GREEN,GRN,0,0,0,0,0
Wilson,104,US Senator,,John Cornyn,REP,93,9,142,1,245
Wilson,104,US Senator,,David M. Alameel,DEM,24,11,46,0,81
Wilson,104,US Senator,,Rebecca Paddock,LIB,6,0,5,0,11
Wilson,104,US Senator,,Emily Sanchez,GRN,0,0,4,0,4
Wilson,104,US Senator,,Write-ins,NP,0,0,0,0,0
Wilson,104,U.S. House,28,Henry Cuellar,DEM,52,16,93,0,161
Wilson,104,U.S. House,28,William Aikens,LIB,30,2,39,0,71
Wilson,104,U.S. House,28,Michael D. Cary,GRN,6,0,10,0,16
Wilson,104,Governor,,Greg Abbott,REP,93,10,142,2,247
Wilson,104,Governor,,Wendy R. Davis,DEM,30,10,54,0,94
Wilson,104,Governor,,Kathie Glass,LIB,0,0,2,0,2
Wilson,104,Governor,,Brandon Parmer,GRN,1,0,2,0,3
Wilson,104,Governor,,Write-ins,NP,0,0,1,0,1
Wilson,104,Lieutenant Governor,,Dan Patrick,REP,91,10,139,2,242
Wilson,104,Lieutenant Governor,,Leticia Van de Putte,DEM,30,9,56,0,95
Wilson,104,Lieutenant Governor,,Robert D. Butler,LIB,3,1,1,0,5
Wilson,104,Lieutenant Governor,,C. Courtney,GRN,0,0,4,0,4
Wilson,104,Attorney General,,Ken Paxton,REP,90,9,138,2,239
Wilson,104,Attorney General,,Sam Houston,DEM,30,11,50,0,91
Wilson,104,Attorney General,,Jamie Balagia,LIB,4,1,3,0,8
Wilson,104,Attorney General,,Jamar Osborne,GRN,0,0,4,0,4
Wilson,104,Comptroller	of Public Accounts,,Glenn Hegar,REP,93,9,136,1,239
Wilson,104,Comptroller	of Public Accounts,,Mike Collier,DEM,27,11,47,0,85
Wilson,104,Comptroller	of Public Accounts,,Ben Sanders,LIB,4,0,4,0,8
Wilson,104,Comptroller	of Public Accounts,,Deb Shafto,GRN,0,0,6,0,6
Wilson,104,Commissioner of the General Land Office,,George P. Bush,REP,92,10,144,1,247
Wilson,104,Commissioner of the General Land Office,,John Cook,DEM,29,10,42,0,81
Wilson,104,Commissioner of the General Land Office,,Justin Knight,LIB,3,0,5,0,8
Wilson,104,Commissioner of the General Land Office,,Valerie Alessi,GRN,0,0,5,0,5
Wilson,104,Commissioner of Agriculture,,Sid Miller,REP,92,9,131,1,233
Wilson,104,Commissioner of Agriculture,,Jim Hogan,DEM,30,11,53,0,94
Wilson,104,Commissioner of Agriculture,,David Palmquist,LIB,1,0,4,0,5
Wilson,104,Commissioner of Agriculture,,Kenneth Kendrick,GRN,1,0,7,0,8
Wilson,104,Railroad Commissioner,,Ryan Sitton,REP,88,9,131,1,229
Wilson,104,Railroad Commissioner,,Steve Brown,DEM,28,11,50,0,89
Wilson,104,Railroad Commissioner,,Mark A. Miller,LIB,6,0,6,0,12
Wilson,104,Railroad Commissioner,,Martina Salinas,GRN,2,0,7,0,9
Wilson,104,Chief Justice Supreme Court,,Nathan Hecht,REP,93,9,134,1,237
Wilson,104,Chief Justice Supreme Court,,William Moody,DEM,30,11,51,0,92
Wilson,104,Chief Justice Supreme Court,,Tom Oxford,LIB,1,0,5,0,6
Wilson,104,Justice Supreme Court 6 Unexp,,Jeff Brown,REP,92,10,139,1,242
Wilson,104,Justice Supreme Court 6 Unexp,,Lawrence E. Meyers,DEM,28,9,48,0,85
Wilson,104,Justice Supreme Court 6 Unexp,,Mark Ash,LIB,3,0,5,0,8
Wilson,104,Justice Supreme Court 7,,Jeff Boyd,REP,92,9,138,1,240
Wilson,104,Justice Supreme Court 7,,Gina Benavides,DEM,30,11,50,0,91
Wilson,104,Justice Supreme Court 7,,Don Fulton,LIB,1,0,3,0,4
Wilson,104,Justice Supreme Court 7,,Charles E. Waterbury,GRN,0,0,3,0,3
Wilson,104,Justice Supreme Court 8,,Phil Johnson,REP,93,10,149,1,253
Wilson,104,Justice Supreme Court 8,,RS Roberto Koelsch,LIB,10,1,13,0,24
Wilson,104,Justice Supreme Court 8,,Jim Chisolm,GRN,7,1,14,0,22
Wilson,104,Criminal Appeals Jdg 3,,Bert Richardson,REP,89,9,139,1,238
Wilson,104,Criminal Appeals Jdg 3,,John Granberg,DEM,28,10,48,0,86
Wilson,104,Criminal Appeals Jdg 3,,Mark W. Bennett,LIB,6,0,4,0,10
Wilson,104,Criminal Appeals Jdg 4,,Kevin Patrick Yeary,REP,92,10,144,0,246
Wilson,104,Criminal Appeals Jdg 4,,Quanah Parker,LIB,10,1,11,1,23
Wilson,104,Criminal Appeals Jdg 4,,Judith SandersCastro,GRN,9,2,19,0,30
Wilson,104,Criminal Appeals Jdg 9,,David Newell,REP,92,11,145,1,249
Wilson,104,Criminal Appeals Jdg 9,,William Strange III,LIB,13,1,12,0,26
Wilson,104,Criminal Appeals Jdg 9,,George J. Altgelt,GRN,6,1,15,0,22
Wilson,104,State Bd Ed D3,,Dave Mundy,REP,88,9,135,1,233
Wilson,104,State Bd Ed D3,,Marisa B. Perez,DEM,30,11,52,0,93
Wilson,104,State Bd Ed D3,,Josh Morales,LIB,4,0,6,0,10
Wilson,104,State Representative,44,John Kuempel,REP,96,10,146,2,254
Wilson,104,State Representative,44,Robert M. Bohmfalk,DEM,28,10,47,0,85
Wilson,104,Chief Justice 4 Court Appeals,,Sandee Bryan Marion,REP,95,8,138,1,242
Wilson,104,Chief Justice 4 Court Appeals,,Irene Rios,DEM,28,11,54,0,93
Wilson,104,District Judge D81,,Donna S. Rayes,DEM,67,15,115,0,197
Wilson,104,District Judge D218,,Russell Wilson,REP,71,10,107,1,189
Wilson,104,District Judge D218,,Carrie Moy,DEM,52,8,90,1,151
Wilson,104,County Judge,,Richard L. Jackson,REP,98,11,150,2,261
Wilson,104,District Clerk,,Deborah Bryan,DEM,69,17,118,1,205
Wilson,104,County Clerk,,Eva S. Martinez,DEM,71,17,119,1,208
Wilson,104,County Treasurer,,Jan Hartl,REP,98,11,150,2,261
Wilson,104,Justice Peace P1,,Johnny T. Villarreal,DEM,61,15,119,1,196
Wilson,104,Proposed Const Amend,,For,NP,82,9,126,0,217
Wilson,104,Proposed Const Amend,,Against,NP,25,3,38,2,68
Wilson,205,Straight Party,,REPUBLICAN,REP,28,5,76,0,109
Wilson,205,Straight Party,,DEMOCRATIC,DEM,15,23,61,0,99
Wilson,205,Straight Party,,LIBERTARIAN,LIB,0,0,4,0,4
Wilson,205,Straight Party,,GREEN,GRN,0,0,1,0,1
Wilson,205,US Senator,,John Cornyn,REP,119,17,346,0,482
Wilson,205,US Senator,,David M. Alameel,DEM,38,27,109,0,174
Wilson,205,US Senator,,Rebecca Paddock,LIB,3,1,10,0,14
Wilson,205,US Senator,,Emily Sanchez,GRN,1,0,6,0,7
Wilson,205,US Senator,,Write-ins,NP,0,0,0,0,0
Wilson,205,U.S. House,28,Henry Cuellar,DEM,95,37,274,0,406
Wilson,205,U.S. House,28,William Aikens,LIB,18,4,82,0,104
Wilson,205,U.S. House,28,Michael D. Cary,GRN,7,0,21,0,28
Wilson,205,Governor,,Greg Abbott,REP,118,22,327,0,467
Wilson,205,Governor,,Wendy R. Davis,DEM,46,24,140,0,210
Wilson,205,Governor,,Kathie Glass,LIB,0,0,4,0,4
Wilson,205,Governor,,Brandon Parmer,GRN,0,0,4,0,4
Wilson,205,Governor,,Write-ins,NP,0,0,0,0,0
Wilson,205,Lieutenant Governor,,Dan Patrick,REP,110,17,301,0,428
Wilson,205,Lieutenant Governor,,Leticia Van de Putte,DEM,52,28,166,0,246
Wilson,205,Lieutenant Governor,,Robert D. Butler,LIB,2,1,8,0,11
Wilson,205,Lieutenant Governor,,C. Courtney,GRN,0,0,1,0,1
Wilson,205,Attorney General,,Ken Paxton,REP,116,18,327,0,461
Wilson,205,Attorney General,,Sam Houston,DEM,46,26,136,0,208
Wilson,205,Attorney General,,Jamie Balagia,LIB,0,1,2,0,3
Wilson,205,Attorney General,,Jamar Osborne,GRN,0,0,0,0,0
Wilson,205,Comptroller	of Public Accounts,,Glenn Hegar,REP,107,17,298,0,422
