county,precinct,office,district,candidate,party,early_voting,mail,election_day,provisional,votes
Wilson,101,Straight Party,,REPUBLICAN,REP,79,17,120,0,216
Wilson,101,Straight Party,,DEMOCRATIC,DEM,46,6,71,0,123
Wilson,101,Straight Party,,LIBERTARIAN,LIB,2,0,4,0,6
Wilson,101,Straight Party,,GREEN,GRN,0,1,2,0,3
Wilson,101,US Senator,,John Cornyn,REP,220,33,252,0,505
Wilson,101,US Senator,,David M. Alameel,DEM,94,8,105,0,207
Wilson,101,US Senator,,Rebecca Paddock,LIB,9,0,13,0,22
Wilson,101,US Senator,,Emily Sanchez,GRN,4,1,9,0,14
Wilson,101,US Senator,,Write-ins,NP,0,0,1,0,1
Wilson,101,U.S. House,28,Henry Cuellar,DEM,174,18,188,0,380
Wilson,101,U.S. House,28,William Aikens,LIB,55,5,72,0,132
Wilson,101,U.S. House,28,Michael D. Cary,GRN,13,2,18,0,33
Wilson,101,Governor,,Greg Abbott,REP,205,33,243,0,481
Wilson,101,Governor,,Wendy R. Davis,DEM,118,8,132,0,258
Wilson,101,Governor,,Kathie Glass,LIB,4,0,5,0,9
Wilson,101,Governor,,Brandon Parmer,GRN,2,1,3,0,6
Wilson,101,Governor,,Write-ins,NP,0,0,0,0,0
Wilson,101,Lieutenant Governor,,Dan Patrick,REP,205,32,227,0,464
Wilson,101,Lieutenant Governor,,Leticia Van de Putte,DEM,120,9,150,0,279
Wilson,101,Lieutenant Governor,,Robert D. Butler,LIB,3,0,7,0,10
Wilson,101,Lieutenant Governor,,C. Courtney,GRN,1,1,3,0,5
Wilson,101,Attorney General,,Ken Paxton,REP,208,32,242,0,482
Wilson,101,Attorney General,,Sam Houston,DEM,109,8,123,0,240
Wilson,101,Attorney General,,Jamie Balagia,LIB,5,1,16,0,22
Wilson,101,Attorney General,,Jamar Osborne,GRN,4,1,1,0,6
Wilson,101,Comptroller	of Public Accounts,,Glenn Hegar,REP,209,32,230,0,471
Wilson,101,Comptroller	of Public Accounts,,Mike Collier,DEM,102,8,123,0,233
Wilson,101,Comptroller	of Public Accounts,,Ben Sanders,LIB,6,0,17,0,23
Wilson,101,Comptroller	of Public Accounts,,Deb Shafto,GRN,7,1,7,0,15
Wilson,101,Commissioner of the General Land Office,,George P. Bush,REP,218,31,245,0,494
Wilson,101,Commissioner of the General Land Office,,John Cook,DEM,96,8,115,0,219
Wilson,101,Commissioner of the General Land Office,,Justin Knight,LIB,5,1,14,0,20
Wilson,101,Commissioner of the General Land Office,,Valerie Alessi,GRN,8,1,6,0,15
Wilson,101,Commissioner of Agriculture,,Sid Miller,REP,204,32,236,0,472
Wilson,101,Commissioner of Agriculture,,Jim Hogan,DEM,111,8,122,0,241
Wilson,101,Commissioner of Agriculture,,David Palmquist,LIB,4,0,12,0,16
Wilson,101,Commissioner of Agriculture,,Kenneth Kendrick,GRN,7,1,5,0,13
Wilson,101,Railroad Commissioner,,Ryan Sitton,REP,199,32,226,0,457
Wilson,101,Railroad Commissioner,,Steve Brown,DEM,104,8,117,0,229
Wilson,101,Railroad Commissioner,,Mark A. Miller,LIB,12,0,20,0,32
Wilson,101,Railroad Commissioner,,Martina Salinas,GRN,10,1,15,0,26
Wilson,101,Chief Justice Supreme Court,,Nathan Hecht,REP,205,32,238,0,475
Wilson,101,Chief Justice Supreme Court,,William Moody,DEM,110,9,126,0,245
Wilson,101,Chief Justice Supreme Court,,Tom Oxford,LIB,8,0,12,0,20
Wilson,101,Justice Supreme Court 6 Unexp,,Jeff Brown,REP,213,32,239,0,484
Wilson,101,Justice Supreme Court 6 Unexp,,Lawrence E. Meyers,DEM,107,9,122,0,238
Wilson,101,Justice Supreme Court 6 Unexp,,Mark Ash,LIB,6,0,14,0,20
Wilson,101,Justice Supreme Court 7,,Jeff Boyd,REP,205,32,230,0,467
Wilson,101,Justice Supreme Court 7,,Gina Benavides,DEM,115,8,129,0,252
Wilson,101,Justice Supreme Court 7,,Don Fulton,LIB,6,0,12,0,18
Wilson,101,Justice Supreme Court 7,,Charles E. Waterbury,GRN,0,1,5,0,6
Wilson,101,Justice Supreme Court 8,,Phil Johnson,REP,221,32,263,0,516
Wilson,101,Justice Supreme Court 8,,RS Roberto Koelsch,LIB,42,1,36,0,79
Wilson,101,Justice Supreme Court 8,,Jim Chisolm,GRN,26,1,22,0,49
Wilson,101,Criminal Appeals Jdg 3,,Bert Richardson,REP,211,32,237,0,480
Wilson,101,Criminal Appeals Jdg 3,,John Granberg,DEM,106,9,124,0,239
Wilson,101,Criminal Appeals Jdg 3,,Mark W. Bennett,LIB,7,0,14,0,21
Wilson,101,Criminal Appeals Jdg 4,,Kevin Patrick Yeary,REP,219,32,242,0,493
Wilson,101,Criminal Appeals Jdg 4,,Quanah Parker,LIB,30,1,39,0,70
Wilson,101,Criminal Appeals Jdg 4,,Judith SandersCastro,GRN,42,1,42,0,85
Wilson,101,Criminal Appeals Jdg 9,,David Newell,REP,226,32,252,0,510
Wilson,101,Criminal Appeals Jdg 9,,William Strange III,LIB,39,1,45,0,85
Wilson,101,Criminal Appeals Jdg 9,,George J. Altgelt,GRN,27,1,22,0,50
Wilson,101,State Bd Ed D3,,Dave Mundy,REP,201,31,229,0,461
Wilson,101,State Bd Ed D3,,Marisa B. Perez,DEM,113,10,132,0,255
Wilson,101,State Bd Ed D3,,Josh Morales,LIB,7,0,15,0,22
Wilson,101,State Representative,44,John Kuempel,REP,218,33,252,0,503
Wilson,101,State Representative,44,Robert M. Bohmfalk,DEM,108,9,121,0,238
Wilson,101,Chief Justice 4 Court Appeals,,Sandee Bryan Marion,REP,216,32,244,0,492
Wilson,101,Chief Justice 4 Court Appeals,,Irene Rios,DEM,108,10,129,0,247
Wilson,101,District Judge D81,,Donna S. Rayes,DEM,169,20,198,0,387
Wilson,101,District Judge D218,,Russell Wilson,REP,188,29,234,0,451
Wilson,101,District Judge D218,,Carrie Moy,DEM,140,11,141,0,292
Wilson,101,County Judge,,Richard L. Jackson,REP,238,33,282,0,553
Wilson,101,District Clerk,,Deborah Bryan,DEM,172,18,208,0,398
Wilson,101,County Clerk,,Eva S. Martinez,DEM,170,21,215,0,406
Wilson,101,County Treasurer,,Jan Hartl,REP,239,32,278,0,549
Wilson,101,Justice Peace P1,,Johnny T. Villarreal,DEM,168,18,201,0,387
Wilson,101,Proposed Const Amend,,For,NP,217,29,239,0,485
Wilson,101,Proposed Const Amend,,Against,NP,71,6,73,0,150
Wilson,101,Emergency Services D2 Prop,,FOR,NP,177,12,174,0,363
Wilson,101,Emergency Services D2 Prop,,AGAINST,NP,75,9,55,0,139
Wilson,102,Straight Party,,REPUBLICAN,REP,22,5,37,0,64
Wilson,102,Straight Party,,DEMOCRATIC,DEM,137,44,91,0,272
Wilson,102,Straight Party,,LIBERTARIAN,LIB,3,0,2,0,5
Wilson,102,Straight Party,,GREEN,GRN,0,0,1,0,1
Wilson,102,US Senator,,John Cornyn,REP,83,7,92,0,182
Wilson,102,US Senator,,David M. Alameel,DEM,186,51,129,0,366
Wilson,102,US Senator,,Rebecca Paddock,LIB,5,1,7,0,13
Wilson,102,US Senator,,Emily Sanchez,GRN,6,1,3,0,10
Wilson,102,US Senator,,Write-ins,NP,0,0,0,0,0
Wilson,102,U.S. House,28,Henry Cuellar,DEM,226,57,170,0,453
Wilson,102,U.S. House,28,William Aikens,LIB,24,3,19,0,46
Wilson,102,U.S. House,28,Michael D. Cary,GRN,2,0,7,0,9
Wilson,102,Governor,,Greg Abbott,REP,84,8,84,0,176
Wilson,102,Governor,,Wendy R. Davis,DEM,191,54,140,0,385
Wilson,102,Governor,,Kathie Glass,LIB,5,1,4,0,10
Wilson,102,Governor,,Brandon Parmer,GRN,1,0,2,0,3
Wilson,102,Governor,,Write-ins,NP,0,1,0,0,1
Wilson,102,Lieutenant Governor,,Dan Patrick,REP,74,9,75,0,158
Wilson,102,Lieutenant Governor,,Leticia Van de Putte,DEM,201,53,152,0,406
Wilson,102,Lieutenant Governor,,Robert D. Butler,LIB,4,1,1,0,6
Wilson,102,Lieutenant Governor,,C. Courtney,GRN,1,0,2,0,3
Wilson,102,Attorney General,,Ken Paxton,REP,75,6,87,0,168
Wilson,102,Attorney General,,Sam Houston,DEM,189,52,134,0,375
Wilson,102,Attorney General,,Jamie Balagia,LIB,12,3,3,0,18
Wilson,102,Attorney General,,Jamar Osborne,GRN,1,0,2,0,3
Wilson,102,Comptroller	of Public Accounts,,Glenn Hegar,REP,67,6,82,0,155
Wilson,102,Comptroller	of Public Accounts,,Mike Collier,DEM,198,51,138,0,387
Wilson,102,Comptroller	of Public Accounts,,Ben Sanders,LIB,11,2,4,0,17
