county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Moore,Precinct 101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2450,,,
Moore,Precinct 201,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1648,,,
Moore,Precinct 202,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1555,,,
Moore,Precinct 203,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,58,,,
Moore,Precinct 301,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1770,,,
Moore,Precinct 401,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1056,,,
Moore,Precinct 402,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,580,,,
Moore,Precinct 101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,341,,,
Moore,Precinct 201,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,343,,,
Moore,Precinct 202,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,383,,,
Moore,Precinct 203,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,15,,,
Moore,Precinct 301,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,131,,,
Moore,Precinct 401,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,160,,,
Moore,Precinct 402,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,9,,,
Moore,Precinct 101,U.S. Senate,,REP,Reid Reasor,11,,,
Moore,Precinct 201,U.S. Senate,,REP,Reid Reasor,8,,,
Moore,Precinct 202,U.S. Senate,,REP,Reid Reasor,14,,,
Moore,Precinct 203,U.S. Senate,,REP,Reid Reasor,0,,,
Moore,Precinct 301,U.S. Senate,,REP,Reid Reasor,7,,,
Moore,Precinct 401,U.S. Senate,,REP,Reid Reasor,5,,,
Moore,Precinct 402,U.S. Senate,,REP,Reid Reasor,0,,,
Moore,Precinct 101,U.S. Senate,,REP,Dwayne Stovall,32,,,
Moore,Precinct 201,U.S. Senate,,REP,Dwayne Stovall,25,,,
Moore,Precinct 202,U.S. Senate,,REP,Dwayne Stovall,24,,,
Moore,Precinct 203,U.S. Senate,,REP,Dwayne Stovall,0,,,
Moore,Precinct 301,U.S. Senate,,REP,Dwayne Stovall,11,,,
Moore,Precinct 401,U.S. Senate,,REP,Dwayne Stovall,13,,,
Moore,Precinct 402,U.S. Senate,,REP,Dwayne Stovall,1,,,
