county,precinct,office,district,party,candidate,votes,early_voting,election_day
Upshur,1,Straight Party,,,Over Votes,1,0,1
Upshur,1,Straight Party,,,Under Votes,301,168,133
Upshur,1,Registered Voters,,,,1582,,
Upshur,1,Ballots Cast,,,,647,359,124
Upshur,1,Straight Party,,REP,Republican Party,285,161,124
Upshur,1,Straight Party,,,Over Votes,1,0,1
Upshur,1,Straight Party,,,Under Votes,301,168,133
Upshur,1,Straight Party,,DEM,Democratic Party,50,23,27
Upshur,1,Straight Party,,LIB,Libertarian Party,8,7,1
Upshur,1,Straight Party,,GRN,Green Party,2,0,2
Upshur,1,U.S. Senate,,REP,John Cornyn,507,285,222
Upshur,1,U.S. Senate,,,Over Votes,1,0,1
Upshur,1,U.S. Senate,,,Under Votes,16,8,8
Upshur,1,U.S. Senate,,DEM,David M. Alameel,95,47,48
Upshur,1,U.S. Senate,,LIB,Rebecca Paddock,23,15,8
Upshur,1,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",5,4,1
Upshur,1,U.S. Senate,,"",Mohammed Tahiro,0,0,0
Upshur,1,U.S. House,4,REP,John Ratcliffe,519,288,231
Upshur,1,U.S. House,4,,Over Votes,0,0,0
Upshur,1,U.S. House,4,,Under Votes,128,71,57
Upshur,1,Governor,,REP,Greg Abbott,518,290,228
Upshur,1,Governor,,DEM,Wendy R. Davis,109,53,56
Upshur,1,Governor,,,Over Votes,0,0,0
Upshur,1,Governor,,,Under Votes,3,2,1
Upshur,1,Governor,,LIB,Kathie Glass,16,13,3
Upshur,1,Governor,,GRN,Brandon Parmer,1,1,0
Upshur,1,Governor,,"",Sarah M. Pavitt,0,0,0
Upshur,1,Lieutenant Governor,,REP,Dan Patrick,510,284,226
Upshur,1,Lieutenant Governor,,,Over Votes,0,0,0
Upshur,1,Lieutenant Governor,,,Under Votes,5,1,4
Upshur,1,Lieutenant Governor,,DEM,Leticia Van de Putte,111,58,53
Upshur,1,Lieutenant Governor,,LIB,Robert D. Butler,21,16,5
Upshur,1,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Upshur,1,Attorney General,,REP,Ken Paxton,504,285,219
Upshur,1,Attorney General,,,Over Votes,0,0,0
Upshur,1,Attorney General,,,Under Votes,9,2,7
Upshur,1,Attorney General,,DEM,Sam Houston,118,61,57
