county,precinct,office,district,party,candidate,votes,early_voting,election_day
Jim Wells,1,Straight Party,,,Over Votes,0,0,0
Jim Wells,1,Straight Party,,,Under Votes,33,18,15
Jim Wells,1,Registered Voters,,,,528,,
Jim Wells,1,Ballots Cast,,,,85,45,11
Jim Wells,1,Straight Party,,REP,Republican Party,13,2,11
Jim Wells,1,Straight Party,,,Over Votes,0,0,0
Jim Wells,1,Straight Party,,,Under Votes,33,18,15
Jim Wells,1,Straight Party,,DEM,Democratic Party,39,25,14
Jim Wells,1,Straight Party,,LIB,Libertarian Party,0,0,0
Jim Wells,1,Straight Party,,GRN,Green Party,0,0,0
Jim Wells,1,U.S. Senate,,REP,John Cornyn,22,7,15
Jim Wells,1,U.S. Senate,,,Over Votes,0,0,0
Jim Wells,1,U.S. Senate,,,Under Votes,6,4,2
Jim Wells,1,U.S. Senate,,DEM,David M. Alameel,53,32,21
Jim Wells,1,U.S. Senate,,LIB,Rebecca Paddock,2,1,1
Jim Wells,1,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,1,1
Jim Wells,1,U.S. Senate,,,Mohammed Tahiro,0,0,0
Jim Wells,1,U.S. House,34,REP,Larry S. Smith,20,6,14
Jim Wells,1,U.S. House,34,,Over Votes,0,0,0
Jim Wells,1,U.S. House,34,,Under Votes,5,3,2
Jim Wells,1,U.S. House,34,DEM,Filemon B Vela,59,35,24
Jim Wells,1,U.S. House,34,LIB,Ryan Rowley,1,1,0
Jim Wells,1,Governor,,REP,Greg Abbott,18,6,12
Jim Wells,1,Governor,,,Over Votes,0,0,0
Jim Wells,1,Governor,,,Under Votes,4,2,2
Jim Wells,1,Governor,,DEM,Wendy R. Davis,62,36,26
Jim Wells,1,Governor,,LIB,Kathie Glass,0,0,0
Jim Wells,1,Governor,,GRN,Brandon Parmer,1,1,0
Jim Wells,1,Governor,,,Sarah M. Pavitt,0,0,0
Jim Wells,1,Lieutenant Governor,,REP,Dan Patrick,20,5,15
Jim Wells,1,Lieutenant Governor,,,Over Votes,0,0,0
Jim Wells,1,Lieutenant Governor,,,Under Votes,4,2,2
Jim Wells,1,Lieutenant Governor,,DEM,Leticia Van de Putte,58,36,22
Jim Wells,1,Lieutenant Governor,,LIB,Robert D. Butler,2,2,0
Jim Wells,1,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,1
Jim Wells,1,Attorney General,,REP,Ken Paxton,19,5,14
Jim Wells,1,Attorney General,,,Over Votes,0,0,0
Jim Wells,1,Attorney General,,,Under Votes,4,3,1
Jim Wells,1,Attorney General,,DEM,Sam Houston,59,37,22
Jim Wells,1,Attorney General,,LIB,Jamie Balagia,2,0,2
Jim Wells,1,Attorney General,,GRN,Jamar Osborne,1,0,1
Jim Wells,1,Comptroller of Public Accounts,,REP,Glenn Hegar,20,6,14
Jim Wells,1,Comptroller of Public Accounts,,,Over Votes,0,0,0
Jim Wells,1,Comptroller of Public Accounts,,,Under Votes,5,3,2
Jim Wells,1,Comptroller of Public Accounts,,DEM,Mike Collier,56,34,22
Jim Wells,1,Comptroller of Public Accounts,,LIB,Ben Sanders,3,2,1
Jim Wells,1,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,1
Jim Wells,1,Commissioner of the General Land Office,,REP,George P. Bush,24,9,15
Jim Wells,1,Commissioner of the General Land Office,,,Over Votes,0,0,0
Jim Wells,1,Commissioner of the General Land Office,,,Under Votes,5,3,2
Jim Wells,1,Commissioner of the General Land Office,,DEM,John Cook,53,32,21
Jim Wells,1,Commissioner of the General Land Office,,LIB,Justin Knight,2,1,1
Jim Wells,1,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,1
Jim Wells,1,Commissioner of Agriculture,,REP,Sid Miller,21,8,13
Jim Wells,1,Commissioner of Agriculture,,,Over Votes,0,0,0
Jim Wells,1,Commissioner of Agriculture,,,Under Votes,7,3,4
Jim Wells,1,Commissioner of Agriculture,,DEM,Jim Hogan,54,32,22
Jim Wells,1,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,1,1,0
Jim Wells,1,Commissioner of Agriculture,,GRN,Kenneth Kendrick,2,1,1
Jim Wells,1,Railroad Commissioner,,REP,Ryan Sitton,21,5,16
Jim Wells,1,Railroad Commissioner,,,Over Votes,0,0,0
Jim Wells,1,Railroad Commissioner,,,Under Votes,6,3,3
Jim Wells,1,Railroad Commissioner,,DEM,Steve Brown,53,33,20
Jim Wells,1,Railroad Commissioner,,LIB,Mark A. Miller,3,3,0
Jim Wells,1,Railroad Commissioner,,GRN,Martina Salinas,2,1,1
