county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Taylor,101 - 0,U.S. House,19,REP,Jodey C. Arrington,1211,27,882,302
Taylor,101 - 0,U.S. House,19,IND,Nathan Lewis,390,24,259,107
Taylor,101 - 0,Governor,,REP,Greg Abbott,1145,24,832,289
Taylor,101 - 0,Governor,,DEM,Beto O'Rourke,453,25,311,117
Taylor,101 - 0,Governor,,LIB,Mark Tippetts,28,2,14,12
Taylor,101 - 0,Governor,,GRN,Delilah Barrios,8,0,3,5
Taylor,101 - 0,Governor,,,Jacqueline Abernathy,1,0,0,1
Taylor,101 - 0,Governor,,,Mark V. Goloby,0,0,0,0
Taylor,101 - 0,Governor,,,Rejected write-ins,1,0,0,1
Taylor,101 - 0,Governor,,,Unassigned write-ins,0,0,0,0
Taylor,101 - 0,Lieutenant Governor,,REP,Dan Patrick,1116,22,819,275
Taylor,101 - 0,Lieutenant Governor,,DEM,Mike Collier,443,26,301,116
Taylor,101 - 0,Lieutenant Governor,,LIB,Shanna Steele,66,1,35,30
Taylor,101 - 0,Attorney General,,REP,Ken Paxton,1110,25,812,273
Taylor,101 - 0,Attorney General,,DEM,Rochelle Mercedes Garza,462,26,310,126
Taylor,101 - 0,Attorney General,,LIB,Mark Ash,53,1,30,22
Taylor,101 - 0,Comptroller of Public Accounts,,REP,Glenn Hegar,1142,27,833,282
Taylor,101 - 0,Comptroller of Public Accounts,,DEM,Janet T. Dudding,418,24,284,110
Taylor,101 - 0,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,56,1,31,24
Taylor,101 - 0,Commissioner of the General Land Office,,REP,Dawn Buckingham,1162,24,843,295
Taylor,101 - 0,Commissioner of the General Land Office,,DEM,Jay Kleberg,417,27,285,105
Taylor,101 - 0,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",29,0,16,13
Taylor,101 - 0,Commissioner of the General Land Office,,,Carrie Evelyn Menger,0,0,0,0
Taylor,101 - 0,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
Taylor,101 - 0,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
Taylor,101 - 0,Commissioner of Agriculture,,REP,Sid Miller,1156,24,835,297
Taylor,101 - 0,Commissioner of Agriculture,,DEM,Susan Hays,456,27,311,118
Taylor,101 - 0,Railroad Commissioner,,REP,Wayne Christian,1124,24,824,276
Taylor,101 - 0,Railroad Commissioner,,DEM,Luke Warford,393,25,268,100
Taylor,101 - 0,Railroad Commissioner,,LIB,Jaime Andres Diez,67,2,32,33
Taylor,101 - 0,Railroad Commissioner,,GRN,Hunter Wayne Crow,18,0,14,4
Taylor,101 - 0,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,1134,26,825,283
Taylor,101 - 0,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,430,26,292,112
Taylor,101 - 0,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,46,0,23,23
Taylor,101 - 0,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,1152,26,837,289
Taylor,101 - 0,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,449,26,298,125
Taylor,101 - 0,"Justice, Supreme Court, Place 9",,REP,Evan Young,1140,27,827,286
Taylor,101 - 0,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,465,25,312,128
Taylor,101 - 0,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,1147,26,836,285
Taylor,101 - 0,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,463,26,307,130
Taylor,101 - 0,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F. McClure, III",1152,26,825,301
Taylor,101 - 0,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,448,26,308,114
Taylor,101 - 0,State House,71,REP,Stan Lambert,1188,31,858,299
Taylor,101 - 0,State House,71,DEM,Linda Goolsbee,434,21,292,121
Taylor,102 - 0,U.S. House,19,REP,Jodey C. Arrington,827,29,540,258
Taylor,102 - 0,U.S. House,19,IND,Nathan Lewis,308,16,191,101
Taylor,102 - 0,Governor,,REP,Greg Abbott,792,29,524,239
Taylor,102 - 0,Governor,,DEM,Beto O'Rourke,340,17,206,117
Taylor,102 - 0,Governor,,LIB,Mark Tippetts,14,0,5,9
Taylor,102 - 0,Governor,,GRN,Delilah Barrios,5,0,2,3
Taylor,102 - 0,Governor,,,Jacqueline Abernathy,0,0,0,0
Taylor,102 - 0,Governor,,,Mark V. Goloby,0,0,0,0
Taylor,102 - 0,Governor,,,Rejected write-ins,0,0,0,0
Taylor,102 - 0,Governor,,,Unassigned write-ins,0,0,0,0
Taylor,102 - 0,Lieutenant Governor,,REP,Dan Patrick,759,26,500,233
Taylor,102 - 0,Lieutenant Governor,,DEM,Mike Collier,343,19,212,112
Taylor,102 - 0,Lieutenant Governor,,LIB,Shanna Steele,43,0,22,21
Taylor,102 - 0,Attorney General,,REP,Ken Paxton,747,26,493,228
Taylor,102 - 0,Attorney General,,DEM,Rochelle Mercedes Garza,348,19,211,118
Taylor,102 - 0,Attorney General,,LIB,Mark Ash,43,1,25,17
Taylor,102 - 0,Comptroller of Public Accounts,,REP,Glenn Hegar,782,26,518,238
Taylor,102 - 0,Comptroller of Public Accounts,,DEM,Janet T. Dudding,309,20,185,104
Taylor,102 - 0,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,46,0,25,21
Taylor,102 - 0,Commissioner of the General Land Office,,REP,Dawn Buckingham,788,25,523,240
Taylor,102 - 0,Commissioner of the General Land Office,,DEM,Jay Kleberg,319,21,191,107
Taylor,102 - 0,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",25,0,14,11
Taylor,102 - 0,Commissioner of the General Land Office,,,Carrie Evelyn Menger,0,0,0,0
Taylor,102 - 0,Commissioner of the General Land Office,,,Rejected write-ins,2,0,0,2
Taylor,102 - 0,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
Taylor,102 - 0,Commissioner of Agriculture,,REP,Sid Miller,789,27,521,241
Taylor,102 - 0,Commissioner of Agriculture,,DEM,Susan Hays,348,19,206,123
Taylor,102 - 0,Railroad Commissioner,,REP,Wayne Christian,777,26,514,237
Taylor,102 - 0,Railroad Commissioner,,DEM,Luke Warford,312,20,192,100
Taylor,102 - 0,Railroad Commissioner,,LIB,Jaime Andres Diez,36,0,18,18
Taylor,102 - 0,Railroad Commissioner,,GRN,Hunter Wayne Crow,8,0,2,6
Taylor,102 - 0,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,779,26,523,230
Taylor,102 - 0,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,324,20,192,112
Taylor,102 - 0,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,32,0,13,19
Taylor,102 - 0,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,795,26,523,246
Taylor,102 - 0,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,339,19,204,116
Taylor,102 - 0,"Justice, Supreme Court, Place 9",,REP,Evan Young,780,26,513,241
Taylor,102 - 0,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,351,20,211,120
Taylor,102 - 0,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,794,26,524,244
Taylor,102 - 0,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,337,20,200,117
Taylor,102 - 0,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F. McClure, III",786,26,520,240
Taylor,102 - 0,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,346,20,206,120
Taylor,102 - 0,State House,71,REP,Stan Lambert,807,26,526,255
