county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Leon,1,Registered Voters,,,,1783,,,
Leon,2,Registered Voters,,,,379,,,
Leon,3,Registered Voters,,,,618,,,
Leon,4,Registered Voters,,,,957,,,
Leon,5,Registered Voters,,,,574,,,
Leon,6,Registered Voters,,,,1110,,,
Leon,7,Registered Voters,,,,619,,,
Leon,8,Registered Voters,,,,1146,,,
Leon,9,Registered Voters,,,,450,,,
Leon,10,Registered Voters,,,,1120,,,
Leon,11,Registered Voters,,,,1055,,,
Leon,12,Registered Voters,,,,842,,,
Leon,13,Registered Voters,,,,847,,,
Leon,14,Registered Voters,,,,271,,,
Leon,1,Ballots Cast,,,,597,41,329,227
Leon,2,Ballots Cast,,,,133,6,39,88
Leon,3,Ballots Cast,,,,204,9,79,116
Leon,4,Ballots Cast,,,,247,10,31,206
Leon,5,Ballots Cast,,,,206,11,69,126
Leon,6,Ballots Cast,,,,445,24,67,352
Leon,7,Ballots Cast,,,,245,11,56,178
Leon,8,Ballots Cast,,,,307,11,61,235
Leon,9,Ballots Cast,,,,129,6,50,73
Leon,10,Ballots Cast,,,,314,11,102,200
Leon,11,Ballots Cast,,,,321,12,80,229
Leon,12,Ballots Cast,,,,285,23,38,224
Leon,13,Ballots Cast,,,,320,14,125,181
Leon,14,Ballots Cast,,,,85,15,41,29
Leon,1,Ballots Cast,,REP,,553,30,304,219
Leon,2,Ballots Cast,,REP,,129,6,38,85
Leon,3,Ballots Cast,,REP,,196,7,78,111
Leon,4,Ballots Cast,,REP,,229,8,24,197
Leon,5,Ballots Cast,,REP,,191,10,65,116
Leon,6,Ballots Cast,,REP,,424,18,62,342
Leon,7,Ballots Cast,,REP,,240,8,56,176
Leon,8,Ballots Cast,,REP,,295,8,59,228
Leon,9,Ballots Cast,,REP,,126,6,48,72
Leon,10,Ballots Cast,,REP,,297,10,94,192
Leon,11,Ballots Cast,,REP,,287,7,74,206
Leon,12,Ballots Cast,,REP,,233,14,33,186
Leon,13,Ballots Cast,,REP,,311,13,121,177
Leon,14,Ballots Cast,,REP,,68,7,39,22
Leon,1,Ballots Cast,,DEM,,44,11,25,8
Leon,2,Ballots Cast,,DEM,,4,0,1,3
Leon,3,Ballots Cast,,DEM,,8,2,1,5
