county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Orange,1,Registered Voters,,,,373,0,0,0
Orange,2,Registered Voters,,,,1250,0,0,0
Orange,3,Registered Voters,,,,1337,0,0,0
Orange,4,Registered Voters,,,,431,0,0,0
Orange,5,Registered Voters,,,,1499,0,0,0
Orange,6,Registered Voters,,,,1617,0,0,0
Orange,7,Registered Voters,,,,1675,0,0,0
Orange,8,Registered Voters,,,,2506,0,0,0
Orange,9,Registered Voters,,,,2216,0,0,0
Orange,10,Registered Voters,,,,867,0,0,0
Orange,11,Registered Voters,,,,618,0,0,0
Orange,12,Registered Voters,,,,1279,0,0,0
Orange,13,Registered Voters,,,,1488,0,0,0
Orange,14,Registered Voters,,,,1745,0,0,0
Orange,15,Registered Voters,,,,1722,0,0,0
Orange,16,Registered Voters,,,,2573,0,0,0
Orange,17,Registered Voters,,,,1928,0,0,0
Orange,18,Registered Voters,,,,2082,0,0,0
Orange,19,Registered Voters,,,,1771,0,0,0
Orange,20,Registered Voters,,,,1589,0,0,0
Orange,21,Registered Voters,,,,297,0,0,0
Orange,22,Registered Voters,,,,1069,0,0,0
Orange,23,Registered Voters,,,,2881,0,0,0
Orange,24,Registered Voters,,,,1625,0,0,0
Orange,25,Registered Voters,,,,1827,0,0,0
Orange,26,Registered Voters,,,,2318,0,0,0
Orange,27,Registered Voters,,,,2075,0,0,0
Orange,28,Registered Voters,,,,3079,0,0,0
Orange,29,Registered Voters,,,,1165,0,0,0
Orange,30,Registered Voters,,,,1093,0,0,0
Orange,31,Registered Voters,,,,1925,0,0,0
Orange,32,Registered Voters,,,,1979,0,0,0
Orange,33,Registered Voters,,,,1512,0,0,0
Orange,34,Registered Voters,,,,1615,0,0,0
Orange,1,Ballots Cast,,,,137,63,69,5
Orange,2,Ballots Cast,,,,405,112,258,35
Orange,3,Ballots Cast,,,,386,118,230,38
Orange,4,Ballots Cast,,,,111,44,49,18
Orange,5,Ballots Cast,,,,613,138,412,63
Orange,6,Ballots Cast,,,,867,298,540,29
Orange,7,Ballots Cast,,,,792,261,502,29
Orange,8,Ballots Cast,,,,1293,422,813,58
Orange,9,Ballots Cast,,,,1146,434,673,39
Orange,10,Ballots Cast,,,,383,120,241,22
Orange,11,Ballots Cast,,,,188,69,110,9
Orange,12,Ballots Cast,,,,506,183,295,28
Orange,13,Ballots Cast,,,,469,161,274,34
Orange,14,Ballots Cast,,,,745,240,460,45
Orange,15,Ballots Cast,,,,879,276,564,39
Orange,16,Ballots Cast,,,,1295,422,849,24
Orange,17,Ballots Cast,,,,895,351,520,24
Orange,18,Ballots Cast,,,,918,249,648,21
Orange,19,Ballots Cast,,,,692,214,463,15
Orange,20,Ballots Cast,,,,613,181,410,22
Orange,21,Ballots Cast,,,,154,99,49,6
Orange,22,Ballots Cast,,,,491,215,261,15
Orange,23,Ballots Cast,,,,1588,667,876,45
Orange,24,Ballots Cast,,,,731,239,458,34
Orange,25,Ballots Cast,,,,796,318,451,27
Orange,26,Ballots Cast,,,,1077,382,672,23
Orange,27,Ballots Cast,,,,1023,316,689,18
Orange,28,Ballots Cast,,,,1711,609,1059,43
Orange,29,Ballots Cast,,,,477,120,354,3
Orange,30,Ballots Cast,,,,522,184,299,39
Orange,31,Ballots Cast,,,,873,321,532,20
Orange,32,Ballots Cast,,,,1049,396,631,22
Orange,33,Ballots Cast,,,,690,197,480,13
Orange,34,Ballots Cast,,,,747,270,453,24
Orange,1,Ballots Cast - Blank,,,,1,1,0,0
Orange,2,Ballots Cast - Blank,,,,1,1,0,0
Orange,3,Ballots Cast - Blank,,,,2,2,0,0
Orange,4,Ballots Cast - Blank,,,,0,0,0,0
