county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Wharton,PCT 101,Registered Voters,,,,1491,0,0,0
Wharton,PCT 102,Registered Voters,,,,2785,0,0,0
Wharton,PCT 103,Registered Voters,,,,2503,0,0,0
Wharton,PCT 201,Registered Voters,,,,2834,0,0,0
Wharton,PCT 202,Registered Voters,,,,916,0,0,0
Wharton,PCT 203,Registered Voters,,,,3374,0,0,0
Wharton,PCT 301,Registered Voters,,,,2363,0,0,0
Wharton,PCT 302,Registered Voters,,,,2212,0,0,0
Wharton,PCT 303,Registered Voters,,,,2065,0,0,0
Wharton,PCT 401,Registered Voters,,,,2673,0,0,0
Wharton,PCT 402,Registered Voters,,,,1748,0,0,0
Wharton,PCT 403,Registered Voters,,,,691,0,0,0
Wharton,PCT 101,Registered Voters - Nonpartisan,,NON,,1491,0,0,0
Wharton,PCT 102,Registered Voters - Nonpartisan,,NON,,2785,0,0,0
Wharton,PCT 103,Registered Voters - Nonpartisan,,NON,,2503,0,0,0
Wharton,PCT 201,Registered Voters - Nonpartisan,,NON,,2834,0,0,0
Wharton,PCT 202,Registered Voters - Nonpartisan,,NON,,916,0,0,0
Wharton,PCT 203,Registered Voters - Nonpartisan,,NON,,3374,0,0,0
Wharton,PCT 301,Registered Voters - Nonpartisan,,NON,,2363,0,0,0
Wharton,PCT 302,Registered Voters - Nonpartisan,,NON,,2212,0,0,0
Wharton,PCT 303,Registered Voters - Nonpartisan,,NON,,2065,0,0,0
Wharton,PCT 401,Registered Voters - Nonpartisan,,NON,,2673,0,0,0
Wharton,PCT 402,Registered Voters - Nonpartisan,,NON,,1748,0,0,0
Wharton,PCT 403,Registered Voters - Nonpartisan,,NON,,691,0,0,0
Wharton,PCT 101,Ballots Cast,,,,327,23,186,118
Wharton,PCT 102,Ballots Cast,,,,705,35,408,262
Wharton,PCT 103,Ballots Cast,,,,382,19,190,173
Wharton,PCT 201,Ballots Cast,,,,723,31,357,335
Wharton,PCT 202,Ballots Cast,,,,132,22,61,49
Wharton,PCT 203,Ballots Cast,,,,470,36,284,150
Wharton,PCT 301,Ballots Cast,,,,614,36,367,211
Wharton,PCT 302,Ballots Cast,,,,423,17,259,147
Wharton,PCT 303,Ballots Cast,,,,520,21,247,252
Wharton,PCT 401,Ballots Cast,,,,335,16,173,146
Wharton,PCT 402,Ballots Cast,,,,277,11,157,109
Wharton,PCT 403,Ballots Cast,,,,105,11,58,36
Wharton,PCT 101,Ballots Cast,,REP,,266,12,159,95
Wharton,PCT 102,Ballots Cast,,REP,,617,20,359,238
Wharton,PCT 103,Ballots Cast,,REP,,312,5,163,144
Wharton,PCT 201,Ballots Cast,,REP,,692,22,346,324
Wharton,PCT 202,Ballots Cast,,REP,,59,3,35,21
Wharton,PCT 203,Ballots Cast,,REP,,292,8,190,94
Wharton,PCT 301,Ballots Cast,,REP,,567,23,345,199
Wharton,PCT 302,Ballots Cast,,REP,,397,8,244,145
Wharton,PCT 303,Ballots Cast,,REP,,494,14,242,238
